 3.6308E-02  2.1110E-01  8.7790E-02  8.7790E-02  2.1110E-01  8.8262E-02  8.8262E-02  1.7851E+00
 3.8905E-02  2.1204E-01  8.3559E-02  8.3559E-02  2.1204E-01  8.4009E-02  8.4009E-02  1.7170E+00
 4.1687E-02  2.1328E-01  7.9427E-02  7.9427E-02  2.1328E-01  7.9854E-02  7.9854E-02  1.6503E+00
 4.4668E-02  2.1482E-01  7.5394E-02  7.5394E-02  2.1482E-01  7.5798E-02  7.5798E-02  1.5851E+00
 4.7863E-02  2.1666E-01  7.1462E-02  7.1462E-02  2.1666E-01  7.1843E-02  7.1843E-02  1.5213E+00
 5.1286E-02  2.1880E-01  6.7627E-02  6.7627E-02  2.1880E-01  6.7985E-02  6.7985E-02  1.4589E+00
 5.4954E-02  2.2125E-01  6.3888E-02  6.3888E-02  2.2125E-01  6.4224E-02  6.4224E-02  1.3978E+00
 5.8884E-02  2.2401E-01  6.0250E-02  6.0250E-02  2.2401E-01  6.0563E-02  6.0563E-02  1.3382E+00
 6.3096E-02  2.2710E-01  5.6715E-02  5.6715E-02  2.2710E-01  5.7005E-02  5.7005E-02  1.2798E+00
 6.7608E-02  2.3050E-01  5.3280E-02  5.3280E-02  2.3050E-01  5.3548E-02  5.3548E-02  1.2227E+00
 7.2444E-02  2.3420E-01  4.9940E-02  4.9940E-02  2.3420E-01  5.0187E-02  5.0187E-02  1.1668E+00
 7.7625E-02  2.3822E-01  4.6703E-02  4.6703E-02  2.3822E-01  4.6929E-02  4.6929E-02  1.1122E+00
 8.3176E-02  2.4256E-01  4.3572E-02  4.3572E-02  2.4256E-01  4.3778E-02  4.3778E-02  1.0589E+00
 8.9125E-02  2.4723E-01  4.0547E-02  4.0547E-02  2.4723E-01  4.0734E-02  4.0734E-02  1.0067E+00
 9.5499E-02  2.5218E-01  3.7622E-02  3.7622E-02  2.5218E-01  3.7789E-02  3.7789E-02  9.5563E-01
 1.0233E-01  2.5742E-01  3.4798E-02  3.4798E-02  2.5742E-01  3.4949E-02  3.4949E-02  9.0576E-01
 1.0965E-01  2.6296E-01  3.2085E-02  3.2085E-02  2.6296E-01  3.2219E-02  3.2219E-02  8.5706E-01
 1.1749E-01  2.6879E-01  2.9486E-02  2.9486E-02  2.6879E-01  2.9604E-02  2.9604E-02  8.0950E-01
 1.2589E-01  2.7488E-01  2.6996E-02  2.6996E-02  2.7488E-01  2.7100E-02  2.7100E-02  7.6304E-01
 1.3490E-01  2.8117E-01  2.4610E-02  2.4610E-02  2.8117E-01  2.4700E-02  2.4700E-02  7.1764E-01
 1.4454E-01  2.8763E-01  2.2328E-02  2.2328E-02  2.8763E-01  2.2406E-02  2.2406E-02  6.7330E-01
 1.5488E-01  2.9425E-01  2.0159E-02  2.0159E-02  2.9425E-01  2.0225E-02  2.0225E-02  6.3008E-01
 1.6596E-01  3.0098E-01  1.8104E-02  1.8104E-02  3.0098E-01  1.8160E-02  1.8160E-02  5.8797E-01
 1.7783E-01  3.0778E-01  1.6165E-02  1.6165E-02  3.0778E-01  1.6211E-02  1.6211E-02  5.4699E-01
 1.9055E-01  3.1457E-01  1.4341E-02  1.4341E-02  3.1457E-01  1.4379E-02  1.4379E-02  5.0714E-01
 2.0417E-01  3.2128E-01  1.2633E-02  1.2633E-02  3.2128E-01  1.2664E-02  1.2664E-02  4.6843E-01
 2.1878E-01  3.2783E-01  1.1042E-02  1.1042E-02  3.2783E-01  1.1067E-02  1.1067E-02  4.3090E-01
 2.3442E-01  3.3409E-01  9.5681E-03  9.5681E-03  3.3409E-01  9.5879E-03  9.5879E-03  3.9456E-01
 2.5119E-01  3.3995E-01  8.2107E-03  8.2107E-03  3.3995E-01  8.2261E-03  8.2261E-03  3.5945E-01
 2.6915E-01  3.4526E-01  6.9694E-03  6.9694E-03  3.4526E-01  6.9811E-03  6.9811E-03  3.2559E-01
 2.8840E-01  3.4985E-01  5.8429E-03  5.8429E-03  3.4985E-01  5.8517E-03  5.8517E-03  2.9304E-01
 3.0903E-01  3.5352E-01  4.8298E-03  4.8298E-03  3.5352E-01  4.8362E-03  4.8362E-03  2.6184E-01
 3.3113E-01  3.5603E-01  3.9278E-03  3.9278E-03  3.5603E-01  3.9323E-03  3.9323E-03  2.3205E-01
 3.5481E-01  3.5713E-01  3.1341E-03  3.1341E-03  3.5713E-01  3.1372E-03  3.1372E-03  2.0372E-01
 3.8019E-01  3.5651E-01  2.4452E-03  2.4452E-03  3.5651E-01  2.4473E-03  2.4473E-03  1.7693E-01
 4.0738E-01  3.5384E-01  1.8570E-03  1.8570E-03  3.5384E-01  1.8583E-03  1.8583E-03  1.5175E-01
 4.3652E-01  3.4873E-01  1.3643E-03  1.3643E-03  3.4873E-01  1.3651E-03  1.3651E-03  1.2826E-01
 4.6774E-01  3.4076E-01  9.6126E-04  9.6126E-04  3.4076E-01  9.6174E-04  9.6174E-04  1.0653E-01
 5.0119E-01  3.2948E-01  6.4118E-04  6.4118E-04  3.2948E-01  6.4144E-04  6.4144E-04  8.6662E-02
 5.3703E-01  3.1442E-01  3.9636E-04  3.9636E-04  3.1442E-01  3.9649E-04  3.9649E-04  6.8731E-02
 5.7544E-01  2.9507E-01  2.1827E-04  2.1827E-04  2.9507E-01  2.1833E-04  2.1833E-04  5.2817E-02
 6.1660E-01  2.7099E-01  9.7765E-05  9.7765E-05  2.7099E-01  9.7791E-05  9.7791E-05  3.8989E-02
 6.6069E-01  2.4172E-01  2.4601E-05  2.4601E-05  2.4172E-01  2.4610E-05  2.4610E-05  2.7300E-02
 7.0795E-01  2.0707E-01 -1.1863E-05 -1.1863E-05  2.0707E-01 -1.1861E-05 -1.1861E-05  1.7787E-02
 7.5858E-01  1.6716E-01 -2.2593E-05 -2.2593E-05  1.6716E-01 -2.2592E-05 -2.2592E-05  1.0443E-02
 8.1283E-01  1.2269E-01 -1.8329E-05 -1.8329E-05  1.2269E-01 -1.8329E-05 -1.8329E-05  5.2034E-03
 8.7096E-01  7.5525E-02 -8.8289E-06 -8.8289E-06  7.5525E-02 -8.8289E-06 -8.8289E-06  1.9249E-03
 9.3325E-01  3.0127E-02 -1.6925E-06 -1.6925E-06  3.0127E-02 -1.6925E-06 -1.6925E-06  3.4615E-04
