 1.0000E-03  4.8903E-01  4.7583E-01  4.7583E-01  4.8903E-01  4.7642E-01  4.7642E-01  8.4398E+00
 1.0715E-03  4.7809E-01  4.6430E-01  4.6430E-01  4.7809E-01  4.6489E-01  4.6489E-01  8.2317E+00
 1.1482E-03  4.6738E-01  4.5297E-01  4.5297E-01  4.6738E-01  4.5358E-01  4.5358E-01  8.0277E+00
 1.2303E-03  4.5690E-01  4.4185E-01  4.4185E-01  4.5690E-01  4.4247E-01  4.4247E-01  7.8278E+00
 1.3183E-03  4.4666E-01  4.3093E-01  4.3093E-01  4.4666E-01  4.3156E-01  4.3156E-01  7.6320E+00
 1.4125E-03  4.3663E-01  4.2021E-01  4.2021E-01  4.3663E-01  4.2085E-01  4.2085E-01  7.4400E+00
 1.5136E-03  4.2684E-01  4.0968E-01  4.0968E-01  4.2684E-01  4.1033E-01  4.1033E-01  7.2519E+00
 1.6218E-03  4.1726E-01  3.9934E-01  3.9934E-01  4.1726E-01  4.0000E-01  4.0000E-01  7.0676E+00
 1.7378E-03  4.0791E-01  3.8919E-01  3.8919E-01  4.0791E-01  3.8986E-01  3.8986E-01  6.8871E+00
 1.8621E-03  3.9878E-01  3.7922E-01  3.7922E-01  3.9878E-01  3.7991E-01  3.7991E-01  6.7102E+00
 1.9953E-03  3.8986E-01  3.6943E-01  3.6943E-01  3.8986E-01  3.7013E-01  3.7013E-01  6.5370E+00
 2.1380E-03  3.8116E-01  3.5983E-01  3.5983E-01  3.8116E-01  3.6053E-01  3.6053E-01  6.3673E+00
 2.2909E-03  3.7267E-01  3.5039E-01  3.5039E-01  3.7267E-01  3.5110E-01  3.5110E-01  6.2010E+00
 2.4547E-03  3.6440E-01  3.4113E-01  3.4113E-01  3.6440E-01  3.4185E-01  3.4185E-01  6.0382E+00
 2.6303E-03  3.5634E-01  3.3204E-01  3.3204E-01  3.5634E-01  3.3276E-01  3.3276E-01  5.8788E+00
 2.8184E-03  3.4850E-01  3.2311E-01  3.2311E-01  3.4850E-01  3.2384E-01  3.2384E-01  5.7227E+00
 3.0200E-03  3.4086E-01  3.1434E-01  3.1434E-01  3.4086E-01  3.1509E-01  3.1509E-01  5.5698E+00
 3.2359E-03  3.3343E-01  3.0574E-01  3.0574E-01  3.3343E-01  3.0649E-01  3.0649E-01  5.4201E+00
 3.4674E-03  3.2622E-01  2.9729E-01  2.9729E-01  3.2622E-01  2.9805E-01  2.9805E-01  5.2735E+00
 3.7154E-03  3.1921E-01  2.8900E-01  2.8900E-01  3.1921E-01  2.8976E-01  2.8976E-01  5.1300E+00
 3.9811E-03  3.1241E-01  2.8086E-01  2.8086E-01  3.1241E-01  2.8163E-01  2.8163E-01  4.9895E+00
 4.2658E-03  3.0581E-01  2.7287E-01  2.7287E-01  3.0581E-01  2.7365E-01  2.7365E-01  4.8519E+00
 4.5709E-03  2.9943E-01  2.6503E-01  2.6503E-01  2.9943E-01  2.6581E-01  2.6581E-01  4.7173E+00
 4.8978E-03  2.9325E-01  2.5733E-01  2.5733E-01  2.9325E-01  2.5811E-01  2.5811E-01  4.5856E+00
 5.2481E-03  2.8728E-01  2.4978E-01  2.4978E-01  2.8728E-01  2.5056E-01  2.5056E-01  4.4566E+00
 5.6234E-03  2.8153E-01  2.4236E-01  2.4236E-01  2.8153E-01  2.4314E-01  2.4314E-01  4.3303E+00
 6.0256E-03  2.7598E-01  2.3508E-01  2.3508E-01  2.7598E-01  2.3587E-01  2.3587E-01  4.2068E+00
 6.4565E-03  2.7064E-01  2.2794E-01  2.2794E-01  2.7064E-01  2.2872E-01  2.2872E-01  4.0859E+00
 6.9183E-03  2.6551E-01  2.2093E-01  2.2093E-01  2.6551E-01  2.2171E-01  2.2171E-01  3.9676E+00
 7.4131E-03  2.6059E-01  2.1405E-01  2.1405E-01  2.6059E-01  2.1483E-01  2.1483E-01  3.8519E+00
 7.9433E-03  2.5589E-01  2.0730E-01  2.0730E-01  2.5589E-01  2.0807E-01  2.0807E-01  3.7386E+00
 8.5114E-03  2.5140E-01  2.0067E-01  2.0067E-01  2.5140E-01  2.0145E-01  2.0145E-01  3.6278E+00
 9.1201E-03  2.4713E-01  1.9417E-01  1.9417E-01  2.4713E-01  1.9494E-01  1.9494E-01  3.5194E+00
 9.7724E-03  2.4307E-01  1.8780E-01  1.8780E-01  2.4307E-01  1.8856E-01  1.8856E-01  3.4133E+00
 1.0471E-02  2.3924E-01  1.8154E-01  1.8154E-01  2.3924E-01  1.8229E-01  1.8229E-01  3.3095E+00
 1.1220E-02  2.3563E-01  1.7540E-01  1.7540E-01  2.3563E-01  1.7615E-01  1.7615E-01  3.2080E+00
 1.2023E-02  2.3224E-01  1.6938E-01  1.6938E-01  2.3224E-01  1.7012E-01  1.7012E-01  3.1087E+00
 1.2882E-02  2.2908E-01  1.6347E-01  1.6347E-01  2.2908E-01  1.6420E-01  1.6420E-01  3.0116E+00
 1.3804E-02  2.2614E-01  1.5768E-01  1.5768E-01  2.2614E-01  1.5840E-01  1.5840E-01  2.9165E+00
 1.4791E-02  2.2344E-01  1.5200E-01  1.5200E-01  2.2344E-01  1.5271E-01  1.5271E-01  2.8236E+00
 1.5849E-02  2.2098E-01  1.4643E-01  1.4643E-01  2.2098E-01  1.4712E-01  1.4712E-01  2.7327E+00
 1.6982E-02  2.1875E-01  1.4097E-01  1.4097E-01  2.1875E-01  1.4165E-01  1.4165E-01  2.6437E+00
 1.8197E-02  2.1677E-01  1.3562E-01  1.3562E-01  2.1677E-01  1.3628E-01  1.3628E-01  2.5567E+00
 1.9498E-02  2.1503E-01  1.3037E-01  1.3037E-01  2.1503E-01  1.3102E-01  1.3102E-01  2.4717E+00
 2.0893E-02  2.1354E-01  1.2523E-01  1.2523E-01  2.1354E-01  1.2586E-01  1.2586E-01  2.3884E+00
 2.2387E-02  2.1230E-01  1.2019E-01  1.2019E-01  2.1230E-01  1.2081E-01  1.2081E-01  2.3071E+00
 2.3988E-02  2.1132E-01  1.1526E-01  1.1526E-01  2.1132E-01  1.1586E-01  1.1586E-01  2.2275E+00
 2.5704E-02  2.1061E-01  1.1043E-01  1.1043E-01  2.1061E-01  1.1101E-01  1.1101E-01  2.1496E+00
 2.7542E-02  2.1016E-01  1.0570E-01  1.0570E-01  2.1016E-01  1.0626E-01  1.0626E-01  2.0734E+00
 2.9512E-02  2.0997E-01  1.0107E-01  1.0107E-01  2.0997E-01  1.0161E-01  1.0161E-01  1.9990E+00
 3.1623E-02  2.1007E-01  9.6546E-02  9.6546E-02  2.1007E-01  9.7061E-02  9.7061E-02  1.9261E+00
 3.3884E-02  2.1044E-01  9.2118E-02  9.2118E-02  2.1044E-01  9.2612E-02  9.2612E-02  1.8548E+00
