 1.0000E-03  7.5037E-01  7.3712E-01  7.3712E-01  7.5037E-01  7.3787E-01  7.3787E-01  1.2465E+01
 1.0715E-03  7.3175E-01  7.1792E-01  7.1792E-01  7.3175E-01  7.1869E-01  7.1869E-01  1.2128E+01
 1.1482E-03  7.1354E-01  6.9911E-01  6.9911E-01  7.1354E-01  6.9989E-01  6.9989E-01  1.1800E+01
 1.2303E-03  6.9573E-01  6.8067E-01  6.8067E-01  6.9573E-01  6.8147E-01  6.8147E-01  1.1478E+01
 1.3183E-03  6.7831E-01  6.6261E-01  6.6261E-01  6.7831E-01  6.6342E-01  6.6342E-01  1.1164E+01
 1.4125E-03  6.6129E-01  6.4491E-01  6.4491E-01  6.6129E-01  6.4573E-01  6.4573E-01  1.0856E+01
 1.5136E-03  6.4466E-01  6.2756E-01  6.2756E-01  6.4466E-01  6.2840E-01  6.2840E-01  1.0556E+01
 1.6218E-03  6.2841E-01  6.1057E-01  6.1057E-01  6.2841E-01  6.1142E-01  6.1142E-01  1.0262E+01
 1.7378E-03  6.1254E-01  5.9392E-01  5.9392E-01  6.1254E-01  5.9479E-01  5.9479E-01  9.9747E+00
 1.8621E-03  5.9703E-01  5.7761E-01  5.7761E-01  5.9703E-01  5.7849E-01  5.7849E-01  9.6940E+00
 1.9953E-03  5.8190E-01  5.6163E-01  5.6163E-01  5.8190E-01  5.6253E-01  5.6253E-01  9.4196E+00
 2.1380E-03  5.6713E-01  5.4598E-01  5.4598E-01  5.6713E-01  5.4689E-01  5.4689E-01  9.1514E+00
 2.2909E-03  5.5272E-01  5.3065E-01  5.3065E-01  5.5272E-01  5.3156E-01  5.3156E-01  8.8894E+00
 2.4547E-03  5.3866E-01  5.1563E-01  5.1563E-01  5.3866E-01  5.1656E-01  5.1656E-01  8.6334E+00
 2.6303E-03  5.2495E-01  5.0092E-01  5.0092E-01  5.2495E-01  5.0186E-01  5.0186E-01  8.3833E+00
 2.8184E-03  5.1159E-01  4.8651E-01  4.8651E-01  5.1159E-01  4.8746E-01  4.8746E-01  8.1390E+00
 3.0200E-03  4.9858E-01  4.7240E-01  4.7240E-01  4.9858E-01  4.7336E-01  4.7336E-01  7.9003E+00
 3.2359E-03  4.8590E-01  4.5858E-01  4.5858E-01  4.8590E-01  4.5955E-01  4.5955E-01  7.6672E+00
 3.4674E-03  4.7356E-01  4.4505E-01  4.4505E-01  4.7356E-01  4.4603E-01  4.4603E-01  7.4395E+00
 3.7154E-03  4.6155E-01  4.3180E-01  4.3180E-01  4.6155E-01  4.3278E-01  4.3278E-01  7.2172E+00
 3.9811E-03  4.4987E-01  4.1882E-01  4.1882E-01  4.4987E-01  4.1981E-01  4.1981E-01  7.0001E+00
 4.2658E-03  4.3852E-01  4.0612E-01  4.0612E-01  4.3852E-01  4.0711E-01  4.0711E-01  6.7881E+00
 4.5709E-03  4.2750E-01  3.9368E-01  3.9368E-01  4.2750E-01  3.9468E-01  3.9468E-01  6.5812E+00
 4.8978E-03  4.1680E-01  3.8150E-01  3.8150E-01  4.1680E-01  3.8250E-01  3.8250E-01  6.3791E+00
 5.2481E-03  4.0642E-01  3.6957E-01  3.6957E-01  4.0642E-01  3.7058E-01  3.7058E-01  6.1820E+00
 5.6234E-03  3.9637E-01  3.5790E-01  3.5790E-01  3.9637E-01  3.5891E-01  3.5891E-01  5.9895E+00
 6.0256E-03  3.8663E-01  3.4647E-01  3.4647E-01  3.8663E-01  3.4748E-01  3.4748E-01  5.8017E+00
 6.4565E-03  3.7720E-01  3.3528E-01  3.3528E-01  3.7720E-01  3.3629E-01  3.3629E-01  5.6184E+00
 6.9183E-03  3.6810E-01  3.2433E-01  3.2433E-01  3.6810E-01  3.2534E-01  3.2534E-01  5.4396E+00
