# MMHT2014 NNLO Q=1.100
# x  w(x)  delta_w(x)
1.000000E-04  1.757289E-05  1.477423E-05
1.009253E-04  1.772960E-05  1.530117E-05
1.018591E-04  1.788935E-05  1.519717E-05
1.028016E-04  1.805220E-05  1.562360E-05
1.037528E-04  1.888690E-05  1.609089E-05
1.047129E-04  1.906514E-05  1.616510E-05
1.056818E-04  1.924665E-05  1.573120E-05
1.066596E-04  1.943149E-05  1.623309E-05
1.076465E-04  1.961971E-05  1.629845E-05
1.086426E-04  1.981140E-05  1.669840E-05
1.096478E-04  2.000662E-05  1.686100E-05
1.106624E-04  2.020543E-05  1.712227E-05
1.116863E-04  2.040791E-05  1.756236E-05
1.127197E-04  2.061413E-05  1.727947E-05
1.137627E-04  2.082415E-05  1.753078E-05
1.148154E-04  2.103805E-05  1.762345E-05
1.158777E-04  2.125591E-05  1.803649E-05
1.169499E-04  2.147780E-05  1.820548E-05
1.180321E-04  2.174210E-05  1.833553E-05
1.191242E-04  2.197340E-05  1.872358E-05
1.202264E-04  2.220903E-05  1.922357E-05
1.213389E-04  2.345355E-05  1.980705E-05
1.224616E-04  2.370370E-05  2.004206E-05
1.235947E-04  2.395849E-05  2.007118E-05
1.247384E-04  2.417102E-05  2.041687E-05
1.258925E-04  2.443383E-05  2.058794E-05
1.270574E-04  2.395454E-05  2.040754E-05
1.282331E-04  2.421467E-05  2.050126E-05
1.294196E-04  2.447950E-05  2.078169E-05
1.306171E-04  2.580564E-05  2.108669E-05
1.318257E-04  2.608611E-05  2.155281E-05
1.330454E-04  2.637154E-05  2.176888E-05
1.342765E-04  2.666199E-05  2.202413E-05
1.355189E-04  2.697127E-05  2.217068E-05
1.367729E-04  2.727239E-05  2.268015E-05
1.380384E-04  2.757874E-05  2.258479E-05
1.393157E-04  2.789039E-05  2.291396E-05
1.406048E-04  2.820739E-05  2.267514E-05
1.419058E-04  2.852980E-05  2.306089E-05
1.432188E-04  2.885766E-05  2.308363E-05
1.445440E-04  2.919102E-05  2.369834E-05
1.458814E-04  2.952994E-05  2.390360E-05
1.472313E-04  2.987443E-05  2.398690E-05
1.485936E-04  3.022455E-05  2.395616E-05
1.499685E-04  3.058031E-05  2.468419E-05
