# MMHT2014 NNLO Q=1.057
# x  w(x)  delta_w(x)
1.629296E-04  3.122256E-05  2.563038E-05
1.644372E-04  3.159932E-05  2.556970E-05
1.659587E-04  3.198109E-05  2.581536E-05
1.674943E-04  3.239919E-05  2.615186E-05
1.690441E-04  3.298264E-05  2.659244E-05
1.706082E-04  3.358269E-05  2.732830E-05
1.721869E-04  3.297412E-05  2.730579E-05
1.737801E-04  3.359644E-05  2.714706E-05
1.753881E-04  3.474005E-05  2.784919E-05
1.770109E-04  3.424469E-05  2.771923E-05
1.786488E-04  3.572782E-05  2.845531E-05
1.803018E-04  3.596087E-05  2.808492E-05
1.819701E-04  3.619500E-05  2.829258E-05
1.836538E-04  3.772262E-05  3.024084E-05
1.853532E-04  3.796282E-05  3.032789E-05
1.870682E-04  3.820353E-05  3.031137E-05
1.887991E-04  3.733340E-05  2.981277E-05
1.905461E-04  3.806526E-05  2.978844E-05
1.923092E-04  3.882349E-05  3.044061E-05
1.940886E-04  3.974815E-05  3.102006E-05
1.958845E-04  3.936096E-05  3.093246E-05
1.976970E-04  3.967336E-05  3.152775E-05
1.995262E-04  3.993537E-05  3.183132E-05
2.013724E-04  4.156326E-05  3.272084E-05
2.032357E-04  4.184197E-05  3.288588E-05
2.051162E-04  4.212635E-05  3.340291E-05
2.070141E-04  4.241616E-05  3.348058E-05
2.089296E-04  4.289585E-05  3.358650E-05
2.108628E-04  4.352935E-05  3.424506E-05
2.128139E-04  4.416569E-05  3.470506E-05
2.147830E-04  4.480469E-05  3.524244E-05
2.167704E-04  4.544615E-05  3.575695E-05
2.187762E-04  4.608988E-05  3.611698E-05
2.208005E-04  4.673571E-05  3.696270E-05
2.228435E-04  4.738344E-05  3.685748E-05
2.249055E-04  4.802590E-05  3.747712E-05
2.269865E-04  4.861879E-05  3.764958E-05
2.290868E-04  4.921753E-05  3.807267E-05
2.312065E-04  5.006464E-05  3.897242E-05
2.333458E-04  5.066624E-05  3.917341E-05
2.355049E-04  5.130054E-05  3.975994E-05
2.376840E-04  5.195713E-05  3.942967E-05
2.398833E-04  5.263482E-05  4.022268E-05
2.421029E-04  5.329256E-05  4.047036E-05
2.443431E-04  5.395083E-05  4.068084E-05
2.466039E-04  5.460955E-05  4.061809E-05
2.488857E-04  5.526869E-05  4.080283E-05
2.511886E-04  5.592819E-05  4.214863E-05
2.535129E-04  5.667587E-05  4.280636E-05
2.558586E-04  5.764974E-05  4.415323E-05
2.582260E-04  5.698416E-05  4.350314E-05
2.606154E-04  5.793474E-05  4.320695E-05
2.630268E-04  5.888029E-05  4.394553E-05
2.654606E-04  5.973149E-05  4.523442E-05
2.679168E-04  6.066371E-05  4.610509E-05
2.703958E-04  6.159008E-05  4.632585E-05
2.728978E-04  6.251023E-05  4.765422E-05
2.754229E-04  6.342378E-05  4.784113E-05
2.779713E-04  6.433043E-05  4.831799E-05
2.805434E-04  6.522984E-05  4.840091E-05
2.831392E-04  6.437489E-05  4.820942E-05
2.857591E-04  6.524643E-05  4.959921E-05
2.884032E-04  6.605437E-05  4.945778E-05
2.910717E-04  6.676024E-05  5.021985E-05
2.937650E-04  6.746895E-05  5.102049E-05
2.964831E-04  7.054599E-05  5.247027E-05
2.992265E-04  7.138554E-05  5.299452E-05
3.019952E-04  7.105277E-05  5.295535E-05
3.047895E-04  7.165508E-05  5.385913E-05
3.076097E-04  7.220518E-05  5.388228E-05
3.104560E-04  7.280381E-05  5.381606E-05
3.133286E-04  7.339987E-05  5.414185E-05
3.162278E-04  7.680293E-05  5.636912E-05
3.191538E-04  7.756516E-05  5.652245E-05
3.221069E-04  7.706863E-05  5.628364E-05
3.250873E-04  7.766211E-05  5.647250E-05
3.280953E-04  7.939900E-05  5.825609E-05
3.311311E-04  8.068045E-05  5.853922E-05
3.341950E-04  8.164401E-05  5.911683E-05
3.372873E-04  8.296841E-05  6.070958E-05
3.404082E-04  8.387360E-05  6.088798E-05
3.435579E-04  8.522230E-05  6.237001E-05
3.467369E-04  8.484373E-05  6.148803E-05
3.499452E-04  8.630834E-05  6.234406E-05
3.531832E-04  8.763934E-05  6.277327E-05
3.564511E-04  8.885736E-05  6.390999E-05
3.597493E-04  8.997896E-05  6.438811E-05
3.630781E-04  9.101755E-05  6.476667E-05
3.664376E-04  9.198415E-05  6.504757E-05
3.698282E-04  9.288784E-05  6.639003E-05
3.732502E-04  9.373615E-05  6.738911E-05
3.767038E-04  9.453548E-05  6.852571E-05
3.801894E-04  9.529125E-05  6.927807E-05
3.837072E-04  9.600812E-05  7.006964E-05
3.872576E-04  9.981826E-05  7.134149E-05
3.908409E-04  9.981826E-05  6.978083E-05
3.944573E-04  1.020304E-04  7.157151E-05
3.981072E-04  1.020304E-04  7.171590E-05
4.017908E-04  1.042668E-04  7.459489E-05
4.055085E-04  1.042668E-04  7.486776E-05
4.092607E-04  1.081060E-04  7.700032E-05
4.130475E-04  1.088732E-04  7.611877E-05
4.168694E-04  1.097230E-04  7.530758E-05
4.207266E-04  1.106427E-04  7.715737E-05
4.246196E-04  1.116436E-04  7.834043E-05
4.285485E-04  1.127395E-04  7.904075E-05
4.325138E-04  1.139475E-04  7.957561E-05
4.365158E-04  1.152670E-04  8.013295E-05
4.405549E-04  1.167681E-04  8.086204E-05
4.446313E-04  1.184685E-04  8.179564E-05
4.487454E-04  1.204180E-04  8.338967E-05
4.528976E-04  1.202364E-04  8.426061E-05
4.570882E-04  1.221618E-04  8.500357E-05
4.613176E-04  1.234508E-04  8.492522E-05
4.655861E-04  1.253492E-04  8.558177E-05
4.698941E-04  1.272391E-04  8.881947E-05
4.742420E-04  1.297062E-04  8.849738E-05
4.786301E-04  1.291838E-04  8.854858E-05
4.830588E-04  1.304617E-04  9.023001E-05
4.875285E-04  1.352986E-04  9.257371E-05
4.920395E-04  1.363715E-04  9.333223E-05
4.965923E-04  1.374796E-04  9.452405E-05
5.011872E-04  1.386173E-04  9.341361E-05
5.058247E-04  1.386119E-04  9.514143E-05
5.105050E-04  1.435099E-04  9.687589E-05
5.152286E-04  1.449695E-04  9.773142E-05
5.199960E-04  1.464697E-04  9.801235E-05
5.248075E-04  1.483660E-04  1.006756E-04
5.296634E-04  1.476603E-04  9.871175E-05
5.345644E-04  1.497291E-04  1.008194E-04
5.395106E-04  1.518924E-04  1.014714E-04
5.445027E-04  1.541544E-04  1.025885E-04
5.495409E-04  1.565196E-04  1.042165E-04
5.546257E-04  1.589923E-04  1.064065E-04
5.597576E-04  1.587244E-04  1.071229E-04
5.649370E-04  1.613992E-04  1.076436E-04
5.701643E-04  1.632877E-04  1.082788E-04
5.754399E-04  1.651649E-04  1.103516E-04
5.807644E-04  1.671623E-04  1.099945E-04
5.861382E-04  1.692246E-04  1.133140E-04
5.915616E-04  1.712959E-04  1.138812E-04
5.970353E-04  1.733060E-04  1.150927E-04
6.025596E-04  1.758874E-04  1.165789E-04
6.081350E-04  1.781671E-04  1.160387E-04
6.137620E-04  1.806142E-04  1.191358E-04
6.194411E-04  1.831010E-04  1.220987E-04
6.251727E-04  1.856650E-04  1.200622E-04
6.309573E-04  1.874831E-04  1.226962E-04
6.367955E-04  1.887095E-04  1.244306E-04
6.426877E-04  1.930706E-04  1.258481E-04
6.486344E-04  1.925347E-04  1.263824E-04
6.546362E-04  1.971913E-04  1.259578E-04
6.606934E-04  1.966649E-04  1.287796E-04
6.668068E-04  2.011776E-04  1.301590E-04
6.729767E-04  2.035332E-04  1.302315E-04
6.792036E-04  2.040080E-04  1.328478E-04
6.854882E-04  2.104304E-04  1.353656E-04
6.918310E-04  2.135729E-04  1.382173E-04
6.982324E-04  2.135128E-04  1.382084E-04
7.046931E-04  2.144728E-04  1.370796E-04
7.112135E-04  2.179762E-04  1.384403E-04
7.177943E-04  2.216543E-04  1.403678E-04
7.244360E-04  2.244741E-04  1.410322E-04
7.311391E-04  2.248989E-04  1.435519E-04
7.379042E-04  2.290380E-04  1.452346E-04
7.447320E-04  2.299896E-04  1.459779E-04
7.516229E-04  2.329164E-04  1.479815E-04
7.585776E-04  2.384921E-04  1.512945E-04
7.655966E-04  2.405932E-04  1.517499E-04
7.726806E-04  2.427386E-04  1.516065E-04
7.798301E-04  2.449309E-04  1.532623E-04
7.870458E-04  2.486612E-04  1.555467E-04
7.943282E-04  2.504575E-04  1.558784E-04
8.016781E-04  2.528337E-04  1.584071E-04
8.090959E-04  2.558987E-04  1.597216E-04
8.165824E-04  2.603061E-04  1.608492E-04
8.241381E-04  2.658696E-04  1.652196E-04
8.317638E-04  2.678988E-04  1.662901E-04
8.394600E-04  2.693010E-04  1.666863E-04
8.472274E-04  2.745536E-04  1.699847E-04
8.550667E-04  2.765395E-04  1.708358E-04
8.629785E-04  2.784611E-04  1.728632E-04
8.709636E-04  2.834042E-04  1.736724E-04
8.790225E-04  2.855536E-04  1.746760E-04
8.871560E-04  2.889496E-04  1.758852E-04
8.953648E-04  2.905345E-04  1.781116E-04
9.036495E-04  2.964689E-04  1.806188E-04
9.120108E-04  3.002886E-04  1.816308E-04
9.204496E-04  3.030556E-04  1.828535E-04
9.289664E-04  3.070222E-04  1.865116E-04
9.375620E-04  3.115370E-04  1.883370E-04
9.462372E-04  3.132786E-04  1.898605E-04
9.549926E-04  3.174631E-04  1.928366E-04
9.638290E-04  3.231469E-04  1.940880E-04
9.727472E-04  3.261774E-04  1.949271E-04
9.817479E-04  3.292314E-04  1.987315E-04
9.908319E-04  3.342832E-04  2.000532E-04
1.000000E-03  3.394009E-04  2.041397E-04
1.009253E-03  3.414137E-04  2.027562E-04
1.018591E-03  3.458495E-04  2.063673E-04
1.028016E-03  3.515537E-04  2.078873E-04
1.037528E-03  3.559663E-04  2.116942E-04
1.047129E-03  3.542774E-04  2.102827E-04
1.056818E-03  3.630523E-04  2.145810E-04
1.066596E-03  3.675824E-04  2.155846E-04
1.076465E-03  3.717673E-04  2.180473E-04
1.086426E-03  3.728135E-04  2.191988E-04
1.096478E-03  3.781208E-04  2.230411E-04
1.106624E-03  3.837110E-04  2.233919E-04
1.116863E-03  3.895784E-04  2.285187E-04
1.127197E-03  3.942532E-04  2.281297E-04
1.137627E-03  3.964465E-04  2.306113E-04
1.148154E-03  3.999576E-04  2.319418E-04
1.158777E-03  4.044618E-04  2.343943E-04
1.169499E-03  4.098820E-04  2.354398E-04
1.180321E-03  4.175542E-04  2.391120E-04
1.191242E-03  4.205626E-04  2.406106E-04
1.202264E-03  4.237579E-04  2.450995E-04
1.213389E-03  4.303471E-04  2.467526E-04
1.224616E-03  4.367915E-04  2.500618E-04
1.235947E-03  4.430601E-04  2.538875E-04
1.247384E-03  4.485651E-04  2.563768E-04
1.258925E-03  4.498657E-04  2.558142E-04
1.270574E-03  4.554494E-04  2.578239E-04
1.282331E-03  4.660965E-04  2.644596E-04
1.294196E-03  4.654275E-04  2.626216E-04
1.306171E-03  4.714100E-04  2.673719E-04
1.318257E-03  4.784100E-04  2.688214E-04
1.330454E-03  4.827188E-04  2.718449E-04
1.342765E-03  4.892193E-04  2.762906E-04
1.355189E-03  4.957338E-04  2.805539E-04
1.367729E-03  5.004420E-04  2.785175E-04
1.380384E-03  5.046294E-04  2.808044E-04
1.393157E-03  5.157047E-04  2.881009E-04
1.406048E-03  5.180989E-04  2.906417E-04
1.419058E-03  5.254930E-04  2.910600E-04
1.432188E-03  5.295084E-04  2.965872E-04
1.445440E-03  5.372921E-04  2.961896E-04
1.458814E-03  5.396543E-04  2.987593E-04
1.472313E-03  5.518368E-04  3.054935E-04
1.485936E-03  5.558455E-04  3.060616E-04
1.499685E-03  5.634842E-04  3.101559E-04
1.513561E-03  5.671736E-04  3.101243E-04
1.527566E-03  5.769993E-04  3.179658E-04
1.541700E-03  5.811165E-04  3.193547E-04
1.555966E-03  5.914870E-04  3.210113E-04
1.570363E-03  5.961068E-04  3.224122E-04
1.584893E-03  6.031056E-04  3.288802E-04
1.599558E-03  6.085527E-04  3.298544E-04
1.614359E-03  6.142552E-04  3.329489E-04
1.629296E-03  6.264635E-04  3.398885E-04
1.644372E-03  6.327336E-04  3.400233E-04
1.659587E-03  6.408526E-04  3.459680E-04
1.674943E-03  6.474263E-04  3.469233E-04
1.690441E-03  6.542449E-04  3.473919E-04
1.706082E-03  6.612953E-04  3.549088E-04
1.721869E-03  6.688916E-04  3.565508E-04
1.737801E-03  6.734059E-04  3.558098E-04
1.753881E-03  6.845715E-04  3.629704E-04
1.770109E-03  6.953334E-04  3.701220E-04
1.786488E-03  6.995476E-04  3.685481E-04
1.803018E-03  7.035259E-04  3.699965E-04
1.819701E-03  7.146759E-04  3.750624E-04
1.836538E-03  7.224775E-04  3.803992E-04
1.853532E-03  7.319123E-04  3.825721E-04
1.870682E-03  7.405725E-04  3.883353E-04
1.887991E-03  7.500465E-04  3.882287E-04
1.905461E-03  7.587343E-04  3.957032E-04
1.923092E-03  7.678351E-04  3.982389E-04
1.940886E-03  7.727685E-04  4.007409E-04
1.958845E-03  7.841428E-04  4.048834E-04
1.976970E-03  7.949210E-04  4.075261E-04
1.995262E-03  8.050988E-04  4.153061E-04
2.013724E-03  8.071202E-04  4.108080E-04
2.032357E-03  8.198125E-04  4.186948E-04
2.051162E-03  8.261345E-04  4.222959E-04
2.070141E-03  8.420350E-04  4.294908E-04
2.089296E-03  8.486470E-04  4.319282E-04
2.108628E-03  8.599590E-04  4.332573E-04
2.128139E-03  8.662168E-04  4.354771E-04
2.147830E-03  8.784378E-04  4.422633E-04
2.167704E-03  8.878117E-04  4.444680E-04
2.187762E-03  8.953616E-04  4.473184E-04
2.208005E-03  9.103935E-04  4.558649E-04
2.228435E-03  9.182736E-04  4.600116E-04
2.249055E-03  9.261878E-04  4.592328E-04
2.269865E-03  9.415724E-04  4.675949E-04
2.290868E-03  9.495840E-04  4.723330E-04
2.312065E-03  9.598155E-04  4.759447E-04
2.333458E-03  9.736790E-04  4.816766E-04
2.355049E-03  9.801034E-04  4.822526E-04
2.376840E-03  9.955276E-04  4.933437E-04
2.398833E-03  1.000835E-03  4.886633E-04
2.421029E-03  1.018454E-03  5.007635E-04
2.443431E-03  1.023381E-03  4.996590E-04
2.466039E-03  1.043688E-03  5.112470E-04
2.488857E-03  1.048066E-03  5.112365E-04
2.511886E-03  1.062186E-03  5.135773E-04
2.535129E-03  1.077623E-03  5.210867E-04
2.558586E-03  1.085676E-03  5.261183E-04
2.582260E-03  1.097832E-03  5.291095E-04
2.606154E-03  1.110225E-03  5.356262E-04
2.630268E-03  1.124233E-03  5.408094E-04
2.654606E-03  1.138596E-03  5.488707E-04
2.679168E-03  1.148810E-03  5.495975E-04
2.703958E-03  1.158577E-03  5.517066E-04
2.728978E-03  1.171357E-03  5.587679E-04
2.754229E-03  1.189624E-03  5.659224E-04
2.779713E-03  1.196380E-03  5.654671E-04
2.805434E-03  1.215235E-03  5.735610E-04
2.831392E-03  1.231264E-03  5.828815E-04
2.857591E-03  1.240880E-03  5.843245E-04
2.884032E-03  1.253659E-03  5.913010E-04
2.910717E-03  1.273376E-03  5.967132E-04
2.937650E-03  1.284099E-03  5.975752E-04
2.964831E-03  1.296653E-03  6.061131E-04
2.992265E-03  1.317802E-03  6.132312E-04
3.019952E-03  1.333567E-03  6.181882E-04
3.047895E-03  1.340613E-03  6.212493E-04
3.076097E-03  1.359321E-03  6.262667E-04
3.104560E-03  1.372172E-03  6.299960E-04
3.133286E-03  1.395701E-03  6.436553E-04
3.162278E-03  1.405639E-03  6.441077E-04
3.191538E-03  1.419804E-03  6.459633E-04
3.221069E-03  1.435008E-03  6.543157E-04
3.250873E-03  1.455997E-03  6.630789E-04
3.280953E-03  1.468088E-03  6.629545E-04
3.311311E-03  1.482194E-03  6.689405E-04
3.341950E-03  1.501707E-03  6.774848E-04
3.372873E-03  1.520617E-03  6.841296E-04
3.404082E-03  1.527676E-03  6.799385E-04
3.435579E-03  1.555980E-03  6.995561E-04
3.467369E-03  1.565494E-03  6.971259E-04
3.499452E-03  1.587147E-03  7.060354E-04
3.531832E-03  1.604410E-03  7.127594E-04
3.564511E-03  1.626501E-03  7.201989E-04
3.597493E-03  1.636081E-03  7.224651E-04
3.630781E-03  1.658239E-03  7.303161E-04
3.664376E-03  1.673429E-03  7.343106E-04
3.698282E-03  1.696866E-03  7.427068E-04
3.732502E-03  1.708265E-03  7.483643E-04
3.767038E-03  1.739383E-03  7.578389E-04
3.801894E-03  1.748022E-03  7.608455E-04
3.837072E-03  1.769944E-03  7.713170E-04
3.872576E-03  1.790564E-03  7.730855E-04
3.908409E-03  1.808742E-03  7.771068E-04
3.944573E-03  1.830861E-03  7.901833E-04
3.981072E-03  1.848463E-03  7.986778E-04
4.017908E-03  1.865168E-03  7.963684E-04
4.055085E-03  1.896274E-03  8.163138E-04
4.092607E-03  1.914906E-03  8.199709E-04
4.130475E-03  1.930720E-03  8.178864E-04
4.168694E-03  1.955788E-03  8.279372E-04
4.207266E-03  1.969267E-03  8.315682E-04
4.246196E-03  1.983991E-03  8.345946E-04
4.285485E-03  2.013519E-03  8.458517E-04
4.325138E-03  2.044969E-03  8.577135E-04
4.365158E-03  2.068114E-03  8.701133E-04
4.405549E-03  2.088212E-03  8.739133E-04
4.446313E-03  2.110792E-03  8.753423E-04
4.487454E-03  2.125203E-03  8.830484E-04
4.528976E-03  2.164856E-03  8.964431E-04
4.570882E-03  2.179933E-03  9.037815E-04
4.613176E-03  2.203285E-03  9.039462E-04
4.655861E-03  2.224421E-03  9.068588E-04
4.698941E-03  2.252353E-03  9.166303E-04
4.742420E-03  2.276691E-03  9.309025E-04
4.786301E-03  2.292553E-03  9.295003E-04
4.830588E-03  2.325297E-03  9.421165E-04
4.875285E-03  2.354952E-03  9.499980E-04
4.920395E-03  2.381685E-03  9.606753E-04
4.965923E-03  2.395476E-03  9.546288E-04
5.011872E-03  2.426781E-03  9.642589E-04
5.058247E-03  2.457254E-03  9.827328E-04
5.105050E-03  2.481009E-03  9.878303E-04
5.152286E-03  2.505672E-03  9.858808E-04
5.199960E-03  2.535580E-03  9.986455E-04
5.248075E-03  2.565985E-03  1.015422E-03
5.296634E-03  2.591819E-03  1.018481E-03
5.345644E-03  2.615361E-03  1.023642E-03
5.395106E-03  2.652445E-03  1.029312E-03
5.445027E-03  2.674241E-03  1.036741E-03
5.495409E-03  2.709561E-03  1.053729E-03
5.546257E-03  2.724727E-03  1.052593E-03
5.597576E-03  2.755586E-03  1.059782E-03
5.649370E-03  2.788400E-03  1.075829E-03
5.701643E-03  2.811816E-03  1.078107E-03
5.754399E-03  2.847589E-03  1.093985E-03
5.807644E-03  2.880661E-03  1.095654E-03
5.861382E-03  2.916420E-03  1.102312E-03
5.915616E-03  2.952511E-03  1.118818E-03
5.970353E-03  2.983629E-03  1.126027E-03
6.025596E-03  3.002999E-03  1.126162E-03
6.081350E-03  3.043339E-03  1.141987E-03
6.137620E-03  3.070158E-03  1.156163E-03
6.194411E-03  3.114209E-03  1.164011E-03
6.251727E-03  3.139128E-03  1.168832E-03
6.309573E-03  3.179747E-03  1.183075E-03
6.367955E-03  3.216113E-03  1.192988E-03
6.426877E-03  3.233836E-03  1.191472E-03
6.486344E-03  3.272876E-03  1.195102E-03
6.546362E-03  3.307477E-03  1.200742E-03
6.606934E-03  3.347931E-03  1.226216E-03
6.668068E-03  3.389747E-03  1.238753E-03
6.729767E-03  3.421225E-03  1.249021E-03
6.792036E-03  3.465941E-03  1.261633E-03
6.854882E-03  3.502683E-03  1.264091E-03
6.918310E-03  3.520688E-03  1.254734E-03
6.982324E-03  3.563299E-03  1.274312E-03
7.046931E-03  3.609374E-03  1.287950E-03
7.112135E-03  3.638162E-03  1.291910E-03
7.177943E-03  3.679013E-03  1.314930E-03
7.244360E-03  3.722529E-03  1.312573E-03
7.311391E-03  3.766822E-03  1.330445E-03
7.379042E-03  3.813796E-03  1.343933E-03
7.447320E-03  3.836683E-03  1.334301E-03
7.516229E-03  3.883565E-03  1.359725E-03
7.585776E-03  3.932361E-03  1.358779E-03
7.655966E-03  3.967814E-03  1.373979E-03
7.726806E-03  4.010790E-03  1.388098E-03
7.798301E-03  4.058756E-03  1.400657E-03
7.870458E-03  4.100361E-03  1.408985E-03
7.943282E-03  4.146073E-03  1.420838E-03
8.016781E-03  4.173671E-03  1.416414E-03
8.090959E-03  4.242029E-03  1.447517E-03
8.165824E-03  4.279007E-03  1.443272E-03
8.241381E-03  4.324669E-03  1.466390E-03
8.317638E-03  4.372214E-03  1.465810E-03
8.394600E-03  4.406100E-03  1.466816E-03
8.472274E-03  4.450313E-03  1.478318E-03
8.550667E-03  4.509928E-03  1.485728E-03
8.629785E-03  4.551761E-03  1.503283E-03
8.709636E-03  4.603339E-03  1.510700E-03
8.790225E-03  4.640932E-03  1.509708E-03
8.871560E-03  4.703252E-03  1.541746E-03
8.953648E-03  4.757158E-03  1.540369E-03
9.036495E-03  4.787229E-03  1.548946E-03
9.120108E-03  4.849636E-03  1.552022E-03
9.204496E-03  4.901196E-03  1.572801E-03
9.289664E-03  4.945993E-03  1.583701E-03
9.375620E-03  4.999490E-03  1.592733E-03
9.462372E-03  5.059171E-03  1.612305E-03
9.549926E-03  5.109208E-03  1.616387E-03
9.638290E-03  5.161022E-03  1.622442E-03
9.727472E-03  5.225100E-03  1.644276E-03
9.817479E-03  5.262840E-03  1.645395E-03
9.908319E-03  5.325820E-03  1.661234E-03
1.000000E-02  5.375153E-03  1.669696E-03
1.198397E-02  6.609114E-03  1.897373E-03
1.396794E-02  7.866472E-03  2.085906E-03
1.595190E-02  9.114608E-03  2.281180E-03
1.793587E-02  1.044264E-02  2.459733E-03
1.991984E-02  1.174308E-02  2.599024E-03
2.190381E-02  1.306815E-02  2.713961E-03
2.388778E-02  1.439883E-02  2.796361E-03
2.587174E-02  1.581430E-02  2.975987E-03
2.785571E-02  1.718244E-02  3.014724E-03
2.983968E-02  1.860114E-02  3.139140E-03
3.182365E-02  1.999715E-02  3.191331E-03
3.380762E-02  2.146422E-02  3.282190E-03
3.579158E-02  2.295684E-02  3.401230E-03
3.777555E-02  2.441429E-02  3.423402E-03
3.975952E-02  2.592879E-02  3.475117E-03
4.174349E-02  2.744335E-02  3.556423E-03
4.372745E-02  2.899057E-02  3.611988E-03
4.571142E-02  3.060714E-02  3.694383E-03
4.769539E-02  3.219644E-02  3.673579E-03
4.967936E-02  3.376766E-02  3.715303E-03
5.166333E-02  3.541005E-02  3.795527E-03
5.364729E-02  3.709457E-02  3.847701E-03
5.563126E-02  3.877053E-02  3.841742E-03
5.761523E-02  4.045645E-02  3.865785E-03
5.959920E-02  4.214277E-02  3.930510E-03
6.158317E-02  4.387200E-02  3.964357E-03
6.356713E-02  4.567557E-02  4.046168E-03
6.555110E-02  4.737026E-02  4.024328E-03
6.753507E-02  4.928315E-02  4.107035E-03
6.951904E-02  5.105681E-02  4.135984E-03
7.150301E-02  5.282336E-02  4.151756E-03
7.348697E-02  5.471331E-02  4.193063E-03
7.547094E-02  5.660699E-02  4.209805E-03
7.745491E-02  5.839737E-02  4.213925E-03
7.943888E-02  6.030698E-02  4.220623E-03
8.142285E-02  6.224275E-02  4.247858E-03
8.340681E-02  6.435409E-02  4.598921E-03
8.539078E-02  6.616884E-02  4.311445E-03
8.737475E-02  6.811387E-02  4.314441E-03
8.935872E-02  7.003739E-02  4.341283E-03
9.134269E-02  7.200132E-02  4.355737E-03
9.332665E-02  7.417700E-02  4.547539E-03
9.531062E-02  7.630688E-02  4.659912E-03
9.729459E-02  7.825095E-02  4.293027E-03
9.927856E-02  8.037810E-02  4.485356E-03
1.012625E-01  8.230276E-02  4.402244E-03
1.032465E-01  8.439575E-02  4.666548E-03
1.052305E-01  8.665492E-02  4.724270E-03
1.072144E-01  8.875226E-02  4.574301E-03
1.091984E-01  9.089347E-02  4.630269E-03
1.111824E-01  9.299648E-02  4.656524E-03
1.131663E-01  9.503999E-02  4.574976E-03
1.151503E-01  9.725604E-02  4.715967E-03
1.171343E-01  9.972470E-02  4.882331E-03
1.191182E-01  1.019520E-01  4.664427E-03
1.211022E-01  1.039481E-01  4.538236E-03
1.230862E-01  1.063037E-01  4.636882E-03
1.250701E-01  1.085947E-01  4.763417E-03
1.270541E-01  1.108224E-01  4.730038E-03
1.290381E-01  1.130957E-01  4.774968E-03
1.310220E-01  1.153974E-01  4.708068E-03
1.330060E-01  1.178434E-01  4.759802E-03
1.349900E-01  1.200221E-01  4.745682E-03
1.369739E-01  1.225926E-01  5.113871E-03
1.389579E-01  1.246668E-01  4.884489E-03
1.409419E-01  1.274176E-01  5.198205E-03
1.429259E-01  1.295094E-01  4.853279E-03
1.449098E-01  1.320585E-01  4.961951E-03
1.468938E-01  1.343355E-01  4.841358E-03
1.488778E-01  1.367348E-01  5.144285E-03
1.508617E-01  1.393257E-01  5.303772E-03
1.528457E-01  1.416880E-01  5.187629E-03
1.548297E-01  1.441189E-01  4.958767E-03
1.568136E-01  1.464699E-01  5.114918E-03
1.587976E-01  1.491681E-01  5.118196E-03
1.607816E-01  1.512930E-01  5.029064E-03
1.627655E-01  1.539646E-01  5.270419E-03
1.647495E-01  1.564473E-01  5.172512E-03
1.667335E-01  1.591617E-01  5.302620E-03
