MMHT2014nnlo68cl	1.00 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  xdb-ub  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb  Exdb-ub
1.000000E-04  6.237400E-03  8.733600E-04  3.896000E-01  3.842400E-01  2.845500E-01  0.000000E+00  0.000000E+00  -2.076600E+00  3.833626E-01  3.833666E-01  2.860147E-01  0.000000E+00  0.000000E+00  4.040000E-06  2.209739E-03  5.796830E-04  5.333339E-02  5.280552E-02  2.112245E-01  0.000000E+00  0.000000E+00  1.709434E+00  5.291479E-02  5.292102E-02  2.116506E-01  0.000000E+00  0.000000E+00  2.747873E-05
1.009253E-04  6.281277E-03  8.836060E-04  3.893272E-01  3.839336E-01  2.843213E-01  0.000000E+00  0.000000E+00  -2.072166E+00  3.830460E-01  3.830500E-01  2.857890E-01  0.000000E+00  0.000000E+00  4.006443E-06  2.220117E-03  5.847698E-04  5.328237E-02  5.275147E-02  2.110359E-01  0.000000E+00  0.000000E+00  1.697413E+00  5.286180E-02  5.286815E-02  2.114628E-01  0.000000E+00  0.000000E+00  2.747393E-05
1.018591E-04  6.325156E-03  8.938221E-04  3.890543E-01  3.836270E-01  2.840925E-01  0.000000E+00  0.000000E+00  -2.067758E+00  3.827292E-01  3.827331E-01  2.855632E-01  0.000000E+00  0.000000E+00  3.966829E-06  2.230512E-03  5.898597E-04  5.323142E-02  5.269748E-02  2.108472E-01  0.000000E+00  0.000000E+00  1.685454E+00  5.280888E-02  5.281533E-02  2.112750E-01  0.000000E+00  0.000000E+00  2.743751E-05
1.028016E-04  6.369044E-03  9.040128E-04  3.887813E-01  3.833202E-01  2.838636E-01  0.000000E+00  0.000000E+00  -2.063376E+00  3.824123E-01  3.824162E-01  2.853373E-01  0.000000E+00  0.000000E+00  3.921342E-06  2.240924E-03  5.949536E-04  5.318056E-02  5.264354E-02  2.106586E-01  0.000000E+00  0.000000E+00  1.673556E+00  5.275604E-02  5.276257E-02  2.110872E-01  0.000000E+00  0.000000E+00  2.736993E-05
1.037528E-04  6.412951E-03  9.141825E-04  3.885082E-01  3.830133E-01  2.836346E-01  0.000000E+00  0.000000E+00  -2.059020E+00  3.820952E-01  3.820991E-01  2.851114E-01  0.000000E+00  0.000000E+00  3.870163E-06  2.251353E-03  6.000525E-04  5.312977E-02  5.258965E-02  2.104699E-01  0.000000E+00  0.000000E+00  1.661721E+00  5.270326E-02  5.270986E-02  2.108993E-01  0.000000E+00  0.000000E+00  2.727183E-05
1.047129E-04  6.456884E-03  9.243356E-04  3.882349E-01  3.827061E-01  2.834056E-01  0.000000E+00  0.000000E+00  -2.054690E+00  3.817780E-01  3.817818E-01  2.848853E-01  0.000000E+00  0.000000E+00  3.813473E-06  2.261801E-03  6.051573E-04  5.307905E-02  5.253581E-02  2.102812E-01  0.000000E+00  0.000000E+00  1.649948E+00  5.265055E-02  5.265720E-02  2.107114E-01  0.000000E+00  0.000000E+00  2.714401E-05
1.056818E-04  6.500852E-03  9.344768E-04  3.879615E-01  3.823988E-01  2.831764E-01  0.000000E+00  0.000000E+00  -2.050385E+00  3.814606E-01  3.814644E-01  2.846592E-01  0.000000E+00  0.000000E+00  3.751455E-06  2.272266E-03  6.102692E-04  5.302840E-02  5.248202E-02  2.100924E-01  0.000000E+00  0.000000E+00  1.638238E+00  5.259790E-02  5.260460E-02  2.105234E-01  0.000000E+00  0.000000E+00  2.698738E-05
1.066596E-04  6.544863E-03  9.446103E-04  3.876879E-01  3.820913E-01  2.829471E-01  0.000000E+00  0.000000E+00  -2.046105E+00  3.811430E-01  3.811467E-01  2.844329E-01  0.000000E+00  0.000000E+00  3.684290E-06  2.282749E-03  6.153889E-04  5.297782E-02  5.242827E-02  2.099035E-01  0.000000E+00  0.000000E+00  1.626591E+00  5.254532E-02  5.255204E-02  2.103354E-01  0.000000E+00  0.000000E+00  2.680299E-05
1.076465E-04  6.588925E-03  9.547408E-04  3.874142E-01  3.817836E-01  2.827177E-01  0.000000E+00  0.000000E+00  -2.041850E+00  3.808253E-01  3.808289E-01  2.842066E-01  0.000000E+00  0.000000E+00  3.612161E-06  2.293251E-03  6.205176E-04  5.292730E-02  5.237456E-02  2.097146E-01  0.000000E+00  0.000000E+00  1.615007E+00  5.249280E-02  5.249953E-02  2.101473E-01  0.000000E+00  0.000000E+00  2.659202E-05
1.086426E-04  6.633048E-03  9.648727E-04  3.871404E-01  3.814758E-01  2.824882E-01  0.000000E+00  0.000000E+00  -2.037620E+00  3.805074E-01  3.805109E-01  2.839800E-01  0.000000E+00  0.000000E+00  3.535248E-06  2.303771E-03  6.256561E-04  5.287685E-02  5.232090E-02  2.095256E-01  0.000000E+00  0.000000E+00  1.603488E+00  5.244034E-02  5.244706E-02  2.099592E-01  0.000000E+00  0.000000E+00  2.635576E-05
