CT14nnlo	1.12 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb
1.000000E-04  4.553843E-03  2.420685E-03  4.234547E-01  3.601261E-01  1.732395E-01  0.000000E+00  0.000000E+00  3.062098E-04  4.189009E-01  3.577054E-01  1.732395E-01  0.000000E+00  0.000000E+00  3.596271E-03  1.817929E-03  1.099624E-01  1.480636E-01  4.298520E-01  0.000000E+00  0.000000E+00  4.448164E+00  1.102065E-01  1.477931E-01  4.298520E-01  0.000000E+00  0.000000E+00
1.009253E-04  4.586306E-03  2.438971E-03  4.230469E-01  3.595772E-01  1.730546E-01  0.000000E+00  0.000000E+00  3.169743E-04  4.184606E-01  3.571382E-01  1.730546E-01  0.000000E+00  0.000000E+00  3.614446E-03  1.826937E-03  1.096903E-01  1.478521E-01  4.283580E-01  0.000000E+00  0.000000E+00  4.410957E+00  1.099397E-01  1.475802E-01  4.283580E-01  0.000000E+00  0.000000E+00
1.018591E-04  4.619207E-03  2.457592E-03  4.226398E-01  3.590291E-01  1.728700E-01  0.000000E+00  0.000000E+00  3.280776E-04  4.180206E-01  3.565716E-01  1.728700E-01  0.000000E+00  0.000000E+00  3.632774E-03  1.836088E-03  1.094198E-01  1.476415E-01  4.268692E-01  0.000000E+00  0.000000E+00  4.374020E+00  1.096745E-01  1.473681E-01  4.268692E-01  0.000000E+00  0.000000E+00
1.028016E-04  4.652489E-03  2.476596E-03  4.222336E-01  3.584819E-01  1.726858E-01  0.000000E+00  0.000000E+00  3.395206E-04  4.175811E-01  3.560053E-01  1.726858E-01  0.000000E+00  0.000000E+00  3.651299E-03  1.845422E-03  1.091506E-01  1.474318E-01  4.253860E-01  0.000000E+00  0.000000E+00  4.337399E+00  1.094109E-01  1.471568E-01  4.253860E-01  0.000000E+00  0.000000E+00
1.037528E-04  4.686138E-03  2.495954E-03  4.218281E-01  3.579355E-01  1.725019E-01  0.000000E+00  0.000000E+00  3.513126E-04  4.171420E-01  3.554395E-01  1.725019E-01  0.000000E+00  0.000000E+00  3.670013E-03  1.854941E-03  1.088830E-01  1.472231E-01  4.239083E-01  0.000000E+00  0.000000E+00  4.301089E+00  1.091489E-01  1.469463E-01  4.239083E-01  0.000000E+00  0.000000E+00
1.047129E-04  4.720140E-03  2.515640E-03  4.214233E-01  3.573898E-01  1.723182E-01  0.000000E+00  0.000000E+00  3.634636E-04  4.167032E-01  3.548742E-01  1.723182E-01  0.000000E+00  0.000000E+00  3.688908E-03  1.864650E-03  1.086167E-01  1.470154E-01  4.224359E-01  0.000000E+00  0.000000E+00  4.265083E+00  1.088885E-01  1.467367E-01  4.224359E-01  0.000000E+00  0.000000E+00
1.056818E-04  4.754482E-03  2.535624E-03  4.210193E-01  3.568449E-01  1.721349E-01  0.000000E+00  0.000000E+00  3.759834E-04  4.162648E-01  3.543093E-01  1.721349E-01  0.000000E+00  0.000000E+00  3.707975E-03  1.874553E-03  1.083520E-01  1.468085E-01  4.209689E-01  0.000000E+00  0.000000E+00  4.229377E+00  1.086297E-01  1.465278E-01  4.209689E-01  0.000000E+00  0.000000E+00
1.066596E-04  4.789150E-03  2.555879E-03  4.206160E-01  3.563008E-01  1.719518E-01  0.000000E+00  0.000000E+00  3.888825E-04  4.158268E-01  3.537449E-01  1.719518E-01  0.000000E+00  0.000000E+00  3.727206E-03  1.884650E-03  1.080887E-01  1.466025E-01  4.195070E-01  0.000000E+00  0.000000E+00  4.193963E+00  1.083724E-01  1.463199E-01  4.195070E-01  0.000000E+00  0.000000E+00
1.076465E-04  4.824131E-03  2.576378E-03  4.202133E-01  3.557574E-01  1.717690E-01  0.000000E+00  0.000000E+00  4.021714E-04  4.153892E-01  3.531810E-01  1.717690E-01  0.000000E+00  0.000000E+00  3.746590E-03  1.894939E-03  1.078269E-01  1.463974E-01  4.180504E-01  0.000000E+00  0.000000E+00  4.158837E+00  1.081167E-01  1.461127E-01  4.180504E-01  0.000000E+00  0.000000E+00
1.086426E-04  4.859411E-03  2.597091E-03  4.198114E-01  3.552146E-01  1.715865E-01  0.000000E+00  0.000000E+00  4.158610E-04  4.149519E-01  3.526175E-01  1.715865E-01  0.000000E+00  0.000000E+00  3.766117E-03  1.905411E-03  1.075665E-01  1.461932E-01  4.165989E-01  0.000000E+00  0.000000E+00  4.123993E+00  1.078626E-01  1.459064E-01  4.165989E-01  0.000000E+00  0.000000E+00
1.096478E-04  4.894976E-03  2.617991E-03  4.194100E-01  3.546726E-01  1.714041E-01  0.000000E+00  0.000000E+00  4.299624E-04  4.145150E-01  3.520546E-01  1.714041E-01  0.000000E+00  0.000000E+00  3.785774E-03  1.916053E-03  1.073077E-01  1.459898E-01  4.151525E-01  0.000000E+00  0.000000E+00  4.089424E+00  1.076100E-01  1.457008E-01  4.151525E-01  0.000000E+00  0.000000E+00
1.106624E-04  4.930813E-03  2.639050E-03  4.190093E-01  3.541312E-01  1.712220E-01  0.000000E+00  0.000000E+00  4.444871E-04  4.140785E-01  3.514922E-01  1.712220E-01  0.000000E+00  0.000000E+00  3.805546E-03  1.926846E-03  1.070503E-01  1.457873E-01  4.137110E-01  0.000000E+00  0.000000E+00  4.055126E+00  1.073590E-01  1.454961E-01  4.137110E-01  0.000000E+00  0.000000E+00
1.116863E-04  4.966908E-03  2.660240E-03  4.186091E-01  3.535905E-01  1.710402E-01  0.000000E+00  0.000000E+00  4.594468E-04  4.136422E-01  3.509303E-01  1.710402E-01  0.000000E+00  0.000000E+00  3.825418E-03  1.937763E-03  1.067944E-01  1.455856E-01  4.122744E-01  0.000000E+00  0.000000E+00  4.021092E+00  1.071095E-01  1.452923E-01  4.122744E-01  0.000000E+00  0.000000E+00
1.127197E-04  5.003247E-03  2.681532E-03  4.182096E-01  3.530504E-01  1.708585E-01  0.000000E+00  0.000000E+00  4.748536E-04  4.132064E-01  3.503689E-01  1.708585E-01  0.000000E+00  0.000000E+00  3.845369E-03  1.948774E-03  1.065401E-01  1.453846E-01  4.108427E-01  0.000000E+00  0.000000E+00  3.987316E+00  1.068615E-01  1.450892E-01  4.108427E-01  0.000000E+00  0.000000E+00
1.137627E-04  5.039818E-03  2.702899E-03  4.178106E-01  3.525110E-01  1.706770E-01  0.000000E+00  0.000000E+00  4.907197E-04  4.127708E-01  3.498081E-01  1.706770E-01  0.000000E+00  0.000000E+00  3.865381E-03  1.959840E-03  1.062872E-01  1.451845E-01  4.094158E-01  0.000000E+00  0.000000E+00  3.953794E+00  1.066150E-01  1.448870E-01  4.094158E-01  0.000000E+00  0.000000E+00
1.148154E-04  5.076605E-03  2.724312E-03  4.174121E-01  3.519721E-01  1.704957E-01  0.000000E+00  0.000000E+00  5.070580E-04  4.123355E-01  3.492478E-01  1.704957E-01  0.000000E+00  0.000000E+00  3.885430E-03  1.970917E-03  1.060359E-01  1.449851E-01  4.079936E-01  0.000000E+00  0.000000E+00  3.920518E+00  1.063700E-01  1.446855E-01  4.079936E-01  0.000000E+00  0.000000E+00
1.158777E-04  5.113597E-03  2.745744E-03  4.170142E-01  3.514338E-01  1.703146E-01  0.000000E+00  0.000000E+00  5.238814E-04  4.119006E-01  3.486880E-01  1.703146E-01  0.000000E+00  0.000000E+00  3.905494E-03  1.981959E-03  1.057861E-01  1.447864E-01  4.065761E-01  0.000000E+00  0.000000E+00  3.887484E+00  1.061265E-01  1.444849E-01  4.065761E-01  0.000000E+00  0.000000E+00
1.169499E-04  5.150778E-03  2.767166E-03  4.166168E-01  3.508960E-01  1.701336E-01  0.000000E+00  0.000000E+00  5.412031E-04  4.114660E-01  3.481289E-01  1.701336E-01  0.000000E+00  0.000000E+00  3.925547E-03  1.992912E-03  1.055378E-01  1.445885E-01  4.051631E-01  0.000000E+00  0.000000E+00  3.854685E+00  1.058845E-01  1.442852E-01  4.051631E-01  0.000000E+00  0.000000E+00
1.180321E-04  5.188136E-03  2.788550E-03  4.162198E-01  3.503588E-01  1.699528E-01  0.000000E+00  0.000000E+00  5.590370E-04  4.110317E-01  3.475703E-01  1.699528E-01  0.000000E+00  0.000000E+00  3.945564E-03  2.003721E-03  1.052910E-01  1.443913E-01  4.037547E-01  0.000000E+00  0.000000E+00  3.822116E+00  1.056439E-01  1.440862E-01  4.037547E-01  0.000000E+00  0.000000E+00
1.191242E-04  5.225656E-03  2.809869E-03  4.158233E-01  3.498221E-01  1.697721E-01  0.000000E+00  0.000000E+00  5.773971E-04  4.105976E-01  3.470122E-01  1.697721E-01  0.000000E+00  0.000000E+00  3.965517E-03  2.014331E-03  1.050458E-01  1.441948E-01  4.023507E-01  0.000000E+00  0.000000E+00  3.789771E+00  1.054048E-01  1.438880E-01  4.023507E-01  0.000000E+00  0.000000E+00
1.202264E-04  5.263325E-03  2.831094E-03  4.154272E-01  3.492859E-01  1.695915E-01  0.000000E+00  0.000000E+00  5.962976E-04  4.101639E-01  3.464548E-01  1.695915E-01  0.000000E+00  0.000000E+00  3.985380E-03  2.024682E-03  1.048021E-01  1.439990E-01  4.009511E-01  0.000000E+00  0.000000E+00  3.757645E+00  1.051671E-01  1.436907E-01  4.009511E-01  0.000000E+00  0.000000E+00
1.213389E-04  5.301130E-03  2.852196E-03  4.150315E-01  3.487502E-01  1.694110E-01  0.000000E+00  0.000000E+00  6.157535E-04  4.097304E-01  3.458980E-01  1.694110E-01  0.000000E+00  0.000000E+00  4.005127E-03  2.034720E-03  1.045600E-01  1.438039E-01  3.995558E-01  0.000000E+00  0.000000E+00  3.725730E+00  1.049309E-01  1.434942E-01  3.995558E-01  0.000000E+00  0.000000E+00
1.224616E-04  5.339056E-03  2.873149E-03  4.146362E-01  3.482149E-01  1.692306E-01  0.000000E+00  0.000000E+00  6.357797E-04  4.092972E-01  3.453418E-01  1.692306E-01  0.000000E+00  0.000000E+00  4.024732E-03  2.044390E-03  1.043195E-01  1.436093E-01  3.981648E-01  0.000000E+00  0.000000E+00  3.694023E+00  1.046961E-01  1.432984E-01  3.981648E-01  0.000000E+00  0.000000E+00
1.235947E-04  5.377090E-03  2.893922E-03  4.142413E-01  3.476801E-01  1.690503E-01  0.000000E+00  0.000000E+00  6.563915E-04  4.088643E-01  3.447862E-01  1.690503E-01  0.000000E+00  0.000000E+00  4.044173E-03  2.053643E-03  1.040806E-01  1.434155E-01  3.967780E-01  0.000000E+00  0.000000E+00  3.662518E+00  1.044628E-01  1.431036E-01  3.967780E-01  0.000000E+00  0.000000E+00
1.247384E-04  5.415223E-03  2.914473E-03  4.138470E-01  3.471458E-01  1.688701E-01  0.000000E+00  0.000000E+00  6.775884E-04  4.084317E-01  3.442313E-01  1.688701E-01  0.000000E+00  0.000000E+00  4.063428E-03  2.062378E-03  1.038432E-01  1.432223E-01  3.953958E-01  0.000000E+00  0.000000E+00  3.631258E+00  1.042308E-01  1.429096E-01  3.953958E-01  0.000000E+00  0.000000E+00
1.258925E-04  5.453465E-03  2.934811E-03  4.134531E-01  3.466119E-01  1.686900E-01  0.000000E+00  0.000000E+00  6.993765E-04  4.079997E-01  3.436771E-01  1.686900E-01  0.000000E+00  0.000000E+00  4.082517E-03  2.070606E-03  1.036075E-01  1.430299E-01  3.940184E-01  0.000000E+00  0.000000E+00  3.600265E+00  1.040003E-01  1.427167E-01  3.940184E-01  0.000000E+00  0.000000E+00
1.270574E-04  5.491829E-03  2.954971E-03  4.130598E-01  3.460785E-01  1.685099E-01  0.000000E+00  0.000000E+00  7.217708E-04  4.075680E-01  3.431235E-01  1.685099E-01  0.000000E+00  0.000000E+00  4.101468E-03  2.078398E-03  1.033734E-01  1.428382E-01  3.926457E-01  0.000000E+00  0.000000E+00  3.569535E+00  1.037712E-01  1.425247E-01  3.926457E-01  0.000000E+00  0.000000E+00
1.282331E-04  5.530331E-03  2.974990E-03  4.126671E-01  3.455457E-01  1.683300E-01  0.000000E+00  0.000000E+00  7.447868E-04  4.071368E-01  3.425707E-01  1.683300E-01  0.000000E+00  0.000000E+00  4.120314E-03  2.085830E-03  1.031409E-01  1.426473E-01  3.912778E-01  0.000000E+00  0.000000E+00  3.539063E+00  1.035435E-01  1.423336E-01  3.912778E-01  0.000000E+00  0.000000E+00
1.294196E-04  5.568984E-03  2.994901E-03  4.122749E-01  3.450133E-01  1.681502E-01  0.000000E+00  0.000000E+00  7.684401E-04  4.067059E-01  3.420184E-01  1.681502E-01  0.000000E+00  0.000000E+00  4.139085E-03  2.092978E-03  1.029100E-01  1.424571E-01  3.899147E-01  0.000000E+00  0.000000E+00  3.508844E+00  1.033172E-01  1.421433E-01  3.899147E-01  0.000000E+00  0.000000E+00
