# NNPDF30 NNLO Q=1.057
# x  w(x)  delta_w(x)
1.000000E-04  7.892237E-05  1.069988E-04
1.009253E-04  7.985200E-05  1.075108E-04
1.018591E-04  8.070843E-05  1.082197E-04
1.028016E-04  8.139328E-05  1.090026E-04
1.037528E-04  8.247530E-05  1.094157E-04
1.047129E-04  8.302848E-05  1.097685E-04
1.056818E-04  8.363945E-05  1.104457E-04
1.066596E-04  8.428822E-05  1.107568E-04
1.076465E-04  8.543760E-05  1.114602E-04
1.086426E-04  8.454792E-05  1.128839E-04
1.096478E-04  8.558696E-05  1.132251E-04
1.106624E-04  8.655807E-05  1.137324E-04
1.116863E-04  8.746884E-05  1.142463E-04
1.127197E-04  8.832579E-05  1.147064E-04
1.137627E-04  8.913449E-05  1.156092E-04
1.148154E-04  8.989978E-05  1.160925E-04
1.158777E-04  9.062586E-05  1.169606E-04
1.169499E-04  9.131639E-05  1.175316E-04
1.180321E-04  9.197458E-05  1.183584E-04
1.191242E-04  9.260328E-05  1.187614E-04
1.202264E-04  9.320497E-05  1.198014E-04
1.213389E-04  9.377688E-05  1.203354E-04
1.224616E-04  9.433121E-05  1.210166E-04
1.235947E-04  9.486448E-05  1.217788E-04
1.247384E-04  9.537828E-05  1.225706E-04
1.258925E-04  9.587403E-05  1.235781E-04
1.270574E-04  9.981826E-05  1.232040E-04
1.282331E-04  9.981826E-05  1.240368E-04
1.294196E-04  9.981826E-05  1.251237E-04
1.306171E-04  9.981826E-05  1.259492E-04
1.318257E-04  1.020304E-04  1.261982E-04
1.330454E-04  1.020304E-04  1.271173E-04
1.342765E-04  1.042668E-04  1.273769E-04
1.355189E-04  1.042668E-04  1.282567E-04
1.367729E-04  1.042668E-04  1.295032E-04
1.380384E-04  1.042668E-04  1.308886E-04
1.393157E-04  1.084134E-04  1.304334E-04
1.406048E-04  1.089715E-04  1.309986E-04
1.419058E-04  1.095596E-04  1.319245E-04
1.432188E-04  1.101808E-04  1.326452E-04
1.445440E-04  1.108384E-04  1.333969E-04
1.458814E-04  1.115367E-04  1.342857E-04
1.472313E-04  1.122802E-04  1.349820E-04
1.485936E-04  1.130745E-04  1.361107E-04
1.499685E-04  1.139259E-04  1.369745E-04
1.513561E-04  1.148423E-04  1.377430E-04
1.527566E-04  1.158326E-04  1.383419E-04
1.541700E-04  1.168988E-04  1.390199E-04
1.555966E-04  1.180717E-04  1.397939E-04
1.570363E-04  1.193592E-04  1.404538E-04
1.584893E-04  1.207817E-04  1.410018E-04
1.599558E-04  1.223649E-04  1.417299E-04
1.614359E-04  1.215675E-04  1.431260E-04
1.629296E-04  1.225326E-04  1.443004E-04
1.644372E-04  1.233853E-04  1.449827E-04
1.659587E-04  1.248894E-04  1.458192E-04
1.674943E-04  1.259389E-04  1.466250E-04
1.690441E-04  1.273298E-04  1.475149E-04
1.706082E-04  1.294598E-04  1.478226E-04
1.721869E-04  1.301337E-04  1.487727E-04
1.737801E-04  1.293782E-04  1.504112E-04
1.753881E-04  1.302708E-04  1.511572E-04
1.770109E-04  1.311673E-04  1.520938E-04
1.786488E-04  1.355682E-04  1.517344E-04
1.803018E-04  1.363205E-04  1.527433E-04
1.819701E-04  1.370827E-04  1.538048E-04
1.836538E-04  1.378668E-04  1.550032E-04
1.853532E-04  1.386676E-04  1.556781E-04
1.870682E-04  1.381669E-04  1.574382E-04
1.887991E-04  1.393141E-04  1.582533E-04
1.905461E-04  1.437212E-04  1.580189E-04
1.923092E-04  1.447556E-04  1.588222E-04
1.940886E-04  1.458058E-04  1.600086E-04
1.958845E-04  1.469773E-04  1.610991E-04
1.976970E-04  1.483283E-04  1.620030E-04
1.995262E-04  1.469911E-04  1.635686E-04
2.013724E-04  1.484152E-04  1.641650E-04
2.032357E-04  1.498850E-04  1.650406E-04
2.051162E-04  1.514021E-04  1.659665E-04
2.070141E-04  1.529682E-04  1.667927E-04
2.089296E-04  1.545849E-04  1.677616E-04
2.108628E-04  1.562537E-04  1.685634E-04
2.128139E-04  1.579764E-04  1.693164E-04
2.147830E-04  1.597547E-04  1.702056E-04
2.167704E-04  1.587375E-04  1.721407E-04
2.187762E-04  1.606133E-04  1.728807E-04
2.208005E-04  1.621862E-04  1.736731E-04
2.228435E-04  1.635230E-04  1.745708E-04
2.249055E-04  1.648899E-04  1.758248E-04
2.269865E-04  1.662878E-04  1.768905E-04
2.290868E-04  1.677075E-04  1.776052E-04
2.312065E-04  1.691700E-04  1.790269E-04
2.333458E-04  1.706643E-04  1.796082E-04
2.355049E-04  1.720739E-04  1.808335E-04
2.376840E-04  1.740018E-04  1.819567E-04
2.398833E-04  1.754737E-04  1.827738E-04
2.421029E-04  1.770091E-04  1.836676E-04
2.443431E-04  1.786860E-04  1.843975E-04
2.466039E-04  1.804012E-04  1.858343E-04
2.488857E-04  1.821671E-04  1.868586E-04
2.511886E-04  1.839604E-04  1.876675E-04
2.535129E-04  1.857933E-04  1.886893E-04
2.558586E-04  1.871814E-04  1.899320E-04
2.582260E-04  1.880293E-04  1.911169E-04
2.606154E-04  1.889005E-04  1.920783E-04
2.630268E-04  1.929133E-04  1.929690E-04
2.654606E-04  1.938397E-04  1.942229E-04
2.679168E-04  1.938836E-04  1.955978E-04
2.703958E-04  1.972479E-04  1.963491E-04
2.728978E-04  1.963232E-04  1.983219E-04
2.754229E-04  2.004402E-04  1.987539E-04
2.779713E-04  2.013857E-04  2.002931E-04
2.805434E-04  2.031603E-04  2.010466E-04
2.831392E-04  2.033877E-04  2.024960E-04
2.857591E-04  2.044557E-04  2.038087E-04
2.884032E-04  2.104688E-04  2.039895E-04
2.910717E-04  2.127436E-04  2.049607E-04
2.937650E-04  2.117228E-04  2.068275E-04
2.964831E-04  2.141178E-04  2.080001E-04
2.992265E-04  2.166063E-04  2.087460E-04
3.019952E-04  2.165727E-04  2.107636E-04
3.047895E-04  2.191213E-04  2.120842E-04
3.076097E-04  2.217880E-04  2.127862E-04
3.104560E-04  2.235518E-04  2.138094E-04
3.133286E-04  2.262656E-04  2.150002E-04
3.162278E-04  2.256502E-04  2.167632E-04
3.191538E-04  2.286300E-04  2.178010E-04
3.221069E-04  2.317743E-04  2.187937E-04
