NNPDF30_nlo_as_0118	1.12 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  xdb-ub  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb  Exdb-ub
1.000000E-04  1.607059E-02  1.355786E-02  3.827615E-01  3.503887E-01  2.918186E-01  9.817017E-10  -9.756871E-10  -8.372387E-01  3.666910E-01  3.368308E-01  2.937368E-01  2.101776E-09  1.385120E-10  -2.986012E-02  4.905703E-03  5.424913E-03  5.858461E-02  1.028651E-01  2.620436E-01  9.512307E-09  8.466270E-09  1.373868E+00  5.806880E-02  1.029803E-01  2.621659E-01  9.844384E-09  9.017154E-09  1.098783E-01
1.009253E-04  1.613120E-02  1.360211E-02  3.822918E-01  3.499769E-01  2.912552E-01  1.002314E-09  -9.644546E-10  -8.402730E-01  3.661606E-01  3.363748E-01  2.931798E-01  2.100632E-09  1.275074E-10  -2.978572E-02  4.914111E-03  5.437061E-03  5.843166E-02  1.025622E-01  2.614892E-01  9.558829E-09  8.551675E-09  1.353427E+00  5.791461E-02  1.026762E-01  2.616110E-01  9.894979E-09  9.023456E-09  1.094966E-01
1.018591E-04  1.619211E-02  1.364655E-02  3.818233E-01  3.495667E-01  2.906930E-01  1.018622E-09  -9.533117E-10  -8.434941E-01  3.656312E-01  3.359202E-01  2.926240E-01  2.093612E-09  1.180541E-10  -2.971106E-02  4.922447E-03  5.449138E-03  5.827966E-02  1.022593E-01  2.609355E-01  9.583588E-09  8.616426E-09  1.334117E+00  5.776138E-02  1.023721E-01  2.610569E-01  9.923904E-09  9.010196E-09  1.091151E-01
1.028016E-04  1.625332E-02  1.369120E-02  3.813562E-01  3.491580E-01  2.901319E-01  1.030545E-09  -9.421365E-10  -8.468791E-01  3.651029E-01  3.354668E-01  2.920693E-01  2.080309E-09  1.100874E-10  -2.963608E-02  4.930715E-03  5.461150E-03  5.812860E-02  1.019562E-01  2.603826E-01  9.584423E-09  8.659133E-09  1.315914E+00  5.760907E-02  1.020679E-01  2.605036E-01  9.929102E-09  8.975510E-09  1.087337E-01
1.037528E-04  1.631480E-02  1.373600E-02  3.808901E-01  3.487508E-01  2.895719E-01  1.038968E-09  -9.299071E-10  -8.501096E-01  3.645753E-01  3.350148E-01  2.915156E-01  2.059725E-09  1.025189E-10  -2.956054E-02  4.938969E-03  5.473153E-03  5.797851E-02  1.016526E-01  2.598307E-01  9.561721E-09  8.682905E-09  1.298532E+00  5.745769E-02  1.017630E-01  2.599513E-01  9.910849E-09  8.917287E-09  1.083519E-01
1.047129E-04  1.637652E-02  1.378094E-02  3.804249E-01  3.483449E-01  2.890128E-01  1.044190E-09  -9.164925E-10  -8.531297E-01  3.640484E-01  3.345640E-01  2.909630E-01  2.032018E-09  9.514351E-11  -2.948440E-02  4.947219E-03  5.485158E-03  5.782937E-02  1.013483E-01  2.592799E-01  9.517313E-09  8.689725E-09  1.281899E+00  5.730722E-02  1.014574E-01  2.594001E-01  9.870961E-09  8.836905E-09  1.079698E-01
1.056818E-04  1.643849E-02  1.382603E-02  3.799606E-01  3.479404E-01  2.884548E-01  1.046344E-09  -9.019597E-10  -8.559444E-01  3.635221E-01  3.341144E-01  2.904114E-01  1.997556E-09  8.796513E-11  -2.940772E-02  4.955462E-03  5.497164E-03  5.768118E-02  1.010434E-01  2.587301E-01  9.453183E-09  8.681202E-09  1.265994E+00  5.715764E-02  1.011511E-01  2.588499E-01  9.811442E-09  8.736417E-09  1.075874E-01
1.066596E-04  1.650071E-02  1.387126E-02  3.794972E-01  3.475373E-01  2.878977E-01  1.045565E-09  -8.863761E-10  -8.585590E-01  3.629965E-01  3.336660E-01  2.898608E-01  1.956703E-09  8.098752E-11  -2.933050E-02  4.963699E-03  5.509170E-03  5.753392E-02  1.007378E-01  2.581814E-01  9.371495E-09  8.659100E-09  1.250798E+00  5.700895E-02  1.008442E-01  2.583008E-01  9.734477E-09  8.618065E-09  1.072047E-01
1.076465E-04  1.656318E-02  1.391665E-02  3.790348E-01  3.471354E-01  2.873417E-01  1.041986E-09  -8.698089E-10  -8.609787E-01  3.624716E-01  3.332188E-01  2.893112E-01  1.909825E-09  7.421449E-11  -2.925279E-02  4.971929E-03  5.521176E-03  5.738759E-02  1.004318E-01  2.576338E-01  9.274577E-09  8.625312E-09  1.236292E+00  5.686114E-02  1.005368E-01  2.577527E-01  9.642410E-09  8.484274E-09  1.068218E-01
1.086426E-04  1.662590E-02  1.396218E-02  3.785732E-01  3.467348E-01  2.867865E-01  1.035743E-09  -8.523253E-10  -8.632088E-01  3.619473E-01  3.327727E-01  2.887625E-01  1.857287E-09  6.764981E-11  -2.917462E-02  4.980150E-03  5.533181E-03  5.724217E-02  1.001253E-01  2.570872E-01  9.164909E-09  8.581842E-09  1.222454E+00  5.671420E-02  1.002288E-01  2.572057E-01  9.537737E-09  8.337649E-09  1.064388E-01
