# NNPDF30 NNLO Q=1.100
# x  w(x)  delta_w(x)
1.000000E-04  8.315277E-05  1.096321E-04
1.009253E-04  8.378652E-05  1.104233E-04
1.018591E-04  8.450074E-05  1.109784E-04
1.028016E-04  8.369135E-05  1.122882E-04
1.037528E-04  8.479041E-05  1.126548E-04
1.047129E-04  8.581457E-05  1.131189E-04
1.056818E-04  8.677249E-05  1.134339E-04
1.066596E-04  8.767153E-05  1.143071E-04
1.076465E-04  8.851797E-05  1.145635E-04
1.086426E-04  8.931724E-05  1.153893E-04
1.096478E-04  9.007403E-05  1.159686E-04
1.106624E-04  9.079242E-05  1.165210E-04
1.116863E-04  9.147598E-05  1.170832E-04
1.127197E-04  9.212784E-05  1.179201E-04
1.137627E-04  9.275074E-05  1.185711E-04
1.148154E-04  9.334715E-05  1.194395E-04
1.158777E-04  9.391921E-05  1.200754E-04
1.169499E-04  9.446886E-05  1.208447E-04
1.180321E-04  9.499782E-05  1.215443E-04
1.191242E-04  9.550765E-05  1.222449E-04
1.202264E-04  9.599972E-05  1.232490E-04
1.213389E-04  9.981826E-05  1.230627E-04
1.224616E-04  9.981826E-05  1.238603E-04
1.235947E-04  9.981826E-05  1.245843E-04
1.247384E-04  1.020304E-04  1.249417E-04
1.258925E-04  1.020304E-04  1.259665E-04
1.270574E-04  1.020304E-04  1.266106E-04
1.282331E-04  1.042668E-04  1.270430E-04
1.294196E-04  1.042668E-04  1.280596E-04
1.306171E-04  1.042668E-04  1.292800E-04
1.318257E-04  1.080644E-04  1.287086E-04
1.330454E-04  1.085635E-04  1.299243E-04
1.342765E-04  1.091309E-04  1.305297E-04
1.355189E-04  1.097291E-04  1.311801E-04
1.367729E-04  1.103614E-04  1.323847E-04
1.380384E-04  1.110276E-04  1.329787E-04
1.393157E-04  1.117390E-04  1.339464E-04
1.406048E-04  1.124974E-04  1.345832E-04
1.419058E-04  1.133083E-04  1.354976E-04
1.432188E-04  1.141787E-04  1.364569E-04
1.445440E-04  1.151166E-04  1.370317E-04
1.458814E-04  1.161317E-04  1.377724E-04
1.472313E-04  1.172356E-04  1.382222E-04
1.485936E-04  1.184426E-04  1.389924E-04
1.499685E-04  1.197703E-04  1.398497E-04
1.513561E-04  1.212404E-04  1.404278E-04
1.527566E-04  1.204301E-04  1.420094E-04
1.541700E-04  1.218544E-04  1.426032E-04
1.555966E-04  1.228029E-04  1.435348E-04
1.570363E-04  1.236685E-04  1.445133E-04
1.584893E-04  1.251961E-04  1.449131E-04
1.599558E-04  1.263918E-04  1.457668E-04
1.614359E-04  1.278434E-04  1.462329E-04
1.629296E-04  1.296868E-04  1.468565E-04
1.644372E-04  1.303481E-04  1.479081E-04
1.659587E-04  1.296466E-04  1.493930E-04
1.674943E-04  1.305433E-04  1.501835E-04
1.690441E-04  1.350510E-04  1.499747E-04
1.706082E-04  1.357952E-04  1.511782E-04
1.721869E-04  1.365549E-04  1.518095E-04
1.737801E-04  1.373307E-04  1.528946E-04
1.753881E-04  1.381229E-04  1.537474E-04
1.770109E-04  1.374159E-04  1.554524E-04
1.786488E-04  1.385391E-04  1.562056E-04
1.803018E-04  1.430271E-04  1.560966E-04
1.819701E-04  1.440521E-04  1.566660E-04
1.836538E-04  1.450929E-04  1.578540E-04
1.853532E-04  1.461495E-04  1.590965E-04
1.870682E-04  1.474121E-04  1.597492E-04
1.887991E-04  1.487787E-04  1.604075E-04
1.905461E-04  1.474528E-04  1.623581E-04
1.923092E-04  1.488936E-04  1.630977E-04
1.940886E-04  1.503806E-04  1.638570E-04
1.958845E-04  1.519157E-04  1.648981E-04
1.976970E-04  1.535003E-04  1.657298E-04
1.995262E-04  1.551360E-04  1.666671E-04
2.013724E-04  1.568246E-04  1.675674E-04
2.032357E-04  1.585677E-04  1.682256E-04
2.051162E-04  1.603669E-04  1.691470E-04
2.070141E-04  1.593649E-04  1.709157E-04
2.089296E-04  1.612624E-04  1.711642E-04
2.108628E-04  1.626368E-04  1.722314E-04
2.128139E-04  1.639848E-04  1.736171E-04
2.147830E-04  1.653630E-04  1.746089E-04
2.167704E-04  1.667727E-04  1.755388E-04
2.187762E-04  1.682147E-04  1.765325E-04
2.208005E-04  1.696900E-04  1.773920E-04
2.228435E-04  1.711534E-04  1.782604E-04
2.249055E-04  1.725701E-04  1.796794E-04
2.269865E-04  1.745153E-04  1.805009E-04
2.290868E-04  1.759948E-04  1.810211E-04
2.312065E-04  1.775955E-04  1.820229E-04
2.333458E-04  1.792878E-04  1.831972E-04
2.355049E-04  1.810230E-04  1.841954E-04
2.376840E-04  1.827927E-04  1.852867E-04
2.398833E-04  1.846016E-04  1.862361E-04
2.421029E-04  1.864500E-04  1.875420E-04
2.443431E-04  1.874976E-04  1.880849E-04
2.466039E-04  1.883716E-04  1.897078E-04
2.488857E-04  1.892380E-04  1.908776E-04
2.511886E-04  1.932479E-04  1.913619E-04
2.535129E-04  1.919032E-04  1.933776E-04
2.558586E-04  1.951509E-04  1.937889E-04
2.582260E-04  1.953416E-04  1.950942E-04
2.606154E-04  1.966564E-04  1.964854E-04
2.630268E-04  2.007884E-04  1.972848E-04
2.654606E-04  2.019429E-04  1.982838E-04
2.679168E-04  2.039078E-04  1.994117E-04
2.703958E-04  2.037829E-04  2.010489E-04
2.728978E-04  2.048664E-04  2.021919E-04
2.754229E-04  2.112550E-04  2.024046E-04
2.779713E-04  2.135343E-04  2.036391E-04
2.805434E-04  2.125391E-04  2.051042E-04
2.831392E-04  2.149692E-04  2.057869E-04
2.857591E-04  2.149701E-04  2.078699E-04
2.884032E-04  2.174499E-04  2.089518E-04
2.910717E-04  2.200421E-04  2.099920E-04
2.937650E-04  2.218618E-04  2.113893E-04
2.964831E-04  2.245164E-04  2.120659E-04
2.992265E-04  2.238267E-04  2.136032E-04
3.019952E-04  2.267092E-04  2.149714E-04
3.047895E-04  2.297476E-04  2.155865E-04
3.076097E-04  2.294509E-04  2.173447E-04
3.104560E-04  2.321311E-04  2.189530E-04
3.133286E-04  2.335551E-04  2.203061E-04
3.162278E-04  2.385718E-04  2.201500E-04
3.191538E-04  2.400764E-04  2.222569E-04
3.221069E-04  2.416083E-04  2.232905E-04
3.250873E-04  2.431658E-04  2.244453E-04
3.280953E-04  2.447472E-04  2.260219E-04
3.311311E-04  2.468176E-04  2.275193E-04
3.341950E-04  2.505523E-04  2.281144E-04
3.372873E-04  2.509091E-04  2.301352E-04
3.404082E-04  2.552568E-04  2.308211E-04
3.435579E-04  2.562591E-04  2.318990E-04
3.467369E-04  2.579364E-04  2.335341E-04
3.499452E-04  2.603070E-04  2.350055E-04
3.531832E-04  2.653488E-04  2.353959E-04
3.564511E-04  2.634483E-04  2.378133E-04
3.597493E-04  2.688578E-04  2.387566E-04
3.630781E-04  2.684844E-04  2.405037E-04
3.664376E-04  2.698926E-04  2.421503E-04
3.698282E-04  2.750946E-04  2.429145E-04
3.732502E-04  2.765509E-04  2.443540E-04
3.767038E-04  2.779392E-04  2.459765E-04
3.801894E-04  2.821843E-04  2.475084E-04
3.837072E-04  2.838042E-04  2.485906E-04
3.872576E-04  2.853444E-04  2.500430E-04
3.908409E-04  2.868769E-04  2.515375E-04
3.944573E-04  2.898562E-04  2.531071E-04
3.981072E-04  2.910669E-04  2.549034E-04
4.017908E-04  2.954632E-04  2.558000E-04
4.055085E-04  2.987728E-04  2.565903E-04
4.092607E-04  3.006301E-04  2.583512E-04
4.130475E-04  3.029785E-04  2.600985E-04
4.168694E-04  3.057603E-04  2.610463E-04
4.207266E-04  3.089341E-04  2.625786E-04
4.246196E-04  3.122643E-04  2.643767E-04
4.285485E-04  3.132786E-04  2.660985E-04
4.325138E-04  3.174631E-04  2.670836E-04
4.365158E-04  3.174631E-04  2.697081E-04
4.405549E-04  3.233280E-04  2.704335E-04
4.446313E-04  3.255163E-04  2.715224E-04
4.487454E-04  3.288819E-04  2.725830E-04
4.528976E-04  3.294087E-04  2.750580E-04
4.570882E-04  3.342602E-04  2.763662E-04
4.613176E-04  3.348189E-04  2.781574E-04
4.655861E-04  3.398595E-04  2.794686E-04
4.698941E-04  3.418837E-04  2.809514E-04
4.742420E-04  3.452683E-04  2.825460E-04
4.786301E-04  3.491115E-04  2.841353E-04
4.830588E-04  3.538447E-04  2.847307E-04
4.875285E-04  3.564048E-04  2.868300E-04
4.920395E-04  3.534199E-04  2.892293E-04
4.965923E-04  3.609666E-04  2.900759E-04
5.011872E-04  3.641570E-04  2.917444E-04
5.058247E-04  3.674793E-04  2.934382E-04
5.105050E-04  3.705543E-04  2.950929E-04
5.152286E-04  3.703324E-04  2.979262E-04
5.199960E-04  3.736725E-04  2.996878E-04
5.248075E-04  3.775581E-04  3.006961E-04
5.296634E-04  3.815879E-04  3.017114E-04
5.345644E-04  3.857682E-04  3.036630E-04
5.395106E-04  3.900959E-04  3.050933E-04
5.445027E-04  3.937128E-04  3.065405E-04
5.495409E-04  3.958538E-04  3.079804E-04
5.546257E-04  3.979014E-04  3.101157E-04
5.597576E-04  3.999835E-04  3.124714E-04
5.649370E-04  4.067423E-04  3.136750E-04
5.701643E-04  4.102824E-04  3.153998E-04
5.754399E-04  4.104298E-04  3.175314E-04
5.807644E-04  4.173759E-04  3.188183E-04
5.861382E-04  4.205236E-04  3.203515E-04
5.915616E-04  4.218273E-04  3.226908E-04
5.970353E-04  4.246837E-04  3.250814E-04
6.025596E-04  4.295219E-04  3.260577E-04
6.081350E-04  4.342862E-04  3.281503E-04
6.137620E-04  4.389633E-04  3.293362E-04
6.194411E-04  4.435432E-04  3.307526E-04
6.251727E-04  4.476181E-04  3.328493E-04
6.309573E-04  4.476417E-04  3.359072E-04
6.367955E-04  4.514627E-04  3.368256E-04
6.426877E-04  4.555756E-04  3.383768E-04
6.486344E-04  4.648065E-04  3.398535E-04
6.546362E-04  4.686662E-04  3.416153E-04
6.606934E-04  4.673522E-04  3.443445E-04
6.668068E-04  4.711923E-04  3.465048E-04
6.729767E-04  4.765410E-04  3.479055E-04
6.792036E-04  4.809216E-04  3.497802E-04
6.854882E-04  4.829322E-04  3.523828E-04
6.918310E-04  4.891408E-04  3.538967E-04
6.982324E-04  4.953738E-04  3.546898E-04
7.046931E-04  4.961740E-04  3.574422E-04
7.112135E-04  5.011392E-04  3.588557E-04
7.177943E-04  5.044759E-04  3.615876E-04
7.244360E-04  5.101520E-04  3.637129E-04
7.311391E-04  5.157047E-04  3.653168E-04
7.379042E-04  5.189711E-04  3.675250E-04
7.447320E-04  5.247071E-04  3.691056E-04
7.516229E-04  5.295159E-04  3.707972E-04
7.585776E-04  5.328208E-04  3.734571E-04
7.655966E-04  5.380439E-04  3.749725E-04
7.726806E-04  5.462019E-04  3.765682E-04
7.798301E-04  5.482568E-04  3.790770E-04
7.870458E-04  5.531075E-04  3.799017E-04
7.943282E-04  5.561216E-04  3.838328E-04
8.016781E-04  5.627988E-04  3.854753E-04
8.090959E-04  5.655054E-04  3.872813E-04
8.165824E-04  5.683170E-04  3.894452E-04
8.241381E-04  5.771840E-04  3.913850E-04
8.317638E-04  5.802438E-04  3.935171E-04
