NNPDF30_nnlo_as_0118	10.00 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  xdb-ub  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb  Exdb-ub
1.000000E-04  2.023730E-02  1.368945E-02  9.053066E-01  9.193418E-01  8.526083E-01  3.808456E-01  8.590260E-10  8.941761E+00  8.850693E-01  9.056524E-01  8.532176E-01  3.805666E-01  8.056453E-10  2.058309E-02  4.546453E-03  6.013699E-03  5.083418E-02  9.129898E-02  1.422447E-01  4.840497E-02  2.818152E-08  1.854002E+00  5.125914E-02  9.172422E-02  1.419451E-01  4.840725E-02  2.822102E-08  1.122982E-01
1.009253E-04  2.031907E-02  1.373829E-02  9.041229E-01  9.178087E-01  8.509035E-01  3.799674E-01  9.000797E-10  8.931636E+00  8.838038E-01  9.040705E-01  8.515155E-01  3.796880E-01  8.456917E-10  2.026662E-02  4.546304E-03  6.020095E-03  5.052706E-02  9.074565E-02  1.417855E-01  4.827071E-02  2.836820E-08  1.848381E+00  5.095674E-02  9.117869E-02  1.414908E-01  4.827298E-02  2.840805E-08  1.115804E-01
1.018591E-04  2.040126E-02  1.378732E-02  9.029389E-01  9.162793E-01  8.491996E-01  3.790907E-01  9.313608E-10  8.921515E+00  8.825377E-01  9.024920E-01  8.498144E-01  3.788109E-01  8.761017E-10  1.995429E-02  4.546122E-03  6.026463E-03  5.022534E-02  9.019809E-02  1.413284E-01  4.813976E-02  2.848333E-08  1.843182E+00  5.065971E-02  9.063909E-02  1.410388E-01  4.814203E-02  2.852325E-08  1.108721E-01
1.028016E-04  2.048386E-02  1.383653E-02  9.017552E-01  9.147538E-01  8.474968E-01  3.782161E-01  9.525005E-10  8.911418E+00  8.812713E-01  9.009173E-01  8.481144E-01  3.779359E-01  8.965080E-10  1.964602E-02  4.545908E-03  6.032807E-03  4.992878E-02  8.965605E-02  1.408734E-01  4.801157E-02  2.852099E-08  1.838368E+00  5.036780E-02  9.010520E-02  1.405889E-01  4.801383E-02  2.856071E-08  1.101732E-01
1.037528E-04  2.056679E-02  1.388591E-02  9.005767E-01  9.132360E-01  8.457994E-01  3.773480E-01  9.646353E-10  8.901557E+00  8.800099E-01  8.993501E-01  8.464198E-01  3.770675E-01  9.080072E-10  1.934019E-02  4.545685E-03  6.039156E-03  4.963626E-02  8.911760E-02  1.404198E-01  4.788151E-02  2.848410E-08  1.833716E+00  5.008004E-02  8.957506E-02  1.401404E-01  4.788376E-02  2.852334E-08  1.094812E-01
1.047129E-04  2.065003E-02  1.393545E-02  8.994043E-01  9.117262E-01  8.441078E-01  3.764873E-01  9.684136E-10  8.891964E+00  8.787543E-01  8.977908E-01  8.447311E-01  3.762063E-01  9.112368E-10  1.903648E-02  4.545458E-03  6.045517E-03  4.934741E-02  8.858235E-02  1.399675E-01  4.774863E-02  2.837853E-08  1.829164E+00  4.979605E-02  8.904830E-02  1.396932E-01  4.775087E-02  2.841702E-08  1.087958E-01
1.056818E-04  2.073360E-02  1.398515E-02  8.982379E-01  9.102243E-01  8.424220E-01  3.756336E-01  9.642845E-10  8.882633E+00  8.775043E-01  8.962392E-01  8.430481E-01  3.753523E-01  9.066424E-10  1.873491E-02  4.545226E-03  6.051888E-03  4.906201E-02  8.805026E-02  1.395164E-01  4.761286E-02  2.821029E-08  1.824694E+00  4.951565E-02  8.852485E-02  1.392473E-01  4.761510E-02  2.824779E-08  1.081168E-01
1.066596E-04  2.081750E-02  1.403500E-02  8.970772E-01  9.087301E-01  8.407417E-01  3.747869E-01  9.526974E-10  8.873555E+00  8.762597E-01  8.946951E-01  8.413706E-01  3.745052E-01  8.946697E-10  1.843546E-02  4.544992E-03  6.058269E-03  4.877990E-02  8.752129E-02  1.390666E-01  4.747417E-02  2.798593E-08  1.820289E+00  4.923863E-02  8.800470E-02  1.388027E-01  4.747639E-02  2.802221E-08  1.074442E-01
1.076465E-04  2.090172E-02  1.408502E-02  8.959219E-01  9.072434E-01  8.390667E-01  3.739469E-01  9.341014E-10  8.864724E+00  8.750202E-01  8.931583E-01  8.396986E-01  3.736648E-01  8.757645E-10  1.813813E-02  4.544755E-03  6.064658E-03  4.850090E-02  8.699542E-02  1.386180E-01  4.733250E-02  2.771248E-08  1.815930E+00  4.896485E-02  8.748782E-02  1.383593E-01  4.733472E-02  2.774731E-08  1.067780E-01
1.086426E-04  2.098627E-02  1.413519E-02  8.947720E-01  9.057639E-01  8.373970E-01  3.731134E-01  9.089457E-10  8.856131E+00  8.737858E-01  8.916287E-01  8.380318E-01  3.728310E-01  8.503723E-10  1.784293E-02  4.544515E-03  6.071054E-03  4.822488E-02  8.647265E-02  1.381707E-01  4.718787E-02  2.739738E-08  1.811604E+00  4.869414E-02  8.697419E-02  1.379173E-01  4.719008E-02  2.743059E-08  1.061180E-01
1.096478E-04  2.107116E-02  1.418553E-02  8.936273E-01  9.042915E-01  8.357323E-01  3.722863E-01  8.776796E-10  8.847769E+00  8.725561E-01  8.901059E-01  8.363701E-01  3.720034E-01  8.189390E-10  1.754985E-02  4.544274E-03  6.077456E-03  4.795170E-02  8.595295E-02  1.377247E-01  4.704026E-02  2.704851E-08  1.807298E+00  4.842637E-02  8.646380E-02  1.374766E-01  4.704246E-02  2.707990E-08  1.054643E-01
