CT14nlo	1.00 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  xdb-ub  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb  Exdb-ub
1.000000E-04  5.798717E-03  3.398480E-03  4.269029E-01  3.522197E-01  2.214011E-01  1.001184E-07  0.000000E+00  5.441594E-03  4.211042E-01  3.488212E-01  2.214011E-01  1.001184E-07  0.000000E+00  -7.228299E-02  3.667217E-03  2.113023E-03  1.237816E-01  1.527299E-01  4.907051E-01  5.292403E-08  0.000000E+00  5.388181E+00  1.244416E-01  1.528643E-01  4.907051E-01  5.292403E-08  0.000000E+00  9.548603E-02
1.009253E-04  5.835625E-03  3.420759E-03  4.261308E-01  3.513244E-01  2.209979E-01  1.000135E-07  0.000000E+00  5.574654E-03  4.202952E-01  3.479036E-01  2.209979E-01  1.000135E-07  0.000000E+00  -7.239153E-02  3.683288E-03  2.122235E-03  1.234041E-01  1.524410E-01  4.887000E-01  5.246094E-08  0.000000E+00  5.337964E+00  1.240694E-01  1.525756E-01  4.887000E-01  5.246094E-08  0.000000E+00  9.556749E-02
1.018591E-04  5.872798E-03  3.443195E-03  4.253602E-01  3.504308E-01  2.205955E-01  9.990861E-08  0.000000E+00  5.710384E-03  4.194874E-01  3.469876E-01  2.205955E-01  9.990861E-08  0.000000E+00  -7.249981E-02  3.699374E-03  2.131281E-03  1.230287E-01  1.521533E-01  4.867037E-01  5.200197E-08  0.000000E+00  5.288162E+00  1.236994E-01  1.522881E-01  4.867037E-01  5.200197E-08  0.000000E+00  9.564838E-02
1.028016E-04  5.910174E-03  3.465837E-03  4.245910E-01  3.495387E-01  2.201941E-01  9.980375E-08  0.000000E+00  5.848782E-03  4.186808E-01  3.460728E-01  2.201941E-01  9.980375E-08  0.000000E+00  -7.260796E-02  3.715454E-03  2.140236E-03  1.226556E-01  1.518668E-01  4.847167E-01  5.154792E-08  0.000000E+00  5.238862E+00  1.233314E-01  1.520016E-01  4.847167E-01  5.154792E-08  0.000000E+00  9.572892E-02
1.037528E-04  5.947756E-03  3.488679E-03  4.238232E-01  3.486482E-01  2.197937E-01  9.969893E-08  0.000000E+00  5.989890E-03  4.178755E-01  3.451595E-01  2.197937E-01  9.969893E-08  0.000000E+00  -7.271596E-02  3.731539E-03  2.149118E-03  1.222845E-01  1.515814E-01  4.827388E-01  5.109869E-08  0.000000E+00  5.190055E+00  1.229655E-01  1.517162E-01  4.827388E-01  5.109869E-08  0.000000E+00  9.580909E-02
1.047129E-04  5.985551E-03  3.511709E-03  4.230569E-01  3.477593E-01  2.193941E-01  9.959414E-08  0.000000E+00  6.133750E-03  4.170714E-01  3.442476E-01  2.193941E-01  9.959414E-08  0.000000E+00  -7.282379E-02  3.747642E-03  2.157945E-03  1.219157E-01  1.512972E-01  4.807700E-01  5.065419E-08  0.000000E+00  5.141731E+00  1.226017E-01  1.514319E-01  4.807700E-01  5.065419E-08  0.000000E+00  9.588886E-02
1.056818E-04  6.023563E-03  3.534918E-03  4.222921E-01  3.468720E-01  2.189954E-01  9.948938E-08  0.000000E+00  6.280405E-03  4.162685E-01  3.433371E-01  2.189954E-01  9.948938E-08  0.000000E+00  -7.293142E-02  3.763774E-03  2.166733E-03  1.215489E-01  1.510142E-01  4.788099E-01  5.021432E-08  0.000000E+00  5.093881E+00  1.222399E-01  1.511487E-01  4.788099E-01  5.021432E-08  0.000000E+00  9.596824E-02
1.066596E-04  6.061798E-03  3.558296E-03  4.215287E-01  3.459864E-01  2.185976E-01  9.938466E-08  0.000000E+00  6.429899E-03  4.154669E-01  3.424281E-01  2.185976E-01  9.938466E-08  0.000000E+00  -7.303882E-02  3.779946E-03  2.175501E-03  1.211842E-01  1.507323E-01  4.768584E-01  4.977900E-08  0.000000E+00  5.046493E+00  1.218801E-01  1.508665E-01  4.768584E-01  4.977900E-08  0.000000E+00  9.604720E-02
1.076465E-04  6.100260E-03  3.581832E-03  4.207668E-01  3.451024E-01  2.182006E-01  9.927996E-08  0.000000E+00  6.582276E-03  4.146665E-01  3.415205E-01  2.182006E-01  9.927996E-08  0.000000E+00  -7.314597E-02  3.796169E-03  2.184261E-03  1.208216E-01  1.504514E-01  4.749154E-01  4.934812E-08  0.000000E+00  4.999558E+00  1.215224E-01  1.505853E-01  4.749154E-01  4.934812E-08  0.000000E+00  9.612574E-02
1.086426E-04  6.138956E-03  3.605518E-03  4.200063E-01  3.442201E-01  2.178045E-01  9.917530E-08  0.000000E+00  6.737581E-03  4.138674E-01  3.406145E-01  2.178045E-01  9.917530E-08  0.000000E+00  -7.325285E-02  3.812451E-03  2.193027E-03  1.204610E-01  1.501717E-01  4.729807E-01  4.892159E-08  0.000000E+00  4.953065E+00  1.211667E-01  1.503052E-01  4.729807E-01  4.892159E-08  0.000000E+00  9.620382E-02
1.096478E-04  6.177890E-03  3.629343E-03  4.192474E-01  3.433394E-01  2.174091E-01  9.907066E-08  0.000000E+00  6.895860E-03  4.130695E-01  3.397101E-01  2.174091E-01  9.907066E-08  0.000000E+00  -7.335944E-02  3.828801E-03  2.201809E-03  1.201024E-01  1.498929E-01  4.710541E-01  4.849931E-08  0.000000E+00  4.907004E+00  1.208130E-01  1.500261E-01  4.710541E-01  4.849931E-08  0.000000E+00  9.628146E-02
1.106624E-04  6.217068E-03  3.653298E-03  4.184899E-01  3.424605E-01  2.170145E-01  9.896605E-08  0.000000E+00  7.057157E-03  4.122729E-01  3.388072E-01  2.170145E-01  9.896605E-08  0.000000E+00  -7.346570E-02  3.845226E-03  2.210614E-03  1.197458E-01  1.496152E-01  4.691355E-01  4.808120E-08  0.000000E+00  4.861365E+00  1.204612E-01  1.497481E-01  4.691355E-01  4.808120E-08  0.000000E+00  9.635861E-02
1.116863E-04  6.256494E-03  3.677372E-03  4.177340E-01  3.415832E-01  2.166207E-01  9.886147E-08  0.000000E+00  7.221520E-03  4.114775E-01  3.379059E-01  2.166207E-01  9.886147E-08  0.000000E+00  -7.357162E-02  3.861729E-03  2.219445E-03  1.193911E-01  1.493385E-01  4.672246E-01  4.766715E-08  0.000000E+00  4.816137E+00  1.201115E-01  1.494710E-01  4.672246E-01  4.766715E-08  0.000000E+00  9.643528E-02
1.127197E-04  6.296175E-03  3.701555E-03  4.169795E-01  3.407077E-01  2.162276E-01  9.875691E-08  0.000000E+00  7.388996E-03  4.106833E-01  3.370062E-01  2.162276E-01  9.875691E-08  0.000000E+00  -7.367716E-02  3.878315E-03  2.228304E-03  1.190384E-01  1.490628E-01  4.653213E-01  4.725709E-08  0.000000E+00  4.771312E+00  1.197637E-01  1.491948E-01  4.653213E-01  4.725709E-08  0.000000E+00  9.651145E-02
1.137627E-04  6.336115E-03  3.725839E-03  4.162266E-01  3.398340E-01  2.158353E-01  9.865237E-08  0.000000E+00  7.559632E-03  4.098905E-01  3.361081E-01  2.158353E-01  9.865237E-08  0.000000E+00  -7.378231E-02  3.894985E-03  2.237189E-03  1.186875E-01  1.487880E-01  4.634254E-01  4.685090E-08  0.000000E+00  4.726877E+00  1.194179E-01  1.489197E-01  4.634254E-01  4.685090E-08  0.000000E+00  9.658711E-02
1.148154E-04  6.376319E-03  3.750213E-03  4.154752E-01  3.389620E-01  2.154436E-01  9.854785E-08  0.000000E+00  7.733477E-03  4.090988E-01  3.352118E-01  2.154436E-01  9.854785E-08  0.000000E+00  -7.388705E-02  3.911739E-03  2.246095E-03  1.183386E-01  1.485142E-01  4.615368E-01  4.644850E-08  0.000000E+00  4.682823E+00  1.190740E-01  1.486454E-01  4.615368E-01  4.644850E-08  0.000000E+00  9.666223E-02
1.158777E-04  6.416793E-03  3.774666E-03  4.147252E-01  3.380918E-01  2.150526E-01  9.844335E-08  0.000000E+00  7.910579E-03  4.083085E-01  3.343171E-01  2.150526E-01  9.844335E-08  0.000000E+00  -7.399133E-02  3.928577E-03  2.255015E-03  1.179915E-01  1.482413E-01  4.596553E-01  4.604980E-08  0.000000E+00  4.639141E+00  1.187320E-01  1.483722E-01  4.596553E-01  4.604980E-08  0.000000E+00  9.673680E-02
1.169499E-04  6.457543E-03  3.799191E-03  4.139769E-01  3.372234E-01  2.146623E-01  9.833888E-08  0.000000E+00  8.090988E-03  4.075193E-01  3.334242E-01  2.146623E-01  9.833888E-08  0.000000E+00  -7.409515E-02  3.945496E-03  2.263940E-03  1.176463E-01  1.479692E-01  4.577806E-01  4.565470E-08  0.000000E+00  4.595819E+00  1.183920E-01  1.480998E-01  4.577806E-01  4.565470E-08  0.000000E+00  9.681081E-02
1.180321E-04  6.498572E-03  3.823775E-03  4.132300E-01  3.363568E-01  2.142726E-01  9.823441E-08  0.000000E+00  8.274753E-03  4.067315E-01  3.325330E-01  2.142726E-01  9.823441E-08  0.000000E+00  -7.419848E-02  3.962494E-03  2.272860E-03  1.173028E-01  1.476981E-01  4.559128E-01  4.526312E-08  0.000000E+00  4.552847E+00  1.180539E-01  1.478283E-01  4.559128E-01  4.526312E-08  0.000000E+00  9.688425E-02
1.191242E-04  6.539887E-03  3.848411E-03  4.124848E-01  3.354920E-01  2.138835E-01  9.812997E-08  0.000000E+00  8.461926E-03  4.059449E-01  3.316436E-01  2.138835E-01  9.812997E-08  0.000000E+00  -7.430129E-02  3.979567E-03  2.281764E-03  1.169612E-01  1.474277E-01  4.540515E-01  4.487495E-08  0.000000E+00  4.510216E+00  1.177177E-01  1.475578E-01  4.540515E-01  4.487495E-08  0.000000E+00  9.695709E-02
