CT14nnlo	1.00 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  xdb-ub  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb  Exdb-ub
1.000000E-04  4.151161E-03  2.201290E-03  3.874130E-01  3.287339E-01  1.555165E-01  0.000000E+00  0.000000E+00  1.222982E-04  3.832619E-01  3.265326E-01  1.555165E-01  0.000000E+00  0.000000E+00  -5.672924E-02  3.321968E-03  1.680938E-03  1.029105E-01  1.382522E-01  3.989300E-01  0.000000E+00  0.000000E+00  4.080381E+00  1.031219E-01  1.380020E-01  3.989300E-01  0.000000E+00  0.000000E+00  9.033001E-02
1.009253E-04  4.180885E-03  2.218109E-03  3.870448E-01  3.282345E-01  1.553540E-01  0.000000E+00  0.000000E+00  1.271114E-04  3.828639E-01  3.260164E-01  1.553540E-01  0.000000E+00  0.000000E+00  -5.684750E-02  3.338837E-03  1.689258E-03  1.026513E-01  1.380499E-01  3.975413E-01  0.000000E+00  0.000000E+00  4.045802E+00  1.028676E-01  1.377982E-01  3.975413E-01  0.000000E+00  0.000000E+00  9.048103E-02
1.018591E-04  4.211037E-03  2.235259E-03  3.866772E-01  3.277359E-01  1.551917E-01  0.000000E+00  0.000000E+00  1.320958E-04  3.824662E-01  3.255006E-01  1.551917E-01  0.000000E+00  0.000000E+00  -5.696561E-02  3.355853E-03  1.697712E-03  1.023934E-01  1.378484E-01  3.961576E-01  0.000000E+00  0.000000E+00  4.011476E+00  1.026147E-01  1.375953E-01  3.961576E-01  0.000000E+00  0.000000E+00  9.063143E-02
1.028016E-04  4.241561E-03  2.252793E-03  3.863104E-01  3.272380E-01  1.550298E-01  0.000000E+00  0.000000E+00  1.372530E-04  3.820689E-01  3.249852E-01  1.550298E-01  0.000000E+00  0.000000E+00  -5.708370E-02  3.373065E-03  1.706341E-03  1.021370E-01  1.376479E-01  3.947790E-01  0.000000E+00  0.000000E+00  3.977444E+00  1.023634E-01  1.373932E-01  3.947790E-01  0.000000E+00  0.000000E+00  9.078128E-02
1.037528E-04  4.272443E-03  2.270683E-03  3.859444E-01  3.267409E-01  1.548681E-01  0.000000E+00  0.000000E+00  1.425885E-04  3.816719E-01  3.244702E-01  1.548681E-01  0.000000E+00  0.000000E+00  -5.720174E-02  3.390465E-03  1.715153E-03  1.018820E-01  1.374483E-01  3.934056E-01  0.000000E+00  0.000000E+00  3.943702E+00  1.021137E-01  1.371919E-01  3.934056E-01  0.000000E+00  0.000000E+00  9.093061E-02
1.047129E-04  4.303669E-03  2.288898E-03  3.855790E-01  3.262445E-01  1.547068E-01  0.000000E+00  0.000000E+00  1.481080E-04  3.812753E-01  3.239556E-01  1.547068E-01  0.000000E+00  0.000000E+00  -5.731973E-02  3.408044E-03  1.724155E-03  1.016284E-01  1.372496E-01  3.920371E-01  0.000000E+00  0.000000E+00  3.910243E+00  1.018656E-01  1.369914E-01  3.920371E-01  0.000000E+00  0.000000E+00  9.107943E-02
1.056818E-04  4.335222E-03  2.307410E-03  3.852142E-01  3.257488E-01  1.545457E-01  0.000000E+00  0.000000E+00  1.538173E-04  3.808790E-01  3.234414E-01  1.545457E-01  0.000000E+00  0.000000E+00  -5.743765E-02  3.425796E-03  1.733356E-03  1.013762E-01  1.370519E-01  3.906737E-01  0.000000E+00  0.000000E+00  3.877063E+00  1.016189E-01  1.367917E-01  3.906737E-01  0.000000E+00  0.000000E+00  9.122776E-02
1.066596E-04  4.367089E-03  2.326188E-03  3.848502E-01  3.252538E-01  1.543848E-01  0.000000E+00  0.000000E+00  1.597223E-04  3.804831E-01  3.229276E-01  1.543848E-01  0.000000E+00  0.000000E+00  -5.755548E-02  3.443711E-03  1.742759E-03  1.011254E-01  1.368551E-01  3.893152E-01  0.000000E+00  0.000000E+00  3.844156E+00  1.013738E-01  1.365929E-01  3.893152E-01  0.000000E+00  0.000000E+00  9.137560E-02
1.076465E-04  4.399255E-03  2.345205E-03  3.844867E-01  3.247595E-01  1.542242E-01  0.000000E+00  0.000000E+00  1.658294E-04  3.800875E-01  3.224143E-01  1.542242E-01  0.000000E+00  0.000000E+00  -5.767321E-02  3.461782E-03  1.752365E-03  1.008761E-01  1.366591E-01  3.879615E-01  0.000000E+00  0.000000E+00  3.811518E+00  1.011303E-01  1.363949E-01  3.879615E-01  0.000000E+00  0.000000E+00  9.152298E-02
1.086426E-04  4.431705E-03  2.364430E-03  3.841239E-01  3.242658E-01  1.540637E-01  0.000000E+00  0.000000E+00  1.721448E-04  3.796922E-01  3.219014E-01  1.540637E-01  0.000000E+00  0.000000E+00  -5.779082E-02  3.479996E-03  1.762167E-03  1.006283E-01  1.364640E-01  3.866126E-01  0.000000E+00  0.000000E+00  3.779141E+00  1.008882E-01  1.361977E-01  3.866126E-01  0.000000E+00  0.000000E+00  9.166992E-02
1.096478E-04  4.464424E-03  2.383834E-03  3.837616E-01  3.237727E-01  1.539036E-01  0.000000E+00  0.000000E+00  1.786752E-04  3.792972E-01  3.213889E-01  1.539036E-01  0.000000E+00  0.000000E+00  -5.790830E-02  3.498342E-03  1.772153E-03  1.003818E-01  1.362697E-01  3.852683E-01  0.000000E+00  0.000000E+00  3.747022E+00  1.006476E-01  1.360013E-01  3.852683E-01  0.000000E+00  0.000000E+00  9.181642E-02
1.106624E-04  4.497398E-03  2.403387E-03  3.833999E-01  3.232803E-01  1.537436E-01  0.000000E+00  0.000000E+00  1.854272E-04  3.789025E-01  3.208769E-01  1.537436E-01  0.000000E+00  0.000000E+00  -5.802563E-02  3.516803E-03  1.782304E-03  1.001368E-01  1.360763E-01  3.839288E-01  0.000000E+00  0.000000E+00  3.715155E+00  1.004086E-01  1.358058E-01  3.839288E-01  0.000000E+00  0.000000E+00  9.196250E-02
1.116863E-04  4.530612E-03  2.423061E-03  3.830388E-01  3.227885E-01  1.535838E-01  0.000000E+00  0.000000E+00  1.924079E-04  3.785082E-01  3.203654E-01  1.535838E-01  0.000000E+00  0.000000E+00  -5.814280E-02  3.535364E-03  1.792593E-03  9.989330E-02  1.358837E-01  3.825938E-01  0.000000E+00  0.000000E+00  3.683533E+00  1.001710E-01  1.356111E-01  3.825938E-01  0.000000E+00  0.000000E+00  9.210818E-02
1.127197E-04  4.564051E-03  2.442825E-03  3.826782E-01  3.222972E-01  1.534241E-01  0.000000E+00  0.000000E+00  1.996244E-04  3.781141E-01  3.198544E-01  1.534241E-01  0.000000E+00  0.000000E+00  -5.825980E-02  3.554003E-03  1.802986E-03  9.965122E-02  1.356919E-01  3.812634E-01  0.000000E+00  0.000000E+00  3.652153E+00  9.993490E-02  1.354172E-01  3.812634E-01  0.000000E+00  0.000000E+00  9.225348E-02
1.137627E-04  4.597700E-03  2.462651E-03  3.823181E-01  3.218064E-01  1.532647E-01  0.000000E+00  0.000000E+00  2.070840E-04  3.777204E-01  3.193438E-01  1.532647E-01  0.000000E+00  0.000000E+00  -5.837660E-02  3.572701E-03  1.813444E-03  9.941061E-02  1.355008E-01  3.799374E-01  0.000000E+00  0.000000E+00  3.621009E+00  9.970025E-02  1.352241E-01  3.799374E-01  0.000000E+00  0.000000E+00  9.239840E-02
1.148154E-04  4.631545E-03  2.482509E-03  3.819585E-01  3.213162E-01  1.531054E-01  0.000000E+00  0.000000E+00  2.147944E-04  3.773269E-01  3.188337E-01  1.531054E-01  0.000000E+00  0.000000E+00  -5.849319E-02  3.591431E-03  1.823918E-03  9.917148E-02  1.353106E-01  3.786158E-01  0.000000E+00  0.000000E+00  3.590095E+00  9.946706E-02  1.350318E-01  3.786158E-01  0.000000E+00  0.000000E+00  9.254297E-02
1.158777E-04  4.665571E-03  2.502369E-03  3.815993E-01  3.208266E-01  1.529462E-01  0.000000E+00  0.000000E+00  2.227634E-04  3.769338E-01  3.183242E-01  1.529462E-01  0.000000E+00  0.000000E+00  -5.860956E-02  3.610170E-03  1.834356E-03  9.893382E-02  1.351211E-01  3.772985E-01  0.000000E+00  0.000000E+00  3.559405E+00  9.923531E-02  1.348404E-01  3.772985E-01  0.000000E+00  0.000000E+00  9.268720E-02
1.169499E-04  4.699763E-03  2.522202E-03  3.812406E-01  3.203374E-01  1.527872E-01  0.000000E+00  0.000000E+00  2.309990E-04  3.765408E-01  3.178152E-01  1.527872E-01  0.000000E+00  0.000000E+00  -5.872570E-02  3.628890E-03  1.844702E-03  9.869764E-02  1.349323E-01  3.759855E-01  0.000000E+00  0.000000E+00  3.528936E+00  9.900499E-02  1.346497E-01  3.759855E-01  0.000000E+00  0.000000E+00  9.283110E-02
1.180321E-04  4.734106E-03  2.541979E-03  3.808823E-01  3.198486E-01  1.526283E-01  0.000000E+00  0.000000E+00  2.395095E-04  3.761482E-01  3.173066E-01  1.526283E-01  0.000000E+00  0.000000E+00  -5.884158E-02  3.647563E-03  1.854893E-03  9.846296E-02  1.347442E-01  3.746766E-01  0.000000E+00  0.000000E+00  3.498680E+00  9.877609E-02  1.344599E-01  3.746766E-01  0.000000E+00  0.000000E+00  9.297470E-02
1.191242E-04  4.768585E-03  2.561670E-03  3.805244E-01  3.193603E-01  1.524695E-01  0.000000E+00  0.000000E+00  2.483034E-04  3.757559E-01  3.167987E-01  1.524695E-01  0.000000E+00  0.000000E+00  -5.895719E-02  3.666158E-03  1.864868E-03  9.822977E-02  1.345568E-01  3.733720E-01  0.000000E+00  0.000000E+00  3.468634E+00  9.854859E-02  1.342709E-01  3.733720E-01  0.000000E+00  0.000000E+00  9.311800E-02
1.202264E-04  4.803186E-03  2.581246E-03  3.801669E-01  3.188725E-01  1.523107E-01  0.000000E+00  0.000000E+00  2.573894E-04  3.753638E-01  3.162912E-01  1.523107E-01  0.000000E+00  0.000000E+00  -5.907252E-02  3.684649E-03  1.874564E-03  9.799809E-02  1.343701E-01  3.720713E-01  0.000000E+00  0.000000E+00  3.438790E+00  9.832250E-02  1.340828E-01  3.720713E-01  0.000000E+00  0.000000E+00  9.326102E-02
1.213389E-04  4.837894E-03  2.600677E-03  3.798098E-01  3.183850E-01  1.521521E-01  0.000000E+00  0.000000E+00  2.667765E-04  3.749719E-01  3.157844E-01  1.521521E-01  0.000000E+00  0.000000E+00  -5.918756E-02  3.703005E-03  1.883918E-03  9.776792E-02  1.341840E-01  3.707747E-01  0.000000E+00  0.000000E+00  3.409145E+00  9.809779E-02  1.338954E-01  3.707747E-01  0.000000E+00  0.000000E+00  9.340377E-02
