NNPDF30_nlo_as_0118	1.00 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  xdb-ub  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb  Exdb-ub
1.000000E-04  1.572802E-02  1.335116E-02  3.704104E-01  3.375432E-01  2.798798E-01  5.418842E-10  1.072583E-09  -1.168885E+00  3.546823E-01  3.241920E-01  2.817737E-01  -3.047463E-10  1.226533E-09  -3.049033E-02  4.888107E-03  5.395550E-03  6.037961E-02  1.045200E-01  2.650632E-01  1.207467E-08  8.937311E-09  1.164207E+00  5.987653E-02  1.046293E-01  2.651871E-01  1.099969E-08  9.405327E-09  1.119368E-01
1.009253E-04  1.578717E-02  1.339475E-02  3.699349E-01  3.371305E-01  2.793129E-01  5.137241E-10  1.089674E-09  -1.172226E+00  3.541477E-01  3.237357E-01  2.812131E-01  -3.450421E-10  1.245019E-09  -3.041199E-02  4.896660E-03  5.407792E-03  6.021305E-02  1.042118E-01  2.645013E-01  1.212929E-08  9.007055E-09  1.152634E+00  5.970895E-02  1.043200E-01  2.646248E-01  1.105521E-08  9.414833E-09  1.115409E-01
1.018591E-04  1.584657E-02  1.343851E-02  3.694595E-01  3.367195E-01  2.787461E-01  4.886731E-10  1.105155E-09  -1.175647E+00  3.536130E-01  3.232810E-01  2.806527E-01  -3.806462E-10  1.262658E-09  -3.033201E-02  4.905197E-03  5.420024E-03  6.004692E-02  1.039016E-01  2.639400E-01  1.215062E-08  9.050921E-09  1.141988E+00  5.954173E-02  1.040088E-01  2.640632E-01  1.108553E-08  9.401435E-09  1.111411E-01
1.028016E-04  1.590623E-02  1.348243E-02  3.689843E-01  3.363103E-01  2.781793E-01  4.665983E-10  1.119042E-09  -1.179115E+00  3.530781E-01  3.228278E-01  2.800923E-01  -4.116961E-10  1.279698E-09  -3.025025E-02  4.913727E-03  5.432254E-03  5.988118E-02  1.035893E-01  2.633794E-01  1.213610E-08  9.066471E-09  1.132239E+00  5.937479E-02  1.036953E-01  2.635024E-01  1.108869E-08  9.362736E-09  1.107370E-01
1.037528E-04  1.596609E-02  1.352646E-02  3.685090E-01  3.359032E-01  2.776124E-01  4.452503E-10  1.131820E-09  -1.182284E+00  3.525429E-01  3.223768E-01  2.795319E-01  -4.409594E-10  1.298049E-09  -3.016611E-02  4.922312E-03  5.444557E-03  5.971561E-02  1.032740E-01  2.628199E-01  1.208435E-08  9.054106E-09  1.123420E+00  5.920791E-02  1.033789E-01  2.629425E-01  1.106475E-08  9.295891E-09  1.103272E-01
1.047129E-04  1.602615E-02  1.357059E-02  3.680335E-01  3.354983E-01  2.770456E-01  4.242050E-10  1.143591E-09  -1.185098E+00  3.520073E-01  3.219277E-01  2.789715E-01  -4.689837E-10  1.317934E-09  -3.007960E-02  4.930959E-03  5.456941E-03  5.955020E-02  1.029557E-01  2.622615E-01  1.199768E-08  9.015734E-09  1.115444E+00  5.904108E-02  1.030595E-01  2.623838E-01  1.101568E-08  9.202587E-09  1.099119E-01
1.056818E-04  1.608641E-02  1.361484E-02  3.675579E-01  3.350955E-01  2.764789E-01  4.034697E-10  1.154367E-09  -1.187571E+00  3.514715E-01  3.214806E-01  2.784112E-01  -4.957869E-10  1.339204E-09  -2.999084E-02  4.939665E-03  5.469402E-03  5.938503E-02  1.026347E-01  2.617042E-01  1.187896E-08  8.953456E-09  1.108211E+00  5.887437E-02  1.027374E-01  2.618263E-01  1.094368E-08  9.085351E-09  1.094912E-01
1.066596E-04  1.614687E-02  1.365920E-02  3.670823E-01  3.346947E-01  2.759123E-01  3.830516E-10  1.164158E-09  -1.189715E+00  3.509354E-01  3.210355E-01  2.778511E-01  -5.213872E-10  1.361713E-09  -2.989995E-02  4.948426E-03  5.481934E-03  5.922017E-02  1.023111E-01  2.611481E-01  1.173128E-08  8.869605E-09  1.101629E+00  5.870786E-02  1.024126E-01  2.612698E-01  1.085110E-08  8.946922E-09  1.090658E-01
1.076465E-04  1.620753E-02  1.370368E-02  3.666067E-01  3.342957E-01  2.753458E-01  3.629580E-10  1.172976E-09  -1.191542E+00  3.503991E-01  3.205921E-01  2.772911E-01  -5.458027E-10  1.385310E-09  -2.980707E-02  4.957237E-03  5.494534E-03  5.905569E-02  1.019851E-01  2.605930E-01  1.155796E-08  8.766729E-09  1.095615E+00  5.854163E-02  1.020855E-01  2.607145E-01  1.074046E-08  8.790248E-09  1.086359E-01
1.086426E-04  1.626841E-02  1.374828E-02  3.661311E-01  3.338987E-01  2.747794E-01  3.431960E-10  1.180830E-09  -1.193064E+00  3.498627E-01  3.201504E-01  2.767313E-01  -5.690514E-10  1.409849E-09  -2.971230E-02  4.966095E-03  5.507195E-03  5.889167E-02  1.016569E-01  2.600391E-01  1.136252E-08  8.647577E-09  1.090093E+00  5.837574E-02  1.017562E-01  2.601602E-01  1.061441E-08  8.618488E-09  1.082020E-01
