# CT14 NNLO Q=1.000
# x  w(x)  delta_w(x)
1.000000E-04  1.617334E-02  5.853058E-04
1.009253E-04  1.617814E-02  5.751953E-04
1.018591E-04  1.618300E-02  5.747944E-04
1.028016E-04  1.618795E-02  5.721381E-04
1.037528E-04  1.619335E-02  5.821365E-04
1.047129E-04  1.619844E-02  5.918470E-04
1.056818E-04  1.620359E-02  5.867735E-04
1.066596E-04  1.620881E-02  5.862904E-04
1.076465E-04  1.621360E-02  5.860594E-04
1.086426E-04  1.621895E-02  6.026405E-04
1.096478E-04  1.622434E-02  6.072941E-04
1.106624E-04  1.622983E-02  6.058890E-04
1.116863E-04  1.623541E-02  6.076887E-04
1.127197E-04  1.624107E-02  5.895689E-04
1.137627E-04  1.624731E-02  5.951185E-04
1.148154E-04  1.625445E-02  5.998660E-04
1.158777E-04  1.626160E-02  6.083875E-04
1.169499E-04  1.626875E-02  6.147988E-04
1.180321E-04  1.627590E-02  6.245652E-04
1.191242E-04  1.628305E-02  6.483280E-04
1.202264E-04  1.629020E-02  6.487956E-04
1.213389E-04  1.629735E-02  6.505380E-04
1.224616E-04  1.624640E-02  6.393481E-04
1.235947E-04  1.625352E-02  6.519401E-04
1.247384E-04  1.626064E-02  6.582195E-04
1.258925E-04  1.626666E-02  6.541577E-04
1.270574E-04  1.626848E-02  6.554319E-04
1.282331E-04  1.627050E-02  6.586502E-04
1.294196E-04  1.627254E-02  6.672970E-04
1.306171E-04  1.627461E-02  6.801799E-04
1.318257E-04  1.627671E-02  6.903247E-04
1.330454E-04  1.627883E-02  6.929907E-04
1.342765E-04  1.628098E-02  7.005004E-04
1.355189E-04  1.628315E-02  7.063908E-04
1.367729E-04  1.628536E-02  7.113204E-04
1.380384E-04  1.628759E-02  7.235011E-04
1.393157E-04  1.628985E-02  7.282698E-04
1.406048E-04  1.629214E-02  7.390744E-04
1.419058E-04  1.635264E-02  7.088993E-04
1.432188E-04  1.635500E-02  6.906890E-04
1.445440E-04  1.635740E-02  6.913509E-04
1.458814E-04  1.635982E-02  6.864860E-04
1.472313E-04  1.636228E-02  6.911251E-04
1.485936E-04  1.636477E-02  7.068122E-04
1.499685E-04  1.636730E-02  7.090032E-04
1.513561E-04  1.636985E-02  7.251253E-04
1.527566E-04  1.637244E-02  7.414107E-04
1.541700E-04  1.637505E-02  7.444710E-04
1.555966E-04  1.637770E-02  7.489102E-04
1.570363E-04  1.638037E-02  7.578770E-04
1.584893E-04  1.638307E-02  7.550041E-04
1.599558E-04  1.638580E-02  7.513809E-04
1.614359E-04  1.638855E-02  7.583961E-04
1.629296E-04  1.640346E-02  7.565915E-04
1.644372E-04  1.640836E-02  7.604778E-04
1.659587E-04  1.641329E-02  7.631344E-04
1.674943E-04  1.641947E-02  7.434719E-04
1.690441E-04  1.642642E-02  7.453987E-04
1.706082E-04  1.643122E-02  7.506412E-04
1.721869E-04  1.643603E-02  7.467875E-04
1.737801E-04  1.644087E-02  7.528608E-04
1.753881E-04  1.644405E-02  7.595260E-04
1.770109E-04  1.647397E-02  7.613786E-04
1.786488E-04  1.647693E-02  7.690196E-04
1.803018E-04  1.647993E-02  7.713750E-04
1.819701E-04  1.648296E-02  7.705795E-04
1.836538E-04  1.648603E-02  7.611983E-04
1.853532E-04  1.648913E-02  7.709423E-04
1.870682E-04  1.649226E-02  7.877297E-04
1.887991E-04  1.649703E-02  7.917383E-04
1.905461E-04  1.650009E-02  7.920741E-04
1.923092E-04  1.650344E-02  8.042958E-04
1.940886E-04  1.650857E-02  8.075718E-04
1.958845E-04  1.651487E-02  8.111370E-04
