Q0 = 1.1 GeV	 Q = 3.2 GeV
x	 x*uv	 x*dv	 x*(uv-dv)
1.000E-04	2.048E-02	1.210E-02	8.375E-03
1.009E-04	2.057E-02	1.216E-02	8.413E-03
1.019E-04	2.066E-02	1.221E-02	8.451E-03
1.028E-04	2.075E-02	1.226E-02	8.489E-03
1.038E-04	2.084E-02	1.232E-02	8.528E-03
1.047E-04	2.094E-02	1.237E-02	8.566E-03
1.057E-04	2.103E-02	1.242E-02	8.605E-03
1.067E-04	2.112E-02	1.248E-02	8.644E-03
1.076E-04	2.122E-02	1.253E-02	8.683E-03
1.086E-04	2.131E-02	1.259E-02	8.722E-03
1.096E-04	2.140E-02	1.264E-02	8.761E-03
1.107E-04	2.150E-02	1.270E-02	8.801E-03
1.117E-04	2.159E-02	1.275E-02	8.841E-03
1.127E-04	2.169E-02	1.281E-02	8.881E-03
1.138E-04	2.179E-02	1.287E-02	8.921E-03
1.148E-04	2.188E-02	1.292E-02	8.961E-03
1.159E-04	2.198E-02	1.298E-02	9.001E-03
1.169E-04	2.208E-02	1.304E-02	9.042E-03
1.180E-04	2.217E-02	1.309E-02	9.083E-03
1.191E-04	2.227E-02	1.315E-02	9.124E-03
1.202E-04	2.237E-02	1.321E-02	9.165E-03
1.213E-04	2.247E-02	1.326E-02	9.206E-03
1.225E-04	2.257E-02	1.332E-02	9.248E-03
1.236E-04	2.267E-02	1.338E-02	9.290E-03
1.247E-04	2.277E-02	1.344E-02	9.332E-03
1.259E-04	2.287E-02	1.350E-02	9.374E-03
1.271E-04	2.297E-02	1.356E-02	9.416E-03
1.282E-04	2.307E-02	1.362E-02	9.458E-03
1.294E-04	2.318E-02	1.368E-02	9.501E-03
1.306E-04	2.328E-02	1.373E-02	9.544E-03
1.318E-04	2.338E-02	1.379E-02	9.587E-03
1.330E-04	2.349E-02	1.385E-02	9.630E-03
1.343E-04	2.359E-02	1.392E-02	9.674E-03
1.355E-04	2.369E-02	1.398E-02	9.717E-03
1.368E-04	2.380E-02	1.404E-02	9.761E-03
1.380E-04	2.390E-02	1.410E-02	9.805E-03
1.393E-04	2.401E-02	1.416E-02	9.850E-03
1.406E-04	2.412E-02	1.422E-02	9.894E-03
1.419E-04	2.422E-02	1.428E-02	9.939E-03
1.432E-04	2.433E-02	1.435E-02	9.983E-03
1.445E-04	2.444E-02	1.441E-02	1.003E-02
1.459E-04	2.455E-02	1.447E-02	1.007E-02
1.472E-04	2.465E-02	1.453E-02	1.012E-02
1.486E-04	2.476E-02	1.460E-02	1.016E-02
1.500E-04	2.487E-02	1.466E-02	1.021E-02
1.514E-04	2.498E-02	1.473E-02	1.026E-02
1.528E-04	2.509E-02	1.479E-02	1.030E-02
1.542E-04	2.520E-02	1.485E-02	1.035E-02
1.556E-04	2.531E-02	1.492E-02	1.040E-02
1.570E-04	2.543E-02	1.498E-02	1.044E-02
1.585E-04	2.554E-02	1.505E-02	1.049E-02
1.600E-04	2.565E-02	1.511E-02	1.054E-02
1.614E-04	2.577E-02	1.518E-02	1.058E-02
1.629E-04	2.588E-02	1.525E-02	1.063E-02
1.644E-04	2.599E-02	1.531E-02	1.068E-02
1.660E-04	2.611E-02	1.538E-02	1.073E-02
1.675E-04	2.622E-02	1.545E-02	1.078E-02
1.690E-04	2.634E-02	1.551E-02	1.083E-02
1.706E-04	2.646E-02	1.558E-02	1.087E-02
1.722E-04	2.657E-02	1.565E-02	1.092E-02
1.738E-04	2.669E-02	1.572E-02	1.097E-02
1.754E-04	2.681E-02	1.579E-02	1.102E-02
1.770E-04	2.693E-02	1.586E-02	1.107E-02
1.786E-04	2.705E-02	1.592E-02	1.112E-02
1.803E-04	2.717E-02	1.599E-02	1.117E-02
