Q2	error	mu*G_En/G_Mn
0.142	0.007839005038906405	0.0505
0.203	0.009261209424259878	0.0695
0.29100000000000004	0.013507405376311173	0.1022
0.415	0.018928285712129348	0.1171
0.447	0.017538543436344922	0.14443472385
1.1320000000000001	0.02181204273705303	0.25060859370000005
1.45	0.035274764442699245	0.36156507029999996
1.58	0.0604400529450463	0.25
