G_Mn/mu/G_D	Q2	error
0.9481	0.1	0.02657387476481366
0.9511	0.193	0.026596980507796367
0.9577	0.3	0.055324978721016244
0.9694	0.4	0.030641168383604436
0.9689	0.5	0.027051229920190316
0.9939	0.6	0.02864588089018908
