G_Ep/G_D	Q2	error
1.0096873162864513	0.0013	0.00814207062858561
0.9994895600079348	0.0016	0.007322610877832178
0.9879905433842491	0.0018	0.006999550306430286
1.00089462001587	0.0021	0.00657554448954637
1.006330016345963	0.0026	0.007520028042897244
0.9879905433842491	0.0018	0.007945830172435475
1.0079360897044238	0.0021	0.006922630013595615
1.0067719896845866	0.0024	0.005870439040928513
1.0048791677841697	0.0028	0.006091770321389096
1.0002335211069233	0.0033	0.005833994138210152
1.002647007498512	0.0038	0.005606607297043959
0.9952214141638565	0.0044	0.005731657241069385
0.9992015271771474	0.0051	0.005516231969441239
0.9915485022812933	0.006	0.0057564614535635114
1.004238099285856	0.0069	0.006528184074812954
0.9989462888712558	0.0061	0.00809278863654465
0.9996980000000001	0.0071	0.006937430032980514
1.0027673382265423	0.0082	0.005582947211303312
0.9981852866494745	0.0095	0.004939995762801079
1.004414072604642	0.011	0.004997989511317292
1.0003847562983534	0.0129	0.004986794012531676
1.003140564887919	0.0154	0.005373550590794373
