Q2	epsilon	error	sigma/sigma_D
0.0057079999999999995	0.9141143856015213	0.006870915323978207	0.9924669
0.00594	0.9107146305731407	0.004751452477974874	0.9959584999999999
0.005940999999999999	0.9106999915106871	0.004359519499403476	0.9964636999999998
0.005940999999999999	0.9106999915106871	0.0050623273972959714	1.0011946
0.005940999999999999	0.9106999915106871	0.003163793279474008	0.9993619
0.006168	0.9073802625711145	0.006916802280089692	1.0021082000000001
0.006174	0.907292606523891	0.0039814192191724275	0.9922109
0.006174	0.907292606523891	0.004233592599464352	0.9938681
0.006174	0.907292606523891	0.004164679950432001	0.9919471
0.006168	0.9073802625711145	0.0048892821925700805	0.9902464
0.0064150000000000006	0.9037755846952437	0.003758931902511016	0.9905792
0.0064150000000000006	0.9037755846952437	0.0037733127797862738	0.9913238999999999
0.0064150000000000006	0.9037755846952437	0.0061869863904022195	0.993877
0.006412999999999999	0.9038047408763052	0.003810821472318002	0.9966629000000001
0.0064150000000000006	0.9037755846952437	0.004474232669680056	0.9921241
0.006645999999999999	0.9004114990603391	0.0064008259032393685	0.9941332
0.006645999999999999	0.9004114990603391	0.003111730547054067	0.9963409
0.006645999999999999	0.9004114990603391	0.005934819534644258	0.998391
0.006645999999999999	0.9004114990603391	0.0031921370484357565	0.9981764000000001
0.006645999999999999	0.9004114990603391	0.003300557504793474	0.9967948
0.006645999999999999	0.9004114990603391	0.003242078839879867	0.9925564
0.006895	0.8967929316071813	0.005851060167706357	0.9847521999999999
0.006895	0.8967929316071813	0.0029645564882790454	0.9922271999999999
0.007144	0.8931822845430047	0.0028798134437551834	0.9933930000000001
0.007390000000000001	0.8896228957131912	0.0029698020750288036	0.9926046999999999
0.007390000000000001	0.8896228957131912	0.002986684343807941	0.9970129999999999
0.007652	0.8858404561480454	0.002932088075983367	0.9940681
0.007652	0.8858404561480454	0.00292986296844445	0.9894424
0.007906	0.882181812695471	0.0028845953411092942	0.9918826
0.007911	0.8821098740246148	0.0028907302569217987	0.9932145
0.008175	0.8783159931671294	0.002677098865300951	0.9933228999999999
0.008431000000000001	0.8746454617653404	0.002876558271584096	0.9905992
0.008431000000000001	0.8746454617653404	0.0028857284163720433	0.9912948
0.008713	0.8706116683133601	0.0029196824147639435	0.9934795
0.008712000000000001	0.8706259549362256	0.0028951635228465773	0.9902337999999999
0.008981	0.8667873619947997	0.0047311981911795364	0.9907815000000001
0.008981	0.8667873619947997	0.0032748563039733183	0.9965936
0.00898	0.866801615112851	0.002962597046473511	0.9907201999999999
0.009259	0.8628298313863141	0.00515475070221302	0.9851165999999999
0.009259	0.8628298313863141	0.0030209488068635576	0.9895841999999999
0.00954	0.8588393678125201	0.005306039347213397	0.9998345999999999
0.009539	0.8588535513632454	0.003391220202726913	0.9910873
0.009539	0.8588535513632454	0.0030932657320736487	0.9875549000000001
0.009545	0.8587684519198597	0.0057943959326253475	0.9927059000000001
0.009545	0.8587684519198597	0.004123812696970757	0.9896722
0.009545	0.8587684519198597	0.003278496182009587	0.9911131999999999
0.009836	0.8546464843554883	0.0057129855374816255	0.9959635
0.009836	0.8546464843554883	0.0028595726417420084	0.9950804
0.010112999999999999	0.8507325533239274	0.003464576386334213	0.9897386
0.010112999999999999	0.8507325533239274	0.0057062062676016935	0.9880893
0.010112999999999999	0.8507325533239274	0.0026888606219468967	0.9925848
0.010409999999999999	0.8465465360784423	0.005476870981087163	0.9897466
0.010409999999999999	0.8465465360784423	0.003516764938375763	0.9934598
0.010409999999999999	0.8465465360784423	0.003619547457089305	0.9922626
0.010705	0.842399437931322	0.005706770927320436	1.0015143
0.010705	0.842399437931322	0.0035140123950671725	0.9926828000000001
0.010705	0.842399437931322	0.003139438809620559	0.9915044
0.011003	0.8382209884733871	0.005403037338017054	0.990135
0.011003	0.8382209884733871	0.003369185454723104	0.9921235
0.011003	0.8382209884733871	0.0034453565826007286	0.9915333000000001
0.011003	0.8382209884733871	0.0034458147887888183	0.9915444
0.011003	0.8382209884733871	0.003411103298893628	0.9908209000000001
0.011304999999999999	0.8339975135087141	0.004862162236557629	0.9900810999999999
0.011304999999999999	0.8339975135087141	0.003260734359160486	0.994343
0.011304999999999999	0.8339975135087141	0.0029155255343979304	0.9939975000000001
0.011609	0.8297572771052071	0.005032886321953083	0.9971401
0.011609	0.8297572771052071	0.004033667715116208	0.9903876
0.011609	0.8297572771052071	0.0028999116810541877	0.9910457
0.011917	0.8254726784467514	0.005138345832251519	0.9897106
0.011917	0.8254726784467514	0.0032895746845348047	0.9908455
0.011917	0.8254726784467514	0.0029284169049315282	0.9930527
0.012228	0.8211579811478271	0.0029559843169725177	0.9877748
0.012228	0.8211579811478271	0.0029139220486960582	0.9882066999999999
0.012542	0.8168134832934397	0.0029627282832108636	0.9928963
0.012542	0.8168134832934397	0.003112567161733862	0.9920787
0.012859	0.8124394840818658	0.0035208795220646447	0.9936021999999999
0.010112999999999999	0.8507325533239274	0.0036278100050155635	0.9971949000000001
0.010112999999999999	0.8507325533239274	0.005963595385884619	0.989777
0.010112999999999999	0.8507325533239274	0.0027961266089028772	0.9983473
0.012859	0.8124394840818658	0.0035250913360197257	0.9896655000000001
0.012859	0.8124394840818658	0.003644335411264803	0.9995924999999999
0.013184999999999999	0.8079538405095761	0.0039229624661248266	0.9906546
0.013184999999999999	0.8079538405095761	0.003928737824719606	0.9936324000000001
0.013502000000000002	0.8036041837082389	0.003671015152703718	0.989815
0.013503	0.8035904813045248	0.0036736763388301066	0.9905042
0.013828	0.7991434861517679	0.003427812161097804	0.9917552
0.013828	0.7991434861517679	0.003407627864137174	0.9882269
0.014150999999999999	0.7947362460410317	0.0033686185885338426	0.9902339
0.014150999999999999	0.7947362460410317	0.0033911003426995365	0.9951662
0.014823	0.7856063922764125	0.005962600146586057	0.9884033000000001
0.014823	0.7856063922764125	0.003787713878076822	0.9943943999999999
0.014823	0.7856063922764125	0.003404741348702985	0.9935594000000001
0.0155	0.7764620837375517	0.0030085611635184703	0.9911544
0.0155	0.7764620837375517	0.0030072790235069783	0.989575
0.016187	0.7672371713613494	0.0030801177010407557	0.9909084
0.016188	0.7672237833349812	0.0030664351743786	0.9863379999999999
0.016535	0.7625850966859135	0.00515302456804976	0.9823584000000001
0.016535	0.7625850966859135	0.0033388896140459645	0.9821620999999999
0.016535	0.7625850966859135	0.0030467703874209745	0.9859157
0.016885	0.7579203283722962	0.005159089336598781	0.9903668
0.016885	0.7579203283722962	0.0033431026083019263	0.9878515999999999
0.016886	0.7579070205877447	0.003041423916987488	0.9862426
0.017238	0.7532297867923012	0.005166251728951437	0.9823383
0.017238	0.7532297867923012	0.0033856586094246975	0.9896986999999999
0.017238	0.7532297867923012	0.003082375920692432	0.9896244000000001
0.0176	0.7484344212905615	0.005242313009640844	0.9842991
0.0176	0.7484344212905615	0.0034002865708933454	0.9831628000000001
0.0176	0.7484344212905615	0.0031175668210389096	0.9902818999999999
0.01795	0.7438121795967628	0.0052305474537663234	0.9873546000000001
0.01795	0.7438121795967628	0.0034525286828315438	0.9888306
0.01795	0.7438121795967628	0.0031181214005267365	0.9848020000000001
0.01831	0.739072343281156	0.005125488962659896	0.9905343000000001
0.01831	0.739072343281156	0.0033746888035643386	0.9808777
0.01831	0.739072343281156	0.0030941426856144166	0.9869868
0.018678999999999998	0.7342291804106746	0.005112745509169663	0.9877478000000001
0.018678999999999998	0.7342291804106746	0.003405188702488726	0.9814519
0.019036	0.7295580777699711	0.005162308256357397	0.9828126
0.019036	0.7295580777699711	0.0034808673510021556	0.9939916
0.019036	0.7295580777699711	0.003163410500960643	0.9909187
0.019402000000000003	0.7247840227235267	0.005223326064647071	0.9861204
0.019403	0.7247709993394494	0.003530252650611951	0.9950385
0.019403	0.7247709993394494	0.0029807692968081417	0.9873354999999999
0.019764	0.7200768321014668	0.005103762050814919	0.9850779000000001
0.019764	0.7200768321014668	0.003496877279301138	0.9889838
0.019764	0.7200768321014668	0.00303207086115197	0.9843765
0.020142	0.7151771185293441	0.0032183072853840776	0.9833195
0.020142	0.7151771185293441	0.003953244679949582	0.9831025
0.020513999999999998	0.7103706066729107	0.0030574793454434266	0.9825855
0.020513999999999998	0.7103706066729107	0.0030630186752954275	0.9850877
0.020888999999999998	0.7055407614493993	0.0030754861940390254	0.9790418
0.020888999999999998	0.7055407614493993	0.005208704241018304	0.9846704
0.020888999999999998	0.7055407614493993	0.0033037112256857604	0.9874031999999999
0.021266	0.7007007097407735	0.0031164010724953994	0.9791853000000001
0.021266	0.7007007097407735	0.003933560407284407	0.985815
0.029547000000000004	0.5981970600998643	0.0037411903671242786	0.9744212
0.029547000000000004	0.5981970600998643	0.0037431331837918243	0.9753573
0.054477	0.32889029200018044	0.004950050064219307	0.9821863999999999
0.054477	0.32889029200018044	0.007319279412996449	0.9765075000000001
0.054479	0.3288708000943936	0.004182172741793888	0.9805019
0.054479	0.3288708000943936	0.004689843738896186	0.9709800999999999
0.042134	0.4553686294746533	0.003995667138712529	0.9837174999999999
0.042133	0.4553793982676955	0.00399558425149889	0.9853339
0.044216000000000005	0.433137618600714	0.004056288460800757	0.9807334999999999
0.044217	0.43312703132303665	0.004037673834419291	0.9755493000000001
0.046310000000000004	0.4111555191597961	0.004595491662002471	0.9837063
0.046311	0.41114511058075	0.004027663235211295	0.9816905999999999
0.048369999999999996	0.3898917295159277	0.004123561997117339	0.9795630999999999
0.048369	0.38990196597913646	0.004133098472517251	0.9796306999999999
0.05248	0.34850950268679437	0.0068111064154730405	0.9807219000000001
0.05248200000000001	0.34848969651694134	0.004691881788086368	0.9783609000000001
0.05248099999999999	0.34849959956214016	0.004347920853751233	0.9772219999999999
0.056455	0.30976409797325627	0.0041600516819660874	0.9765088
0.056455	0.30976409797325627	0.0041772153568007285	0.9804541999999999
0.060323	0.2732216057966604	0.004351246001127952	0.9780534
0.060322	0.27323090903363206	0.0043585373814159145	0.9804093
0.062189999999999995	0.2559800925615067	0.006400931134612139	0.9812915000000001
0.062188	0.2559984266229447	0.004441950107715291	0.9834991
0.064024	0.23928881291956625	0.00649787938466869	0.9824440999999999
0.064026	0.23927074211099478	0.004773455539622657	0.9811201999999999
0.064025	0.23927977747974777	0.004481454968081474	0.9733055
0.065847	0.22293454905934004	0.006624327259554072	0.9771244000000001
0.065846	0.22294345613368594	0.0049170355022601945	0.9857978000000001
0.065846	0.22294345613368594	0.004901032371726178	0.9816282
0.067596	0.2074623760063241	0.0067675753851049935	0.9846876
0.067595	0.20747116192931775	0.004968508537023135	0.9787754999999999
0.067596	0.2074623760063241	0.004709122289789248	0.9802466999999999
0.069275	0.19280718871916802	0.0051005770372509985	0.9822814000000001
0.069275	0.19280718871916802	0.004815043427042255	0.9823079
0.070965	0.17824847892490486	0.00697871638788118	0.977275
0.070963	0.1782655952307085	0.0052031402019131045	0.9797475
0.070962	0.1782741534834396	0.004932652316453977	0.9824146
0.07256699999999999	0.16462339820761815	0.007108486866943559	0.9845731
0.072568	0.16461494597395704	0.005327136712098907	0.9817286
0.074049	0.15216880511745692	0.00725459422870983	0.9795370000000001
0.074049	0.15216880511745692	0.005469684909964242	0.987843
0.074049	0.15216880511745692	0.0051769689462533575	0.9893463
0.07557699999999999	0.1394763109275944	0.007484212370198541	0.9847665999999999
0.077078	0.12715302839399675	0.00748249665576642	0.9884850000000001
0.07707699999999999	0.12716119107158855	0.005699209420658529	0.9879789000000001
0.077078	0.12715302839399675	0.005250631266795365	0.9890532
0.078472	0.11583512245869505	0.005540704113223472	0.9926155000000001
0.078472	0.11583512245869505	0.00633854889677508	0.9951939000000001
0.07977000000000001	0.10540510907652542	0.005438030018259014	0.989079
0.07976799999999999	0.10542110017742622	0.005451396309840299	0.9922456000000001
0.081062	0.09512592098383896	0.005559315210163883	0.9916290000000001
0.081064	0.09511008766017251	0.007963484576148127	0.9951254999999999
0.081062	0.09512592098383896	0.005767959133087348	0.9912001
0.082233	0.08589684239919713	0.005652356336464301	0.9867933000000001
0.082231	0.08591253478703754	0.0065172943937690745	0.9866113000000001
0.083428	0.07656336780971382	0.005785137250660936	0.9915287
0.083428	0.07656336780971382	0.005753043201522358	0.9855236999999999
0.047935000000000005	0.7652517595901207	0.0029550444648475203	0.9789353999999999
0.04793	0.765275488632323	0.0032423532185879545	0.9762035
0.047932	0.7652659969953962	0.0029341414514135905	0.9727982
0.047939999999999997	0.7652280307149689	0.002937426520235818	0.9745974000000001
0.047938999999999996	0.765232776476635	0.003085625373103478	0.9756617
0.047929	0.7652802344608093	0.0029411549868180106	0.9742453999999999
0.047922	0.7653134554473047	0.002914787142616167	0.9697640999999999
0.047932999999999996	0.7652612511869558	0.0026920190204679168	0.9778413
0.047938	0.7652375222449833	0.0026886538169628915	0.9765101
0.047925	0.765299217841573	0.0026762134253425626	0.9780161
0.047925	0.765299217841573	0.0026864765239492153	0.9757604
0.047927	0.7652897261378274	0.0026849326628646314	0.9731110999999999
0.047929	0.7652802344608093	0.0026929469696321926	0.9782599000000001
0.047915	0.7653466767612058	0.002626874853172638	0.975657
0.058152999999999996	0.7171116503694491	0.0027510229845154584	0.9776923000000001
0.05816	0.7170789152018969	0.002753501332397378	0.9753655000000001
0.05815	0.7171256798302021	0.002754509191373523	0.9738747999999999
0.058151999999999995	0.7171163268494848	0.0027637390759760005	0.9770313
0.058158	0.7170882680725013	0.002747936326285524	0.9708405000000001
0.058154	0.7171069738962953	0.0027619610807222317	0.9773482
0.068797	0.6677287315411965	0.0027265930369834456	0.9726261999999999
0.06879	0.6677609471487962	0.002777801181545375	0.973081
0.06880399999999999	0.6676965162800337	0.002779357766629208	0.9706908000000001
0.06880800000000001	0.6676781077149146	0.0027802912727364283	0.9714084000000001
0.079705	0.6179520098274288	0.003344826189665778	0.9671318999999999
0.07971900000000001	0.6178886727484193	0.0029335765467385626	0.9718348
0.079729	0.6178434328467528	0.0028760208723249557	0.9710835999999999
0.090777	0.5683079968726485	0.003140370721661554	0.9680964
0.090771	0.5683346554699867	0.0031626335584433664	0.9725412
0.10185	0.5195659807150267	0.0034871116294184256	0.974615
0.112804	0.47225570176007264	0.0038340346919301417	0.9688904
0.11278599999999998	0.47233269529826405	0.0038480195303391925	0.97303
0.12353099999999999	0.4268139216132265	0.0034691194625407857	0.9765367
0.123529	0.4268223114265609	0.0034907736985119466	0.9751702
0.134023	0.383227929796561	0.003967098953771799	0.970864
0.134023	0.383227929796561	0.003996233799563162	0.9740462999999999
0.133976	0.3834212681468777	0.003961795615385656	0.9721223
0.133994	0.38334722163583484	0.003916515986675005	0.9698965
0.144119	0.34209770601011513	0.004033009136573393	0.9748989
0.14411500000000002	0.34211384341382717	0.004027458374238967	0.9752390999999999
0.042987	0.7888153150017552	0.0036691827953059166	0.972025
0.042983	0.7888344294518673	0.0036753540754317225	0.9780318000000001
0.042989	0.7888057578161682	0.0038686879305674503	0.9763903
0.042983999999999994	0.7888296508294722	0.0029482215462330466	0.9775659999999999
0.042983	0.7888344294518673	0.002947618216669015	0.9786606
0.042983	0.7888344294518673	0.0029490532297261904	0.9777851000000001
0.042988	0.7888105364056726	0.0029480735676154944	0.9776662
0.042987	0.7888153150017552	0.0027058869672321735	0.9762966999999999
0.042986	0.788820093604416	0.0027057228985946373	0.9785296999999998
0.052994000000000006	0.7413287449450525	0.0027056365297658544	0.9795645000000001
0.052988	0.7413570154401895	0.002704761445032519	0.9777425999999999
0.052988	0.7413570154401895	0.0026989000725378956	0.9785562
0.05299500000000001	0.741324033219605	0.0027078414032693197	0.9777843
0.05297999999999999	0.7413947098135714	0.002694232783483099	0.9731409
0.052988	0.7413570154401895	0.0026964605539758725	0.9751415999999999
0.063415	0.6925997544645461	0.0026247816474638704	0.9729460999999999
0.063413	0.6926090344978987	0.0026251844685108742	0.9731579
0.063412	0.6926136745250414	0.002630125542832753	0.9752174000000001
0.063413	0.6926090344978987	0.0025901413942955617	0.9759614
0.074213	0.6429073203891266	0.002566992597314737	0.9695271999999999
0.07421900000000001	0.6428799384824978	0.0025703385663829736	0.9711661
0.074214	0.6429027567201266	0.0028478275161743956	0.9707021999999998
0.07422100000000001	0.6428708112375533	0.002853344653432239	0.972772
0.085226	0.593085080947174	0.003068578715265945	0.9680559000000001
0.085213	0.5931433725835756	0.0031044240042511933	0.9732046
0.085216	0.5931299205576702	0.003073559940121912	0.9702495000000001
0.085221	0.5931075006609109	0.003096416392594454	0.968233
0.096314	0.5438203977601997	0.0035324848489703808	0.970931
0.10728199999999999	0.4959914321906786	0.0038464293108068748	0.9709529
0.107279	0.4960043903887154	0.003834189254799607	0.9703511999999999
0.118153	0.44948567616097546	0.003996205754799122	0.9709015
0.118154	0.44948143980683036	0.004008308331094888	0.9714923000000001
0.128804	0.4048018715737805	0.0038828746430190617	0.9737674999999999
0.13911800000000002	0.36237156981565793	0.003985015229545447	0.9714395
0.128788	0.4048683371089562	0.0038078980832554387	0.9689536
0.12878399999999998	0.4048849538034959	0.003908577878588731	0.9741184000000002
0.139068	0.36257525798945234	0.0039898845321204145	0.974165
0.139073	0.3625548882909913	0.004011157963343854	0.9724333000000001
0.011079	0.9445152972725824	0.00478303169400262	0.9858376
0.011631	0.9417691224907517	0.0032285662320078973	0.9873363000000002
0.01163	0.9417740958450955	0.00322622964293626	0.9880683000000001
0.012217	0.9388557374749209	0.0032805531589979514	0.9904613999999999
0.012218000000000001	0.9388507675372688	0.0032984540942461913	0.9899771999999999
0.012806	0.9359294544438048	0.003391546967178508	0.9844189
0.012806	0.9359294544438048	0.0034058741319927034	0.9926546999999999
0.013406	0.9329506057885811	0.0034574733954004905	0.9889549999999999
0.013406	0.9329506057885811	0.0032753457804241895	0.9899220999999999
0.013406	0.9329506057885811	0.003290172798233995	0.9923056
0.014019	0.9299093944594844	0.003346112541087975	0.9850238000000001
0.014018000000000001	0.9299143538556931	0.003368485123325327	0.9890038000000001
0.014643000000000002	0.9268158784277283	0.003451170735432027	0.9859915000000001
0.014643000000000002	0.9268158784277283	0.0034553801681530332	0.9877107
0.014641999999999999	0.9268208341511464	0.0032504682678427756	0.9902575000000001
0.014643000000000002	0.9268158784277283	0.0032619296393916	0.9902413000000001
0.015280000000000002	0.923660281500705	0.0033537879740852946	0.9917456
0.015280000000000002	0.923660281500705	0.003356842094809528	0.9910888000000001
0.015941	0.920388328369082	0.0034447331102449605	0.9896834000000001
0.015941	0.920388328369082	0.0034499531827486083	0.9908341
0.015941	0.920388328369082	0.003119656105243176	0.9862790000000001
0.015941	0.920388328369082	0.003124041311990779	0.9895367
0.016587	0.9171931282222725	0.0031962142023674797	0.9870002
0.016588	0.917188184013731	0.0031418426679151665	0.9898601999999999
0.016587	0.9171931282222725	0.003133764391807128	0.9897174999999999
0.016588	0.917188184013731	0.0032015556442273325	0.9876808000000001
0.017259	0.913871962000556	0.003302848860604018	0.9820933000000001
0.017259	0.913871962000556	0.0033090908788264086	0.984585
0.017259	0.913871962000556	0.002827773048478125	0.9846593000000001
0.017259	0.913871962000556	0.00282863305478904	0.9837684999999999
0.017956	0.9104300859105295	0.003256182861140331	0.9834132
0.017956	0.9104300859105295	0.003263338826852824	0.9870882
0.017957	0.9104251498669171	0.0036441976213772305	0.9852144
0.018635	0.9070798906370972	0.003226850020074758	0.988575
0.018636	0.9070749586613939	0.00315660566961522	0.9872979
0.018636	0.9070749586613939	0.003216210717436727	0.9867950999999999
0.018636	0.9070749586613939	0.0032447405886230785	0.9836937
