G_Mn/mu/G_D	Q2	error
0.9830068199876425	2.5	0.042739426955984455
0.9431576892427397	4.0	0.04600769215818243
0.9104126645600862	6.0	0.0466878289517993
0.7080068478756881	8.0	0.1180011413126147
0.6303960017992903	10.0	0.1546254344035995
