G_Ep/G_D	Q2	error
1.0009958666249714	0.005451311118726991	0.005285409839644201
0.9982432400757907	0.007787587312467131	0.005402516024834809
0.9990415291254385	0.009734484140583912	0.005275090641539174
0.9938119830214748	0.011681380968700694	0.0064044994775553366
0.9984541450335515	0.013628277796817476	0.005271989164537697
0.9932859999957125	0.015575174624934261	0.0068845540463352214
0.9935837716332104	0.01752207145305104	0.005027180423266467
0.9952140985439365	0.019468968281167825	0.005686671124512235
0.9925742165863949	0.02141586510928461	0.0050220724338724595
0.9943446074903686	0.02336276193740139	0.00562837695949582
0.9916941084816772	0.025309658765518172	0.005083822906246067
0.9882186771748602	0.027256555593634952	0.005870551291977532
0.9876790334281261	0.031150349249868522	0.005439413061196932
0.9905744843076187	0.0330972460779853	0.005714507352539869
0.9935695421008539	0.03504414290610208	0.006021556059458475
0.9835084511239557	0.03893793656233565	0.009175664746684156
0.9811219399212074	0.04672552387480278	0.0075386948080639424
0.9815929767709789	0.054513111187269904	0.00613318898295823
