G_Ep/G_D	Q2	error
0.9800806713909824	0.0389	0.00942709104155215
0.9655011900071423	0.0778	0.014027386520434448
0.9816038865885561	0.11599999999999999	0.029417858872744507
0.9707656772888261	0.13	0.01103748383467551
0.9734224397538092	0.19	0.007924872488047852
0.958287260217965	0.27	0.01316648722391367
0.9581037900577751	0.33	0.010513174263894531
0.9943226091815774	0.39	0.011808444867737022
1.0005468825116728	0.45	0.02496916278366257
0.9977427063949584	0.53	0.03392464080133073
0.9720134443737604	0.58	0.013914441555126333
0.9721419300749842	0.65	0.041357218720870725
1.095264828407062	0.72	0.06776615949024545
0.955798386292188	0.78	0.028000014362032144
1.0569405934417988	0.94	0.04061421514924546
0.9144775483489906	1.1	0.031777877490005935
0.9598191695994251	1.35	0.04332167887038607
0.8564704981859111	1.75	0.07341428728954247
