G_Ep/G_D	Q2	error
0.9841215180162667	0.0152	0.007407254084507043
0.9865236122197976	0.0162	0.004393848537988494
0.9804305147073993	0.0172	0.0047206690735965085
0.9923857596032534	0.0182	0.0038921213806784372
0.9839321693949613	0.0192	0.005590523689744099
0.9893827300456258	0.0202	0.004336614489188653
0.99459375	0.0213	0.00488014
0.9980840323427893	0.0236	0.004163576560206309
0.9926368404086492	0.0255	0.0031120506347946837
0.9886061124380083	0.0272	0.0029108358817694904
0.9916612392461813	0.0304	0.003262401269589367
0.9892765690378893	0.0322	0.0028411787026383652
0.99056700178536	0.034	0.0018667153342590752
0.984068041914303	0.0357	0.0023164924201547316
0.9890891261575087	0.0376	0.0026609280380876814
0.9901813131680223	0.0394	0.0017825046141638563
0.9853550628843483	0.0413	0.0015676103273160086
0.9868933986570125	0.0433	0.0011256911128744297
0.984887518653045	0.0473	0.0011376776234874033
0.9863533108351518	0.0494	0.0013727951438206704
0.9868696335548502	0.0515	0.0014954313132315015
0.9873736255623886	0.0537	0.001041289269986114
0.9855735878317796	0.0557	0.0015119726978774055
0.9850680928387222	0.058	0.0010530482047212853
0.9842475791628644	0.0602	0.0014121199127157306
0.9856362899226344	0.0625	0.000947044237254513
0.9853216903312837	0.0648	0.0008336054909740132
0.9841260079190637	0.0672	0.0011982539972227731
0.9838120373933743	0.0695	0.0009642852608609403
0.982166466802222	0.0711	0.0008472169152945845
0.9799744332711763	0.0742	0.000853955064471335
0.9797451693552864	0.0773	0.0008607199027970639
0.9804120188950605	0.0805	0.0006198078258282087
0.9819923118468559	0.0837	0.0006248360345169609
0.9813712669430669	0.0867	0.004784720059512001
0.9804304488157113	0.0908	0.003053111557230708
0.9799569681114858	0.0949	0.003984087345764729
0.974536862136481	0.1033	0.003805246937115652
0.9785039395040666	0.1076	0.0034477710295576273
0.974722088474509	0.112	0.0014744146002777228
0.9768199619678636	0.1163	0.0023025428942670106
0.9769520062983538	0.1255	0.0022156246776433254
0.9784058718508232	0.13	0.0018196389605237057
0.9801339769728228	0.1348	0.0016989177702836735
0.9816218536500695	0.1395	0.002147342541162468
0.9809940656595912	0.1441	0.0017365288077762346
0.9772056250743899	0.149	0.00131738325729022
0.9831246225907561	0.1538	0.0023682616623685784
0.9809130818171	0.1588	0.001796818345566356
0.9817117647827812	0.1637	0.0019685721027573894
0.9744469938067845	0.1687	0.0019911680162666137
0.9771802061198176	0.1739	0.001394864687561992
0.9791756859492167	0.1789	0.0017241768121404486
0.9756989375123983	0.184	0.0015854711366792306
0.980403319656814	0.1893	0.0028877859194604244
0.9780333140666537	0.1943	0.002271100745883754
0.9736606442749455	0.1997	0.0013133173417972626
0.9686423539595319	0.2051	0.0014950748046022617
0.9719535490279709	0.2103	0.0016801271374727242
0.9738332895853996	0.2156	0.0013596276294386034
0.9778357085895656	0.221	0.0036107877405276733
0.9809470071414402	0.2318	0.003695047022416187
0.9668740819877012	0.2427	0.0034209697500495943
0.9751343565859949	0.2481	0.004006154219400913
0.9795984527831778	0.2592	0.004285859694505059
0.9768139079309659	0.2758	0.004241149787740527
0.974489992477683	0.2814	0.0050693757111684185
0.9688526752687959	0.3069	0.002461620178536005
0.9640852169252133	0.3354	0.0026015342035310457
0.9588515525649675	0.3638	0.00228733671890498
0.9703847330609007	0.3916	0.004573879912715731
0.9688017977068044	0.4201	0.005066955008926801
0.9585438206090063	0.4471	0.0071711507776234884
0.9601534588216625	0.4748	0.007240136290418568
0.9604811260087284	0.5011	0.005237400868875222
0.943116038444753	0.5274	0.006378562578853402
0.9395633752668121	0.5524	0.006638906756595913
