G_Ep/G_D	Q2	error
0.9972064355568387	0.005840690484350347	0.005082601608342705
1.0006074415510362	0.011486691285889016	0.005163093093658598
0.9977249358136799	0.011564567159013687	0.0030985246453840995
0.9979241297728418	0.013511463987130472	0.003115267834878799
1.0035914481557944	0.015185795259310905	0.003129703060776905
0.9969308447343985	0.015419422878684919	0.0031317199311028227
0.9974500620097139	0.017132692087427685	0.003146530164068498
0.9936266711169762	0.019196402725231473	0.004219221533405419
0.9943799162116	0.020637106378037895	0.009530797918961022
0.9918401623281493	0.026399920989263567	0.004302994196651407
0.9953327430866795	0.03091672163049451	0.004355941982873871
