DSSV 2008, Q = 1.732 GeV
x	 x(u-d)	 error	 xu+	 error	 xd+	 error	 xs+	 error	 xu	 error	 xd	 error	 xs	 error	 xub	 error	 xdb	 error	 xsb	 er    ror
8.394600E-04	 1.762442E-02	 3.943061E-03	 7.452410E-03	 3.887358E-03	 -1.017201E-02	 1.713431E-03	 -1.522980E-02	 1.133617E-02	 4.575516E-03	 2.422341E-03	 -5.679330E-03	 8.496116E-03	 -7.614901E-03	 5.668084E-03	 2.876894E-03	 2.176590E-03	 -4.492677E-03	 8.250871E-03	 -7.614901E-03	 5.668084E-03
8.472274E-04	 1.770817E-02	 3.956829E-03	 7.494918E-03	 3.903062E-03	 -1.021325E-02	 1.716035E-03	 -1.524458E-02	 1.137585E-02	 4.602691E-03	 2.432390E-03	 -5.709137E-03	 8.505541E-03	 -7.622288E-03	 5.687926E-03	 2.892227E-03	 2.187182E-03	 -4.504117E-03	 8.258043E-03	 -7.622288E-03	 5.687926E-03
8.550667E-04	 1.779241E-02	 3.971234E-03	 7.537657E-03	 3.918803E-03	 -1.025475E-02	 1.718521E-03	 -1.525916E-02	 1.141566E-02	 4.630018E-03	 2.442448E-03	 -5.739189E-03	 8.513971E-03	 -7.629579E-03	 5.707832E-03	 2.907639E-03	 2.197825E-03	 -4.515565E-03	 8.265107E-03	 -7.629579E-03	 5.707832E-03
8.629785E-04	 1.787714E-02	 3.986292E-03	 7.580627E-03	 3.934582E-03	 -1.029651E-02	 1.720887E-03	 -1.527355E-02	 1.145561E-02	 4.657498E-03	 2.452512E-03	 -5.769490E-03	 8.521385E-03	 -7.636775E-03	 5.727803E-03	 2.923129E-03	 2.208520E-03	 -4.527022E-03	 8.272061E-03	 -7.636775E-03	 5.727803E-03
8.709636E-04	 1.796236E-02	 4.002018E-03	 7.623830E-03	 3.950398E-03	 -1.033853E-02	 1.723129E-03	 -1.528775E-02	 1.149568E-02	 4.685131E-03	 2.462582E-03	 -5.800042E-03	 8.527762E-03	 -7.643874E-03	 5.747840E-03	 2.938699E-03	 2.219267E-03	 -4.538487E-03	 8.278905E-03	 -7.643874E-03	 5.747840E-03
8.790225E-04	 1.804807E-02	 4.018427E-03	 7.667265E-03	 3.966250E-03	 -1.038081E-02	 1.725250E-03	 -1.530175E-02	 1.153588E-02	 4.712917E-03	 2.472658E-03	 -5.830848E-03	 8.533081E-03	 -7.650874E-03	 5.767942E-03	 2.954348E-03	 2.230067E-03	 -4.549959E-03	 8.285636E-03	 -7.650874E-03	 5.767942E-03
8.871560E-04	 1.813429E-02	 4.035536E-03	 7.710936E-03	 3.982139E-03	 -1.042335E-02	 1.727249E-03	 -1.531555E-02	 1.157622E-02	 4.740859E-03	 2.482738E-03	 -5.861910E-03	 8.537323E-03	 -7.657776E-03	 5.788110E-03	 2.970077E-03	 2.240919E-03	 -4.561439E-03	 8.292254E-03	 -7.657776E-03	 5.788110E-03
8.953648E-04	 1.822100E-02	 4.053360E-03	 7.754841E-03	 3.998064E-03	 -1.046616E-02	 1.729129E-03	 -1.532915E-02	 1.161669E-02	 4.768956E-03	 2.492823E-03	 -5.893232E-03	 8.540464E-03	 -7.664577E-03	 5.808344E-03	 2.985886E-03	 2.251825E-03	 -4.572927E-03	 8.298757E-03	 -7.664577E-03	 5.808344E-03
9.036495E-04	 1.830822E-02	 4.071918E-03	 7.798984E-03	 4.014024E-03	 -1.050924E-02	 1.730897E-03	 -1.534255E-02	 1.165729E-02	 4.797209E-03	 2.502910E-03	 -5.924816E-03	 8.542484E-03	 -7.671276E-03	 5.828644E-03	 3.001775E-03	 2.262783E-03	 -4.584422E-03	 8.305145E-03	 -7.671276E-03	 5.828644E-03
9.120108E-04	 1.839595E-02	 4.091229E-03	 7.843364E-03	 4.030020E-03	 -1.055259E-02	 1.732559E-03	 -1.535575E-02	 1.169802E-02	 4.825619E-03	 2.513001E-03	 -5.956665E-03	 8.543361E-03	 -7.677874E-03	 5.849010E-03	 3.017745E-03	 2.273794E-03	 -4.595924E-03	 8.311416E-03	 -7.677874E-03	 5.849010E-03
9.204496E-04	 1.848420E-02	 4.111309E-03	 7.887983E-03	 4.046051E-03	 -1.059621E-02	 1.734124E-03	 -1.536874E-02	 1.173889E-02	 4.854186E-03	 2.523093E-03	 -5.988782E-03	 8.543072E-03	 -7.684368E-03	 5.869443E-03	 3.033797E-03	 2.284860E-03	 -4.607433E-03	 8.317570E-03	 -7.684368E-03	 5.869443E-03
9.289664E-04	 1.857296E-02	 4.132181E-03	 7.932842E-03	 4.062116E-03	 -1.064012E-02	 1.735604E-03	 -1.538151E-02	 1.177988E-02	 4.882912E-03	 2.533186E-03	 -6.021169E-03	 8.541595E-03	 -7.690757E-03	 5.889942E-03	 3.049930E-03	 2.295979E-03	 -4.618949E-03	 8.323604E-03	 -7.690757E-03	 5.889942E-03
9.375620E-04	 1.866224E-02	 4.153863E-03	 7.977943E-03	 4.078216E-03	 -1.068430E-02	 1.737012E-03	 -1.539408E-02	 1.182102E-02	 4.911797E-03	 2.543280E-03	 -6.053829E-03	 8.538908E-03	 -7.697041E-03	 5.910508E-03	 3.066146E-03	 2.307152E-03	 -4.630471E-03	 8.329518E-03	 -7.697041E-03	 5.910508E-03
9.462372E-04	 1.875205E-02	 4.176376E-03	 8.023285E-03	 4.094349E-03	 -1.072877E-02	 1.738365E-03	 -1.540644E-02	 1.186228E-02	 4.940841E-03	 2.553373E-03	 -6.086766E-03	 8.534987E-03	 -7.703218E-03	 5.931141E-03	 3.082444E-03	 2.318380E-03	 -4.642000E-03	 8.335311E-03	 -7.703218E-03	 5.931141E-03
9.549926E-04	 1.884239E-02	 4.199744E-03	 8.068870E-03	 4.110516E-03	 -1.077352E-02	 1.739682E-03	 -1.541857E-02	 1.190368E-02	 4.970046E-03	 2.563465E-03	 -6.119983E-03	 8.529808E-03	 -7.709287E-03	 5.951841E-03	 3.098824E-03	 2.329662E-03	 -4.653535E-03	 8.340981E-03	 -7.709287E-03	 5.951841E-03
9.638290E-04	 1.893326E-02	 4.223987E-03	 8.114701E-03	 4.126716E-03	 -1.081856E-02	 1.740985E-03	 -1.543049E-02	 1.194522E-02	 4.999413E-03	 2.573555E-03	 -6.153482E-03	 8.523349E-03	 -7.715247E-03	 5.972608E-03	 3.115288E-03	 2.340999E-03	 -4.665076E-03	 8.346527E-03	 -7.715247E-03	 5.972608E-03
9.727472E-04	 1.902466E-02	 4.249130E-03	 8.160776E-03	 4.142949E-03	 -1.086389E-02	 1.742298E-03	 -1.544219E-02	 1.198689E-02	 5.028941E-03	 2.583642E-03	 -6.187266E-03	 8.515585E-03	 -7.721097E-03	 5.993443E-03	 3.131835E-03	 2.352391E-03	 -4.676622E-03	 8.351948E-03	 -7.721097E-03	 5.993443E-03
9.817479E-04	 1.911661E-02	 4.275197E-03	 8.207098E-03	 4.159214E-03	 -1.090951E-02	 1.743651E-03	 -1.545367E-02	 1.202869E-02	 5.058631E-03	 2.593725E-03	 -6.221339E-03	 8.506493E-03	 -7.726836E-03	 6.014346E-03	 3.148467E-03	 2.363838E-03	 -4.688174E-03	 8.357243E-03	 -7.726836E-03	 6.014346E-03
9.908319E-04	 1.920910E-02	 4.302213E-03	 8.253668E-03	 4.175511E-03	 -1.095543E-02	 1.745073E-03	 -1.546492E-02	 1.207063E-02	 5.088486E-03	 2.603804E-03	 -6.255703E-03	 8.496047E-03	 -7.732462E-03	 6.035317E-03	 3.165183E-03	 2.375341E-03	 -4.699731E-03	 8.362410E-03	 -7.732462E-03	 6.035317E-03
1.000000E-03	 1.930214E-02	 4.330204E-03	 8.300487E-03	 4.191840E-03	 -1.100166E-02	 1.746601E-03	 -1.547595E-02	 1.211271E-02	 5.118504E-03	 2.613876E-03	 -6.290362E-03	 8.484223E-03	 -7.737975E-03	 6.056356E-03	 3.181983E-03	 2.386900E-03	 -4.711294E-03	 8.367448E-03	 -7.737975E-03	 6.056356E-03
1.009253E-03	 1.939565E-02	 4.333225E-03	 8.348252E-03	 4.208315E-03	 -1.104740E-02	 1.750758E-03	 -1.549238E-02	 1.215201E-02	 5.149433E-03	 2.624876E-03	 -6.322510E-03	 8.510769E-03	 -7.746190E-03	 6.076007E-03	 3.198819E-03	 2.398252E-03	 -4.724886E-03	 8.374803E-03	 -7.746190E-03	 6.076007E-03
1.018591E-03	 1.948967E-02	 4.336721E-03	 8.396282E-03	 4.224829E-03	 -1.109339E-02	 1.755080E-03	 -1.550863E-02	 1.219143E-02	 5.180543E-03	 2.635889E-03	 -6.354889E-03	 8.536629E-03	 -7.754315E-03	 6.095713E-03	 3.215739E-03	 2.409659E-03	 -4.738502E-03	 8.382049E-03	 -7.754315E-03	 6.095713E-03
1.028016E-03	 1.958422E-02	 4.340697E-03	 8.444578E-03	 4.241381E-03	 -1.113964E-02	 1.759546E-03	 -1.552470E-02	 1.223094E-02	 5.211833E-03	 2.646914E-03	 -6.387500E-03	 8.561786E-03	 -7.762349E-03	 6.115471E-03	 3.232745E-03	 2.421120E-03	 -4.752140E-03	 8.389183E-03	 -7.762349E-03	 6.115471E-03
1.037528E-03	 1.967929E-02	 4.345162E-03	 8.493142E-03	 4.257970E-03	 -1.118615E-02	 1.764136E-03	 -1.554058E-02	 1.227057E-02	 5.243305E-03	 2.657952E-03	 -6.420346E-03	 8.586224E-03	 -7.770290E-03	 6.135283E-03	 3.249837E-03	 2.432636E-03	 -4.765802E-03	 8.396207E-03	 -7.770290E-03	 6.135283E-03
1.047129E-03	 1.977489E-02	 4.350123E-03	 8.541975E-03	 4.274597E-03	 -1.123291E-02	 1.768828E-03	 -1.555628E-02	 1.231030E-02	 5.274960E-03	 2.669001E-03	 -6.453428E-03	 8.609926E-03	 -7.778138E-03	 6.155149E-03	 3.267015E-03	 2.444207E-03	 -4.779486E-03	 8.403117E-03	 -7.778138E-03	 6.155149E-03
1.056818E-03	 1.987102E-02	 4.355588E-03	 8.591078E-03	 4.291261E-03	 -1.127994E-02	 1.773605E-03	 -1.557178E-02	 1.235014E-02	 5.306798E-03	 2.680060E-03	 -6.486750E-03	 8.632877E-03	 -7.785892E-03	 6.175069E-03	 3.284280E-03	 2.455833E-03	 -4.793192E-03	 8.409914E-03	 -7.785892E-03	 6.175069E-03
1.066596E-03	 1.996769E-02	 4.361566E-03	 8.640452E-03	 4.307961E-03	 -1.132723E-02	 1.778445E-03	 -1.558710E-02	 1.239008E-02	 5.338821E-03	 2.691130E-03	 -6.520313E-03	 8.655057E-03	 -7.793550E-03	 6.195042E-03	 3.301632E-03	 2.467515E-03	 -4.806922E-03	 8.416596E-03	 -7.793550E-03	 6.195042E-03
1.076465E-03	 2.006489E-02	 4.368063E-03	 8.690100E-03	 4.324697E-03	 -1.137479E-02	 1.783330E-03	 -1.560222E-02	 1.243014E-02	 5.371029E-03	 2.702208E-03	 -6.554119E-03	 8.676451E-03	 -7.801112E-03	 6.215069E-03	 3.319071E-03	 2.479253E-03	 -4.820673E-03	 8.423161E-03	 -7.801112E-03	 6.215069E-03
1.086426E-03	 2.016264E-02	 4.375090E-03	 8.740021E-03	 4.341470E-03	 -1.142262E-02	 1.788241E-03	 -1.561715E-02	 1.247030E-02	 5.403423E-03	 2.713296E-03	 -6.588171E-03	 8.697040E-03	 -7.808576E-03	 6.235150E-03	 3.336598E-03	 2.491047E-03	 -4.834447E-03	 8.429609E-03	 -7.808576E-03	 6.235150E-03
1.096478E-03	 2.026093E-02	 4.382655E-03	 8.790218E-03	 4.358277E-03	 -1.147071E-02	 1.793160E-03	 -1.563188E-02	 1.251057E-02	 5.436005E-03	 2.724391E-03	 -6.622471E-03	 8.716807E-03	 -7.815942E-03	 6.255285E-03	 3.354213E-03	 2.502897E-03	 -4.848243E-03	 8.435938E-03	 -7.815942E-03	 6.255285E-03
1.106624E-03	 2.035978E-02	 4.390768E-03	 8.840692E-03	 4.375120E-03	 -1.151908E-02	 1.798069E-03	 -1.564642E-02	 1.255095E-02	 5.468775E-03	 2.735493E-03	 -6.657022E-03	 8.735733E-03	 -7.823208E-03	 6.275474E-03	 3.371917E-03	 2.514803E-03	 -4.862061E-03	 8.442147E-03	 -7.823208E-03	 6.275474E-03
1.116863E-03	 2.045917E-02	 4.399438E-03	 8.891445E-03	 4.391997E-03	 -1.156773E-02	 1.802950E-03	 -1.566075E-02	 1.259143E-02	 5.501735E-03	 2.746602E-03	 -6.691825E-03	 8.753801E-03	 -7.830374E-03	 6.295717E-03	 3.389710E-03	 2.526767E-03	 -4.875902E-03	 8.448236E-03	 -7.830374E-03	 6.295717E-03
1.127197E-03	 2.055912E-02	 4.408675E-03	 8.942477E-03	 4.408909E-03	 -1.161665E-02	 1.807788E-03	 -1.567487E-02	 1.263203E-02	 5.534885E-03	 2.757716E-03	 -6.726883E-03	 8.770991E-03	 -7.837437E-03	 6.316014E-03	 3.407592E-03	 2.538787E-03	 -4.889764E-03	 8.454202E-03	 -7.837437E-03	 6.316014E-03
1.137627E-03	 2.065964E-02	 4.418489E-03	 8.993790E-03	 4.425855E-03	 -1.166585E-02	 1.812567E-03	 -1.568880E-02	 1.267273E-02	 5.568225E-03	 2.768836E-03	 -6.762199E-03	 8.787284E-03	 -7.844398E-03	 6.336366E-03	 3.425565E-03	 2.550865E-03	 -4.903647E-03	 8.460045E-03	 -7.844398E-03	 6.336366E-03
1.148154E-03	 2.076071E-02	 4.428891E-03	 9.045386E-03	 4.442833E-03	 -1.171533E-02	 1.817270E-03	 -1.570251E-02	 1.271354E-02	 5.601759E-03	 2.779959E-03	 -6.797774E-03	 8.802662E-03	 -7.851255E-03	 6.356771E-03	 3.443627E-03	 2.563000E-03	 -4.917553E-03	 8.465764E-03	 -7.851255E-03	 6.356771E-03
1.158777E-03	 2.086236E-02	 4.439892E-03	 9.097265E-03	 4.459845E-03	 -1.176509E-02	 1.821885E-03	 -1.571601E-02	 1.275446E-02	 5.635485E-03	 2.791085E-03	 -6.833612E-03	 8.817105E-03	 -7.858007E-03	 6.377232E-03	 3.461780E-03	 2.575194E-03	 -4.931480E-03	 8.471356E-03	 -7.858007E-03	 6.377232E-03
1.169499E-03	 2.096457E-02	 4.451504E-03	 9.149429E-03	 4.476889E-03	 -1.181514E-02	 1.826398E-03	 -1.572930E-02	 1.279549E-02	 5.669405E-03	 2.802214E-03	 -6.869715E-03	 8.830594E-03	 -7.864652E-03	 6.397746E-03	 3.480024E-03	 2.587445E-03	 -4.945428E-03	 8.476822E-03	 -7.864652E-03	 6.397746E-03
1.180321E-03	 2.106736E-02	 4.463739E-03	 9.201881E-03	 4.493966E-03	 -1.186548E-02	 1.830796E-03	 -1.574238E-02	 1.283663E-02	 5.703520E-03	 2.813344E-03	 -6.906084E-03	 8.843108E-03	 -7.871191E-03	 6.418315E-03	 3.498360E-03	 2.599754E-03	 -4.959397E-03	 8.482159E-03	 -7.871191E-03	 6.418315E-03
1.191242E-03	 2.117073E-02	 4.476609E-03	 9.254620E-03	 4.511074E-03	 -1.191611E-02	 1.835068E-03	 -1.575524E-02	 1.287788E-02	 5.737832E-03	 2.824476E-03	 -6.942724E-03	 8.854627E-03	 -7.877621E-03	 6.438938E-03	 3.516788E-03	 2.612122E-03	 -4.973388E-03	 8.487367E-03	 -7.877621E-03	 6.438938E-03
1.202264E-03	 2.127468E-02	 4.490128E-03	 9.307648E-03	 4.528213E-03	 -1.196703E-02	 1.839203E-03	 -1.576788E-02	 1.291923E-02	 5.772341E-03	 2.835606E-03	 -6.979635E-03	 8.865132E-03	 -7.883941E-03	 6.459617E-03	 3.535307E-03	 2.624549E-03	 -4.987399E-03	 8.492444E-03	 -7.883941E-03	 6.459617E-03
1.213389E-03	 2.137922E-02	 4.504308E-03	 9.360967E-03	 4.545382E-03	 -1.201825E-02	 1.843193E-03	 -1.578030E-02	 1.296070E-02	 5.807047E-03	 2.846736E-03	 -7.016822E-03	 8.874600E-03	 -7.890151E-03	 6.480349E-03	 3.553920E-03	 2.637035E-03	 -5.001432E-03	 8.497389E-03	 -7.890151E-03	 6.480349E-03
1.224616E-03	 2.148435E-02	 4.519163E-03	 9.414578E-03	 4.562582E-03	 -1.206977E-02	 1.847029E-03	 -1.579250E-02	 1.300227E-02	 5.841953E-03	 2.857864E-03	 -7.054285E-03	 8.883012E-03	 -7.896249E-03	 6.501137E-03	 3.572626E-03	 2.649581E-03	 -5.015485E-03	 8.502201E-03	 -7.896249E-03	 6.501137E-03
1.235947E-03	 2.159007E-02	 4.534708E-03	 9.468483E-03	 4.579812E-03	 -1.212159E-02	 1.850704E-03	 -1.580447E-02	 1.304396E-02	 5.877058E-03	 2.868989E-03	 -7.092029E-03	 8.890345E-03	 -7.902234E-03	 6.521979E-03	 3.591425E-03	 2.662186E-03	 -5.029558E-03	 8.506878E-03	 -7.902234E-03	 6.521979E-03
1.247384E-03	 2.169639E-02	 4.550959E-03	 9.522683E-03	 4.597070E-03	 -1.217371E-02	 1.854214E-03	 -1.581621E-02	 1.308575E-02	 5.912365E-03	 2.880110E-03	 -7.130055E-03	 8.896579E-03	 -7.908105E-03	 6.542876E-03	 3.610318E-03	 2.674851E-03	 -5.043652E-03	 8.511419E-03	 -7.908105E-03	 6.542876E-03
1.258925E-03	 2.180331E-02	 4.567931E-03	 9.577179E-03	 4.614358E-03	 -1.222613E-02	 1.857554E-03	 -1.582772E-02	 1.312766E-02	 5.947874E-03	 2.891226E-03	 -7.168367E-03	 8.901692E-03	 -7.913860E-03	 6.563828E-03	 3.629305E-03	 2.687576E-03	 -5.057767E-03	 8.515823E-03	 -7.913860E-03	 6.563828E-03
1.270574E-03	 2.191084E-02	 4.585640E-03	 9.631973E-03	 4.631673E-03	 -1.227887E-02	 1.860723E-03	 -1.583900E-02	 1.316967E-02	 5.983585E-03	 2.902337E-03	 -7.206966E-03	 8.905661E-03	 -7.919499E-03	 6.584835E-03	 3.648388E-03	 2.700361E-03	 -5.071901E-03	 8.520089E-03	 -7.919499E-03	 6.584835E-03
1.282331E-03	 2.201898E-02	 4.604103E-03	 9.687066E-03	 4.649016E-03	 -1.233191E-02	 1.863720E-03	 -1.585004E-02	 1.321179E-02	 6.019501E-03	 2.913440E-03	 -7.245857E-03	 8.908464E-03	 -7.925021E-03	 6.605897E-03	 3.667565E-03	 2.713207E-03	 -5.086056E-03	 8.524215E-03	 -7.925021E-03	 6.605897E-03
1.294196E-03	 2.212773E-02	 4.623338E-03	 9.742460E-03	 4.666386E-03	 -1.238527E-02	 1.866545E-03	 -1.586085E-02	 1.325403E-02	 6.055622E-03	 2.924536E-03	 -7.285040E-03	 8.910078E-03	 -7.930423E-03	 6.627013E-03	 3.686838E-03	 2.726114E-03	 -5.100230E-03	 8.528200E-03	 -7.930423E-03	 6.627013E-03
1.306171E-03	 2.223710E-02	 4.643363E-03	 9.798155E-03	 4.683782E-03	 -1.243894E-02	 1.869203E-03	 -1.587141E-02	 1.329637E-02	 6.091948E-03	 2.935623E-03	 -7.324520E-03	 8.910482E-03	 -7.935706E-03	 6.648185E-03	 3.706207E-03	 2.739082E-03	 -5.114424E-03	 8.532043E-03	 -7.935706E-03	 6.648185E-03
1.318257E-03	 2.234709E-02	 4.664196E-03	 9.854155E-03	 4.701205E-03	 -1.249294E-02	 1.871698E-03	 -1.588173E-02	 1.333883E-02	 6.128482E-03	 2.946701E-03	 -7.364298E-03	 8.909650E-03	 -7.940867E-03	 6.669413E-03	 3.725673E-03	 2.752111E-03	 -5.128638E-03	 8.535742E-03	 -7.940867E-03	 6.669413E-03
1.330454E-03	 2.245771E-02	 4.685859E-03	 9.910459E-03	 4.718652E-03	 -1.254725E-02	 1.874037E-03	 -1.589181E-02	 1.338139E-02	 6.165224E-03	 2.957767E-03	 -7.404379E-03	 8.907560E-03	 -7.945905E-03	 6.690695E-03	 3.745235E-03	 2.765203E-03	 -5.142871E-03	 8.539296E-03	 -7.945905E-03	 6.690695E-03
1.342765E-03	 2.256896E-02	 4.708370E-03	 9.967069E-03	 4.736125E-03	 -1.260189E-02	 1.876231E-03	 -1.590164E-02	 1.342407E-02	 6.202174E-03	 2.968821E-03	 -7.444764E-03	 8.904189E-03	 -7.950820E-03	 6.712033E-03	 3.764895E-03	 2.778356E-03	 -5.157124E-03	 8.542704E-03	 -7.950820E-03	 6.712033E-03
1.355189E-03	 2.268084E-02	 4.731751E-03	 1.002399E-02	 4.753621E-03	 -1.265685E-02	 1.878292E-03	 -1.591122E-02	 1.346685E-02	 6.239335E-03	 2.979862E-03	 -7.485456E-03	 8.899511E-03	 -7.955610E-03	 6.733425E-03	 3.784652E-03	 2.791571E-03	 -5.171395E-03	 8.545963E-03	 -7.955610E-03	 6.733425E-03
1.367729E-03	 2.279336E-02	 4.756025E-03	 1.008122E-02	 4.771141E-03	 -1.271214E-02	 1.880234E-03	 -1.592055E-02	 1.350975E-02	 6.276707E-03	 2.990889E-03	 -7.526459E-03	 8.893503E-03	 -7.960274E-03	 6.754874E-03	 3.804508E-03	 2.804849E-03	 -5.185685E-03	 8.549074E-03	 -7.960274E-03	 6.754874E-03
1.380384E-03	 2.290652E-02	 4.781212E-03	 1.013875E-02	 4.788685E-03	 -1.276777E-02	 1.882074E-03	 -1.592962E-02	 1.355275E-02	 6.314291E-03	 3.001901E-03	 -7.567775E-03	 8.886140E-03	 -7.964810E-03	 6.776377E-03	 3.824462E-03	 2.818190E-03	 -5.199995E-03	 8.552035E-03	 -7.964810E-03	 6.776377E-03
1.393157E-03	 2.302033E-02	 4.807338E-03	 1.019660E-02	 4.806250E-03	 -1.282373E-02	 1.883834E-03	 -1.593843E-02	 1.359587E-02	 6.352088E-03	 3.012896E-03	 -7.609408E-03	 8.877397E-03	 -7.969217E-03	 6.797936E-03	 3.844515E-03	 2.831593E-03	 -5.214323E-03	 8.554844E-03	 -7.969217E-03	 6.797936E-03
1.406048E-03	 2.313519E-02	 4.822505E-03	 1.025509E-02	 4.823865E-03	 -1.288010E-02	 1.888111E-03	 -1.594945E-02	 1.363788E-02	 6.390507E-03	 3.024396E-03	 -7.650403E-03	 8.885272E-03	 -7.974724E-03	 6.818942E-03	 3.864586E-03	 2.844883E-03	 -5.229693E-03	 8.558587E-03	 -7.974724E-03	 6.818942E-03
1.419058E-03	 2.325113E-02	 4.824737E-03	 1.031428E-02	 4.841540E-03	 -1.293685E-02	 1.895429E-03	 -1.596303E-02	 1.367860E-02	 6.429617E-03	 3.036490E-03	 -7.690589E-03	 8.912728E-03	 -7.981516E-03	 6.839302E-03	 3.884663E-03	 2.858033E-03	 -5.246261E-03	 8.563427E-03	 -7.981516E-03	 6.839302E-03
1.432188E-03	 2.336771E-02	 4.827461E-03	 1.037380E-02	 4.859243E-03	 -1.299391E-02	 1.902899E-03	 -1.597640E-02	 1.371941E-02	 6.468960E-03	 3.048589E-03	 -7.731042E-03	 8.939449E-03	 -7.988199E-03	 6.859705E-03	 3.904838E-03	 2.871244E-03	 -5.262867E-03	 8.568132E-03	 -7.988199E-03	 6.859705E-03
1.445440E-03	 2.348493E-02	 4.830686E-03	 1.043365E-02	 4.876975E-03	 -1.305127E-02	 1.910495E-03	 -1.598954E-02	 1.376030E-02	 6.508540E-03	 3.060692E-03	 -7.771764E-03	 8.965417E-03	 -7.994771E-03	 6.880149E-03	 3.925112E-03	 2.884516E-03	 -5.279511E-03	 8.572701E-03	 -7.994771E-03	 6.880149E-03
1.458814E-03	 2.360279E-02	 4.834419E-03	 1.049384E-02	 4.894736E-03	 -1.310895E-02	 1.918194E-03	 -1.600247E-02	 1.380127E-02	 6.548355E-03	 3.072798E-03	 -7.812756E-03	 8.990617E-03	 -8.001233E-03	 6.900636E-03	 3.945486E-03	 2.897850E-03	 -5.296192E-03	 8.577132E-03	 -8.001233E-03	 6.900636E-03
1.472313E-03	 2.372130E-02	 4.838667E-03	 1.055437E-02	 4.912524E-03	 -1.316693E-02	 1.925971E-03	 -1.601517E-02	 1.384233E-02	 6.588409E-03	 3.084907E-03	 -7.854021E-03	 9.015029E-03	 -8.007583E-03	 6.921165E-03	 3.965960E-03	 2.911245E-03	 -5.312912E-03	 8.581424E-03	 -8.007583E-03	 6.921165E-03
1.485936E-03	 2.384047E-02	 4.843439E-03	 1.061524E-02	 4.930339E-03	 -1.322523E-02	 1.933801E-03	 -1.602764E-02	 1.388347E-02	 6.628702E-03	 3.097017E-03	 -7.895562E-03	 9.038636E-03	 -8.013819E-03	 6.941736E-03	 3.986534E-03	 2.924702E-03	 -5.329669E-03	 8.585577E-03	 -8.013819E-03	 6.941736E-03
1.499685E-03	 2.396029E-02	 4.848743E-03	 1.067644E-02	 4.948181E-03	 -1.328384E-02	 1.941661E-03	 -1.603988E-02	 1.392470E-02	 6.669236E-03	 3.109128E-03	 -7.937379E-03	 9.061421E-03	 -8.019941E-03	 6.962349E-03	 4.007209E-03	 2.938221E-03	 -5.346464E-03	 8.589588E-03	 -8.019941E-03	 6.962349E-03
1.513561E-03	 2.408077E-02	 4.854588E-03	 1.073800E-02	 4.966048E-03	 -1.334277E-02	 1.949526E-03	 -1.605189E-02	 1.396601E-02	 6.710012E-03	 3.121238E-03	 -7.979476E-03	 9.083363E-03	 -8.025947E-03	 6.983004E-03	 4.027985E-03	 2.951803E-03	 -5.363297E-03	 8.593456E-03	 -8.025947E-03	 6.983004E-03
1.527566E-03	 2.420192E-02	 4.860981E-03	 1.079989E-02	 4.983941E-03	 -1.340202E-02	 1.957376E-03	 -1.606367E-02	 1.400740E-02	 6.751030E-03	 3.133346E-03	 -8.021856E-03	 9.104446E-03	 -8.031836E-03	 7.003701E-03	 4.048863E-03	 2.965447E-03	 -5.380167E-03	 8.597180E-03	 -8.031836E-03	 7.003701E-03
1.541700E-03	 2.432373E-02	 4.867933E-03	 1.086214E-02	 5.001858E-03	 -1.346159E-02	 1.965186E-03	 -1.607522E-02	 1.404888E-02	 6.792294E-03	 3.145452E-03	 -8.064519E-03	 9.124650E-03	 -8.037608E-03	 7.024440E-03	 4.069843E-03	 2.979154E-03	 -5.397075E-03	 8.600759E-03	 -8.037608E-03	 7.024440E-03
1.555966E-03	 2.444622E-02	 4.875452E-03	 1.092473E-02	 5.019800E-03	 -1.352149E-02	 1.972936E-03	 -1.608652E-02	 1.409044E-02	 6.833803E-03	 3.157555E-03	 -8.107468E-03	 9.143956E-03	 -8.043259E-03	 7.045220E-03	 4.090926E-03	 2.992925E-03	 -5.414021E-03	 8.604191E-03	 -8.043259E-03	 7.045220E-03
1.570363E-03	 2.456938E-02	 4.883548E-03	 1.098767E-02	 5.037765E-03	 -1.358171E-02	 1.980603E-03	 -1.609758E-02	 1.413209E-02	 6.875559E-03	 3.169653E-03	 -8.150707E-03	 9.162344E-03	 -8.048791E-03	 7.066043E-03	 4.112112E-03	 3.006758E-03	 -5.431003E-03	 8.607475E-03	 -8.048791E-03	 7.066043E-03
1.584893E-03	 2.469322E-02	 4.892231E-03	 1.105097E-02	 5.055752E-03	 -1.364226E-02	 1.988169E-03	 -1.610840E-02	 1.417381E-02	 6.917564E-03	 3.181745E-03	 -8.194236E-03	 9.179796E-03	 -8.054201E-03	 7.086906E-03	 4.133401E-03	 3.020656E-03	 -5.448024E-03	 8.610610E-03	 -8.054201E-03	 7.086906E-03
1.599558E-03	 2.481775E-02	 4.901512E-03	 1.111461E-02	 5.073762E-03	 -1.370314E-02	 1.995612E-03	 -1.611897E-02	 1.421562E-02	 6.959819E-03	 3.193831E-03	 -8.238059E-03	 9.196290E-03	 -8.059487E-03	 7.107812E-03	 4.154793E-03	 3.034617E-03	 -5.465081E-03	 8.613594E-03	 -8.059487E-03	 7.107812E-03
