NNPDFpol 1.1, Q = 1.414 GeV
x	 x(u-d)	 error	 xu+	 error	 xd+	 error	 xs+	 error	 xu	 error	 xd	 error	 xs	 error	 xub	 error	 xdb	 error	 xsb	 error
1.096478E-04	 1.454295E-02	 7.556260E-03	 5.683293E-03	 1.418105E-02	 -8.859658E-03	 1.342002E-02	 -2.875822E-03	 1.480731E-02	 3.568677E-03	 1.506745E-02	 -4.208889E-03	 1.416208E-02	 -1.437911E-03	 7.403655E-03	 2.114616E-03	 4.258073E-03	 -4.650769E-03	 4.859969E-03	 -1.437911E-03	 7.403655E-03
1.106624E-04	 1.458241E-02	 7.569972E-03	 5.694971E-03	 1.420468E-02	 -8.887436E-03	 1.344388E-02	 -2.889330E-03	 1.483444E-02	 3.578727E-03	 1.509224E-02	 -4.228674E-03	 1.418616E-02	 -1.444665E-03	 7.417222E-03	 2.116244E-03	 4.264638E-03	 -4.658762E-03	 4.868127E-03	 -1.444665E-03	 7.417222E-03
1.116863E-04	 1.462191E-02	 7.583632E-03	 5.706688E-03	 1.422783E-02	 -8.915218E-03	 1.346731E-02	 -2.902843E-03	 1.486112E-02	 3.588825E-03	 1.511656E-02	 -4.248481E-03	 1.420984E-02	 -1.451422E-03	 7.430561E-03	 2.117863E-03	 4.271162E-03	 -4.666737E-03	 4.876258E-03	 -1.451422E-03	 7.430561E-03
1.127197E-04	 1.466145E-02	 7.597231E-03	 5.718447E-03	 1.425049E-02	 -8.942998E-03	 1.349027E-02	 -2.916361E-03	 1.488731E-02	 3.598974E-03	 1.514036E-02	 -4.268305E-03	 1.423309E-02	 -1.458181E-03	 7.443657E-03	 2.119473E-03	 4.277638E-03	 -4.674693E-03	 4.884357E-03	 -1.458181E-03	 7.443657E-03
1.137627E-04	 1.470102E-02	 7.610764E-03	 5.730250E-03	 1.427262E-02	 -8.970775E-03	 1.351274E-02	 -2.929880E-03	 1.491299E-02	 3.609175E-03	 1.516364E-02	 -4.288144E-03	 1.425586E-02	 -1.464940E-03	 7.456495E-03	 2.121076E-03	 4.284062E-03	 -4.682630E-03	 4.892422E-03	 -1.464940E-03	 7.456495E-03
1.148154E-04	 1.474064E-02	 7.624222E-03	 5.742100E-03	 1.429420E-02	 -8.998544E-03	 1.353468E-02	 -2.943399E-03	 1.493812E-02	 3.619429E-03	 1.518635E-02	 -4.307996E-03	 1.427814E-02	 -1.471699E-03	 7.469061E-03	 2.122670E-03	 4.290429E-03	 -4.690548E-03	 4.900448E-03	 -1.471699E-03	 7.469061E-03
1.158777E-04	 1.478030E-02	 7.637599E-03	 5.753998E-03	 1.431519E-02	 -9.026303E-03	 1.355608E-02	 -2.956914E-03	 1.496268E-02	 3.629740E-03	 1.520848E-02	 -4.327857E-03	 1.429990E-02	 -1.478457E-03	 7.481340E-03	 2.124257E-03	 4.296732E-03	 -4.698447E-03	 4.908431E-03	 -1.478457E-03	 7.481340E-03
1.169499E-04	 1.482000E-02	 7.650889E-03	 5.765947E-03	 1.433558E-02	 -9.054049E-03	 1.357689E-02	 -2.970424E-03	 1.498664E-02	 3.640108E-03	 1.523000E-02	 -4.347723E-03	 1.432111E-02	 -1.485212E-03	 7.493318E-03	 2.125838E-03	 4.302968E-03	 -4.706326E-03	 4.916368E-03	 -1.485212E-03	 7.493318E-03
1.180321E-04	 1.485973E-02	 7.664083E-03	 5.777949E-03	 1.435533E-02	 -9.081779E-03	 1.359710E-02	 -2.983926E-03	 1.500996E-02	 3.650536E-03	 1.525088E-02	 -4.367593E-03	 1.434174E-02	 -1.491963E-03	 7.504981E-03	 2.127413E-03	 4.309130E-03	 -4.714185E-03	 4.924255E-03	 -1.491963E-03	 7.504981E-03
1.191242E-04	 1.489950E-02	 7.677175E-03	 5.790006E-03	 1.437441E-02	 -9.109489E-03	 1.361668E-02	 -2.997418E-03	 1.503263E-02	 3.661025E-03	 1.527110E-02	 -4.387464E-03	 1.436176E-02	 -1.498709E-03	 7.516313E-03	 2.128982E-03	 4.315213E-03	 -4.722025E-03	 4.932089E-03	 -1.498709E-03	 7.516313E-03
1.202264E-04	 1.493930E-02	 7.690158E-03	 5.802122E-03	 1.439280E-02	 -9.137176E-03	 1.363559E-02	 -3.010898E-03	 1.505460E-02	 3.671576E-03	 1.529063E-02	 -4.407331E-03	 1.438114E-02	 -1.505449E-03	 7.527301E-03	 2.130545E-03	 4.321211E-03	 -4.729845E-03	 4.939865E-03	 -1.505449E-03	 7.527301E-03
1.213389E-04	 1.497913E-02	 7.703026E-03	 5.814297E-03	 1.441047E-02	 -9.164837E-03	 1.365381E-02	 -3.024362E-03	 1.507586E-02	 3.682193E-03	 1.530945E-02	 -4.427192E-03	 1.439986E-02	 -1.512181E-03	 7.537930E-03	 2.132105E-03	 4.327120E-03	 -4.737645E-03	 4.947580E-03	 -1.512181E-03	 7.537930E-03
1.224616E-04	 1.501900E-02	 7.715771E-03	 5.826535E-03	 1.442740E-02	 -9.192470E-03	 1.367132E-02	 -3.037809E-03	 1.509637E-02	 3.692876E-03	 1.532753E-02	 -4.447045E-03	 1.441789E-02	 -1.518905E-03	 7.548186E-03	 2.133660E-03	 4.332933E-03	 -4.745425E-03	 4.955230E-03	 -1.518905E-03	 7.548186E-03
1.235947E-04	 1.505891E-02	 7.728386E-03	 5.838838E-03	 1.444355E-02	 -9.220070E-03	 1.368808E-02	 -3.051237E-03	 1.511611E-02	 3.703627E-03	 1.534484E-02	 -4.466886E-03	 1.443520E-02	 -1.525619E-03	 7.558054E-03	 2.135211E-03	 4.338646E-03	 -4.753184E-03	 4.962812E-03	 -1.525619E-03	 7.558054E-03
1.247384E-04	 1.509884E-02	 7.740865E-03	 5.851207E-03	 1.445891E-02	 -9.247635E-03	 1.370406E-02	 -3.064643E-03	 1.513504E-02	 3.714448E-03	 1.536136E-02	 -4.486712E-03	 1.445176E-02	 -1.532321E-03	 7.567521E-03	 2.136759E-03	 4.344253E-03	 -4.760923E-03	 4.970322E-03	 -1.532321E-03	 7.567521E-03
1.258925E-04	 1.513881E-02	 7.753200E-03	 5.863646E-03	 1.447343E-02	 -9.275162E-03	 1.371925E-02	 -3.078024E-03	 1.515314E-02	 3.725341E-03	 1.537707E-02	 -4.506521E-03	 1.446754E-02	 -1.539012E-03	 7.576572E-03	 2.138305E-03	 4.349748E-03	 -4.768641E-03	 4.977756E-03	 -1.539012E-03	 7.576572E-03
1.270574E-04	 1.517880E-02	 7.765386E-03	 5.876156E-03	 1.448711E-02	 -9.302647E-03	 1.373361E-02	 -3.091379E-03	 1.517039E-02	 3.736308E-03	 1.539193E-02	 -4.526309E-03	 1.448253E-02	 -1.545690E-03	 7.585193E-03	 2.139849E-03	 4.355126E-03	 -4.776338E-03	 4.985111E-03	 -1.545690E-03	 7.585193E-03
1.282331E-04	 1.521883E-02	 7.777415E-03	 5.888741E-03	 1.449990E-02	 -9.330087E-03	 1.374711E-02	 -3.104705E-03	 1.518674E-02	 3.747350E-03	 1.540593E-02	 -4.546073E-03	 1.449668E-02	 -1.552353E-03	 7.593370E-03	 2.141391E-03	 4.360382E-03	 -4.784014E-03	 4.992383E-03	 -1.552353E-03	 7.593370E-03
1.294196E-04	 1.525888E-02	 7.789281E-03	 5.901401E-03	 1.451179E-02	 -9.357480E-03	 1.375973E-02	 -3.118000E-03	 1.520218E-02	 3.758470E-03	 1.541904E-02	 -4.565810E-03	 1.450998E-02	 -1.559000E-03	 7.601089E-03	 2.142931E-03	 4.365511E-03	 -4.791670E-03	 4.999569E-03	 -1.559000E-03	 7.601089E-03
1.306171E-04	 1.529896E-02	 7.800977E-03	 5.914140E-03	 1.452274E-02	 -9.384822E-03	 1.377144E-02	 -3.131261E-03	 1.521667E-02	 3.769668E-03	 1.543123E-02	 -4.585518E-03	 1.452240E-02	 -1.565630E-03	 7.608336E-03	 2.144472E-03	 4.370507E-03	 -4.799303E-03	 5.006664E-03	 -1.565630E-03	 7.608336E-03
1.318257E-04	 1.533907E-02	 7.812498E-03	 5.926959E-03	 1.453274E-02	 -9.412109E-03	 1.378222E-02	 -3.144485E-03	 1.523019E-02	 3.780948E-03	 1.544249E-02	 -4.605193E-03	 1.453391E-02	 -1.572243E-03	 7.615096E-03	 2.146012E-03	 4.375364E-03	 -4.806916E-03	 5.013667E-03	 -1.572243E-03	 7.615096E-03
1.330454E-04	 1.537921E-02	 7.823906E-03	 5.939856E-03	 1.454190E-02	 -9.439355E-03	 1.379219E-02	 -3.157680E-03	 1.524287E-02	 3.792312E-03	 1.545292E-02	 -4.624851E-03	 1.454464E-02	 -1.578840E-03	 7.621435E-03	 2.147543E-03	 4.380113E-03	 -4.814504E-03	 5.020598E-03	 -1.578840E-03	 7.621435E-03
1.342765E-04	 1.541940E-02	 7.835265E-03	 5.952822E-03	 1.455036E-02	 -9.466574E-03	 1.380150E-02	 -3.170850E-03	 1.525484E-02	 3.803763E-03	 1.546267E-02	 -4.644508E-03	 1.455475E-02	 -1.585425E-03	 7.627418E-03	 2.149060E-03	 4.384784E-03	 -4.822065E-03	 5.027480E-03	 -1.585425E-03	 7.627418E-03
1.355189E-04	 1.545962E-02	 7.846560E-03	 5.965859E-03	 1.455810E-02	 -9.493763E-03	 1.381014E-02	 -3.183997E-03	 1.526608E-02	 3.815297E-03	 1.547171E-02	 -4.664161E-03	 1.456421E-02	 -1.591998E-03	 7.633040E-03	 2.150562E-03	 4.389372E-03	 -4.829602E-03	 5.034313E-03	 -1.591998E-03	 7.633040E-03
1.367729E-04	 1.549989E-02	 7.857780E-03	 5.978965E-03	 1.456510E-02	 -9.520921E-03	 1.381808E-02	 -3.197120E-03	 1.527658E-02	 3.826911E-03	 1.548003E-02	 -4.683807E-03	 1.457301E-02	 -1.598560E-03	 7.638292E-03	 2.152054E-03	 4.393875E-03	 -4.837113E-03	 5.041094E-03	 -1.598560E-03	 7.638292E-03
1.380384E-04	 1.554019E-02	 7.868912E-03	 5.992140E-03	 1.457137E-02	 -9.548046E-03	 1.382531E-02	 -3.210220E-03	 1.528633E-02	 3.838604E-03	 1.548762E-02	 -4.703445E-03	 1.458113E-02	 -1.605110E-03	 7.643166E-03	 2.153537E-03	 4.398288E-03	 -4.844601E-03	 5.047822E-03	 -1.605110E-03	 7.643166E-03
1.393157E-04	 1.558052E-02	 7.879943E-03	 6.005384E-03	 1.457687E-02	 -9.575138E-03	 1.383181E-02	 -3.223298E-03	 1.529531E-02	 3.850371E-03	 1.549445E-02	 -4.723071E-03	 1.458855E-02	 -1.611649E-03	 7.647656E-03	 2.155013E-03	 4.402607E-03	 -4.852067E-03	 5.054496E-03	 -1.611649E-03	 7.647656E-03
1.406048E-04	 1.562089E-02	 7.890862E-03	 6.018696E-03	 1.458159E-02	 -9.602195E-03	 1.383757E-02	 -3.236352E-03	 1.530351E-02	 3.862211E-03	 1.550053E-02	 -4.742683E-03	 1.459526E-02	 -1.618176E-03	 7.651753E-03	 2.156485E-03	 4.406827E-03	 -4.859512E-03	 5.061113E-03	 -1.618176E-03	 7.651753E-03
1.419058E-04	 1.566129E-02	 7.901654E-03	 6.032075E-03	 1.458552E-02	 -9.629215E-03	 1.384257E-02	 -3.249384E-03	 1.531090E-02	 3.874121E-03	 1.550583E-02	 -4.762278E-03	 1.460125E-02	 -1.624692E-03	 7.655450E-03	 2.157954E-03	 4.410944E-03	 -4.866937E-03	 5.067672E-03	 -1.624692E-03	 7.655450E-03
1.432188E-04	 1.570172E-02	 7.912309E-03	 6.045522E-03	 1.458865E-02	 -9.656196E-03	 1.384679E-02	 -3.262393E-03	 1.531748E-02	 3.886098E-03	 1.551034E-02	 -4.781854E-03	 1.460648E-02	 -1.631196E-03	 7.658740E-03	 2.159424E-03	 4.414953E-03	 -4.874342E-03	 5.074170E-03	 -1.631196E-03	 7.658740E-03
1.445440E-04	 1.574217E-02	 7.922813E-03	 6.059035E-03	 1.459096E-02	 -9.683138E-03	 1.385022E-02	 -3.275380E-03	 1.532323E-02	 3.898140E-03	 1.551404E-02	 -4.801409E-03	 1.461095E-02	 -1.637690E-03	 7.661615E-03	 2.160895E-03	 4.418850E-03	 -4.881729E-03	 5.080607E-03	 -1.637690E-03	 7.661615E-03
1.458814E-04	 1.578265E-02	 7.933154E-03	 6.072614E-03	 1.459243E-02	 -9.710038E-03	 1.385284E-02	 -3.288345E-03	 1.532814E-02	 3.910243E-03	 1.551693E-02	 -4.820939E-03	 1.461465E-02	 -1.644172E-03	 7.664069E-03	 2.162371E-03	 4.422631E-03	 -4.889099E-03	 5.086979E-03	 -1.644172E-03	 7.664069E-03
1.472313E-04	 1.582316E-02	 7.943319E-03	 6.086259E-03	 1.459306E-02	 -9.736896E-03	 1.385463E-02	 -3.301288E-03	 1.533219E-02	 3.922405E-03	 1.551898E-02	 -4.840443E-03	 1.461754E-02	 -1.650644E-03	 7.666093E-03	 2.163854E-03	 4.426289E-03	 -4.896453E-03	 5.093285E-03	 -1.650644E-03	 7.666093E-03
1.485936E-04	 1.586368E-02	 7.953296E-03	 6.099969E-03	 1.459283E-02	 -9.763710E-03	 1.385559E-02	 -3.314209E-03	 1.533536E-02	 3.934623E-03	 1.552019E-02	 -4.859917E-03	 1.461963E-02	 -1.657104E-03	 7.667680E-03	 2.165346E-03	 4.429821E-03	 -4.903792E-03	 5.099522E-03	 -1.657104E-03	 7.667680E-03
1.499685E-04	 1.590422E-02	 7.963072E-03	 6.113744E-03	 1.459172E-02	 -9.790477E-03	 1.385569E-02	 -3.327108E-03	 1.533765E-02	 3.946894E-03	 1.552054E-02	 -4.879360E-03	 1.462089E-02	 -1.663554E-03	 7.668824E-03	 2.166849E-03	 4.433220E-03	 -4.911117E-03	 5.105688E-03	 -1.663554E-03	 7.668824E-03
1.513561E-04	 1.594478E-02	 7.972635E-03	 6.127582E-03	 1.458972E-02	 -9.817198E-03	 1.385492E-02	 -3.339987E-03	 1.533903E-02	 3.959217E-03	 1.552002E-02	 -4.898768E-03	 1.462130E-02	 -1.669993E-03	 7.669517E-03	 2.168365E-03	 4.436483E-03	 -4.918430E-03	 5.111780E-03	 -1.669993E-03	 7.669517E-03
1.527566E-04	 1.598535E-02	 7.981972E-03	 6.141485E-03	 1.458682E-02	 -9.843870E-03	 1.385326E-02	 -3.352844E-03	 1.533950E-02	 3.971587E-03	 1.551861E-02	 -4.918140E-03	 1.462085E-02	 -1.676422E-03	 7.669752E-03	 2.169897E-03	 4.439603E-03	 -4.925730E-03	 5.117797E-03	 -1.676422E-03	 7.669752E-03
1.541700E-04	 1.602594E-02	 7.991071E-03	 6.155450E-03	 1.458301E-02	 -9.870492E-03	 1.385070E-02	 -3.365680E-03	 1.533904E-02	 3.984003E-03	 1.551630E-02	 -4.937472E-03	 1.461952E-02	 -1.682840E-03	 7.669522E-03	 2.171447E-03	 4.442574E-03	 -4.933020E-03	 5.123735E-03	 -1.682840E-03	 7.669522E-03
1.555966E-04	 1.606654E-02	 7.999920E-03	 6.169478E-03	 1.457827E-02	 -9.897062E-03	 1.384723E-02	 -3.378495E-03	 1.533764E-02	 3.996461E-03	 1.551307E-02	 -4.956762E-03	 1.461729E-02	 -1.689248E-03	 7.668820E-03	 2.173017E-03	 4.445393E-03	 -4.940300E-03	 5.129591E-03	 -1.689248E-03	 7.668820E-03
1.570363E-04	 1.610715E-02	 8.008506E-03	 6.183568E-03	 1.457258E-02	 -9.923579E-03	 1.384282E-02	 -3.391290E-03	 1.533528E-02	 4.008959E-03	 1.550893E-02	 -4.976008E-03	 1.461416E-02	 -1.695645E-03	 7.667640E-03	 2.174609E-03	 4.448052E-03	 -4.947571E-03	 5.135364E-03	 -1.695645E-03	 7.667640E-03
1.584893E-04	 1.614776E-02	 8.016818E-03	 6.197720E-03	 1.456594E-02	 -9.950041E-03	 1.383746E-02	 -3.404064E-03	 1.533195E-02	 4.021494E-03	 1.550384E-02	 -4.995206E-03	 1.461011E-02	 -1.702032E-03	 7.665973E-03	 2.176226E-03	 4.450547E-03	 -4.954834E-03	 5.141051E-03	 -1.702032E-03	 7.665973E-03
1.599558E-04	 1.618839E-02	 8.024934E-03	 6.211938E-03	 1.455842E-02	 -9.976455E-03	 1.383124E-02	 -3.416816E-03	 1.532770E-02	 4.034081E-03	 1.549788E-02	 -5.014370E-03	 1.460521E-02	 -1.708408E-03	 7.663852E-03	 2.177857E-03	 4.452910E-03	 -4.962085E-03	 5.146675E-03	 -1.708408E-03	 7.663852E-03
1.614359E-04	 1.622905E-02	 8.032934E-03	 6.226225E-03	 1.455008E-02	 -1.000283E-02	 1.382422E-02	 -3.429544E-03	 1.532262E-02	 4.046735E-03	 1.549113E-02	 -5.033511E-03	 1.459955E-02	 -1.714772E-03	 7.661310E-03	 2.179491E-03	 4.455176E-03	 -4.969318E-03	 5.152260E-03	 -1.714772E-03	 7.661310E-03
1.629296E-04	 1.626974E-02	 8.040807E-03	 6.240581E-03	 1.454092E-02	 -1.002916E-02	 1.381642E-02	 -3.442248E-03	 1.531669E-02	 4.059452E-03	 1.548357E-02	 -5.052627E-03	 1.459315E-02	 -1.721124E-03	 7.658346E-03	 2.181129E-03	 4.457339E-03	 -4.976532E-03	 5.157803E-03	 -1.721124E-03	 7.658346E-03
1.644372E-04	 1.631045E-02	 8.048543E-03	 6.255005E-03	 1.453094E-02	 -1.005545E-02	 1.380783E-02	 -3.454928E-03	 1.530992E-02	 4.072231E-03	 1.547521E-02	 -5.071717E-03	 1.458598E-02	 -1.727464E-03	 7.654958E-03	 2.182774E-03	 4.459394E-03	 -4.983731E-03	 5.163302E-03	 -1.727464E-03	 7.654958E-03
1.659587E-04	 1.635119E-02	 8.056131E-03	 6.269496E-03	 1.452014E-02	 -1.008169E-02	 1.379843E-02	 -3.467586E-03	 1.530229E-02	 4.085069E-03	 1.546605E-02	 -5.090778E-03	 1.457804E-02	 -1.733793E-03	 7.651146E-03	 2.184426E-03	 4.461334E-03	 -4.990913E-03	 5.168753E-03	 -1.733793E-03	 7.651146E-03
1.674943E-04	 1.639194E-02	 8.063561E-03	 6.284052E-03	 1.450851E-02	 -1.010789E-02	 1.378824E-02	 -3.480222E-03	 1.529381E-02	 4.097964E-03	 1.545608E-02	 -5.109811E-03	 1.456933E-02	 -1.740111E-03	 7.646907E-03	 2.186088E-03	 4.463156E-03	 -4.998080E-03	 5.174153E-03	 -1.740111E-03	 7.646907E-03
1.690441E-04	 1.643272E-02	 8.070824E-03	 6.298674E-03	 1.449605E-02	 -1.013404E-02	 1.377723E-02	 -3.492835E-03	 1.528448E-02	 4.110913E-03	 1.544530E-02	 -5.128811E-03	 1.455985E-02	 -1.746418E-03	 7.642240E-03	 2.187761E-03	 4.464852E-03	 -5.005234E-03	 5.179499E-03	 -1.746418E-03	 7.642240E-03
1.706082E-04	 1.647351E-02	 8.077909E-03	 6.313360E-03	 1.448276E-02	 -1.016015E-02	 1.376542E-02	 -3.505428E-03	 1.527429E-02	 4.123914E-03	 1.543371E-02	 -5.147779E-03	 1.454959E-02	 -1.752714E-03	 7.637144E-03	 2.189446E-03	 4.466417E-03	 -5.012374E-03	 5.184788E-03	 -1.752714E-03	 7.637144E-03
1.721869E-04	 1.651432E-02	 8.084807E-03	 6.328109E-03	 1.446863E-02	 -1.018621E-02	 1.375279E-02	 -3.517999E-03	 1.526324E-02	 4.136964E-03	 1.542130E-02	 -5.166711E-03	 1.453855E-02	 -1.759000E-03	 7.631618E-03	 2.191145E-03	 4.467847E-03	 -5.019501E-03	 5.190018E-03	 -1.759000E-03	 7.631618E-03
1.737801E-04	 1.655514E-02	 8.091508E-03	 6.342920E-03	 1.445366E-02	 -1.021222E-02	 1.373935E-02	 -3.530551E-03	 1.525132E-02	 4.150061E-03	 1.540807E-02	 -5.185607E-03	 1.452671E-02	 -1.765275E-03	 7.625660E-03	 2.192859E-03	 4.469135E-03	 -5.026617E-03	 5.195185E-03	 -1.765275E-03	 7.625660E-03
1.753881E-04	 1.659598E-02	 8.098004E-03	 6.357793E-03	 1.443786E-02	 -1.023819E-02	 1.372509E-02	 -3.543082E-03	 1.523854E-02	 4.163202E-03	 1.539403E-02	 -5.204464E-03	 1.451409E-02	 -1.771541E-03	 7.619268E-03	 2.194591E-03	 4.470275E-03	 -5.033722E-03	 5.200286E-03	 -1.771541E-03	 7.619268E-03
1.770109E-04	 1.663683E-02	 8.104284E-03	 6.372726E-03	 1.442121E-02	 -1.026410E-02	 1.371000E-02	 -3.555594E-03	 1.522488E-02	 4.176385E-03	 1.537916E-02	 -5.223282E-03	 1.450067E-02	 -1.777797E-03	 7.612442E-03	 2.196341E-03	 4.471263E-03	 -5.040817E-03	 5.205319E-03	 -1.777797E-03	 7.612442E-03
1.786488E-04	 1.667768E-02	 8.110341E-03	 6.387719E-03	 1.440372E-02	 -1.028996E-02	 1.369408E-02	 -3.568087E-03	 1.521036E-02	 4.189608E-03	 1.536347E-02	 -5.242057E-03	 1.448645E-02	 -1.784044E-03	 7.605181E-03	 2.198111E-03	 4.472092E-03	 -5.047904E-03	 5.210281E-03	 -1.784044E-03	 7.605181E-03
1.803018E-04	 1.671854E-02	 8.116166E-03	 6.402771E-03	 1.438539E-02	 -1.031577E-02	 1.367733E-02	 -3.580562E-03	 1.519497E-02	 4.202868E-03	 1.534695E-02	 -5.260789E-03	 1.447143E-02	 -1.790281E-03	 7.597483E-03	 2.199903E-03	 4.472758E-03	 -5.054981E-03	 5.215168E-03	 -1.790281E-03	 7.597483E-03
1.819701E-04	 1.675941E-02	 8.121749E-03	 6.417880E-03	 1.436620E-02	 -1.034153E-02	 1.365975E-02	 -3.593019E-03	 1.517869E-02	 4.216162E-03	 1.532961E-02	 -5.279475E-03	 1.445560E-02	 -1.796509E-03	 7.589346E-03	 2.201719E-03	 4.473254E-03	 -5.062052E-03	 5.219979E-03	 -1.796509E-03	 7.589346E-03
1.836538E-04	 1.680028E-02	 8.127084E-03	 6.433047E-03	 1.434617E-02	 -1.036723E-02	 1.364133E-02	 -3.605458E-03	 1.516154E-02	 4.229488E-03	 1.531144E-02	 -5.298115E-03	 1.443895E-02	 -1.802729E-03	 7.580771E-03	 2.203559E-03	 4.473576E-03	 -5.069116E-03	 5.224710E-03	 -1.802729E-03	 7.580771E-03
1.853532E-04	 1.684115E-02	 8.132163E-03	 6.448269E-03	 1.432528E-02	 -1.039288E-02	 1.362207E-02	 -3.617880E-03	 1.514351E-02	 4.242844E-03	 1.529244E-02	 -5.316705E-03	 1.442150E-02	 -1.808940E-03	 7.571756E-03	 2.205426E-03	 4.473718E-03	 -5.076174E-03	 5.229359E-03	 -1.808940E-03	 7.571756E-03
1.870682E-04	 1.688202E-02	 8.136978E-03	 6.463547E-03	 1.430355E-02	 -1.041847E-02	 1.360197E-02	 -3.630286E-03	 1.512460E-02	 4.256226E-03	 1.527262E-02	 -5.335245E-03	 1.440323E-02	 -1.815143E-03	 7.562299E-03	 2.207320E-03	 4.473674E-03	 -5.083227E-03	 5.233923E-03	 -1.815143E-03	 7.562299E-03
1.887991E-04	 1.692289E-02	 8.141521E-03	 6.478878E-03	 1.428096E-02	 -1.044401E-02	 1.358102E-02	 -3.642676E-03	 1.510480E-02	 4.269634E-03	 1.525196E-02	 -5.353733E-03	 1.438413E-02	 -1.821338E-03	 7.552400E-03	 2.209244E-03	 4.473439E-03	 -5.090276E-03	 5.238401E-03	 -1.821338E-03	 7.552400E-03
1.905461E-04	 1.696375E-02	 8.145787E-03	 6.494263E-03	 1.425751E-02	 -1.046949E-02	 1.355923E-02	 -3.655051E-03	 1.508412E-02	 4.283064E-03	 1.523047E-02	 -5.372167E-03	 1.436422E-02	 -1.827525E-03	 7.542058E-03	 2.211199E-03	 4.473008E-03	 -5.097322E-03	 5.242789E-03	 -1.827525E-03	 7.542058E-03
