Q0 = 1.087 GeV	 Q = 1.581 GeV
x	 x*(uv-dv)
1.000E-04	3.726E-04	4.087E-04
1.009E-04	3.756E-04	4.119E-04
1.019E-04	3.787E-04	4.151E-04
1.028E-04	3.818E-04	4.184E-04
1.038E-04	3.849E-04	4.217E-04
1.047E-04	3.880E-04	4.251E-04
1.057E-04	3.912E-04	4.284E-04
1.067E-04	3.944E-04	4.318E-04
1.076E-04	3.976E-04	4.352E-04
1.086E-04	4.008E-04	4.387E-04
1.096E-04	4.041E-04	4.422E-04
1.107E-04	4.074E-04	4.457E-04
1.117E-04	4.107E-04	4.492E-04
1.127E-04	4.141E-04	4.527E-04
1.138E-04	4.175E-04	4.563E-04
1.148E-04	4.209E-04	4.599E-04
1.159E-04	4.243E-04	4.636E-04
1.169E-04	4.278E-04	4.673E-04
1.180E-04	4.313E-04	4.710E-04
1.191E-04	4.348E-04	4.747E-04
1.202E-04	4.384E-04	4.785E-04
1.213E-04	4.420E-04	4.823E-04
1.225E-04	4.456E-04	4.861E-04
1.236E-04	4.492E-04	4.899E-04
1.247E-04	4.529E-04	4.938E-04
1.259E-04	4.566E-04	4.977E-04
1.271E-04	4.603E-04	5.017E-04
1.282E-04	4.641E-04	5.057E-04
1.294E-04	4.679E-04	5.097E-04
1.306E-04	4.717E-04	5.137E-04
1.318E-04	4.756E-04	5.178E-04
1.330E-04	4.794E-04	5.219E-04
1.343E-04	4.834E-04	5.260E-04
1.355E-04	4.873E-04	5.302E-04
1.368E-04	4.913E-04	5.344E-04
1.380E-04	4.953E-04	5.387E-04
1.393E-04	4.994E-04	5.429E-04
1.406E-04	5.035E-04	5.473E-04
1.419E-04	5.076E-04	5.516E-04
1.432E-04	5.118E-04	5.560E-04
1.445E-04	5.159E-04	5.604E-04
1.459E-04	5.202E-04	5.649E-04
1.472E-04	5.244E-04	5.693E-04
1.486E-04	5.287E-04	5.739E-04
1.500E-04	5.331E-04	5.784E-04
1.514E-04	5.374E-04	5.830E-04
1.528E-04	5.418E-04	5.877E-04
1.542E-04	5.463E-04	5.923E-04
1.556E-04	5.507E-04	5.970E-04
1.570E-04	5.552E-04	6.018E-04
1.585E-04	5.598E-04	6.066E-04
1.600E-04	5.644E-04	6.114E-04
1.614E-04	5.690E-04	6.163E-04
1.629E-04	5.737E-04	6.212E-04
1.644E-04	5.784E-04	6.261E-04
1.660E-04	5.831E-04	6.311E-04
1.675E-04	5.879E-04	6.361E-04
