Q0 = 0.550 GeV	 Q = 1.087 GeV
6.730E-04	5.122E-03
6.792E-04	5.159E-03
6.855E-04	5.195E-03
6.918E-04	5.232E-03
6.982E-04	5.269E-03
7.047E-04	5.306E-03
7.112E-04	5.344E-03
7.178E-04	5.381E-03
7.244E-04	5.419E-03
7.311E-04	5.458E-03
7.379E-04	5.496E-03
7.447E-04	5.535E-03
7.516E-04	5.574E-03
7.586E-04	5.614E-03
7.656E-04	5.653E-03
7.727E-04	5.693E-03
7.798E-04	5.734E-03
7.870E-04	5.774E-03
7.943E-04	5.815E-03
8.017E-04	5.856E-03
8.091E-04	5.898E-03
8.166E-04	5.939E-03
8.241E-04	5.981E-03
8.318E-04	6.024E-03
8.395E-04	6.066E-03
8.472E-04	6.109E-03
8.551E-04	6.153E-03
8.630E-04	6.196E-03
8.710E-04	6.240E-03
8.790E-04	6.284E-03
8.872E-04	6.329E-03
8.954E-04	6.373E-03
9.036E-04	6.419E-03
9.120E-04	6.464E-03
9.204E-04	6.510E-03
9.290E-04	6.556E-03
9.376E-04	6.602E-03
9.462E-04	6.649E-03
9.550E-04	6.696E-03
9.638E-04	6.744E-03
9.727E-04	6.791E-03
9.817E-04	6.840E-03
9.908E-04	6.888E-03
1.000E-03	6.937E-03
1.009E-03	6.986E-03
1.019E-03	7.035E-03
1.028E-03	7.085E-03
1.038E-03	7.136E-03
1.047E-03	7.186E-03
1.057E-03	7.237E-03
1.067E-03	7.288E-03
1.076E-03	7.340E-03
1.086E-03	7.392E-03
1.096E-03	7.445E-03
1.107E-03	7.497E-03
1.117E-03	7.551E-03
1.127E-03	7.604E-03
1.138E-03	7.658E-03
1.148E-03	7.712E-03
1.159E-03	7.767E-03
1.169E-03	7.822E-03
1.180E-03	7.878E-03
1.191E-03	7.934E-03
1.202E-03	7.990E-03
1.213E-03	8.047E-03
1.225E-03	8.104E-03
1.236E-03	8.161E-03
1.247E-03	8.219E-03
1.259E-03	8.278E-03
1.271E-03	8.336E-03
1.282E-03	8.396E-03
1.294E-03	8.455E-03
1.306E-03	8.515E-03
1.318E-03	8.576E-03
1.330E-03	8.637E-03
1.343E-03	8.698E-03
1.355E-03	8.760E-03
1.368E-03	8.822E-03
1.380E-03	8.885E-03
1.393E-03	8.948E-03
1.406E-03	9.011E-03
1.419E-03	9.076E-03
1.432E-03	9.140E-03
1.445E-03	9.205E-03
1.459E-03	9.270E-03
1.472E-03	9.336E-03
1.486E-03	9.403E-03
1.500E-03	9.470E-03
1.514E-03	9.537E-03
1.528E-03	9.605E-03
1.542E-03	9.673E-03
1.556E-03	9.742E-03
1.570E-03	9.811E-03
1.585E-03	9.881E-03
1.600E-03	9.951E-03
1.614E-03	1.002E-02
1.629E-03	1.009E-02
1.644E-03	1.017E-02
1.660E-03	1.024E-02
1.675E-03	1.031E-02
1.690E-03	1.038E-02
1.706E-03	1.046E-02
1.722E-03	1.053E-02
1.738E-03	1.061E-02
1.754E-03	1.068E-02
1.770E-03	1.076E-02
1.786E-03	1.084E-02
1.803E-03	1.091E-02
1.820E-03	1.099E-02
1.837E-03	1.107E-02
1.854E-03	1.115E-02
1.871E-03	1.123E-02
1.888E-03	1.131E-02
1.905E-03	1.139E-02
1.923E-03	1.147E-02
1.941E-03	1.155E-02
1.959E-03	1.163E-02
1.977E-03	1.172E-02
1.995E-03	1.180E-02
2.014E-03	1.188E-02
2.032E-03	1.197E-02
2.051E-03	1.205E-02
2.070E-03	1.214E-02
2.089E-03	1.223E-02
2.109E-03	1.231E-02
2.128E-03	1.240E-02
2.148E-03	1.249E-02
2.168E-03	1.258E-02
2.188E-03	1.267E-02
2.208E-03	1.276E-02
2.228E-03	1.285E-02
2.249E-03	1.294E-02
2.270E-03	1.303E-02
2.291E-03	1.313E-02
2.312E-03	1.322E-02
2.333E-03	1.332E-02
2.355E-03	1.341E-02
2.377E-03	1.351E-02
2.399E-03	1.360E-02
2.421E-03	1.370E-02
2.443E-03	1.380E-02
2.466E-03	1.390E-02
2.489E-03	1.400E-02
2.512E-03	1.410E-02
2.535E-03	1.420E-02
2.559E-03	1.430E-02
2.582E-03	1.440E-02
2.606E-03	1.450E-02
2.630E-03	1.461E-02
2.655E-03	1.471E-02
2.679E-03	1.482E-02
2.704E-03	1.492E-02
2.729E-03	1.503E-02
2.754E-03	1.514E-02
2.780E-03	1.525E-02
2.805E-03	1.535E-02
2.831E-03	1.546E-02
2.858E-03	1.557E-02
2.884E-03	1.569E-02
2.911E-03	1.580E-02
2.938E-03	1.591E-02
2.965E-03	1.603E-02
2.992E-03	1.614E-02
3.020E-03	1.626E-02
3.048E-03	1.637E-02
3.076E-03	1.649E-02
3.105E-03	1.661E-02
3.133E-03	1.673E-02
3.162E-03	1.685E-02
3.192E-03	1.697E-02
3.221E-03	1.709E-02
3.251E-03	1.721E-02
3.281E-03	1.733E-02
3.311E-03	1.746E-02
3.342E-03	1.758E-02
3.373E-03	1.771E-02
3.404E-03	1.784E-02
3.436E-03	1.797E-02
3.467E-03	1.809E-02
3.499E-03	1.822E-02
3.532E-03	1.835E-02
3.565E-03	1.849E-02
3.597E-03	1.862E-02
3.631E-03	1.875E-02
3.664E-03	1.889E-02
3.698E-03	1.902E-02
3.733E-03	1.916E-02
3.767E-03	1.930E-02
3.802E-03	1.944E-02
3.837E-03	1.958E-02
3.873E-03	1.972E-02
3.908E-03	1.986E-02
3.945E-03	2.000E-02
3.981E-03	2.014E-02
4.018E-03	2.029E-02
4.055E-03	2.043E-02
4.093E-03	2.058E-02
4.130E-03	2.073E-02
4.169E-03	2.088E-02
4.207E-03	2.103E-02
4.246E-03	2.118E-02
4.285E-03	2.133E-02
4.325E-03	2.148E-02
4.365E-03	2.164E-02
4.406E-03	2.180E-02
4.446E-03	2.195E-02
4.487E-03	2.211E-02
4.529E-03	2.227E-02
4.571E-03	2.243E-02
4.613E-03	2.259E-02
4.656E-03	2.275E-02
4.699E-03	2.292E-02
4.742E-03	2.308E-02
4.786E-03	2.325E-02
4.831E-03	2.342E-02
4.875E-03	2.358E-02
4.920E-03	2.375E-02
4.966E-03	2.393E-02
5.012E-03	2.410E-02
5.058E-03	2.427E-02
5.105E-03	2.445E-02
5.152E-03	2.462E-02
5.200E-03	2.480E-02
5.248E-03	2.498E-02
5.297E-03	2.516E-02
5.346E-03	2.534E-02
5.395E-03	2.552E-02
5.445E-03	2.571E-02
5.495E-03	2.589E-02
5.546E-03	2.608E-02
5.598E-03	2.627E-02
5.649E-03	2.646E-02
5.702E-03	2.665E-02
5.754E-03	2.684E-02
5.808E-03	2.704E-02
5.861E-03	2.723E-02
5.916E-03	2.743E-02
5.970E-03	2.763E-02
6.026E-03	2.783E-02
6.081E-03	2.803E-02
6.138E-03	2.823E-02
6.194E-03	2.843E-02
6.252E-03	2.864E-02
6.310E-03	2.885E-02
6.368E-03	2.905E-02
6.427E-03	2.926E-02
6.486E-03	2.948E-02
6.546E-03	2.969E-02
6.607E-03	2.990E-02
6.668E-03	3.012E-02
6.730E-03	3.034E-02
6.792E-03	3.056E-02
6.855E-03	3.078E-02
6.918E-03	3.100E-02
6.982E-03	3.123E-02
7.047E-03	3.145E-02
7.112E-03	3.168E-02
7.178E-03	3.191E-02
7.244E-03	3.214E-02
7.311E-03	3.237E-02
7.379E-03	3.261E-02
7.447E-03	3.284E-02
7.516E-03	3.308E-02
7.586E-03	3.332E-02
7.656E-03	3.356E-02
7.727E-03	3.381E-02
7.798E-03	3.405E-02
7.870E-03	3.430E-02
7.943E-03	3.455E-02
8.017E-03	3.480E-02
8.091E-03	3.505E-02
8.166E-03	3.531E-02
8.241E-03	3.556E-02
8.318E-03	3.582E-02
8.395E-03	3.608E-02
8.472E-03	3.634E-02
8.551E-03	3.661E-02
8.630E-03	3.687E-02
8.710E-03	3.714E-02
8.790E-03	3.741E-02
8.872E-03	3.768E-02
8.954E-03	3.796E-02
9.036E-03	3.823E-02
9.120E-03	3.851E-02
9.204E-03	3.879E-02
9.290E-03	3.907E-02
9.376E-03	3.936E-02
9.462E-03	3.965E-02
9.550E-03	3.993E-02
9.638E-03	4.022E-02
9.727E-03	4.052E-02
9.817E-03	4.081E-02
9.908E-03	4.111E-02
1.000E-02	4.141E-02
1.198E-02	4.777E-02
1.397E-02	5.393E-02
1.595E-02	5.994E-02
1.794E-02	6.580E-02
1.992E-02	7.155E-02
2.190E-02	7.720E-02
2.389E-02	8.276E-02
2.587E-02	8.824E-02
2.786E-02	9.364E-02
2.984E-02	9.898E-02
3.182E-02	1.043E-01
3.381E-02	1.095E-01
3.579E-02	1.146E-01
3.778E-02	1.197E-01
3.976E-02	1.248E-01
4.174E-02	1.298E-01
4.373E-02	1.348E-01
4.571E-02	1.397E-01
4.770E-02	1.446E-01
4.968E-02	1.494E-01
5.166E-02	1.543E-01
5.365E-02	1.590E-01
5.563E-02	1.638E-01
5.762E-02	1.684E-01
5.960E-02	1.731E-01
6.158E-02	1.777E-01
6.357E-02	1.823E-01
6.555E-02	1.869E-01
6.754E-02	1.914E-01
6.952E-02	1.959E-01
7.150E-02	2.003E-01
7.349E-02	2.047E-01
7.547E-02	2.091E-01
7.745E-02	2.134E-01
7.944E-02	2.177E-01
8.142E-02	2.220E-01
8.341E-02	2.262E-01
8.539E-02	2.304E-01
8.737E-02	2.346E-01
8.936E-02	2.387E-01
9.134E-02	2.428E-01
9.333E-02	2.469E-01
9.531E-02	2.509E-01
9.729E-02	2.549E-01
9.928E-02	2.589E-01
1.013E-01	2.628E-01
1.032E-01	2.667E-01
1.052E-01	2.705E-01
1.072E-01	2.743E-01
1.092E-01	2.781E-01
1.112E-01	2.818E-01
1.132E-01	2.855E-01
1.152E-01	2.892E-01
1.171E-01	2.928E-01
1.191E-01	2.964E-01
1.211E-01	2.999E-01
1.231E-01	3.034E-01
1.251E-01	3.069E-01
1.271E-01	3.103E-01
1.290E-01	3.137E-01
1.310E-01	3.171E-01
1.330E-01	3.204E-01
1.350E-01	3.237E-01
1.370E-01	3.269E-01
1.390E-01	3.301E-01
1.409E-01	3.333E-01
1.429E-01	3.364E-01
1.449E-01	3.394E-01
1.469E-01	3.425E-01
1.489E-01	3.455E-01
1.509E-01	3.484E-01
1.528E-01	3.513E-01
1.548E-01	3.542E-01
1.568E-01	3.570E-01
1.588E-01	3.598E-01
1.608E-01	3.625E-01
1.628E-01	3.652E-01
1.647E-01	3.679E-01
1.667E-01	3.705E-01
1.687E-01	3.730E-01
1.707E-01	3.756E-01
1.727E-01	3.780E-01
1.747E-01	3.805E-01
1.767E-01	3.829E-01
1.786E-01	3.852E-01
1.806E-01	3.875E-01
1.826E-01	3.898E-01
1.846E-01	3.920E-01
1.866E-01	3.942E-01
1.886E-01	3.963E-01
1.905E-01	3.984E-01
1.925E-01	4.004E-01
1.945E-01	4.024E-01
1.965E-01	4.044E-01
1.985E-01	4.063E-01
2.005E-01	4.082E-01
2.024E-01	4.100E-01
2.044E-01	4.118E-01
2.064E-01	4.135E-01
2.084E-01	4.152E-01
2.104E-01	4.168E-01
2.124E-01	4.184E-01
2.143E-01	4.200E-01
2.163E-01	4.215E-01
2.183E-01	4.230E-01
2.203E-01	4.244E-01
2.223E-01	4.258E-01
2.243E-01	4.271E-01
2.263E-01	4.284E-01
2.282E-01	4.296E-01
2.302E-01	4.308E-01
2.322E-01	4.320E-01
2.342E-01	4.331E-01
2.362E-01	4.341E-01
2.382E-01	4.352E-01
2.401E-01	4.361E-01
2.421E-01	4.371E-01
2.441E-01	4.380E-01
2.461E-01	4.388E-01
2.481E-01	4.396E-01
2.501E-01	4.404E-01
2.520E-01	4.411E-01
2.540E-01	4.418E-01
2.560E-01	4.424E-01
2.580E-01	4.430E-01
2.600E-01	4.435E-01
2.620E-01	4.440E-01
2.639E-01	4.445E-01
2.659E-01	4.449E-01
2.679E-01	4.453E-01
2.699E-01	4.456E-01
2.719E-01	4.459E-01
2.739E-01	4.461E-01
2.759E-01	4.464E-01
2.778E-01	4.465E-01
2.798E-01	4.466E-01
2.818E-01	4.467E-01
2.838E-01	4.468E-01
2.858E-01	4.468E-01
2.878E-01	4.467E-01
2.897E-01	4.467E-01
2.917E-01	4.465E-01
2.937E-01	4.464E-01
2.957E-01	4.462E-01
2.977E-01	4.460E-01
2.997E-01	4.457E-01
3.016E-01	4.454E-01
3.036E-01	4.450E-01
3.056E-01	4.446E-01
3.076E-01	4.442E-01
3.096E-01	4.437E-01
3.116E-01	4.432E-01
3.135E-01	4.427E-01
3.155E-01	4.421E-01
3.175E-01	4.415E-01
3.195E-01	4.408E-01
3.215E-01	4.402E-01
3.235E-01	4.394E-01
3.255E-01	4.387E-01
3.274E-01	4.379E-01
3.294E-01	4.371E-01
3.314E-01	4.362E-01
3.334E-01	4.353E-01
3.354E-01	4.344E-01
3.374E-01	4.334E-01
3.393E-01	4.324E-01
3.413E-01	4.314E-01
3.433E-01	4.303E-01
3.453E-01	4.292E-01
3.473E-01	4.281E-01
3.493E-01	4.270E-01
3.512E-01	4.258E-01
3.532E-01	4.246E-01
3.552E-01	4.233E-01
3.572E-01	4.220E-01
3.592E-01	4.207E-01
3.612E-01	4.194E-01
3.631E-01	4.180E-01
3.651E-01	4.166E-01
3.671E-01	4.152E-01
3.691E-01	4.138E-01
3.711E-01	4.123E-01
3.731E-01	4.108E-01
3.751E-01	4.092E-01
3.770E-01	4.077E-01
3.790E-01	4.061E-01
3.810E-01	4.045E-01
3.830E-01	4.028E-01
3.850E-01	4.012E-01
3.870E-01	3.995E-01
3.889E-01	3.978E-01
3.909E-01	3.961E-01
3.929E-01	3.943E-01
3.949E-01	3.925E-01
3.969E-01	3.907E-01
3.989E-01	3.889E-01
4.008E-01	3.870E-01
4.028E-01	3.852E-01
4.048E-01	3.833E-01
4.068E-01	3.814E-01
4.088E-01	3.795E-01
4.108E-01	3.775E-01
4.127E-01	3.755E-01
4.147E-01	3.736E-01
4.167E-01	3.715E-01
4.187E-01	3.695E-01
4.207E-01	3.675E-01
4.227E-01	3.654E-01
4.246E-01	3.633E-01
4.266E-01	3.613E-01
4.286E-01	3.591E-01
4.306E-01	3.570E-01
4.326E-01	3.549E-01
4.346E-01	3.527E-01
4.366E-01	3.505E-01
4.385E-01	3.484E-01
4.405E-01	3.462E-01
4.425E-01	3.440E-01
4.445E-01	3.417E-01
4.465E-01	3.395E-01
4.485E-01	3.372E-01
4.504E-01	3.350E-01
4.524E-01	3.327E-01
4.544E-01	3.304E-01
4.564E-01	3.281E-01
4.584E-01	3.258E-01
4.604E-01	3.235E-01
4.623E-01	3.212E-01
4.643E-01	3.188E-01
4.663E-01	3.165E-01
4.683E-01	3.142E-01
4.703E-01	3.118E-01
4.723E-01	3.094E-01
4.742E-01	3.071E-01
4.762E-01	3.047E-01
4.782E-01	3.023E-01
4.802E-01	2.999E-01
4.822E-01	2.975E-01
4.842E-01	2.951E-01
4.862E-01	2.927E-01
4.881E-01	2.903E-01
4.901E-01	2.878E-01
4.921E-01	2.854E-01
4.941E-01	2.830E-01
4.961E-01	2.806E-01
4.981E-01	2.781E-01
5.000E-01	2.757E-01
5.020E-01	2.733E-01
5.040E-01	2.708E-01
5.060E-01	2.684E-01
5.080E-01	2.660E-01
5.100E-01	2.635E-01
5.119E-01	2.611E-01
5.139E-01	2.586E-01
5.159E-01	2.562E-01
5.179E-01	2.538E-01
5.199E-01	2.513E-01
5.219E-01	2.489E-01
5.238E-01	2.464E-01
5.258E-01	2.440E-01
5.278E-01	2.416E-01
5.298E-01	2.391E-01
5.318E-01	2.367E-01
5.338E-01	2.343E-01
5.358E-01	2.319E-01
5.377E-01	2.295E-01
5.397E-01	2.271E-01
5.417E-01	2.246E-01
5.437E-01	2.222E-01
5.457E-01	2.198E-01
5.477E-01	2.175E-01
5.496E-01	2.151E-01
5.516E-01	2.127E-01
5.536E-01	2.103E-01
5.556E-01	2.080E-01
5.576E-01	2.056E-01
5.596E-01	2.032E-01
5.615E-01	2.009E-01
5.635E-01	1.986E-01
5.655E-01	1.962E-01
5.675E-01	1.939E-01
5.695E-01	1.916E-01
5.715E-01	1.893E-01
5.734E-01	1.870E-01
5.754E-01	1.847E-01
5.774E-01	1.824E-01
5.794E-01	1.802E-01
5.814E-01	1.779E-01
5.834E-01	1.756E-01
5.854E-01	1.734E-01
5.873E-01	1.712E-01
5.893E-01	1.690E-01
5.913E-01	1.668E-01
5.933E-01	1.646E-01
5.953E-01	1.624E-01
5.973E-01	1.602E-01
5.992E-01	1.580E-01
6.012E-01	1.559E-01
6.032E-01	1.538E-01
6.052E-01	1.516E-01
6.072E-01	1.495E-01
6.092E-01	1.474E-01
6.111E-01	1.453E-01
6.131E-01	1.433E-01
6.151E-01	1.412E-01
6.171E-01	1.392E-01
6.191E-01	1.371E-01
6.211E-01	1.351E-01
6.230E-01	1.331E-01
6.250E-01	1.311E-01
6.270E-01	1.291E-01
6.290E-01	1.272E-01
6.310E-01	1.252E-01
6.330E-01	1.233E-01
6.349E-01	1.214E-01
6.369E-01	1.195E-01
6.389E-01	1.176E-01
6.409E-01	1.157E-01
6.429E-01	1.138E-01
6.449E-01	1.120E-01
6.469E-01	1.102E-01
6.488E-01	1.083E-01
6.508E-01	1.065E-01
6.528E-01	1.048E-01
6.548E-01	1.030E-01
6.568E-01	1.012E-01
6.588E-01	9.951E-02
6.607E-01	9.779E-02
6.627E-01	9.609E-02
6.647E-01	9.440E-02
6.667E-01	9.273E-02
6.687E-01	9.108E-02
6.707E-01	8.944E-02
6.726E-01	8.782E-02
6.746E-01	8.621E-02
6.766E-01	8.462E-02
6.786E-01	8.305E-02
6.806E-01	8.149E-02
6.826E-01	7.995E-02
6.845E-01	7.843E-02
6.865E-01	7.693E-02
6.885E-01	7.544E-02
6.905E-01	7.397E-02
6.925E-01	7.251E-02
6.945E-01	7.107E-02
6.965E-01	6.965E-02
6.984E-01	6.824E-02
7.004E-01	6.686E-02
7.024E-01	6.549E-02
7.044E-01	6.413E-02
7.064E-01	6.279E-02
7.084E-01	6.147E-02
7.103E-01	6.017E-02
7.123E-01	5.888E-02
7.143E-01	5.761E-02
7.163E-01	5.636E-02
7.183E-01	5.512E-02
7.203E-01	5.390E-02
7.222E-01	5.270E-02
7.242E-01	5.151E-02
7.262E-01	5.034E-02
7.282E-01	4.918E-02
7.302E-01	4.805E-02
7.322E-01	4.693E-02
7.341E-01	4.582E-02
7.361E-01	4.473E-02
7.381E-01	4.366E-02
7.401E-01	4.261E-02
7.421E-01	4.157E-02
7.441E-01	4.054E-02
7.461E-01	3.954E-02
7.480E-01	3.855E-02
7.500E-01	3.757E-02
7.520E-01	3.661E-02
7.540E-01	3.567E-02
7.560E-01	3.474E-02
7.580E-01	3.383E-02
7.599E-01	3.293E-02
7.619E-01	3.205E-02
7.639E-01	3.119E-02
7.659E-01	3.034E-02
7.679E-01	2.950E-02
7.699E-01	2.868E-02
7.718E-01	2.788E-02
7.738E-01	2.709E-02
7.758E-01	2.631E-02
7.778E-01	2.555E-02
7.798E-01	2.481E-02
7.818E-01	2.407E-02
7.837E-01	2.336E-02
7.857E-01	2.265E-02
7.877E-01	2.197E-02
7.897E-01	2.129E-02
7.917E-01	2.063E-02
7.937E-01	1.998E-02
7.957E-01	1.935E-02
7.976E-01	1.873E-02
7.996E-01	1.812E-02
8.016E-01	1.753E-02
8.036E-01	1.695E-02
8.056E-01	1.639E-02
8.076E-01	1.583E-02
8.095E-01	1.529E-02
8.115E-01	1.476E-02
8.135E-01	1.425E-02
8.155E-01	1.374E-02
8.175E-01	1.325E-02
8.195E-01	1.277E-02
8.214E-01	1.230E-02
8.234E-01	1.185E-02
8.254E-01	1.140E-02
8.274E-01	1.097E-02
8.294E-01	1.055E-02
8.314E-01	1.014E-02
8.333E-01	9.741E-03
8.353E-01	9.353E-03
8.373E-01	8.976E-03
8.393E-01	8.609E-03
8.413E-01	8.253E-03
8.433E-01	7.907E-03
8.453E-01	7.571E-03
8.472E-01	7.245E-03
8.492E-01	6.929E-03
8.512E-01	6.622E-03
8.532E-01	6.325E-03
8.552E-01	6.038E-03
8.572E-01	5.760E-03
8.591E-01	5.490E-03
8.611E-01	5.230E-03
8.631E-01	4.978E-03
8.651E-01	4.735E-03
8.671E-01	4.500E-03
8.691E-01	4.273E-03
8.710E-01	4.055E-03
8.730E-01	3.844E-03
8.750E-01	3.641E-03
8.770E-01	3.446E-03
8.790E-01	3.258E-03
8.810E-01	3.078E-03
8.829E-01	2.905E-03
8.849E-01	2.738E-03
8.869E-01	2.579E-03
8.889E-01	2.426E-03
8.909E-01	2.279E-03
8.929E-01	2.139E-03
8.948E-01	2.005E-03
8.968E-01	1.877E-03
8.988E-01	1.755E-03
9.008E-01	1.639E-03
9.028E-01	1.528E-03
9.048E-01	1.423E-03
9.068E-01	1.322E-03
9.087E-01	1.227E-03
9.107E-01	1.137E-03
9.127E-01	1.052E-03
9.147E-01	9.710E-04
9.167E-01	8.947E-04
9.187E-01	8.228E-04
9.206E-01	7.551E-04
9.226E-01	6.914E-04
9.246E-01	6.316E-04
9.266E-01	5.756E-04
9.286E-01	5.232E-04
9.306E-01	4.743E-04
9.325E-01	4.287E-04
9.345E-01	3.864E-04
9.365E-01	3.471E-04
9.385E-01	3.107E-04
9.405E-01	2.771E-04
9.425E-01	2.462E-04
9.444E-01	2.178E-04
9.464E-01	1.918E-04
9.484E-01	1.681E-04
9.504E-01	1.466E-04
9.524E-01	1.271E-04
9.544E-01	1.096E-04
9.564E-01	9.379E-05
9.583E-01	7.971E-05
9.603E-01	6.721E-05
9.623E-01	5.618E-05
9.643E-01	4.650E-05
9.663E-01	3.807E-05
9.683E-01	3.079E-05
9.702E-01	2.457E-05
9.722E-01	1.930E-05
9.742E-01	1.489E-05
9.762E-01	1.125E-05
9.782E-01	8.297E-06
9.802E-01	5.943E-06
9.821E-01	4.109E-06
9.841E-01	2.720E-06
9.861E-01	1.704E-06
9.881E-01	9.933E-07
9.901E-01	5.244E-07
