NNPDFpol 1.1, Q = 3.162 GeV
x	 x(uv-dv)	 error
6.753507E-02	 2.123052E-01	 5.198326E-02
6.951904E-02	 2.169313E-01	 5.192960E-02
7.150301E-02	 2.215072E-01	 5.185944E-02
7.348697E-02	 2.260337E-01	 5.177900E-02
7.547094E-02	 2.305087E-01	 5.168415E-02
7.745491E-02	 2.349304E-01	 5.156999E-02
7.943888E-02	 2.392977E-01	 5.143118E-02
8.142285E-02	 2.436094E-01	 5.126217E-02
8.340681E-02	 2.478652E-01	 5.105760E-02
8.539078E-02	 2.520729E-01	 5.082782E-02
8.737475E-02	 2.562357E-01	 5.058132E-02
8.935872E-02	 2.603511E-01	 5.031754E-02
9.134269E-02	 2.644172E-01	 5.003589E-02
9.332665E-02	 2.684323E-01	 4.973571E-02
9.531062E-02	 2.723952E-01	 4.941638E-02
9.729459E-02	 2.763049E-01	 4.907732E-02
9.927856E-02	 2.801604E-01	 4.871799E-02
1.012625E-01	 2.839672E-01	 4.833772E-02
1.032465E-01	 2.877430E-01	 4.793742E-02
1.052305E-01	 2.914835E-01	 4.752116E-02
1.072144E-01	 2.951827E-01	 4.709250E-02
1.091984E-01	 2.988356E-01	 4.665440E-02
1.111824E-01	 3.024378E-01	 4.620926E-02
1.131663E-01	 3.059854E-01	 4.575898E-02
1.151503E-01	 3.094749E-01	 4.530504E-02
1.171343E-01	 3.129034E-01	 4.484859E-02
1.191182E-01	 3.162706E-01	 4.438995E-02
1.211022E-01	 3.195975E-01	 4.392510E-02
1.230862E-01	 3.228860E-01	 4.345485E-02
1.250701E-01	 3.261317E-01	 4.298126E-02
1.270541E-01	 3.293306E-01	 4.250609E-02
1.290381E-01	 3.324794E-01	 4.203089E-02
1.310220E-01	 3.355749E-01	 4.155700E-02
1.330060E-01	 3.386144E-01	 4.108558E-02
1.349900E-01	 3.415955E-01	 4.061769E-02
1.369739E-01	 3.445164E-01	 4.015416E-02
1.389579E-01	 3.473943E-01	 3.968936E-02
1.409419E-01	 3.502365E-01	 3.922393E-02
1.429259E-01	 3.530368E-01	 3.876342E-02
1.449098E-01	 3.557898E-01	 3.831255E-02
1.468938E-01	 3.584906E-01	 3.787522E-02
1.488778E-01	 3.611346E-01	 3.745449E-02
1.508617E-01	 3.637178E-01	 3.705262E-02
1.528457E-01	 3.662364E-01	 3.667112E-02
1.548297E-01	 3.686869E-01	 3.631079E-02
1.568136E-01	 3.710775E-01	 3.596908E-02
1.587976E-01	 3.734227E-01	 3.564272E-02
1.607816E-01	 3.757191E-01	 3.533351E-02
1.627655E-01	 3.779634E-01	 3.504281E-02
1.647495E-01	 3.801523E-01	 3.477146E-02
1.667335E-01	 3.822831E-01	 3.451984E-02
1.687174E-01	 3.843531E-01	 3.428790E-02
1.707014E-01	 3.863600E-01	 3.407519E-02
1.726854E-01	 3.883015E-01	 3.388093E-02
1.746693E-01	 3.901798E-01	 3.370338E-02
1.766533E-01	 3.920084E-01	 3.353996E-02
1.786373E-01	 3.937862E-01	 3.339189E-02
1.806212E-01	 3.955106E-01	 3.326031E-02
1.826052E-01	 3.971793E-01	 3.314589E-02
1.845892E-01	 3.987899E-01	 3.304886E-02
1.865731E-01	 4.003405E-01	 3.296902E-02
1.885571E-01	 4.018293E-01	 3.290580E-02
1.905411E-01	 4.032545E-01	 3.285831E-02
1.925251E-01	 4.046157E-01	 3.282529E-02
1.945090E-01	 4.059233E-01	 3.280517E-02
1.964930E-01	 4.071792E-01	 3.279742E-02
1.984770E-01	 4.083813E-01	 3.280146E-02
2.004609E-01	 4.095279E-01	 3.281650E-02
2.024449E-01	 4.106175E-01	 3.284151E-02
2.044289E-01	 4.116486E-01	 3.287529E-02
2.064128E-01	 4.126197E-01	 3.291652E-02
2.083968E-01	 4.135297E-01	 3.296377E-02
2.103808E-01	 4.143775E-01	 3.301552E-02
2.123647E-01	 4.151667E-01	 3.307018E-02
2.143487E-01	 4.159006E-01	 3.312753E-02
2.163327E-01	 4.165798E-01	 3.318789E-02
2.183166E-01	 4.172048E-01	 3.325155E-02
2.203006E-01	 4.177761E-01	 3.331871E-02
2.222846E-01	 4.182943E-01	 3.338950E-02
2.242685E-01	 4.187598E-01	 3.346396E-02
2.262525E-01	 4.191733E-01	 3.354205E-02
2.282365E-01	 4.195351E-01	 3.362363E-02
2.302204E-01	 4.198466E-01	 3.370797E-02
2.322044E-01	 4.201093E-01	 3.379405E-02
2.341884E-01	 4.203232E-01	 3.388180E-02
2.361723E-01	 4.204887E-01	 3.397113E-02
2.381563E-01	 4.206058E-01	 3.406182E-02
2.401403E-01	 4.206747E-01	 3.415360E-02
2.421242E-01	 4.206957E-01	 3.424612E-02
2.441082E-01	 4.206690E-01	 3.433896E-02
2.460922E-01	 4.205948E-01	 3.443163E-02
2.480762E-01	 4.204734E-01	 3.452356E-02
2.500601E-01	 4.203059E-01	 3.461426E-02
2.520441E-01	 4.200931E-01	 3.470384E-02
2.540281E-01	 4.198356E-01	 3.479243E-02
2.560120E-01	 4.195339E-01	 3.488013E-02
2.579960E-01	 4.191888E-01	 3.496697E-02
2.599800E-01	 4.188008E-01	 3.505293E-02
2.619639E-01	 4.183704E-01	 3.513797E-02
2.639479E-01	 4.178983E-01	 3.522199E-02
2.659319E-01	 4.173851E-01	 3.530484E-02
2.679158E-01	 4.168304E-01	 3.538609E-02
2.698998E-01	 4.162348E-01	 3.546565E-02
2.718838E-01	 4.155988E-01	 3.554352E-02
2.738677E-01	 4.149233E-01	 3.561965E-02
2.758517E-01	 4.142088E-01	 3.569391E-02
2.778357E-01	 4.134560E-01	 3.576615E-02
2.798196E-01	 4.126655E-01	 3.583617E-02
2.818036E-01	 4.118381E-01	 3.590373E-02
2.837876E-01	 4.109741E-01	 3.596855E-02
2.857715E-01	 4.100730E-01	 3.603032E-02
2.877555E-01	 4.091346E-01	 3.608902E-02
2.897395E-01	 4.081598E-01	 3.614474E-02
2.917234E-01	 4.071494E-01	 3.619754E-02
2.937074E-01	 4.061044E-01	 3.624746E-02
2.956914E-01	 4.050257E-01	 3.629450E-02
2.976754E-01	 4.039140E-01	 3.633865E-02
2.996593E-01	 4.027702E-01	 3.637985E-02
3.016433E-01	 4.015951E-01	 3.641805E-02
3.036273E-01	 4.003882E-01	 3.645309E-02
3.056112E-01	 3.991480E-01	 3.648484E-02
3.075952E-01	 3.978754E-01	 3.651331E-02
3.095792E-01	 3.965716E-01	 3.653850E-02
3.115631E-01	 3.952374E-01	 3.656039E-02
3.135471E-01	 3.938738E-01	 3.657890E-02
3.155311E-01	 3.924817E-01	 3.659394E-02
3.175150E-01	 3.910622E-01	 3.660539E-02
3.194990E-01	 3.896159E-01	 3.661310E-02
3.214830E-01	 3.881432E-01	 3.661689E-02
3.234669E-01	 3.866415E-01	 3.661661E-02
3.254509E-01	 3.851115E-01	 3.661234E-02
3.274349E-01	 3.835542E-01	 3.660416E-02
3.294188E-01	 3.819706E-01	 3.659215E-02
3.314028E-01	 3.803619E-01	 3.657637E-02
3.333868E-01	 3.787289E-01	 3.655686E-02
3.353707E-01	 3.770726E-01	 3.653365E-02
3.373547E-01	 3.753938E-01	 3.650676E-02
3.393387E-01	 3.736934E-01	 3.647616E-02
3.413226E-01	 3.719684E-01	 3.644164E-02
3.433066E-01	 3.702186E-01	 3.640319E-02
3.452906E-01	 3.684453E-01	 3.636088E-02
3.472745E-01	 3.666496E-01	 3.631476E-02
3.492585E-01	 3.648328E-01	 3.626486E-02
3.512425E-01	 3.629960E-01	 3.621117E-02
3.532265E-01	 3.611402E-01	 3.615370E-02
3.552104E-01	 3.592665E-01	 3.609241E-02
3.571944E-01	 3.573760E-01	 3.602724E-02
3.591784E-01	 3.554665E-01	 3.595792E-02
3.611623E-01	 3.535366E-01	 3.588437E-02
3.631463E-01	 3.515872E-01	 3.580677E-02
3.651303E-01	 3.496195E-01	 3.572528E-02
3.671142E-01	 3.476344E-01	 3.564005E-02
3.690982E-01	 3.456331E-01	 3.555119E-02
3.710822E-01	 3.436165E-01	 3.545883E-02
3.730661E-01	 3.415855E-01	 3.536306E-02
3.750501E-01	 3.395410E-01	 3.526393E-02
3.770341E-01	 3.374822E-01	 3.516132E-02
3.790180E-01	 3.354059E-01	 3.505488E-02
3.810020E-01	 3.333133E-01	 3.494474E-02
3.829860E-01	 3.312056E-01	 3.483103E-02
3.849699E-01	 3.290843E-01	 3.471387E-02
3.869539E-01	 3.269504E-01	 3.459334E-02
3.889379E-01	 3.248053E-01	 3.446949E-02
3.909218E-01	 3.226501E-01	 3.434237E-02
3.929058E-01	 3.204859E-01	 3.421199E-02
3.948898E-01	 3.183130E-01	 3.407826E-02
3.968737E-01	 3.161276E-01	 3.394069E-02
3.988577E-01	 3.139301E-01	 3.379939E-02
4.008417E-01	 3.117216E-01	 3.365456E-02
4.028257E-01	 3.095029E-01	 3.350635E-02
4.048096E-01	 3.072753E-01	 3.335493E-02
4.067936E-01	 3.050395E-01	 3.320041E-02
4.087776E-01	 3.027966E-01	 3.304293E-02
4.107615E-01	 3.005475E-01	 3.288257E-02
4.127455E-01	 2.982928E-01	 3.271938E-02
4.147295E-01	 2.960289E-01	 3.255284E-02
4.167134E-01	 2.937553E-01	 3.238285E-02
4.186974E-01	 2.914733E-01	 3.220960E-02
4.206814E-01	 2.891842E-01	 3.203321E-02
4.226653E-01	 2.868895E-01	 3.185382E-02
4.246493E-01	 2.845902E-01	 3.167151E-02
4.266333E-01	 2.822876E-01	 3.148634E-02
4.286172E-01	 2.799830E-01	 3.129837E-02
4.306012E-01	 2.776776E-01	 3.110763E-02
4.325852E-01	 2.753690E-01	 3.091358E-02
4.345691E-01	 2.730550E-01	 3.071589E-02
4.365531E-01	 2.707366E-01	 3.051476E-02
4.385371E-01	 2.684147E-01	 3.031044E-02
4.405210E-01	 2.660903E-01	 3.010314E-02
4.425050E-01	 2.637643E-01	 2.989307E-02
4.444890E-01	 2.614376E-01	 2.968043E-02
4.464729E-01	 2.591110E-01	 2.946541E-02
4.484569E-01	 2.567855E-01	 2.924819E-02
4.504409E-01	 2.544599E-01	 2.902851E-02
4.524248E-01	 2.521308E-01	 2.880554E-02
4.544088E-01	 2.497992E-01	 2.857949E-02
4.563928E-01	 2.474665E-01	 2.835065E-02
4.583768E-01	 2.451341E-01	 2.811927E-02
4.603607E-01	 2.428031E-01	 2.788557E-02
4.623447E-01	 2.404748E-01	 2.764979E-02
4.643287E-01	 2.381504E-01	 2.741212E-02
4.663126E-01	 2.358312E-01	 2.717275E-02
4.682966E-01	 2.335174E-01	 2.693164E-02
4.702806E-01	 2.312054E-01	 2.668771E-02
4.722645E-01	 2.288949E-01	 2.644103E-02
4.742485E-01	 2.265869E-01	 2.619192E-02
4.762325E-01	 2.242822E-01	 2.594071E-02
4.782164E-01	 2.219816E-01	 2.568769E-02
4.802004E-01	 2.196859E-01	 2.543316E-02
4.821844E-01	 2.173958E-01	 2.517743E-02
4.841683E-01	 2.151120E-01	 2.492077E-02
4.861523E-01	 2.128352E-01	 2.466341E-02
4.881363E-01	 2.105619E-01	 2.440409E-02
4.901202E-01	 2.082914E-01	 2.414255E-02
4.921042E-01	 2.060249E-01	 2.387926E-02
4.940882E-01	 2.037636E-01	 2.361466E-02
4.960721E-01	 2.015089E-01	 2.334918E-02
4.980561E-01	 1.992617E-01	 2.308325E-02
5.000401E-01	 1.970234E-01	 2.281726E-02
5.020240E-01	 1.947950E-01	 2.255159E-02
5.040080E-01	 1.925775E-01	 2.228661E-02
5.059920E-01	 1.903694E-01	 2.202167E-02
5.079760E-01	 1.881682E-01	 2.175592E-02
5.099599E-01	 1.859746E-01	 2.148966E-02
5.119439E-01	 1.837892E-01	 2.122314E-02
5.139279E-01	 1.816126E-01	 2.095665E-02
5.159118E-01	 1.794454E-01	 2.069044E-02
5.178958E-01	 1.772882E-01	 2.042476E-02
5.198798E-01	 1.751416E-01	 2.015985E-02
5.218637E-01	 1.730060E-01	 1.989596E-02
5.238477E-01	 1.708807E-01	 1.963278E-02
5.258317E-01	 1.687629E-01	 1.936915E-02
5.278156E-01	 1.666533E-01	 1.910544E-02
5.297996E-01	 1.645530E-01	 1.884211E-02
5.317836E-01	 1.624630E-01	 1.857959E-02
5.337675E-01	 1.603843E-01	 1.831829E-02
5.357515E-01	 1.583178E-01	 1.805863E-02
5.377355E-01	 1.562645E-01	 1.780097E-02
5.397194E-01	 1.542253E-01	 1.754568E-02
5.417034E-01	 1.522006E-01	 1.729291E-02
5.436874E-01	 1.501876E-01	 1.704159E-02
5.456713E-01	 1.481861E-01	 1.679162E-02
5.476553E-01	 1.461965E-01	 1.654316E-02
5.496393E-01	 1.442192E-01	 1.629636E-02
5.516232E-01	 1.422546E-01	 1.605138E-02
5.536072E-01	 1.403030E-01	 1.580837E-02
5.555912E-01	 1.383648E-01	 1.556747E-02
5.575752E-01	 1.364405E-01	 1.532881E-02
5.595591E-01	 1.345302E-01	 1.509250E-02
5.615431E-01	 1.326318E-01	 1.485774E-02
5.635271E-01	 1.307449E-01	 1.462436E-02
5.655110E-01	 1.288702E-01	 1.439267E-02
5.674950E-01	 1.270084E-01	 1.416296E-02
5.694790E-01	 1.251603E-01	 1.393553E-02
5.714629E-01	 1.233264E-01	 1.371064E-02
5.734469E-01	 1.215076E-01	 1.348855E-02
5.754309E-01	 1.197045E-01	 1.326949E-02
5.774148E-01	 1.179178E-01	 1.305370E-02
5.793988E-01	 1.161466E-01	 1.284084E-02
5.813828E-01	 1.143893E-01	 1.263033E-02
5.833667E-01	 1.126463E-01	 1.242227E-02
5.853507E-01	 1.109177E-01	 1.221671E-02
5.873347E-01	 1.092037E-01	 1.201375E-02
5.893186E-01	 1.075046E-01	 1.181345E-02
5.913026E-01	 1.058205E-01	 1.161589E-02
5.932866E-01	 1.041516E-01	 1.142112E-02
5.952705E-01	 1.024982E-01	 1.122923E-02
5.972545E-01	 1.008599E-01	 1.104004E-02
5.992385E-01	 9.923511E-02	 1.085304E-02
6.012224E-01	 9.762431E-02	 1.066834E-02
6.032064E-01	 9.602792E-02	 1.048613E-02
6.051904E-01	 9.444638E-02	 1.030658E-02
6.071743E-01	 9.288013E-02	 1.012983E-02
6.091583E-01	 9.132960E-02	 9.956037E-03
6.111423E-01	 8.979523E-02	 9.785331E-03
6.131263E-01	 8.827740E-02	 9.617831E-03
6.151102E-01	 8.677637E-02	 9.453576E-03
6.170942E-01	 8.529089E-02	 9.292050E-03
6.190782E-01	 8.382072E-02	 9.133154E-03
6.210621E-01	 8.236592E-02	 8.976925E-03
6.230461E-01	 8.092653E-02	 8.823397E-03
6.250301E-01	 7.950262E-02	 8.672603E-03
6.270140E-01	 7.809424E-02	 8.524576E-03
6.289980E-01	 7.670144E-02	 8.379345E-03
6.309820E-01	 7.532428E-02	 8.236938E-03
6.329659E-01	 7.396279E-02	 8.097372E-03
6.349499E-01	 7.261628E-02	 7.960246E-03
6.369339E-01	 7.128449E-02	 7.825414E-03
6.389178E-01	 6.996762E-02	 7.692987E-03
6.409018E-01	 6.866585E-02	 7.563068E-03
6.428858E-01	 6.737937E-02	 7.435753E-03
6.448697E-01	 6.610836E-02	 7.311127E-03
6.468537E-01	 6.485298E-02	 7.189269E-03
6.488377E-01	 6.361342E-02	 7.070245E-03
6.508216E-01	 6.238983E-02	 6.954115E-03
6.528056E-01	 6.118204E-02	 6.840669E-03
6.547896E-01	 5.998955E-02	 6.729559E-03
6.567735E-01	 5.881231E-02	 6.620786E-03
6.587575E-01	 5.765023E-02	 6.514359E-03
6.607415E-01	 5.650327E-02	 6.410283E-03
6.627255E-01	 5.537136E-02	 6.308564E-03
6.647094E-01	 5.425443E-02	 6.209204E-03
6.666934E-01	 5.315242E-02	 6.112205E-03
6.686774E-01	 5.206527E-02	 6.017567E-03
6.706613E-01	 5.099289E-02	 5.925159E-03
6.726453E-01	 4.993517E-02	 5.834561E-03
6.746293E-01	 4.889205E-02	 5.745813E-03
6.766132E-01	 4.786349E-02	 5.658992E-03
6.785972E-01	 4.684943E-02	 5.574165E-03
6.805812E-01	 4.584983E-02	 5.491394E-03
6.825651E-01	 4.486464E-02	 5.410731E-03
6.845491E-01	 4.389382E-02	 5.332220E-03
6.865331E-01	 4.293731E-02	 5.255895E-03
6.885170E-01	 4.199509E-02	 5.181739E-03
6.905010E-01	 4.106722E-02	 5.109350E-03
6.924850E-01	 4.015359E-02	 5.038598E-03
6.944689E-01	 3.925405E-02	 4.969460E-03
6.964529E-01	 3.836845E-02	 4.901910E-03
6.984369E-01	 3.749662E-02	 4.835928E-03
7.004208E-01	 3.663843E-02	 4.771491E-03
7.024048E-01	 3.579373E-02	 4.708578E-03
7.043888E-01	 3.496237E-02	 4.647169E-03
7.063727E-01	 3.414420E-02	 4.587239E-03
7.083567E-01	 3.333958E-02	 4.528450E-03
7.103407E-01	 3.254857E-02	 4.470634E-03
7.123246E-01	 3.177093E-02	 4.413838E-03
7.143086E-01	 3.100644E-02	 4.358110E-03
7.162926E-01	 3.025484E-02	 4.303497E-03
7.182766E-01	 2.951592E-02	 4.250041E-03
7.202605E-01	 2.878944E-02	 4.197783E-03
7.222445E-01	 2.807517E-02	 4.146761E-03
7.242285E-01	 2.737290E-02	 4.097008E-03
7.262124E-01	 2.668278E-02	 4.048358E-03
7.281964E-01	 2.600522E-02	 4.000493E-03
7.301804E-01	 2.534000E-02	 3.953397E-03
7.321643E-01	 2.468694E-02	 3.907061E-03
7.341483E-01	 2.404582E-02	 3.861478E-03
7.361323E-01	 2.341646E-02	 3.816645E-03
7.381162E-01	 2.279865E-02	 3.772557E-03
7.401002E-01	 2.219220E-02	 3.729214E-03
7.420842E-01	 2.159693E-02	 3.686614E-03
7.440681E-01	 2.101288E-02	 3.644661E-03
7.460521E-01	 2.044080E-02	 3.603006E-03
7.480361E-01	 1.988044E-02	 3.561678E-03
7.500200E-01	 1.933143E-02	 3.520748E-03
7.520040E-01	 1.879345E-02	 3.480284E-03
7.539880E-01	 1.826613E-02	 3.440352E-03
7.559719E-01	 1.774915E-02	 3.401018E-03
7.579559E-01	 1.724218E-02	 3.362339E-03
7.599399E-01	 1.674488E-02	 3.324372E-03
7.619238E-01	 1.625702E-02	 3.287136E-03
7.639078E-01	 1.577938E-02	 3.250317E-03
7.658918E-01	 1.531201E-02	 3.213823E-03
7.678758E-01	 1.485471E-02	 3.177664E-03
7.698597E-01	 1.440725E-02	 3.141846E-03
7.718437E-01	 1.396942E-02	 3.106378E-03
7.738277E-01	 1.354100E-02	 3.071269E-03
7.758116E-01	 1.312178E-02	 3.036527E-03
7.777956E-01	 1.271157E-02	 3.002159E-03
7.797796E-01	 1.231016E-02	 2.968170E-03
7.817635E-01	 1.191823E-02	 2.934331E-03
7.837475E-01	 1.153607E-02	 2.900521E-03
7.857315E-01	 1.116331E-02	 2.866803E-03
7.877154E-01	 1.079955E-02	 2.833234E-03
7.896994E-01	 1.044443E-02	 2.799869E-03
7.916834E-01	 1.009758E-02	 2.766759E-03
7.936673E-01	 9.758649E-03	 2.733951E-03
7.956513E-01	 9.427266E-03	 2.701486E-03
7.976353E-01	 9.103084E-03	 2.669402E-03
7.996192E-01	 8.786323E-03	 2.637598E-03
8.016032E-01	 8.477735E-03	 2.605848E-03
8.035872E-01	 8.177121E-03	 2.574157E-03
8.055711E-01	 7.884262E-03	 2.542538E-03
8.075551E-01	 7.598943E-03	 2.510999E-03
8.095391E-01	 7.320954E-03	 2.479554E-03
8.115230E-01	 7.050084E-03	 2.448212E-03
8.135070E-01	 6.786128E-03	 2.416984E-03
8.154910E-01	 6.528881E-03	 2.385880E-03
8.174749E-01	 6.278405E-03	 2.354850E-03
8.194589E-01	 6.035591E-03	 2.323650E-03
8.214429E-01	 5.800212E-03	 2.292301E-03
8.234269E-01	 5.571900E-03	 2.260858E-03
8.254108E-01	 5.350294E-03	 2.229371E-03
8.273948E-01	 5.135037E-03	 2.197892E-03
8.293788E-01	 4.925778E-03	 2.166469E-03
8.313627E-01	 4.722168E-03	 2.135147E-03
8.333467E-01	 4.523867E-03	 2.103972E-03
8.353307E-01	 4.330616E-03	 2.072966E-03
8.373146E-01	 4.143250E-03	 2.041902E-03
8.392986E-01	 3.961914E-03	 2.010715E-03
8.412826E-01	 3.786400E-03	 1.979429E-03
8.432665E-01	 3.616505E-03	 1.948064E-03
8.452505E-01	 3.452027E-03	 1.916643E-03
8.472345E-01	 3.292766E-03	 1.885187E-03
8.492184E-01	 3.138526E-03	 1.853719E-03
8.512024E-01	 2.989114E-03	 1.822260E-03
8.531864E-01	 2.844341E-03	 1.790833E-03
8.551703E-01	 2.704835E-03	 1.759242E-03
8.571543E-01	 2.570943E-03	 1.727370E-03
8.591383E-01	 2.442327E-03	 1.695287E-03
8.611222E-01	 2.318654E-03	 1.663062E-03
8.631062E-01	 2.199597E-03	 1.630765E-03
8.650902E-01	 2.084832E-03	 1.598462E-03
8.670741E-01	 1.974039E-03	 1.566221E-03
8.690581E-01	 1.866904E-03	 1.534109E-03
8.710421E-01	 1.763114E-03	 1.502190E-03
8.730261E-01	 1.662847E-03	 1.470391E-03
8.750100E-01	 1.566839E-03	 1.438481E-03
8.769940E-01	 1.474928E-03	 1.406486E-03
8.789780E-01	 1.386928E-03	 1.374443E-03
8.809619E-01	 1.302653E-03	 1.342385E-03
8.829459E-01	 1.221921E-03	 1.310351E-03
8.849299E-01	 1.144553E-03	 1.278374E-03
8.869138E-01	 1.070371E-03	 1.246491E-03
8.888978E-01	 9.991985E-04	 1.214738E-03
8.908818E-01	 9.310655E-04	 1.183080E-03
8.928657E-01	 8.667599E-04	 1.151222E-03
8.948497E-01	 8.061287E-04	 1.119207E-03
8.968337E-01	 7.488794E-04	 1.087128E-03
8.988176E-01	 6.947236E-04	 1.055082E-03
9.008016E-01	 6.433764E-04	 1.023160E-03
9.027856E-01	 5.945566E-04	 9.914568E-04
9.047695E-01	 5.479867E-04	 9.600649E-04
9.067535E-01	 5.033927E-04	 9.290762E-04
9.087375E-01	 4.605589E-04	 8.985607E-04
9.107214E-01	 4.201709E-04	 8.682467E-04
9.127054E-01	 3.823853E-04	 8.380569E-04
9.146894E-01	 3.470383E-04	 8.080357E-04
9.166733E-01	 3.139678E-04	 7.782277E-04
9.186573E-01	 2.830141E-04	 7.486774E-04
9.206413E-01	 2.540191E-04	 7.194295E-04
9.226253E-01	 2.268270E-04	 6.905288E-04
9.246092E-01	 2.012838E-04	 6.620197E-04
9.265932E-01	 1.772380E-04	 6.339464E-04
9.285772E-01	 1.551615E-04	 6.060437E-04
9.305611E-01	 1.353822E-04	 5.781435E-04
9.325451E-01	 1.176480E-04	 5.503798E-04
9.345291E-01	 1.017095E-04	 5.228869E-04
9.365130E-01	 8.732081E-05	 4.957996E-04
9.384970E-01	 7.423875E-05	 4.692524E-04
9.404810E-01	 6.222339E-05	 4.433797E-04
9.424649E-01	 5.103772E-05	 4.183154E-04
9.444489E-01	 4.044770E-05	 3.941927E-04
9.464329E-01	 3.056177E-05	 3.709524E-04
9.484168E-01	 2.196705E-05	 3.482507E-04
9.504008E-01	 1.455967E-05	 3.261220E-04
9.523848E-01	 8.209086E-06	 3.046162E-04
9.543687E-01	 2.786349E-06	 2.837836E-04
9.563527E-01	 -1.835908E-06	 2.636741E-04
9.583367E-01	 -5.783503E-06	 2.443377E-04
9.603206E-01	 -9.180714E-06	 2.258240E-04
9.623046E-01	 -1.215030E-05	 2.081824E-04
9.642886E-01	 -1.469731E-05	 1.914559E-04
9.662725E-01	 -1.630598E-05	 1.756136E-04
9.682565E-01	 -1.704106E-05	 1.605852E-04
9.702405E-01	 -1.706972E-05	 1.463076E-04
9.722244E-01	 -1.655710E-05	 1.327231E-04
9.742084E-01	 -1.566634E-05	 1.197784E-04
9.761924E-01	 -1.455862E-05	 1.074235E-04
9.781764E-01	 -1.339314E-05	 9.561028E-05
9.801603E-01	 -1.232719E-05	 8.429202E-05
9.821443E-01	 -1.149576E-05	 7.344623E-05
9.841283E-01	 -1.059830E-05	 6.345350E-05
9.861122E-01	 -9.515872E-06	 5.432780E-05
9.880962E-01	 -8.287749E-06	 4.588976E-05
9.900802E-01	 -6.952727E-06	 3.796300E-05
9.920641E-01	 -5.549140E-06	 3.037387E-05
9.940481E-01	 -4.114867E-06	 2.295119E-05
9.960321E-01	 -2.687338E-06	 1.552592E-05
9.980160E-01	 -1.303535E-06	 7.930772E-06
1.000000E+00	 0.000000E+00	 0.000000E+00
