NNPDFpol 1.1, Q = 2.236 GeV
x	 x(u-d)	 error	 xu+	 error	 xd+	 error	 xs+	 error	 xu	 error	 xd	 error	 xs	 error	 xub	 error	 xdb	 error	 xsb	 error
1.342765E-04	 1.653220E-02	 7.728209E-03	 4.793939E-03	 2.493504E-02	 -1.173826E-02	 2.406902E-02	 -5.147221E-03	 2.587411E-02	 2.753306E-03	 2.556968E-02	 -6.601270E-03	 2.442654E-02	 -2.573611E-03	 1.293705E-02	 2.040633E-03	 4.809892E-03	 -5.136987E-03	 5.660487E-03	 -2.573611E-03	 1.293705E-02
1.355189E-04	 1.657535E-02	 7.737309E-03	 4.807427E-03	 2.492345E-02	 -1.176792E-02	 2.405829E-02	 -5.162707E-03	 2.586565E-02	 2.765156E-03	 2.555936E-02	 -6.623364E-03	 2.441577E-02	 -2.581354E-03	 1.293283E-02	 2.042271E-03	 4.813671E-03	 -5.144559E-03	 5.667680E-03	 -2.581354E-03	 1.293283E-02
1.367729E-04	 1.661856E-02	 7.746336E-03	 4.821066E-03	 2.491050E-02	 -1.179749E-02	 2.404624E-02	 -5.178102E-03	 2.585583E-02	 2.777162E-03	 2.554771E-02	 -6.645382E-03	 2.440371E-02	 -2.589051E-03	 1.292792E-02	 2.043904E-03	 4.817368E-03	 -5.152108E-03	 5.674843E-03	 -2.589051E-03	 1.292792E-02
1.380384E-04	 1.666181E-02	 7.755280E-03	 4.834856E-03	 2.489620E-02	 -1.182696E-02	 2.403286E-02	 -5.193407E-03	 2.584464E-02	 2.789322E-03	 2.553472E-02	 -6.667323E-03	 2.439034E-02	 -2.596703E-03	 1.292232E-02	 2.045534E-03	 4.820982E-03	 -5.159637E-03	 5.681973E-03	 -2.596703E-03	 1.292232E-02
1.393157E-04	 1.670512E-02	 7.764133E-03	 4.848796E-03	 2.488054E-02	 -1.185633E-02	 2.401814E-02	 -5.208621E-03	 2.583206E-02	 2.801634E-03	 2.552038E-02	 -6.689184E-03	 2.437566E-02	 -2.604310E-03	 1.291603E-02	 2.047162E-03	 4.824510E-03	 -5.167144E-03	 5.689071E-03	 -2.604310E-03	 1.291603E-02
1.406048E-04	 1.674848E-02	 7.772882E-03	 4.862886E-03	 2.486350E-02	 -1.188560E-02	 2.400208E-02	 -5.223745E-03	 2.581810E-02	 2.814095E-03	 2.550470E-02	 -6.710963E-03	 2.435967E-02	 -2.611873E-03	 1.290905E-02	 2.048792E-03	 4.827949E-03	 -5.174633E-03	 5.696134E-03	 -2.611873E-03	 1.290905E-02
1.419058E-04	 1.679189E-02	 7.781519E-03	 4.877127E-03	 2.484510E-02	 -1.191476E-02	 2.398468E-02	 -5.238779E-03	 2.580274E-02	 2.826703E-03	 2.548767E-02	 -6.732659E-03	 2.434236E-02	 -2.619390E-03	 1.290137E-02	 2.050424E-03	 4.831295E-03	 -5.182103E-03	 5.703161E-03	 -2.619390E-03	 1.290137E-02
1.432188E-04	 1.683534E-02	 7.790034E-03	 4.891519E-03	 2.482531E-02	 -1.194382E-02	 2.396592E-02	 -5.253724E-03	 2.578598E-02	 2.839458E-03	 2.546927E-02	 -6.754269E-03	 2.432371E-02	 -2.626862E-03	 1.289299E-02	 2.052061E-03	 4.834547E-03	 -5.189555E-03	 5.710150E-03	 -2.626862E-03	 1.289299E-02
1.445440E-04	 1.687884E-02	 7.798416E-03	 4.906061E-03	 2.480414E-02	 -1.197278E-02	 2.394580E-02	 -5.268579E-03	 2.576781E-02	 2.852356E-03	 2.544952E-02	 -6.775792E-03	 2.430373E-02	 -2.634290E-03	 1.288391E-02	 2.053705E-03	 4.837699E-03	 -5.196990E-03	 5.717100E-03	 -2.634290E-03	 1.288391E-02
1.458814E-04	 1.692239E-02	 7.806657E-03	 4.920753E-03	 2.478158E-02	 -1.200163E-02	 2.392431E-02	 -5.283345E-03	 2.574823E-02	 2.865395E-03	 2.542839E-02	 -6.797224E-03	 2.428241E-02	 -2.641673E-03	 1.287412E-02	 2.055358E-03	 4.840750E-03	 -5.204409E-03	 5.724009E-03	 -2.641673E-03	 1.287412E-02
1.472313E-04	 1.696597E-02	 7.814745E-03	 4.935596E-03	 2.475763E-02	 -1.203038E-02	 2.390145E-02	 -5.298023E-03	 2.572724E-02	 2.878574E-03	 2.540590E-02	 -6.818565E-03	 2.425974E-02	 -2.649011E-03	 1.286362E-02	 2.057022E-03	 4.843697E-03	 -5.211813E-03	 5.730875E-03	 -2.649011E-03	 1.286362E-02
1.485936E-04	 1.700960E-02	 7.822671E-03	 4.950590E-03	 2.473228E-02	 -1.205901E-02	 2.387720E-02	 -5.312611E-03	 2.570481E-02	 2.891891E-03	 2.538203E-02	 -6.839812E-03	 2.423572E-02	 -2.656305E-03	 1.285241E-02	 2.058699E-03	 4.846535E-03	 -5.219203E-03	 5.737697E-03	 -2.656305E-03	 1.285241E-02
1.499685E-04	 1.705328E-02	 7.830426E-03	 4.965733E-03	 2.470552E-02	 -1.208754E-02	 2.385158E-02	 -5.327111E-03	 2.568096E-02	 2.905343E-03	 2.535677E-02	 -6.860962E-03	 2.421033E-02	 -2.663555E-03	 1.284048E-02	 2.060391E-03	 4.849261E-03	 -5.226580E-03	 5.744473E-03	 -2.663555E-03	 1.284048E-02
1.513561E-04	 1.709699E-02	 7.838000E-03	 4.981027E-03	 2.467736E-02	 -1.211596E-02	 2.382456E-02	 -5.341522E-03	 2.565568E-02	 2.918928E-03	 2.533013E-02	 -6.882015E-03	 2.418358E-02	 -2.670761E-03	 1.282784E-02	 2.062099E-03	 4.851872E-03	 -5.233945E-03	 5.751199E-03	 -2.670761E-03	 1.282784E-02
1.527566E-04	 1.714074E-02	 7.845383E-03	 4.996472E-03	 2.464778E-02	 -1.214427E-02	 2.379614E-02	 -5.355846E-03	 2.562895E-02	 2.932645E-03	 2.530211E-02	 -6.902968E-03	 2.415546E-02	 -2.677923E-03	 1.281447E-02	 2.063826E-03	 4.854365E-03	 -5.241298E-03	 5.757876E-03	 -2.677923E-03	 1.281447E-02
1.541700E-04	 1.718452E-02	 7.852567E-03	 5.012066E-03	 2.461679E-02	 -1.217246E-02	 2.376632E-02	 -5.370081E-03	 2.560077E-02	 2.946492E-03	 2.527268E-02	 -6.923818E-03	 2.412596E-02	 -2.685041E-03	 1.280039E-02	 2.065574E-03	 4.856735E-03	 -5.248641E-03	 5.764500E-03	 -2.685041E-03	 1.280039E-02
1.555966E-04	 1.722835E-02	 7.859541E-03	 5.027811E-03	 2.458438E-02	 -1.220054E-02	 2.373509E-02	 -5.384229E-03	 2.557115E-02	 2.960466E-03	 2.524186E-02	 -6.944564E-03	 2.409508E-02	 -2.692115E-03	 1.278557E-02	 2.067345E-03	 4.858979E-03	 -5.255973E-03	 5.771069E-03	 -2.692115E-03	 1.278557E-02
1.570363E-04	 1.727221E-02	 7.866297E-03	 5.043706E-03	 2.455054E-02	 -1.222850E-02	 2.370245E-02	 -5.398290E-03	 2.554006E-02	 2.974565E-03	 2.520964E-02	 -6.965204E-03	 2.406281E-02	 -2.699145E-03	 1.277003E-02	 2.069141E-03	 4.861094E-03	 -5.263298E-03	 5.777581E-03	 -2.699145E-03	 1.277003E-02
1.584893E-04	 1.731610E-02	 7.872825E-03	 5.059751E-03	 2.451527E-02	 -1.225635E-02	 2.366839E-02	 -5.412263E-03	 2.550752E-02	 2.988788E-03	 2.517602E-02	 -6.985736E-03	 2.402915E-02	 -2.706131E-03	 1.275376E-02	 2.070964E-03	 4.863076E-03	 -5.270614E-03	 5.784033E-03	 -2.706131E-03	 1.275376E-02
1.599558E-04	 1.736003E-02	 7.879178E-03	 5.075950E-03	 2.447857E-02	 -1.228408E-02	 2.363291E-02	 -5.426143E-03	 2.547350E-02	 3.003145E-03	 2.514098E-02	 -7.006163E-03	 2.399409E-02	 -2.713072E-03	 1.273675E-02	 2.072805E-03	 4.864943E-03	 -5.277919E-03	 5.790442E-03	 -2.713072E-03	 1.273675E-02
1.614359E-04	 1.740400E-02	 7.885411E-03	 5.092304E-03	 2.444044E-02	 -1.231170E-02	 2.359602E-02	 -5.439927E-03	 2.543801E-02	 3.017648E-03	 2.510455E-02	 -7.026490E-03	 2.395765E-02	 -2.719963E-03	 1.271901E-02	 2.074656E-03	 4.866718E-03	 -5.285209E-03	 5.796821E-03	 -2.719963E-03	 1.271901E-02
1.629296E-04	 1.744801E-02	 7.891519E-03	 5.108812E-03	 2.440090E-02	 -1.233920E-02	 2.355775E-02	 -5.453615E-03	 2.540107E-02	 3.032294E-03	 2.506673E-02	 -7.046718E-03	 2.391984E-02	 -2.726807E-03	 1.270054E-02	 2.076518E-03	 4.868398E-03	 -5.292484E-03	 5.803171E-03	 -2.726807E-03	 1.270054E-02
1.644372E-04	 1.749207E-02	 7.897502E-03	 5.125474E-03	 2.435997E-02	 -1.236659E-02	 2.351811E-02	 -5.467208E-03	 2.536270E-02	 3.047083E-03	 2.502754E-02	 -7.066847E-03	 2.388070E-02	 -2.733604E-03	 1.268135E-02	 2.078392E-03	 4.869981E-03	 -5.299744E-03	 5.809492E-03	 -2.733604E-03	 1.268135E-02
1.659587E-04	 1.753616E-02	 7.903355E-03	 5.142290E-03	 2.431767E-02	 -1.239387E-02	 2.347712E-02	 -5.480709E-03	 2.532292E-02	 3.062011E-03	 2.498702E-02	 -7.086878E-03	 2.384024E-02	 -2.740355E-03	 1.266146E-02	 2.080279E-03	 4.871467E-03	 -5.306991E-03	 5.815782E-03	 -2.740355E-03	 1.266146E-02
1.674943E-04	 1.758029E-02	 7.909076E-03	 5.159256E-03	 2.427402E-02	 -1.242104E-02	 2.343481E-02	 -5.494119E-03	 2.528174E-02	 3.077077E-03	 2.494517E-02	 -7.106812E-03	 2.379847E-02	 -2.747060E-03	 1.264087E-02	 2.082179E-03	 4.872852E-03	 -5.314224E-03	 5.822041E-03	 -2.747060E-03	 1.264087E-02
1.690441E-04	 1.762447E-02	 7.914662E-03	 5.176374E-03	 2.422903E-02	 -1.244809E-02	 2.339118E-02	 -5.507440E-03	 2.523918E-02	 3.092280E-03	 2.490201E-02	 -7.126648E-03	 2.375541E-02	 -2.753720E-03	 1.261959E-02	 2.084095E-03	 4.874136E-03	 -5.321443E-03	 5.828269E-03	 -2.753720E-03	 1.261959E-02
1.706082E-04	 1.766868E-02	 7.920110E-03	 5.193642E-03	 2.418273E-02	 -1.247504E-02	 2.334625E-02	 -5.520672E-03	 2.519527E-02	 3.107616E-03	 2.485757E-02	 -7.146388E-03	 2.371110E-02	 -2.760336E-03	 1.259763E-02	 2.086026E-03	 4.875317E-03	 -5.328650E-03	 5.834464E-03	 -2.760336E-03	 1.259763E-02
1.721869E-04	 1.771294E-02	 7.925419E-03	 5.211059E-03	 2.413514E-02	 -1.250188E-02	 2.330005E-02	 -5.533818E-03	 2.515001E-02	 3.123085E-03	 2.481186E-02	 -7.166032E-03	 2.366553E-02	 -2.766909E-03	 1.257501E-02	 2.087974E-03	 4.876393E-03	 -5.335845E-03	 5.840626E-03	 -2.766909E-03	 1.257501E-02
1.737801E-04	 1.775723E-02	 7.930585E-03	 5.228624E-03	 2.408627E-02	 -1.252861E-02	 2.325260E-02	 -5.546880E-03	 2.510343E-02	 3.138684E-03	 2.476490E-02	 -7.185581E-03	 2.361874E-02	 -2.773440E-03	 1.255172E-02	 2.089940E-03	 4.877362E-03	 -5.343027E-03	 5.846754E-03	 -2.773440E-03	 1.255172E-02
1.753881E-04	 1.780157E-02	 7.935607E-03	 5.246337E-03	 2.403614E-02	 -1.255523E-02	 2.320391E-02	 -5.559857E-03	 2.505555E-02	 3.154412E-03	 2.471672E-02	 -7.205035E-03	 2.357074E-02	 -2.779929E-03	 1.252777E-02	 2.091925E-03	 4.878224E-03	 -5.350198E-03	 5.852848E-03	 -2.779929E-03	 1.252777E-02
1.770109E-04	 1.784595E-02	 7.940481E-03	 5.264196E-03	 2.398477E-02	 -1.258175E-02	 2.315399E-02	 -5.572754E-03	 2.500638E-02	 3.170266E-03	 2.466733E-02	 -7.224394E-03	 2.352155E-02	 -2.786377E-03	 1.250319E-02	 2.093930E-03	 4.878975E-03	 -5.357358E-03	 5.858906E-03	 -2.786377E-03	 1.250319E-02
1.786488E-04	 1.789037E-02	 7.945208E-03	 5.282200E-03	 2.393219E-02	 -1.260817E-02	 2.310288E-02	 -5.585570E-03	 2.495594E-02	 3.186245E-03	 2.461675E-02	 -7.243660E-03	 2.347120E-02	 -2.792785E-03	 1.247797E-02	 2.095955E-03	 4.879615E-03	 -5.364507E-03	 5.864929E-03	 -2.792785E-03	 1.247797E-02
1.803018E-04	 1.793483E-02	 7.949783E-03	 5.300349E-03	 2.387840E-02	 -1.263448E-02	 2.305058E-02	 -5.598307E-03	 2.490425E-02	 3.202347E-03	 2.456500E-02	 -7.262832E-03	 2.341969E-02	 -2.799154E-03	 1.245212E-02	 2.098002E-03	 4.880142E-03	 -5.371646E-03	 5.870914E-03	 -2.799154E-03	 1.245212E-02
1.819701E-04	 1.797933E-02	 7.954207E-03	 5.318642E-03	 2.382344E-02	 -1.266069E-02	 2.299711E-02	 -5.610967E-03	 2.485133E-02	 3.218570E-03	 2.451210E-02	 -7.281911E-03	 2.336705E-02	 -2.805484E-03	 1.242566E-02	 2.100072E-03	 4.880553E-03	 -5.378775E-03	 5.876863E-03	 -2.805484E-03	 1.242566E-02
1.836538E-04	 1.802387E-02	 7.958476E-03	 5.337077E-03	 2.376731E-02	 -1.268679E-02	 2.294250E-02	 -5.623552E-03	 2.479719E-02	 3.234912E-03	 2.445807E-02	 -7.300899E-03	 2.331330E-02	 -2.811776E-03	 1.239860E-02	 2.102165E-03	 4.880849E-03	 -5.385894E-03	 5.882772E-03	 -2.811776E-03	 1.239860E-02
1.853532E-04	 1.806845E-02	 7.962591E-03	 5.355655E-03	 2.371003E-02	 -1.271280E-02	 2.288676E-02	 -5.636062E-03	 2.474186E-02	 3.251371E-03	 2.440292E-02	 -7.319794E-03	 2.325845E-02	 -2.818031E-03	 1.237093E-02	 2.104284E-03	 4.881026E-03	 -5.393005E-03	 5.888643E-03	 -2.818031E-03	 1.237093E-02
1.870682E-04	 1.811308E-02	 7.966549E-03	 5.374373E-03	 2.365164E-02	 -1.273870E-02	 2.282991E-02	 -5.648501E-03	 2.468535E-02	 3.267945E-03	 2.434669E-02	 -7.338598E-03	 2.320253E-02	 -2.824250E-03	 1.234267E-02	 2.106428E-03	 4.881084E-03	 -5.400107E-03	 5.894474E-03	 -2.824250E-03	 1.234267E-02
1.887991E-04	 1.815774E-02	 7.970350E-03	 5.393231E-03	 2.359213E-02	 -1.276451E-02	 2.277196E-02	 -5.660868E-03	 2.462767E-02	 3.284633E-03	 2.428938E-02	 -7.357312E-03	 2.314555E-02	 -2.830434E-03	 1.231384E-02	 2.108598E-03	 4.881020E-03	 -5.407200E-03	 5.900264E-03	 -2.830434E-03	 1.231384E-02
1.905461E-04	 1.820245E-02	 7.973993E-03	 5.412228E-03	 2.353154E-02	 -1.279022E-02	 2.271294E-02	 -5.673165E-03	 2.456886E-02	 3.301432E-03	 2.423102E-02	 -7.375935E-03	 2.308753E-02	 -2.836583E-03	 1.228443E-02	 2.110796E-03	 4.880834E-03	 -5.414286E-03	 5.906012E-03	 -2.836583E-03	 1.228443E-02
