NNPDFpol 1.1, Q = 1.000 GeV
x	 x(u+-d+)	 error	 xu+	 error	 xd+	 error	 xs+	 error	 xu	 error	 xd	 error	 xs	 error	 xub	 error	 xdb	 error	 xsb	 error
4.405549E-04	 1.920689E-02	 8.679772E-03	 8.677970E-03	 6.275093E-03	 -1.052892E-02	 6.347800E-03	 -2.978423E-03	 6.328330E-03	 6.124624E-03	 7.745263E-03	 -5.168378E-03	 8.484570E-03	 -1.489212E-03	 3.164165E-03	 2.553346E-03	 4.177221E-03	 -5.360543E-03	 5.393733E-03	 -1.489212E-03	 3.164165E-03
4.446313E-04	 1.924641E-02	 8.692386E-03	 8.687861E-03	 6.274849E-03	 -1.055855E-02	 6.343961E-03	 -2.997728E-03	 6.333007E-03	 6.130158E-03	 7.741123E-03	 -5.193875E-03	 8.485049E-03	 -1.498864E-03	 3.166503E-03	 2.557702E-03	 4.170495E-03	 -5.364676E-03	 5.398604E-03	 -1.498864E-03	 3.166503E-03
4.487454E-04	 1.928605E-02	 8.705280E-03	 8.697774E-03	 6.274854E-03	 -1.058827E-02	 6.340372E-03	 -3.017120E-03	 6.337908E-03	 6.135692E-03	 7.737062E-03	 -5.219553E-03	 8.485677E-03	 -1.508560E-03	 3.168954E-03	 2.562082E-03	 4.163652E-03	 -5.368719E-03	 5.403372E-03	 -1.508560E-03	 3.168954E-03
4.528976E-04	 1.932580E-02	 8.718446E-03	 8.707716E-03	 6.275109E-03	 -1.061808E-02	 6.337041E-03	 -3.036599E-03	 6.343040E-03	 6.141231E-03	 7.733073E-03	 -5.245414E-03	 8.486455E-03	 -1.518300E-03	 3.171520E-03	 2.566485E-03	 4.156680E-03	 -5.372668E-03	 5.408024E-03	 -1.518300E-03	 3.171520E-03
4.570882E-04	 1.936567E-02	 8.731877E-03	 8.717689E-03	 6.275615E-03	 -1.064798E-02	 6.333970E-03	 -3.056164E-03	 6.348408E-03	 6.146781E-03	 7.729147E-03	 -5.271464E-03	 8.487380E-03	 -1.528082E-03	 3.174204E-03	 2.570908E-03	 4.149568E-03	 -5.376518E-03	 5.412544E-03	 -1.528082E-03	 3.174204E-03
4.613176E-04	 1.940567E-02	 8.745566E-03	 8.727701E-03	 6.276372E-03	 -1.067797E-02	 6.331166E-03	 -3.075814E-03	 6.354016E-03	 6.152350E-03	 7.725276E-03	 -5.297708E-03	 8.488451E-03	 -1.537907E-03	 3.177008E-03	 2.575351E-03	 4.142305E-03	 -5.380266E-03	 5.416920E-03	 -1.537907E-03	 3.177008E-03
4.655861E-04	 1.944581E-02	 8.759503E-03	 8.737754E-03	 6.277380E-03	 -1.070806E-02	 6.328629E-03	 -3.095547E-03	 6.359868E-03	 6.157943E-03	 7.721451E-03	 -5.324149E-03	 8.489664E-03	 -1.547774E-03	 3.179934E-03	 2.579811E-03	 4.134881E-03	 -5.383907E-03	 5.421137E-03	 -1.547774E-03	 3.179934E-03
4.698941E-04	 1.948609E-02	 8.773679E-03	 8.747855E-03	 6.278636E-03	 -1.073823E-02	 6.326362E-03	 -3.115363E-03	 6.365969E-03	 6.163567E-03	 7.717662E-03	 -5.350794E-03	 8.491016E-03	 -1.557682E-03	 3.182984E-03	 2.584288E-03	 4.127283E-03	 -5.387438E-03	 5.425181E-03	 -1.557682E-03	 3.182984E-03
4.742420E-04	 1.952651E-02	 8.788085E-03	 8.758007E-03	 6.280138E-03	 -1.076850E-02	 6.324367E-03	 -3.135260E-03	 6.372320E-03	 6.169228E-03	 7.713898E-03	 -5.377645E-03	 8.492504E-03	 -1.567630E-03	 3.186160E-03	 2.588779E-03	 4.119501E-03	 -5.390855E-03	 5.429038E-03	 -1.567630E-03	 3.186160E-03
4.786301E-04	 1.956708E-02	 8.802709E-03	 8.768217E-03	 6.281882E-03	 -1.079886E-02	 6.322643E-03	 -3.155238E-03	 6.378924E-03	 6.174933E-03	 7.710149E-03	 -5.404709E-03	 8.494121E-03	 -1.577619E-03	 3.189462E-03	 2.593284E-03	 4.111523E-03	 -5.394153E-03	 5.432694E-03	 -1.577619E-03	 3.189462E-03
4.830588E-04	 1.960777E-02	 8.817569E-03	 8.778460E-03	 6.283849E-03	 -1.082931E-02	 6.321157E-03	 -3.175300E-03	 6.385745E-03	 6.180636E-03	 7.706408E-03	 -5.431971E-03	 8.495857E-03	 -1.587650E-03	 3.192872E-03	 2.597823E-03	 4.103384E-03	 -5.397344E-03	 5.436190E-03	 -1.587650E-03	 3.192872E-03
4.875285E-04	 1.964857E-02	 8.832684E-03	 8.788711E-03	 6.286020E-03	 -1.085986E-02	 6.319881E-03	 -3.195451E-03	 6.392750E-03	 6.186295E-03	 7.702683E-03	 -5.459416E-03	 8.497703E-03	 -1.597725E-03	 3.196375E-03	 2.602417E-03	 4.095129E-03	 -5.400440E-03	 5.439570E-03	 -1.597725E-03	 3.196375E-03
4.920395E-04	 1.968946E-02	 8.848044E-03	 8.798975E-03	 6.288397E-03	 -1.089049E-02	 6.318816E-03	 -3.215690E-03	 6.399945E-03	 6.191918E-03	 7.698984E-03	 -5.487044E-03	 8.499660E-03	 -1.607845E-03	 3.199973E-03	 2.607058E-03	 4.086759E-03	 -5.403441E-03	 5.442834E-03	 -1.607845E-03	 3.199973E-03
4.965923E-04	 1.973046E-02	 8.863642E-03	 8.809255E-03	 6.290981E-03	 -1.092120E-02	 6.317968E-03	 -3.236017E-03	 6.407335E-03	 6.197514E-03	 7.695318E-03	 -5.514856E-03	 8.501727E-03	 -1.618009E-03	 3.203667E-03	 2.611742E-03	 4.078276E-03	 -5.406348E-03	 5.445977E-03	 -1.618009E-03	 3.203667E-03
5.011872E-04	 1.977157E-02	 8.879467E-03	 8.819555E-03	 6.293771E-03	 -1.095201E-02	 6.317338E-03	 -3.256432E-03	 6.414923E-03	 6.203092E-03	 7.691694E-03	 -5.542851E-03	 8.503904E-03	 -1.628216E-03	 3.207462E-03	 2.616463E-03	 4.069683E-03	 -5.409160E-03	 5.448996E-03	 -1.628216E-03	 3.207462E-03
5.058247E-04	 1.981279E-02	 8.895512E-03	 8.829878E-03	 6.296767E-03	 -1.098291E-02	 6.316930E-03	 -3.276934E-03	 6.422715E-03	 6.208663E-03	 7.688120E-03	 -5.571032E-03	 8.506189E-03	 -1.638467E-03	 3.211357E-03	 2.621215E-03	 4.060982E-03	 -5.411876E-03	 5.451888E-03	 -1.638467E-03	 3.211357E-03
5.105050E-04	 1.985412E-02	 8.911765E-03	 8.840228E-03	 6.299968E-03	 -1.101389E-02	 6.316743E-03	 -3.297523E-03	 6.430712E-03	 6.214235E-03	 7.684601E-03	 -5.599398E-03	 8.508582E-03	 -1.648761E-03	 3.215356E-03	 2.625993E-03	 4.052175E-03	 -5.414497E-03	 5.454649E-03	 -1.648761E-03	 3.215356E-03
5.152286E-04	 1.989558E-02	 8.928218E-03	 8.850608E-03	 6.303372E-03	 -1.104497E-02	 6.316780E-03	 -3.318197E-03	 6.438919E-03	 6.219817E-03	 7.681146E-03	 -5.627950E-03	 8.511079E-03	 -1.659099E-03	 3.219460E-03	 2.630791E-03	 4.043263E-03	 -5.417022E-03	 5.457274E-03	 -1.659099E-03	 3.219460E-03
5.199960E-04	 1.993716E-02	 8.944859E-03	 8.861022E-03	 6.306977E-03	 -1.107614E-02	 6.317041E-03	 -3.338958E-03	 6.447338E-03	 6.225419E-03	 7.677759E-03	 -5.656689E-03	 8.513679E-03	 -1.669479E-03	 3.223669E-03	 2.635603E-03	 4.034248E-03	 -5.419451E-03	 5.459760E-03	 -1.669479E-03	 3.223669E-03
5.248075E-04	 1.997887E-02	 8.961679E-03	 8.871474E-03	 6.310780E-03	 -1.110740E-02	 6.317525E-03	 -3.359804E-03	 6.455971E-03	 6.231050E-03	 7.674446E-03	 -5.685614E-03	 8.516379E-03	 -1.679902E-03	 3.227985E-03	 2.640424E-03	 4.025132E-03	 -5.421783E-03	 5.462101E-03	 -1.679902E-03	 3.227985E-03
5.296634E-04	 2.002071E-02	 8.978667E-03	 8.881968E-03	 6.314778E-03	 -1.113875E-02	 6.318233E-03	 -3.380736E-03	 6.464820E-03	 6.236719E-03	 7.671212E-03	 -5.714727E-03	 8.519174E-03	 -1.690368E-03	 3.232410E-03	 2.645248E-03	 4.015915E-03	 -5.424019E-03	 5.464294E-03	 -1.690368E-03	 3.232410E-03
5.345644E-04	 2.006269E-02	 8.995812E-03	 8.892506E-03	 6.318968E-03	 -1.117019E-02	 6.319162E-03	 -3.401752E-03	 6.473886E-03	 6.242436E-03	 7.668060E-03	 -5.744028E-03	 8.522062E-03	 -1.700876E-03	 3.236943E-03	 2.650070E-03	 4.006597E-03	 -5.426159E-03	 5.466332E-03	 -1.700876E-03	 3.236943E-03
5.395106E-04	 2.010481E-02	 9.013103E-03	 8.903093E-03	 6.323344E-03	 -1.120172E-02	 6.320312E-03	 -3.422852E-03	 6.483170E-03	 6.248210E-03	 7.664994E-03	 -5.773518E-03	 8.525037E-03	 -1.711426E-03	 3.241585E-03	 2.654883E-03	 3.997181E-03	 -5.428201E-03	 5.468211E-03	 -1.711426E-03	 3.241585E-03
5.445027E-04	 2.014708E-02	 9.030528E-03	 8.913732E-03	 6.327903E-03	 -1.123334E-02	 6.321679E-03	 -3.444036E-03	 6.492672E-03	 6.254049E-03	 7.662018E-03	 -5.803197E-03	 8.528096E-03	 -1.722018E-03	 3.246336E-03	 2.659683E-03	 3.987665E-03	 -5.430146E-03	 5.469925E-03	 -1.722018E-03	 3.246336E-03
5.495409E-04	 2.018949E-02	 9.048075E-03	 8.924427E-03	 6.332638E-03	 -1.126506E-02	 6.323260E-03	 -3.465303E-03	 6.502394E-03	 6.259964E-03	 7.659133E-03	 -5.833066E-03	 8.531232E-03	 -1.732652E-03	 3.251197E-03	 2.664463E-03	 3.978050E-03	 -5.431994E-03	 5.471468E-03	 -1.732652E-03	 3.251197E-03
5.546257E-04	 2.023205E-02	 9.065733E-03	 8.935182E-03	 6.337545E-03	 -1.129687E-02	 6.325054E-03	 -3.486653E-03	 6.512334E-03	 6.265963E-03	 7.656340E-03	 -5.863125E-03	 8.534441E-03	 -1.743327E-03	 3.256167E-03	 2.669218E-03	 3.968335E-03	 -5.433744E-03	 5.472835E-03	 -1.743327E-03	 3.256167E-03
5.597576E-04	 2.027477E-02	 9.083490E-03	 8.945999E-03	 6.342617E-03	 -1.132877E-02	 6.327054E-03	 -3.508086E-03	 6.522492E-03	 6.272056E-03	 7.653643E-03	 -5.893375E-03	 8.537716E-03	 -1.754043E-03	 3.261246E-03	 2.673943E-03	 3.958521E-03	 -5.435396E-03	 5.474019E-03	 -1.754043E-03	 3.261246E-03
5.649370E-04	 2.031765E-02	 9.101333E-03	 8.956883E-03	 6.347846E-03	 -1.136077E-02	 6.329258E-03	 -3.529601E-03	 6.532868E-03	 6.278253E-03	 7.651040E-03	 -5.923817E-03	 8.541052E-03	 -1.764801E-03	 3.266434E-03	 2.678631E-03	 3.948606E-03	 -5.436950E-03	 5.475014E-03	 -1.764801E-03	 3.266434E-03
5.701643E-04	 2.036069E-02	 9.119249E-03	 8.967838E-03	 6.353228E-03	 -1.139286E-02	 6.331660E-03	 -3.551198E-03	 6.543460E-03	 6.284561E-03	 7.648533E-03	 -5.954450E-03	 8.544441E-03	 -1.775599E-03	 3.271730E-03	 2.683277E-03	 3.938590E-03	 -5.438406E-03	 5.475813E-03	 -1.775599E-03	 3.271730E-03
5.754399E-04	 2.040391E-02	 9.137227E-03	 8.978866E-03	 6.358753E-03	 -1.142504E-02	 6.334256E-03	 -3.572876E-03	 6.554266E-03	 6.290991E-03	 7.646120E-03	 -5.985276E-03	 8.547878E-03	 -1.786438E-03	 3.277133E-03	 2.687875E-03	 3.928471E-03	 -5.439763E-03	 5.476411E-03	 -1.786438E-03	 3.277133E-03
5.807644E-04	 2.044727E-02	 9.155303E-03	 8.989953E-03	 6.364418E-03	 -1.145731E-02	 6.337034E-03	 -3.594635E-03	 6.565266E-03	 6.297494E-03	 7.643744E-03	 -6.016315E-03	 8.551376E-03	 -1.797317E-03	 3.282633E-03	 2.692459E-03	 3.918236E-03	 -5.441000E-03	 5.476827E-03	 -1.797317E-03	 3.282633E-03
5.861382E-04	 2.049076E-02	 9.173515E-03	 9.001084E-03	 6.370223E-03	 -1.148968E-02	 6.339987E-03	 -3.616473E-03	 6.576441E-03	 6.304022E-03	 7.641356E-03	 -6.047580E-03	 8.554952E-03	 -1.808237E-03	 3.288221E-03	 2.697062E-03	 3.907879E-03	 -5.442101E-03	 5.477088E-03	 -1.808237E-03	 3.288221E-03
5.915616E-04	 2.053440E-02	 9.191853E-03	 9.012259E-03	 6.376162E-03	 -1.152214E-02	 6.343112E-03	 -3.638393E-03	 6.587792E-03	 6.310581E-03	 7.638974E-03	 -6.079065E-03	 8.558601E-03	 -1.819196E-03	 3.293896E-03	 2.701678E-03	 3.897416E-03	 -5.443072E-03	 5.477195E-03	 -1.819196E-03	 3.293896E-03
5.970353E-04	 2.057816E-02	 9.210303E-03	 9.023480E-03	 6.382231E-03	 -1.155468E-02	 6.346404E-03	 -3.660393E-03	 6.599319E-03	 6.317180E-03	 7.636614E-03	 -6.110765E-03	 8.562320E-03	 -1.830197E-03	 3.299659E-03	 2.706300E-03	 3.886863E-03	 -5.443920E-03	 5.477151E-03	 -1.830197E-03	 3.299659E-03
6.025596E-04	 2.062207E-02	 9.228854E-03	 9.034750E-03	 6.388425E-03	 -1.158732E-02	 6.349861E-03	 -3.682476E-03	 6.611020E-03	 6.323827E-03	 7.634291E-03	 -6.142671E-03	 8.566102E-03	 -1.841238E-03	 3.305510E-03	 2.710923E-03	 3.876233E-03	 -5.444653E-03	 5.476955E-03	 -1.841238E-03	 3.305510E-03
6.081350E-04	 2.066612E-02	 9.247494E-03	 9.046071E-03	 6.394738E-03	 -1.162005E-02	 6.353478E-03	 -3.704642E-03	 6.622895E-03	 6.330530E-03	 7.632022E-03	 -6.174778E-03	 8.569943E-03	 -1.852321E-03	 3.311448E-03	 2.715540E-03	 3.865541E-03	 -5.445277E-03	 5.476608E-03	 -1.852321E-03	 3.311448E-03
6.137620E-04	 2.071032E-02	 9.266211E-03	 9.057443E-03	 6.401166E-03	 -1.165288E-02	 6.357250E-03	 -3.726890E-03	 6.634945E-03	 6.337297E-03	 7.629820E-03	 -6.207079E-03	 8.573837E-03	 -1.863445E-03	 3.317472E-03	 2.720146E-03	 3.854800E-03	 -5.445798E-03	 5.476111E-03	 -1.863445E-03	 3.317472E-03
6.194411E-04	 2.075466E-02	 9.284991E-03	 9.068870E-03	 6.407703E-03	 -1.168579E-02	 6.361175E-03	 -3.749223E-03	 6.647167E-03	 6.344135E-03	 7.627699E-03	 -6.239567E-03	 8.577779E-03	 -1.874611E-03	 3.323584E-03	 2.724734E-03	 3.844023E-03	 -5.446225E-03	 5.475464E-03	 -1.874611E-03	 3.323584E-03
6.251727E-04	 2.079915E-02	 9.303823E-03	 9.080352E-03	 6.414342E-03	 -1.171880E-02	 6.365246E-03	 -3.771640E-03	 6.659563E-03	 6.351053E-03	 7.625674E-03	 -6.272235E-03	 8.581761E-03	 -1.885820E-03	 3.329781E-03	 2.729298E-03	 3.833221E-03	 -5.446564E-03	 5.474665E-03	 -1.885820E-03	 3.329781E-03
6.309573E-04	 2.084379E-02	 9.322694E-03	 9.091892E-03	 6.421080E-03	 -1.175190E-02	 6.369459E-03	 -3.794142E-03	 6.672130E-03	 6.358059E-03	 7.623757E-03	 -6.305077E-03	 8.585777E-03	 -1.897071E-03	 3.336065E-03	 2.733833E-03	 3.822406E-03	 -5.446822E-03	 5.473713E-03	 -1.897071E-03	 3.336065E-03
6.367955E-04	 2.088858E-02	 9.341591E-03	 9.103492E-03	 6.427908E-03	 -1.178509E-02	 6.373810E-03	 -3.816730E-03	 6.684867E-03	 6.365161E-03	 7.621959E-03	 -6.338087E-03	 8.589821E-03	 -1.908365E-03	 3.342434E-03	 2.738331E-03	 3.811587E-03	 -5.447006E-03	 5.472606E-03	 -1.908365E-03	 3.342434E-03
6.426877E-04	 2.093353E-02	 9.360502E-03	 9.115153E-03	 6.434822E-03	 -1.181838E-02	 6.378292E-03	 -3.839404E-03	 6.697775E-03	 6.372366E-03	 7.620294E-03	 -6.371258E-03	 8.593886E-03	 -1.919702E-03	 3.348887E-03	 2.742787E-03	 3.800776E-03	 -5.447122E-03	 5.471342E-03	 -1.919702E-03	 3.348887E-03
6.486344E-04	 2.097864E-02	 9.379414E-03	 9.126878E-03	 6.441814E-03	 -1.185176E-02	 6.382901E-03	 -3.862165E-03	 6.710850E-03	 6.379682E-03	 7.618771E-03	 -6.404582E-03	 8.597964E-03	 -1.931083E-03	 3.355425E-03	 2.747195E-03	 3.789980E-03	 -5.447178E-03	 5.469918E-03	 -1.931083E-03	 3.355425E-03
6.546362E-04	 2.102390E-02	 9.398313E-03	 9.138667E-03	 6.448879E-03	 -1.188523E-02	 6.387631E-03	 -3.885014E-03	 6.724093E-03	 6.387118E-03	 7.617400E-03	 -6.438055E-03	 8.602047E-03	 -1.942507E-03	 3.362047E-03	 2.751549E-03	 3.779209E-03	 -5.447180E-03	 5.468331E-03	 -1.942507E-03	 3.362047E-03
6.606934E-04	 2.106933E-02	 9.417187E-03	 9.150524E-03	 6.456010E-03	 -1.191880E-02	 6.392477E-03	 -3.907951E-03	 6.737502E-03	 6.394681E-03	 7.616192E-03	 -6.471667E-03	 8.606127E-03	 -1.953976E-03	 3.368751E-03	 2.755843E-03	 3.768468E-03	 -5.447136E-03	 5.466576E-03	 -1.953976E-03	 3.368751E-03
6.668068E-04	 2.111492E-02	 9.436022E-03	 9.162450E-03	 6.463200E-03	 -1.195247E-02	 6.397432E-03	 -3.930977E-03	 6.751074E-03	 6.402380E-03	 7.615155E-03	 -6.505415E-03	 8.610196E-03	 -1.965489E-03	 3.375537E-03	 2.760070E-03	 3.757766E-03	 -5.447053E-03	 5.464649E-03	 -1.965489E-03	 3.375537E-03
6.729767E-04	 2.116067E-02	 9.454806E-03	 9.174446E-03	 6.470442E-03	 -1.198623E-02	 6.402490E-03	 -3.954093E-03	 6.764810E-03	 6.410222E-03	 7.614298E-03	 -6.539289E-03	 8.614246E-03	 -1.977046E-03	 3.382405E-03	 2.764224E-03	 3.747109E-03	 -5.446937E-03	 5.462545E-03	 -1.977046E-03	 3.382405E-03
6.792036E-04	 2.120659E-02	 9.473525E-03	 9.186515E-03	 6.477729E-03	 -1.202008E-02	 6.407646E-03	 -3.977298E-03	 6.778706E-03	 6.418215E-03	 7.613629E-03	 -6.573285E-03	 8.618268E-03	 -1.988649E-03	 3.389353E-03	 2.768300E-03	 3.736502E-03	 -5.446795E-03	 5.460260E-03	 -1.988649E-03	 3.389353E-03
6.854882E-04	 2.125269E-02	 9.492166E-03	 9.198658E-03	 6.485055E-03	 -1.205403E-02	 6.412893E-03	 -4.000594E-03	 6.792762E-03	 6.426367E-03	 7.613154E-03	 -6.607395E-03	 8.622254E-03	 -2.000297E-03	 3.396381E-03	 2.772291E-03	 3.725949E-03	 -5.446634E-03	 5.457788E-03	 -2.000297E-03	 3.396381E-03
6.918310E-04	 2.129895E-02	 9.510715E-03	 9.210878E-03	 6.492412E-03	 -1.208807E-02	 6.418224E-03	 -4.023982E-03	 6.806976E-03	 6.434687E-03	 7.612881E-03	 -6.641613E-03	 8.626193E-03	 -2.011991E-03	 3.403488E-03	 2.776191E-03	 3.715457E-03	 -5.446462E-03	 5.455122E-03	 -2.011991E-03	 3.403488E-03
6.982324E-04	 2.134538E-02	 9.529225E-03	 9.223169E-03	 6.499806E-03	 -1.212221E-02	 6.423644E-03	 -4.047454E-03	 6.821336E-03	 6.443150E-03	 7.612747E-03	 -6.675997E-03	 8.630127E-03	 -2.023727E-03	 3.410668E-03	 2.780019E-03	 3.704987E-03	 -5.446218E-03	 5.452293E-03	 -2.023727E-03	 3.410668E-03
7.046931E-04	 2.139197E-02	 9.547749E-03	 9.235525E-03	 6.507245E-03	 -1.215645E-02	 6.429159E-03	 -4.071005E-03	 6.835832E-03	 6.451727E-03	 7.612690E-03	 -6.710600E-03	 8.634099E-03	 -2.035503E-03	 3.417916E-03	 2.783798E-03	 3.694513E-03	 -5.445849E-03	 5.449332E-03	 -2.035503E-03	 3.417916E-03
7.112135E-04	 2.143872E-02	 9.566274E-03	 9.247946E-03	 6.514723E-03	 -1.219078E-02	 6.434761E-03	 -4.094636E-03	 6.850464E-03	 6.460420E-03	 7.612722E-03	 -6.745410E-03	 8.638101E-03	 -2.047318E-03	 3.425232E-03	 2.787526E-03	 3.684052E-03	 -5.445366E-03	 5.446240E-03	 -2.047318E-03	 3.425232E-03
7.177943E-04	 2.148563E-02	 9.584785E-03	 9.260432E-03	 6.522233E-03	 -1.222520E-02	 6.440447E-03	 -4.118349E-03	 6.865229E-03	 6.469231E-03	 7.612854E-03	 -6.780413E-03	 8.642127E-03	 -2.059175E-03	 3.432614E-03	 2.791201E-03	 3.673622E-03	 -5.444783E-03	 5.443015E-03	 -2.059175E-03	 3.432614E-03
7.244360E-04	 2.153270E-02	 9.603270E-03	 9.272984E-03	 6.529771E-03	 -1.225971E-02	 6.446208E-03	 -4.142146E-03	 6.880126E-03	 6.478160E-03	 7.613095E-03	 -6.815597E-03	 8.646169E-03	 -2.071073E-03	 3.440063E-03	 2.794824E-03	 3.663240E-03	 -5.444115E-03	 5.439658E-03	 -2.071073E-03	 3.440063E-03
7.311391E-04	 2.157992E-02	 9.621714E-03	 9.285601E-03	 6.537330E-03	 -1.229432E-02	 6.452041E-03	 -4.166028E-03	 6.895154E-03	 6.487209E-03	 7.613456E-03	 -6.850948E-03	 8.650220E-03	 -2.083014E-03	 3.447577E-03	 2.798392E-03	 3.652921E-03	 -5.443373E-03	 5.436166E-03	 -2.083014E-03	 3.447577E-03
7.379042E-04	 2.162731E-02	 9.640104E-03	 9.298284E-03	 6.544904E-03	 -1.232902E-02	 6.457939E-03	 -4.189996E-03	 6.910312E-03	 6.496379E-03	 7.613944E-03	 -6.886453E-03	 8.654272E-03	 -2.094998E-03	 3.455156E-03	 2.801904E-03	 3.642681E-03	 -5.442571E-03	 5.432537E-03	 -2.094998E-03	 3.455156E-03
7.447320E-04	 2.167485E-02	 9.658426E-03	 9.311032E-03	 6.552488E-03	 -1.236382E-02	 6.463895E-03	 -4.214053E-03	 6.925599E-03	 6.505672E-03	 7.614569E-03	 -6.922098E-03	 8.658318E-03	 -2.107026E-03	 3.462800E-03	 2.805360E-03	 3.632534E-03	 -5.441722E-03	 5.428770E-03	 -2.107026E-03	 3.462800E-03
7.516229E-04	 2.172256E-02	 9.676666E-03	 9.323847E-03	 6.560074E-03	 -1.239871E-02	 6.469905E-03	 -4.238200E-03	 6.941014E-03	 6.515089E-03	 7.615340E-03	 -6.957872E-03	 8.662351E-03	 -2.119100E-03	 3.470507E-03	 2.808758E-03	 3.622495E-03	 -5.440840E-03	 5.424863E-03	 -2.119100E-03	 3.470507E-03
7.585776E-04	 2.177043E-02	 9.694810E-03	 9.336728E-03	 6.567658E-03	 -1.243370E-02	 6.475963E-03	 -4.262438E-03	 6.956554E-03	 6.524631E-03	 7.616263E-03	 -6.993760E-03	 8.666362E-03	 -2.131219E-03	 3.478277E-03	 2.812097E-03	 3.612575E-03	 -5.439938E-03	 5.420810E-03	 -2.131219E-03	 3.478277E-03
7.655966E-04	 2.181845E-02	 9.712844E-03	 9.349675E-03	 6.575233E-03	 -1.246878E-02	 6.482062E-03	 -4.286770E-03	 6.972221E-03	 6.534299E-03	 7.617345E-03	 -7.029750E-03	 8.670342E-03	 -2.143385E-03	 3.486110E-03	 2.815376E-03	 3.602787E-03	 -5.439028E-03	 5.416610E-03	 -2.143385E-03	 3.486110E-03
7.726806E-04	 2.186664E-02	 9.730754E-03	 9.362688E-03	 6.582794E-03	 -1.250395E-02	 6.488197E-03	 -4.311196E-03	 6.988012E-03	 6.544095E-03	 7.618594E-03	 -7.065827E-03	 8.674284E-03	 -2.155598E-03	 3.494006E-03	 2.818593E-03	 3.593141E-03	 -5.438125E-03	 5.412258E-03	 -2.155598E-03	 3.494006E-03
7.798301E-04	 2.191499E-02	 9.748526E-03	 9.375768E-03	 6.590335E-03	 -1.253922E-02	 6.494362E-03	 -4.335719E-03	 7.003926E-03	 6.554020E-03	 7.620014E-03	 -7.101981E-03	 8.678178E-03	 -2.167859E-03	 3.501963E-03	 2.821748E-03	 3.583648E-03	 -5.437242E-03	 5.407750E-03	 -2.167859E-03	 3.501963E-03
7.870458E-04	 2.196350E-02	 9.766145E-03	 9.388915E-03	 6.597848E-03	 -1.257459E-02	 6.500551E-03	 -4.360340E-03	 7.019963E-03	 6.564076E-03	 7.621612E-03	 -7.138196E-03	 8.682015E-03	 -2.180170E-03	 3.509981E-03	 2.824840E-03	 3.574317E-03	 -5.436392E-03	 5.403079E-03	 -2.180170E-03	 3.509981E-03
7.943282E-04	 2.201218E-02	 9.783598E-03	 9.402129E-03	 6.605330E-03	 -1.261005E-02	 6.506758E-03	 -4.385060E-03	 7.036121E-03	 6.574263E-03	 7.623392E-03	 -7.174460E-03	 8.685787E-03	 -2.192530E-03	 3.518061E-03	 2.827866E-03	 3.565157E-03	 -5.435587E-03	 5.398242E-03	 -2.192530E-03	 3.518061E-03
8.016781E-04	 2.206101E-02	 9.800870E-03	 9.415409E-03	 6.612773E-03	 -1.264560E-02	 6.512978E-03	 -4.409882E-03	 7.052401E-03	 6.584583E-03	 7.625359E-03	 -7.210759E-03	 8.689484E-03	 -2.204941E-03	 3.526200E-03	 2.830827E-03	 3.556174E-03	 -5.434842E-03	 5.393231E-03	 -2.204941E-03	 3.526200E-03
8.090959E-04	 2.211001E-02	 9.817946E-03	 9.428757E-03	 6.620172E-03	 -1.268125E-02	 6.519204E-03	 -4.434806E-03	 7.068800E-03	 6.595037E-03	 7.627516E-03	 -7.247082E-03	 8.693096E-03	 -2.217403E-03	 3.534400E-03	 2.833720E-03	 3.547375E-03	 -5.434170E-03	 5.388041E-03	 -2.217403E-03	 3.534400E-03
8.165824E-04	 2.215917E-02	 9.834812E-03	 9.442172E-03	 6.627521E-03	 -1.271700E-02	 6.525430E-03	 -4.459836E-03	 7.085318E-03	 6.605628E-03	 7.629867E-03	 -7.283413E-03	 8.696613E-03	 -2.229918E-03	 3.542659E-03	 2.836545E-03	 3.538766E-03	 -5.433583E-03	 5.382663E-03	 -2.229918E-03	 3.542659E-03
8.241381E-04	 2.220849E-02	 9.851454E-03	 9.455655E-03	 6.634813E-03	 -1.275284E-02	 6.531651E-03	 -4.484971E-03	 7.101954E-03	 6.616355E-03	 7.632414E-03	 -7.319742E-03	 8.700026E-03	 -2.242485E-03	 3.550977E-03	 2.839300E-03	 3.530353E-03	 -5.433096E-03	 5.377093E-03	 -2.242485E-03	 3.550977E-03
8.317638E-04	 2.225798E-02	 9.867857E-03	 9.469205E-03	 6.642042E-03	 -1.278877E-02	 6.537861E-03	 -4.510214E-03	 7.118708E-03	 6.627220E-03	 7.635160E-03	 -7.356053E-03	 8.703324E-03	 -2.255107E-03	 3.559354E-03	 2.841985E-03	 3.522139E-03	 -5.432721E-03	 5.371320E-03	 -2.255107E-03	 3.559354E-03
8.394600E-04	 2.230763E-02	 9.884084E-03	 9.482824E-03	 6.649223E-03	 -1.282480E-02	 6.544072E-03	 -4.535553E-03	 7.135574E-03	 6.638251E-03	 7.638088E-03	 -7.392406E-03	 8.706558E-03	 -2.267777E-03	 3.567787E-03	 2.844573E-03	 3.514094E-03	 -5.432399E-03	 5.365369E-03	 -2.267777E-03	 3.567787E-03
