NNPDFpol 1.1, Q = 1.000 GeV
x	 x(u+-d+)	 error	 xu+	 error	 xd+	 error	 xs+	 error	 xu	 error	 xd	 error	 xs	 error	 xub	 error	 xdb	 error	 xsb	 error
2.785571E-02	 9.538383E-02	 1.072640E-02	 4.670255E-02	 5.699916E-03	 -4.868128E-02	 8.310074E-03	 -2.768165E-02	 1.895320E-02	 4.328349E-02	 1.445017E-02	 -3.642206E-02	 1.665408E-02	 -1.384083E-02	 9.476599E-03	 3.419054E-03	 1.408082E-02	 -1.225923E-02	 1.497610E-02	 -1.384083E-02	 9.476599E-03
2.983968E-02	 1.005681E-01	 1.083577E-02	 5.000274E-02	 5.776646E-03	 -5.056535E-02	 8.320950E-03	 -2.835631E-02	 1.941424E-02	 4.669737E-02	 1.479740E-02	 -3.800610E-02	 1.712298E-02	 -1.417816E-02	 9.707118E-03	 3.305366E-03	 1.454000E-02	 -1.255925E-02	 1.548979E-02	 -1.417816E-02	 9.707118E-03
3.182365E-02	 1.057731E-01	 1.091590E-02	 5.335168E-02	 5.857171E-03	 -5.242144E-02	 8.318682E-03	 -2.897319E-02	 1.986436E-02	 5.014850E-02	 1.515110E-02	 -3.956174E-02	 1.757676E-02	 -1.448659E-02	 9.932181E-03	 3.203182E-03	 1.499342E-02	 -1.285970E-02	 1.598952E-02	 -1.448659E-02	 9.932181E-03
3.380762E-02	 1.110371E-01	 1.096413E-02	 5.677659E-02	 5.938846E-03	 -5.426050E-02	 8.301042E-03	 -2.953087E-02	 2.029861E-02	 5.364831E-02	 1.549755E-02	 -4.108516E-02	 1.798919E-02	 -1.476543E-02	 1.014930E-02	 3.128278E-03	 1.542622E-02	 -1.317534E-02	 1.645412E-02	 -1.476543E-02	 1.014930E-02
3.579158E-02	 1.163023E-01	 1.099446E-02	 6.022936E-02	 6.025579E-03	 -5.607289E-02	 8.275941E-03	 -3.004229E-02	 2.072374E-02	 5.715468E-02	 1.583801E-02	 -4.257098E-02	 1.836913E-02	 -1.502114E-02	 1.036187E-02	 3.074681E-03	 1.584116E-02	 -1.350191E-02	 1.688929E-02	 -1.502114E-02	 1.036187E-02
3.777555E-02	 1.215841E-01	 1.100951E-02	 6.372024E-02	 6.116797E-03	 -5.786385E-02	 8.244363E-03	 -3.050782E-02	 2.113717E-02	 6.068313E-02	 1.616453E-02	 -4.403046E-02	 1.871987E-02	 -1.525391E-02	 1.056858E-02	 3.037103E-03	 1.623334E-02	 -1.383339E-02	 1.729518E-02	 -1.525391E-02	 1.056858E-02
3.975952E-02	 1.269145E-01	 1.100799E-02	 6.727266E-02	 6.210191E-03	 -5.964180E-02	 8.204969E-03	 -3.092497E-02	 2.153402E-02	 6.425900E-02	 1.646855E-02	 -4.547502E-02	 1.903950E-02	 -1.546248E-02	 1.076701E-02	 3.013661E-03	 1.659656E-02	 -1.416678E-02	 1.766847E-02	 -1.546248E-02	 1.076701E-02
4.174349E-02	 1.322669E-01	 1.099704E-02	 7.086386E-02	 6.307568E-03	 -6.140303E-02	 8.161606E-03	 -3.130102E-02	 2.191770E-02	 6.786221E-02	 1.675620E-02	 -4.690237E-02	 1.933700E-02	 -1.565051E-02	 1.095885E-02	 3.001657E-03	 1.693735E-02	 -1.450066E-02	 1.801731E-02	 -1.565051E-02	 1.095885E-02
4.372745E-02	 1.376144E-01	 1.098493E-02	 7.447104E-02	 6.411089E-03	 -6.314337E-02	 8.118904E-03	 -3.164267E-02	 2.229160E-02	 7.147140E-02	 1.703352E-02	 -4.830868E-02	 1.961824E-02	 -1.582133E-02	 1.114580E-02	 2.999646E-03	 1.726148E-02	 -1.483470E-02	 1.834655E-02	 -1.582133E-02	 1.114580E-02
4.571142E-02	 1.429821E-01	 1.097155E-02	 7.811299E-02	 6.518659E-03	 -6.486911E-02	 8.076530E-03	 -3.194730E-02	 2.265148E-02	 7.510511E-02	 1.729378E-02	 -4.970090E-02	 1.987688E-02	 -1.597365E-02	 1.132574E-02	 3.007880E-03	 1.756313E-02	 -1.516821E-02	 1.864872E-02	 -1.597365E-02	 1.132574E-02
4.769539E-02	 1.483884E-01	 1.095691E-02	 8.180329E-02	 6.628353E-03	 -6.658507E-02	 8.034302E-03	 -3.221334E-02	 2.299399E-02	 7.877687E-02	 1.753198E-02	 -5.108442E-02	 2.010814E-02	 -1.610667E-02	 1.149700E-02	 3.026422E-03	 1.783804E-02	 -1.550065E-02	 1.891832E-02	 -1.610667E-02	 1.149700E-02
4.967936E-02	 1.538138E-01	 1.094614E-02	 8.552528E-02	 6.741718E-03	 -6.828853E-02	 7.994897E-03	 -3.244625E-02	 2.332218E-02	 8.247145E-02	 1.775373E-02	 -5.245667E-02	 2.031954E-02	 -1.622312E-02	 1.166109E-02	 3.053834E-03	 1.809187E-02	 -1.583187E-02	 1.916273E-02	 -1.622312E-02	 1.166109E-02
5.166333E-02	 1.592292E-01	 1.094637E-02	 8.925462E-02	 6.861326E-03	 -6.997458E-02	 7.962295E-03	 -3.265290E-02	 2.364070E-02	 8.616637E-02	 1.796750E-02	 -5.381304E-02	 2.052087E-02	 -1.632645E-02	 1.182035E-02	 3.088250E-03	 1.833266E-02	 -1.616155E-02	 1.939137E-02	 -1.632645E-02	 1.182035E-02
5.364729E-02	 1.646500E-01	 1.095787E-02	 9.300309E-02	 6.985225E-03	 -7.164691E-02	 7.936808E-03	 -3.283144E-02	 2.394643E-02	 8.987339E-02	 1.816908E-02	 -5.515802E-02	 2.070630E-02	 -1.641572E-02	 1.197322E-02	 3.129698E-03	 1.855643E-02	 -1.648890E-02	 1.959765E-02	 -1.641572E-02	 1.197322E-02
5.563126E-02	 1.700884E-01	 1.098048E-02	 9.677988E-02	 7.111552E-03	 -7.330854E-02	 7.918537E-03	 -3.298059E-02	 2.423683E-02	 9.360174E-02	 1.835508E-02	 -5.649525E-02	 2.087113E-02	 -1.649029E-02	 1.211842E-02	 3.178145E-03	 1.876000E-02	 -1.681329E-02	 1.977643E-02	 -1.649029E-02	 1.211842E-02
5.761523E-02	 1.755538E-01	 1.101390E-02	 1.005919E-01	 7.238676E-03	 -7.496188E-02	 7.907506E-03	 -3.309957E-02	 2.450983E-02	 9.735841E-02	 1.852292E-02	 -5.782764E-02	 2.101172E-02	 -1.654979E-02	 1.225492E-02	 3.233499E-03	 1.894102E-02	 -1.713424E-02	 1.992388E-02	 -1.654979E-02	 1.225492E-02
5.959920E-02	 1.810244E-01	 1.106304E-02	 1.044206E-01	 7.369281E-03	 -7.660375E-02	 7.906072E-03	 -3.319422E-02	 2.476999E-02	 1.011258E-01	 1.867985E-02	 -5.915067E-02	 2.113730E-02	 -1.659711E-02	 1.238500E-02	 3.294797E-03	 1.910649E-02	 -1.745308E-02	 2.004917E-02	 -1.659711E-02	 1.238500E-02
6.158317E-02	 1.864832E-01	 1.113214E-02	 1.082517E-01	 7.505218E-03	 -7.823147E-02	 7.916521E-03	 -3.326889E-02	 2.502059E-02	 1.048907E-01	 1.883180E-02	 -6.046158E-02	 2.125547E-02	 -1.663444E-02	 1.251030E-02	 3.361000E-03	 1.926209E-02	 -1.776989E-02	 2.015985E-02	 -1.663444E-02	 1.251030E-02
6.356713E-02	 1.919380E-01	 1.122035E-02	 1.120913E-01	 7.644653E-03	 -7.984671E-02	 7.938848E-03	 -3.332248E-02	 2.525954E-02	 1.086596E-01	 1.897673E-02	 -6.176360E-02	 2.136355E-02	 -1.666124E-02	 1.262977E-02	 3.431744E-03	 1.940584E-02	 -1.808311E-02	 2.025333E-02	 -1.666124E-02	 1.262977E-02
6.555110E-02	 1.973951E-01	 1.132622E-02	 1.159443E-01	 7.785848E-03	 -8.145083E-02	 7.972689E-03	 -3.335422E-02	 2.548507E-02	 1.124376E-01	 1.911277E-02	 -6.305941E-02	 2.145913E-02	 -1.667711E-02	 1.274254E-02	 3.506699E-03	 1.953600E-02	 -1.839142E-02	 2.032752E-02	 -1.667711E-02	 1.274254E-02
6.753507E-02	 2.028595E-01	 1.144794E-02	 1.198145E-01	 7.927224E-03	 -8.304501E-02	 8.017425E-03	 -3.336363E-02	 2.569572E-02	 1.162289E-01	 1.923822E-02	 -6.435122E-02	 2.154015E-02	 -1.668181E-02	 1.284786E-02	 3.585561E-03	 1.965107E-02	 -1.869379E-02	 2.038074E-02	 -1.668181E-02	 1.284786E-02
6.951904E-02	 2.083347E-01	 1.158378E-02	 1.237045E-01	 8.067519E-03	 -8.463020E-02	 8.072352E-03	 -3.335052E-02	 2.589041E-02	 1.200365E-01	 1.935179E-02	 -6.564073E-02	 2.160506E-02	 -1.667526E-02	 1.294520E-02	 3.668053E-03	 1.974996E-02	 -1.898947E-02	 2.041186E-02	 -1.667526E-02	 1.294520E-02
7.150301E-02	 2.138045E-01	 1.173933E-02	 1.275998E-01	 8.210676E-03	 -8.620475E-02	 8.139765E-03	 -3.332012E-02	 2.607430E-02	 1.238459E-01	 1.946072E-02	 -6.692290E-02	 2.166175E-02	 -1.666006E-02	 1.303715E-02	 3.753923E-03	 1.983933E-02	 -1.928185E-02	 2.042773E-02	 -1.666006E-02	 1.303715E-02
7.348697E-02	 2.192606E-01	 1.191643E-02	 1.314931E-01	 8.357871E-03	 -8.776753E-02	 8.220559E-03	 -3.327482E-02	 2.624938E-02	 1.276504E-01	 1.956860E-02	 -6.819620E-02	 2.171489E-02	 -1.663741E-02	 1.312469E-02	 3.842740E-03	 1.992259E-02	 -1.957133E-02	 2.043296E-02	 -1.663741E-02	 1.312469E-02
7.547094E-02	 2.247048E-01	 1.211217E-02	 1.353862E-01	 8.507382E-03	 -8.931856E-02	 8.313598E-03	 -3.321420E-02	 2.641435E-02	 1.314521E-01	 1.967422E-02	 -6.946257E-02	 2.176412E-02	 -1.660710E-02	 1.320717E-02	 3.934068E-03	 1.999889E-02	 -1.985599E-02	 2.042812E-02	 -1.660710E-02	 1.320717E-02
7.745491E-02	 2.301383E-01	 1.232321E-02	 1.392804E-01	 8.657532E-03	 -9.085788E-02	 8.417414E-03	 -3.313797E-02	 2.656807E-02	 1.352529E-01	 1.977612E-02	 -7.072363E-02	 2.180871E-02	 -1.656898E-02	 1.328403E-02	 4.027519E-03	 2.006719E-02	 -2.013424E-02	 2.041342E-02	 -1.656898E-02	 1.328403E-02
7.943888E-02	 2.355625E-01	 1.254599E-02	 1.431769E-01	 8.806730E-03	 -9.238557E-02	 8.530330E-03	 -3.304593E-02	 2.670954E-02	 1.390541E-01	 1.987261E-02	 -7.198083E-02	 2.184765E-02	 -1.652296E-02	 1.335477E-02	 4.122754E-03	 2.012637E-02	 -2.040475E-02	 2.038885E-02	 -1.652296E-02	 1.335477E-02
8.142285E-02	 2.409782E-01	 1.277691E-02	 1.470764E-01	 8.953508E-03	 -9.390172E-02	 8.650564E-03	 -3.293800E-02	 2.683794E-02	 1.428570E-01	 1.996192E-02	 -7.323534E-02	 2.187973E-02	 -1.646900E-02	 1.341897E-02	 4.219472E-03	 2.017519E-02	 -2.066637E-02	 2.035420E-02	 -1.646900E-02	 1.341897E-02
8.340681E-02	 2.463862E-01	 1.301264E-02	 1.509797E-01	 9.096601E-03	 -9.540644E-02	 8.776376E-03	 -3.281419E-02	 2.695258E-02	 1.466623E-01	 2.004231E-02	 -7.448819E-02	 2.190374E-02	 -1.640710E-02	 1.347629E-02	 4.317417E-03	 2.021250E-02	 -2.091824E-02	 2.030914E-02	 -1.640710E-02	 1.347629E-02
8.539078E-02	 2.517853E-01	 1.326028E-02	 1.548837E-01	 9.240115E-03	 -9.690157E-02	 8.910711E-03	 -3.267724E-02	 2.705710E-02	 1.504665E-01	 2.011908E-02	 -7.573727E-02	 2.192466E-02	 -1.633862E-02	 1.352855E-02	 4.417260E-03	 2.024268E-02	 -2.116430E-02	 2.025666E-02	 -1.633862E-02	 1.352855E-02
8.737475E-02	 2.571710E-01	 1.352292E-02	 1.587840E-01	 9.386086E-03	 -9.838706E-02	 9.054822E-03	 -3.252915E-02	 2.715372E-02	 1.542650E-01	 2.019579E-02	 -7.698088E-02	 2.194614E-02	 -1.626458E-02	 1.357686E-02	 4.518982E-03	 2.026880E-02	 -2.140618E-02	 2.019961E-02	 -1.626458E-02	 1.357686E-02
8.935872E-02	 2.625391E-01	 1.379653E-02	 1.626777E-01	 9.533003E-03	 -9.986146E-02	 9.206724E-03	 -3.237026E-02	 2.724197E-02	 1.580557E-01	 2.027145E-02	 -7.821902E-02	 2.196769E-02	 -1.618513E-02	 1.362098E-02	 4.621912E-03	 2.029038E-02	 -2.164244E-02	 2.013864E-02	 -1.618513E-02	 1.362098E-02
9.134269E-02	 2.678857E-01	 1.407696E-02	 1.665622E-01	 9.679335E-03	 -1.013235E-01	 9.364298E-03	 -3.220091E-02	 2.732141E-02	 1.618368E-01	 2.034484E-02	 -7.945171E-02	 2.198845E-02	 -1.610045E-02	 1.366070E-02	 4.725460E-03	 2.030674E-02	 -2.187181E-02	 2.007406E-02	 -1.610045E-02	 1.366070E-02
9.332665E-02	 2.732077E-01	 1.436000E-02	 1.704355E-01	 9.823574E-03	 -1.027722E-01	 9.525376E-03	 -3.202141E-02	 2.739164E-02	 1.656064E-01	 2.041453E-02	 -8.067896E-02	 2.200721E-02	 -1.601071E-02	 1.369582E-02	 4.829103E-03	 2.031706E-02	 -2.209321E-02	 2.000586E-02	 -1.601071E-02	 1.369582E-02
9.531062E-02	 2.785021E-01	 1.464161E-02	 1.742956E-01	 9.964263E-03	 -1.042065E-01	 9.687814E-03	 -3.183210E-02	 2.745230E-02	 1.693632E-01	 2.047896E-02	 -8.190080E-02	 2.202260E-02	 -1.591605E-02	 1.372615E-02	 4.932384E-03	 2.032044E-02	 -2.230571E-02	 1.993381E-02	 -1.591605E-02	 1.372615E-02
9.729459E-02	 2.837664E-01	 1.491791E-02	 1.781407E-01	 1.010002E-02	 -1.056258E-01	 9.849545E-03	 -3.163328E-02	 2.750306E-02	 1.731058E-01	 2.053654E-02	 -8.311724E-02	 2.203305E-02	 -1.581664E-02	 1.375153E-02	 5.034901E-03	 2.031592E-02	 -2.250852E-02	 1.985748E-02	 -1.581664E-02	 1.375153E-02
9.927856E-02	 2.889987E-01	 1.518535E-02	 1.819694E-01	 1.022956E-02	 -1.070293E-01	 1.000863E-02	 -3.142527E-02	 2.754363E-02	 1.768331E-01	 2.058570E-02	 -8.432831E-02	 2.203697E-02	 -1.571263E-02	 1.377182E-02	 5.136297E-03	 2.030252E-02	 -2.270096E-02	 1.977629E-02	 -1.571263E-02	 1.377182E-02
1.012625E-01	 2.942033E-01	 1.544467E-02	 1.857846E-01	 1.035339E-02	 -1.084187E-01	 1.016522E-02	 -3.120815E-02	 2.757429E-02	 1.805476E-01	 2.062632E-02	 -8.553479E-02	 2.203437E-02	 -1.560407E-02	 1.378715E-02	 5.237054E-03	 2.028022E-02	 -2.288388E-02	 1.969015E-02	 -1.560407E-02	 1.378715E-02
1.032465E-01	 2.993985E-01	 1.570703E-02	 1.895982E-01	 1.047644E-02	 -1.098003E-01	 1.032454E-02	 -3.098182E-02	 2.759695E-02	 1.842589E-01	 2.066273E-02	 -8.673878E-02	 2.203013E-02	 -1.549091E-02	 1.379847E-02	 5.339355E-03	 2.025186E-02	 -2.306151E-02	 1.960081E-02	 -1.549091E-02	 1.379847E-02
1.052305E-01	 3.045783E-01	 1.597019E-02	 1.934057E-01	 1.059808E-02	 -1.111725E-01	 1.048536E-02	 -3.074713E-02	 2.761194E-02	 1.879633E-01	 2.069516E-02	 -8.793932E-02	 2.202409E-02	 -1.537356E-02	 1.380597E-02	 5.442391E-03	 2.021785E-02	 -2.323321E-02	 1.950877E-02	 -1.537356E-02	 1.380597E-02
1.072144E-01	 3.097350E-01	 1.623066E-02	 1.972017E-01	 1.071711E-02	 -1.125333E-01	 1.064583E-02	 -3.050492E-02	 2.761941E-02	 1.916565E-01	 2.072329E-02	 -8.913530E-02	 2.201541E-02	 -1.525246E-02	 1.380970E-02	 5.545191E-03	 2.017823E-02	 -2.339800E-02	 1.941418E-02	 -1.525246E-02	 1.380970E-02
1.091984E-01	 3.148622E-01	 1.648504E-02	 2.009815E-01	 1.083234E-02	 -1.138807E-01	 1.080415E-02	 -3.025597E-02	 2.761945E-02	 1.953346E-01	 2.074664E-02	 -9.032574E-02	 2.200306E-02	 -1.512798E-02	 1.380973E-02	 5.646886E-03	 2.013295E-02	 -2.355500E-02	 1.931703E-02	 -1.512798E-02	 1.380973E-02
1.111824E-01	 3.199540E-01	 1.673010E-02	 2.047408E-01	 1.094262E-02	 -1.152132E-01	 1.095860E-02	 -3.000098E-02	 2.761216E-02	 1.989941E-01	 2.076468E-02	 -9.150976E-02	 2.198594E-02	 -1.500049E-02	 1.380608E-02	 5.746703E-03	 2.008189E-02	 -2.370346E-02	 1.921715E-02	 -1.500049E-02	 1.380608E-02
1.131663E-01	 3.250050E-01	 1.696278E-02	 2.084757E-01	 1.104682E-02	 -1.165293E-01	 1.110758E-02	 -2.974062E-02	 2.759758E-02	 2.026318E-01	 2.077680E-02	 -9.268659E-02	 2.196285E-02	 -1.487031E-02	 1.379879E-02	 5.843951E-03	 2.002486E-02	 -2.384270E-02	 1.911428E-02	 -1.487031E-02	 1.379879E-02
1.151503E-01	 3.300108E-01	 1.718030E-02	 2.121831E-01	 1.114389E-02	 -1.178277E-01	 1.124959E-02	 -2.947548E-02	 2.757576E-02	 2.062450E-01	 2.078237E-02	 -9.385554E-02	 2.193258E-02	 -1.473774E-02	 1.378788E-02	 5.938012E-03	 1.996165E-02	 -2.397217E-02	 1.900808E-02	 -1.473774E-02	 1.378788E-02
1.171343E-01	 3.349670E-01	 1.738009E-02	 2.158597E-01	 1.123285E-02	 -1.191073E-01	 1.138329E-02	 -2.920610E-02	 2.754671E-02	 2.098314E-01	 2.078079E-02	 -9.501600E-02	 2.189392E-02	 -1.460305E-02	 1.377336E-02	 6.028339E-03	 1.989205E-02	 -2.409135E-02	 1.889814E-02	 -1.460305E-02	 1.377336E-02
1.191182E-01	 3.398735E-01	 1.756095E-02	 2.195053E-01	 1.131324E-02	 -1.203682E-01	 1.150801E-02	 -2.893272E-02	 2.751043E-02	 2.133906E-01	 2.077158E-02	 -9.616801E-02	 2.184601E-02	 -1.446636E-02	 1.375522E-02	 6.114784E-03	 1.981580E-02	 -2.420016E-02	 1.878403E-02	 -1.446636E-02	 1.375522E-02
1.211022E-01	 3.447587E-01	 1.773188E-02	 2.231403E-01	 1.138865E-02	 -1.216184E-01	 1.162824E-02	 -2.865308E-02	 2.746680E-02	 2.169400E-01	 2.075581E-02	 -9.731669E-02	 2.179127E-02	 -1.432654E-02	 1.373340E-02	 6.200220E-03	 1.973268E-02	 -2.430174E-02	 1.866573E-02	 -1.432654E-02	 1.373340E-02
1.230862E-01	 3.496233E-01	 1.789388E-02	 2.267648E-01	 1.145960E-02	 -1.228585E-01	 1.174437E-02	 -2.836740E-02	 2.741610E-02	 2.204801E-01	 2.073437E-02	 -9.846212E-02	 2.173048E-02	 -1.418370E-02	 1.370805E-02	 6.284644E-03	 1.964340E-02	 -2.439635E-02	 1.854378E-02	 -1.418370E-02	 1.370805E-02
1.250701E-01	 3.544594E-01	 1.804516E-02	 2.303733E-01	 1.152546E-02	 -1.240861E-01	 1.185542E-02	 -2.807661E-02	 2.735869E-02	 2.240061E-01	 2.070777E-02	 -9.960283E-02	 2.166357E-02	 -1.403831E-02	 1.367934E-02	 6.367189E-03	 1.954871E-02	 -2.448332E-02	 1.841868E-02	 -1.403831E-02	 1.367934E-02
1.270541E-01	 3.592602E-01	 1.818402E-02	 2.339606E-01	 1.158562E-02	 -1.252996E-01	 1.196044E-02	 -2.778158E-02	 2.729485E-02	 2.275136E-01	 2.067639E-02	 -1.007375E-01	 2.159034E-02	 -1.389079E-02	 1.364742E-02	 6.447067E-03	 1.944924E-02	 -2.456209E-02	 1.829078E-02	 -1.389079E-02	 1.364742E-02
1.290381E-01	 3.640193E-01	 1.830894E-02	 2.375222E-01	 1.163949E-02	 -1.264971E-01	 1.205859E-02	 -2.748309E-02	 2.722483E-02	 2.309986E-01	 2.064052E-02	 -1.018650E-01	 2.151054E-02	 -1.374155E-02	 1.361241E-02	 6.523570E-03	 1.934554E-02	 -2.463214E-02	 1.816034E-02	 -1.374155E-02	 1.361241E-02
1.310220E-01	 3.687309E-01	 1.841849E-02	 2.410538E-01	 1.168652E-02	 -1.276772E-01	 1.214911E-02	 -2.718188E-02	 2.714885E-02	 2.344577E-01	 2.060035E-02	 -1.029841E-01	 2.142385E-02	 -1.359094E-02	 1.357443E-02	 6.596057E-03	 1.923804E-02	 -2.469302E-02	 1.802750E-02	 -1.359094E-02	 1.357443E-02
1.330060E-01	 3.733900E-01	 1.851143E-02	 2.445516E-01	 1.172622E-02	 -1.288384E-01	 1.223132E-02	 -2.687860E-02	 2.706710E-02	 2.378877E-01	 2.055602E-02	 -1.040941E-01	 2.132992E-02	 -1.343930E-02	 1.353355E-02	 6.663947E-03	 1.912711E-02	 -2.474434E-02	 1.789233E-02	 -1.343930E-02	 1.353355E-02
1.349900E-01	 3.779918E-01	 1.858669E-02	 2.480123E-01	 1.175813E-02	 -1.299796E-01	 1.230464E-02	 -2.657387E-02	 2.697973E-02	 2.412855E-01	 2.050761E-02	 -1.051938E-01	 2.122836E-02	 -1.328693E-02	 1.348986E-02	 6.726721E-03	 1.901306E-02	 -2.478574E-02	 1.775483E-02	 -1.328693E-02	 1.348986E-02
1.369739E-01	 3.825326E-01	 1.864345E-02	 2.514329E-01	 1.178189E-02	 -1.310997E-01	 1.236863E-02	 -2.626823E-02	 2.688686E-02	 2.446490E-01	 2.045517E-02	 -1.062828E-01	 2.111882E-02	 -1.313411E-02	 1.344343E-02	 6.783928E-03	 1.889612E-02	 -2.481695E-02	 1.761491E-02	 -1.313411E-02	 1.344343E-02
1.389579E-01	 3.870334E-01	 1.868588E-02	 2.548286E-01	 1.179923E-02	 -1.322047E-01	 1.242554E-02	 -2.595979E-02	 2.678804E-02	 2.479918E-01	 2.039888E-02	 -1.073656E-01	 2.100180E-02	 -1.297989E-02	 1.339402E-02	 6.836854E-03	 1.877529E-02	 -2.483918E-02	 1.747172E-02	 -1.297989E-02	 1.339402E-02
1.409419E-01	 3.915039E-01	 1.871703E-02	 2.582065E-01	 1.181143E-02	 -1.332975E-01	 1.247692E-02	 -2.564777E-02	 2.668320E-02	 2.513201E-01	 2.033952E-02	 -1.084442E-01	 2.087838E-02	 -1.282388E-02	 1.334160E-02	 6.886332E-03	 1.865070E-02	 -2.485329E-02	 1.732549E-02	 -1.282388E-02	 1.334160E-02
1.429259E-01	 3.959379E-01	 1.873705E-02	 2.615617E-01	 1.181854E-02	 -1.343762E-01	 1.252270E-02	 -2.533294E-02	 2.657267E-02	 2.546295E-01	 2.027787E-02	 -1.095169E-01	 2.074928E-02	 -1.266647E-02	 1.328633E-02	 6.932174E-03	 1.852338E-02	 -2.485924E-02	 1.717712E-02	 -1.266647E-02	 1.328633E-02
1.449098E-01	 4.003293E-01	 1.874612E-02	 2.648900E-01	 1.182061E-02	 -1.354393E-01	 1.256285E-02	 -2.501605E-02	 2.645672E-02	 2.579158E-01	 2.021455E-02	 -1.105823E-01	 2.061511E-02	 -1.250802E-02	 1.322836E-02	 6.974210E-03	 1.839422E-02	 -2.485698E-02	 1.702733E-02	 -1.250802E-02	 1.322836E-02
1.468938E-01	 4.046727E-01	 1.874443E-02	 2.681874E-01	 1.181769E-02	 -1.364854E-01	 1.259738E-02	 -2.469775E-02	 2.633562E-02	 2.611751E-01	 2.015004E-02	 -1.116389E-01	 2.047631E-02	 -1.234887E-02	 1.316781E-02	 7.012289E-03	 1.826393E-02	 -2.484651E-02	 1.687669E-02	 -1.234887E-02	 1.316781E-02
1.488778E-01	 4.089634E-01	 1.873223E-02	 2.714503E-01	 1.180982E-02	 -1.375132E-01	 1.262629E-02	 -2.437866E-02	 2.620957E-02	 2.644040E-01	 2.008467E-02	 -1.126853E-01	 2.033325E-02	 -1.218933E-02	 1.310479E-02	 7.046279E-03	 1.813309E-02	 -2.482783E-02	 1.672563E-02	 -1.218933E-02	 1.310479E-02
1.508617E-01	 4.131968E-01	 1.870982E-02	 2.746754E-01	 1.179708E-02	 -1.385214E-01	 1.264967E-02	 -2.405936E-02	 2.607877E-02	 2.675993E-01	 2.001866E-02	 -1.137205E-01	 2.018618E-02	 -1.202968E-02	 1.303939E-02	 7.076061E-03	 1.800218E-02	 -2.480093E-02	 1.657446E-02	 -1.202968E-02	 1.303939E-02
1.528457E-01	 4.173689E-01	 1.867758E-02	 2.778597E-01	 1.177955E-02	 -1.395092E-01	 1.266760E-02	 -2.374038E-02	 2.594339E-02	 2.707582E-01	 1.995213E-02	 -1.147433E-01	 2.003529E-02	 -1.187019E-02	 1.297170E-02	 7.101530E-03	 1.787154E-02	 -2.476584E-02	 1.642337E-02	 -1.187019E-02	 1.297170E-02
1.548297E-01	 4.214759E-01	 1.863592E-02	 2.810005E-01	 1.175732E-02	 -1.404754E-01	 1.268024E-02	 -2.342221E-02	 2.580356E-02	 2.738779E-01	 1.988513E-02	 -1.157528E-01	 1.988069E-02	 -1.171110E-02	 1.290178E-02	 7.122595E-03	 1.774144E-02	 -2.472257E-02	 1.627246E-02	 -1.171110E-02	 1.290178E-02
1.568136E-01	 4.255276E-01	 1.858634E-02	 2.841048E-01	 1.173100E-02	 -1.414228E-01	 1.268840E-02	 -2.310399E-02	 2.565897E-02	 2.769660E-01	 1.981767E-02	 -1.167520E-01	 1.972187E-02	 -1.155200E-02	 1.282949E-02	 7.138829E-03	 1.761121E-02	 -2.467075E-02	 1.612045E-02	 -1.155200E-02	 1.282949E-02
1.587976E-01	 4.295410E-01	 1.853165E-02	 2.871849E-01	 1.170184E-02	 -1.423561E-01	 1.269362E-02	 -2.278415E-02	 2.550915E-02	 2.800348E-01	 1.975047E-02	 -1.177459E-01	 1.955890E-02	 -1.139207E-02	 1.275457E-02	 7.150030E-03	 1.748027E-02	 -2.461019E-02	 1.596620E-02	 -1.139207E-02	 1.275457E-02
1.607816E-01	 4.335111E-01	 1.847343E-02	 2.902371E-01	 1.167041E-02	 -1.432740E-01	 1.269653E-02	 -2.246326E-02	 2.535440E-02	 2.830802E-01	 1.968449E-02	 -1.187324E-01	 1.939352E-02	 -1.123163E-02	 1.267720E-02	 7.156858E-03	 1.734966E-02	 -2.454159E-02	 1.581125E-02	 -1.123163E-02	 1.267720E-02
1.627655E-01	 4.374332E-01	 1.841320E-02	 2.932578E-01	 1.163725E-02	 -1.441753E-01	 1.269769E-02	 -2.214194E-02	 2.519504E-02	 2.860979E-01	 1.962046E-02	 -1.197097E-01	 1.922722E-02	 -1.107097E-02	 1.259752E-02	 7.159938E-03	 1.722029E-02	 -2.446563E-02	 1.565697E-02	 -1.107097E-02	 1.259752E-02
1.647495E-01	 4.413027E-01	 1.835236E-02	 2.962439E-01	 1.160284E-02	 -1.450588E-01	 1.269764E-02	 -2.182073E-02	 2.503132E-02	 2.890840E-01	 1.955893E-02	 -1.206759E-01	 1.906129E-02	 -1.091036E-02	 1.251566E-02	 7.159856E-03	 1.709286E-02	 -2.438297E-02	 1.550446E-02	 -1.091036E-02	 1.251566E-02
1.667335E-01	 4.451156E-01	 1.829222E-02	 2.991921E-01	 1.156763E-02	 -1.459235E-01	 1.269687E-02	 -2.150013E-02	 2.486348E-02	 2.920349E-01	 1.950024E-02	 -1.216293E-01	 1.889683E-02	 -1.075006E-02	 1.243174E-02	 7.157161E-03	 1.696791E-02	 -2.429421E-02	 1.535460E-02	 -1.075006E-02	 1.243174E-02
