DSSV 2008, Q = 1.000 GeV
x	 x(u-d)	 error	 xu+	 error	 xd+	 error	 xs+	 error	 xu	 error	 xd	 error	 xs	 error	 xub	 error	 xdb	 error	 xsb	 er    ror
6.251727E-04	 1.130300E-02	 3.332341E-03	 3.910280E-03	 2.789436E-03	 -7.392717E-03	 1.510331E-03	 -1.471999E-02	 9.162011E-03	 2.144560E-03	 1.754275E-03	 -3.643918E-03	 7.815013E-03	 -7.359996E-03	 4.581005E-03	 1.765720E-03	 1.479521E-03	 -3.748799E-03	 7.981515E-03	 -7.359996E-03	 4.581005E-03
6.309573E-04	 1.135321E-02	 3.351965E-03	 3.934341E-03	 2.802870E-03	 -7.418871E-03	 1.511928E-03	 -1.473691E-02	 9.200758E-03	 2.157580E-03	 1.762735E-03	 -3.663192E-03	 7.814435E-03	 -7.368454E-03	 4.600379E-03	 1.776761E-03	 1.487726E-03	 -3.755679E-03	 7.991501E-03	 -7.368454E-03	 4.600379E-03
6.367955E-04	 1.140376E-02	 3.372331E-03	 3.958533E-03	 2.816350E-03	 -7.445230E-03	 1.513696E-03	 -1.475367E-02	 9.239678E-03	 2.170668E-03	 1.771216E-03	 -3.682687E-03	 7.812774E-03	 -7.376833E-03	 4.619839E-03	 1.787865E-03	 1.495974E-03	 -3.762543E-03	 8.001409E-03	 -7.376833E-03	 4.619839E-03
6.426877E-04	 1.145465E-02	 3.393459E-03	 3.982857E-03	 2.829878E-03	 -7.471795E-03	 1.515662E-03	 -1.477026E-02	 9.278773E-03	 2.183824E-03	 1.779718E-03	 -3.702406E-03	 7.810010E-03	 -7.385131E-03	 4.639386E-03	 1.799033E-03	 1.504268E-03	 -3.769389E-03	 8.011238E-03	 -7.385131E-03	 4.639386E-03
6.486344E-04	 1.150588E-02	 3.415372E-03	 4.007312E-03	 2.843453E-03	 -7.498569E-03	 1.517854E-03	 -1.478670E-02	 9.318043E-03	 2.197047E-03	 1.788239E-03	 -3.722352E-03	 7.806121E-03	 -7.393348E-03	 4.659022E-03	 1.810265E-03	 1.512606E-03	 -3.776217E-03	 8.020987E-03	 -7.393348E-03	 4.659022E-03
6.546362E-04	 1.155746E-02	 3.438092E-03	 4.031900E-03	 2.857074E-03	 -7.525556E-03	 1.520303E-03	 -1.480297E-02	 9.357489E-03	 2.210339E-03	 1.796781E-03	 -3.742528E-03	 7.801085E-03	 -7.401483E-03	 4.678745E-03	 1.821561E-03	 1.520989E-03	 -3.783028E-03	 8.030656E-03	 -7.401483E-03	 4.678745E-03
6.606934E-04	 1.160938E-02	 3.461643E-03	 4.056621E-03	 2.870742E-03	 -7.552757E-03	 1.523043E-03	 -1.481907E-02	 9.397113E-03	 2.223699E-03	 1.805343E-03	 -3.762936E-03	 7.794881E-03	 -7.409534E-03	 4.698556E-03	 1.832922E-03	 1.529417E-03	 -3.789820E-03	 8.040244E-03	 -7.409534E-03	 4.698556E-03
6.668068E-04	 1.166165E-02	 3.486047E-03	 4.081475E-03	 2.884456E-03	 -7.580175E-03	 1.526111E-03	 -1.483500E-02	 9.436914E-03	 2.237127E-03	 1.813924E-03	 -3.783581E-03	 7.787486E-03	 -7.417501E-03	 4.718457E-03	 1.844348E-03	 1.537891E-03	 -3.796594E-03	 8.049749E-03	 -7.417501E-03	 4.718457E-03
6.729767E-04	 1.171374E-02	 3.500111E-03	 4.106788E-03	 2.898302E-03	 -7.606954E-03	 1.527158E-03	 -1.485355E-02	 9.475322E-03	 2.250861E-03	 1.822747E-03	 -3.802711E-03	 7.796914E-03	 -7.426774E-03	 4.737661E-03	 1.855927E-03	 1.546388E-03	 -3.804243E-03	 8.060308E-03	 -7.426774E-03	 4.737661E-03
6.792036E-04	 1.176557E-02	 3.502607E-03	 4.132591E-03	 2.912291E-03	 -7.632979E-03	 1.525915E-03	 -1.487496E-02	 9.512191E-03	 2.264922E-03	 1.831837E-03	 -3.820129E-03	 7.825067E-03	 -7.437481E-03	 4.756095E-03	 1.867668E-03	 1.554906E-03	 -3.812850E-03	 8.072025E-03	 -7.437481E-03	 4.756095E-03
6.854882E-04	 1.181770E-02	 3.505503E-03	 4.158538E-03	 2.926331E-03	 -7.659161E-03	 1.524908E-03	 -1.489625E-02	 9.549203E-03	 2.279060E-03	 1.840955E-03	 -3.837707E-03	 7.852676E-03	 -7.448126E-03	 4.774602E-03	 1.879478E-03	 1.563471E-03	 -3.821454E-03	 8.083678E-03	 -7.448126E-03	 4.774602E-03
6.918310E-04	 1.187013E-02	 3.508803E-03	 4.184630E-03	 2.940422E-03	 -7.685504E-03	 1.524126E-03	 -1.491742E-02	 9.586361E-03	 2.293276E-03	 1.850102E-03	 -3.855448E-03	 7.879729E-03	 -7.458711E-03	 4.793180E-03	 1.891355E-03	 1.572082E-03	 -3.830056E-03	 8.095267E-03	 -7.458711E-03	 4.793180E-03
6.982324E-04	 1.192288E-02	 3.512514E-03	 4.210869E-03	 2.954565E-03	 -7.712007E-03	 1.523554E-03	 -1.493847E-02	 9.623664E-03	 2.307569E-03	 1.859277E-03	 -3.873353E-03	 7.906211E-03	 -7.469233E-03	 4.811832E-03	 1.903300E-03	 1.580739E-03	 -3.838655E-03	 8.106789E-03	 -7.469233E-03	 4.811832E-03
7.046931E-04	 1.197593E-02	 3.516641E-03	 4.237253E-03	 2.968760E-03	 -7.738674E-03	 1.523180E-03	 -1.495939E-02	 9.661113E-03	 2.321939E-03	 1.868480E-03	 -3.891424E-03	 7.932108E-03	 -7.479693E-03	 4.830556E-03	 1.915314E-03	 1.589443E-03	 -3.847250E-03	 8.118245E-03	 -7.479693E-03	 4.830556E-03
7.112135E-04	 1.202929E-02	 3.521192E-03	 4.263785E-03	 2.983005E-03	 -7.765506E-03	 1.522990E-03	 -1.498018E-02	 9.698709E-03	 2.336388E-03	 1.877711E-03	 -3.909664E-03	 7.957406E-03	 -7.490089E-03	 4.849354E-03	 1.927397E-03	 1.598194E-03	 -3.855843E-03	 8.129634E-03	 -7.490089E-03	 4.849354E-03
7.177943E-04	 1.208297E-02	 3.526171E-03	 4.290465E-03	 2.997303E-03	 -7.792506E-03	 1.522971E-03	 -1.500084E-02	 9.736451E-03	 2.350915E-03	 1.886970E-03	 -3.928075E-03	 7.982091E-03	 -7.500420E-03	 4.868226E-03	 1.939550E-03	 1.606992E-03	 -3.864431E-03	 8.140954E-03	 -7.500420E-03	 4.868226E-03
7.244360E-04	 1.213697E-02	 3.531586E-03	 4.317293E-03	 3.011651E-03	 -7.819674E-03	 1.523110E-03	 -1.502137E-02	 9.774342E-03	 2.365521E-03	 1.896257E-03	 -3.946658E-03	 8.006147E-03	 -7.510686E-03	 4.887171E-03	 1.951773E-03	 1.615838E-03	 -3.873016E-03	 8.152205E-03	 -7.510686E-03	 4.887171E-03
7.311391E-04	 1.219128E-02	 3.537444E-03	 4.344271E-03	 3.026051E-03	 -7.847014E-03	 1.523394E-03	 -1.504177E-02	 9.812380E-03	 2.380205E-03	 1.905570E-03	 -3.965417E-03	 8.029559E-03	 -7.520886E-03	 4.906190E-03	 1.964065E-03	 1.624731E-03	 -3.881597E-03	 8.163386E-03	 -7.520886E-03	 4.906190E-03
7.379042E-04	 1.224592E-02	 3.543751E-03	 4.371398E-03	 3.040501E-03	 -7.874526E-03	 1.523810E-03	 -1.506204E-02	 9.850568E-03	 2.394970E-03	 1.914911E-03	 -3.984353E-03	 8.052313E-03	 -7.531019E-03	 4.925284E-03	 1.976429E-03	 1.633672E-03	 -3.890174E-03	 8.174496E-03	 -7.531019E-03	 4.925284E-03
7.447320E-04	 1.230089E-02	 3.550515E-03	 4.398676E-03	 3.055003E-03	 -7.902214E-03	 1.524346E-03	 -1.508217E-02	 9.888905E-03	 2.409813E-03	 1.924279E-03	 -4.003468E-03	 8.074393E-03	 -7.541084E-03	 4.944452E-03	 1.988863E-03	 1.642661E-03	 -3.898746E-03	 8.185535E-03	 -7.541084E-03	 4.944452E-03
7.516229E-04	 1.235618E-02	 3.557743E-03	 4.426106E-03	 3.069556E-03	 -7.930078E-03	 1.524989E-03	 -1.510216E-02	 9.927392E-03	 2.424737E-03	 1.933673E-03	 -4.022765E-03	 8.095783E-03	 -7.551080E-03	 4.963696E-03	 2.001368E-03	 1.651698E-03	 -3.907313E-03	 8.196500E-03	 -7.551080E-03	 4.963696E-03
7.585776E-04	 1.241181E-02	 3.565444E-03	 4.453687E-03	 3.084159E-03	 -7.958122E-03	 1.525728E-03	 -1.512201E-02	 9.966029E-03	 2.439742E-03	 1.943094E-03	 -4.042246E-03	 8.116468E-03	 -7.561007E-03	 4.983015E-03	 2.013946E-03	 1.660784E-03	 -3.915876E-03	 8.207392E-03	 -7.561007E-03	 4.983015E-03
7.655966E-04	 1.246777E-02	 3.573625E-03	 4.481421E-03	 3.098813E-03	 -7.986347E-03	 1.526551E-03	 -1.514173E-02	 1.000482E-02	 2.454827E-03	 1.952540E-03	 -4.061914E-03	 8.136432E-03	 -7.570864E-03	 5.002409E-03	 2.026595E-03	 1.669919E-03	 -3.924433E-03	 8.218210E-03	 -7.570864E-03	 5.002409E-03
7.726806E-04	 1.252406E-02	 3.582295E-03	 4.509309E-03	 3.113518E-03	 -8.014755E-03	 1.527447E-03	 -1.516130E-02	 1.004376E-02	 2.469993E-03	 1.962013E-03	 -4.081770E-03	 8.155657E-03	 -7.580649E-03	 5.021879E-03	 2.039317E-03	 1.679103E-03	 -3.932985E-03	 8.228952E-03	 -7.580649E-03	 5.021879E-03
7.798301E-04	 1.258070E-02	 3.591463E-03	 4.537351E-03	 3.128274E-03	 -8.043349E-03	 1.528405E-03	 -1.518072E-02	 1.008285E-02	 2.485240E-03	 1.971511E-03	 -4.101818E-03	 8.174129E-03	 -7.590362E-03	 5.041426E-03	 2.052111E-03	 1.688336E-03	 -3.941531E-03	 8.239618E-03	 -7.590362E-03	 5.041426E-03
7.870458E-04	 1.263768E-02	 3.601138E-03	 4.565548E-03	 3.143080E-03	 -8.072130E-03	 1.529417E-03	 -1.520001E-02	 1.012210E-02	 2.500569E-03	 1.981034E-03	 -4.122059E-03	 8.191829E-03	 -7.600003E-03	 5.061048E-03	 2.064979E-03	 1.697619E-03	 -3.950072E-03	 8.250206E-03	 -7.600003E-03	 5.061048E-03
7.943282E-04	 1.269500E-02	 3.611330E-03	 4.593900E-03	 3.157936E-03	 -8.101101E-03	 1.530472E-03	 -1.521914E-02	 1.016150E-02	 2.515980E-03	 1.990582E-03	 -4.142496E-03	 8.208741E-03	 -7.609569E-03	 5.080748E-03	 2.077920E-03	 1.706951E-03	 -3.958606E-03	 8.260717E-03	 -7.609569E-03	 5.080748E-03
8.016781E-04	 1.275267E-02	 3.622049E-03	 4.622408E-03	 3.172842E-03	 -8.130265E-03	 1.531563E-03	 -1.523812E-02	 1.020105E-02	 2.531473E-03	 2.000155E-03	 -4.163131E-03	 8.224847E-03	 -7.619060E-03	 5.100525E-03	 2.090935E-03	 1.716334E-03	 -3.967134E-03	 8.271148E-03	 -7.619060E-03	 5.100525E-03
8.090959E-04	 1.281070E-02	 3.633305E-03	 4.651074E-03	 3.187799E-03	 -8.159623E-03	 1.532682E-03	 -1.525695E-02	 1.024076E-02	 2.547049E-03	 2.009752E-03	 -4.183968E-03	 8.240130E-03	 -7.628476E-03	 5.120378E-03	 2.104024E-03	 1.725767E-03	 -3.975655E-03	 8.281499E-03	 -7.628476E-03	 5.120378E-03
8.165824E-04	 1.286907E-02	 3.645109E-03	 4.679897E-03	 3.202805E-03	 -8.189177E-03	 1.533823E-03	 -1.527563E-02	 1.028062E-02	 2.562708E-03	 2.019374E-03	 -4.205008E-03	 8.254573E-03	 -7.637816E-03	 5.140310E-03	 2.117188E-03	 1.735250E-03	 -3.984169E-03	 8.291770E-03	 -7.637816E-03	 5.140310E-03
8.241381E-04	 1.292781E-02	 3.657473E-03	 4.708878E-03	 3.217862E-03	 -8.218930E-03	 1.534980E-03	 -1.529416E-02	 1.032064E-02	 2.578451E-03	 2.029019E-03	 -4.226254E-03	 8.268157E-03	 -7.647078E-03	 5.160320E-03	 2.130428E-03	 1.744784E-03	 -3.992676E-03	 8.301958E-03	 -7.647078E-03	 5.160320E-03
8.317638E-04	 1.298690E-02	 3.670408E-03	 4.738019E-03	 3.232968E-03	 -8.248885E-03	 1.536149E-03	 -1.531252E-02	 1.036081E-02	 2.594277E-03	 2.038688E-03	 -4.247709E-03	 8.280864E-03	 -7.656261E-03	 5.180407E-03	 2.143742E-03	 1.754370E-03	 -4.001176E-03	 8.312063E-03	 -7.656261E-03	 5.180407E-03
8.394600E-04	 1.304636E-02	 3.683927E-03	 4.767319E-03	 3.248123E-03	 -8.279043E-03	 1.537326E-03	 -1.533073E-02	 1.040115E-02	 2.610186E-03	 2.048379E-03	 -4.269375E-03	 8.292675E-03	 -7.665365E-03	 5.200573E-03	 2.157133E-03	 1.764006E-03	 -4.009668E-03	 8.322085E-03	 -7.665365E-03	 5.200573E-03
8.472274E-04	 1.310619E-02	 3.698043E-03	 4.796780E-03	 3.263328E-03	 -8.309408E-03	 1.538510E-03	 -1.534878E-02	 1.044164E-02	 2.626181E-03	 2.058094E-03	 -4.291256E-03	 8.303572E-03	 -7.674389E-03	 5.220819E-03	 2.170600E-03	 1.773694E-03	 -4.018152E-03	 8.332021E-03	 -7.674389E-03	 5.220819E-03
8.550667E-04	 1.316638E-02	 3.712769E-03	 4.826403E-03	 3.278582E-03	 -8.339981E-03	 1.539700E-03	 -1.536666E-02	 1.048229E-02	 2.642259E-03	 2.067831E-03	 -4.313353E-03	 8.313535E-03	 -7.683332E-03	 5.241143E-03	 2.184143E-03	 1.783434E-03	 -4.026628E-03	 8.341872E-03	 -7.683332E-03	 5.241143E-03
8.629785E-04	 1.322695E-02	 3.728118E-03	 4.856187E-03	 3.293886E-03	 -8.370765E-03	 1.540896E-03	 -1.538439E-02	 1.052309E-02	 2.658423E-03	 2.077590E-03	 -4.335669E-03	 8.322546E-03	 -7.692193E-03	 5.261546E-03	 2.197764E-03	 1.793227E-03	 -4.035096E-03	 8.351636E-03	 -7.692193E-03	 5.261546E-03
8.709636E-04	 1.328790E-02	 3.744107E-03	 4.886134E-03	 3.309238E-03	 -8.401762E-03	 1.542102E-03	 -1.540194E-02	 1.056406E-02	 2.674672E-03	 2.087371E-03	 -4.358208E-03	 8.330585E-03	 -7.700970E-03	 5.282030E-03	 2.211462E-03	 1.803071E-03	 -4.043554E-03	 8.361312E-03	 -7.700970E-03	 5.282030E-03
8.790225E-04	 1.334922E-02	 3.760749E-03	 4.916244E-03	 3.324639E-03	 -8.432976E-03	 1.543321E-03	 -1.541933E-02	 1.060519E-02	 2.691007E-03	 2.097173E-03	 -4.380971E-03	 8.337632E-03	 -7.709664E-03	 5.302593E-03	 2.225238E-03	 1.812968E-03	 -4.052004E-03	 8.370899E-03	 -7.709664E-03	 5.302593E-03
8.871560E-04	 1.341093E-02	 3.778060E-03	 4.946519E-03	 3.340088E-03	 -8.464408E-03	 1.544559E-03	 -1.543654E-02	 1.064647E-02	 2.707427E-03	 2.106996E-03	 -4.403963E-03	 8.343666E-03	 -7.718272E-03	 5.323237E-03	 2.239092E-03	 1.822918E-03	 -4.060445E-03	 8.380396E-03	 -7.718272E-03	 5.323237E-03
8.953648E-04	 1.347302E-02	 3.796057E-03	 4.976958E-03	 3.355586E-03	 -8.496061E-03	 1.545823E-03	 -1.545359E-02	 1.068792E-02	 2.723934E-03	 2.116840E-03	 -4.427185E-03	 8.348668E-03	 -7.726795E-03	 5.343961E-03	 2.253024E-03	 1.832921E-03	 -4.068876E-03	 8.389803E-03	 -7.726795E-03	 5.343961E-03
9.036495E-04	 1.353550E-02	 3.814758E-03	 5.007564E-03	 3.371132E-03	 -8.527938E-03	 1.547124E-03	 -1.547046E-02	 1.072953E-02	 2.740528E-03	 2.126704E-03	 -4.450641E-03	 8.352617E-03	 -7.735231E-03	 5.364767E-03	 2.267036E-03	 1.842977E-03	 -4.077297E-03	 8.399117E-03	 -7.735231E-03	 5.364767E-03
9.120108E-04	 1.359838E-02	 3.834178E-03	 5.038335E-03	 3.386725E-03	 -8.560041E-03	 1.548473E-03	 -1.548716E-02	 1.077131E-02	 2.757208E-03	 2.136587E-03	 -4.474333E-03	 8.355492E-03	 -7.743578E-03	 5.385653E-03	 2.281127E-03	 1.853087E-03	 -4.085708E-03	 8.408339E-03	 -7.743578E-03	 5.385653E-03
9.204496E-04	 1.366165E-02	 3.854338E-03	 5.069274E-03	 3.402367E-03	 -8.592374E-03	 1.549885E-03	 -1.550367E-02	 1.081324E-02	 2.773975E-03	 2.146490E-03	 -4.498265E-03	 8.357271E-03	 -7.751837E-03	 5.406621E-03	 2.295298E-03	 1.863251E-03	 -4.094109E-03	 8.417466E-03	 -7.751837E-03	 5.406621E-03
9.289664E-04	 1.372532E-02	 3.875256E-03	 5.100380E-03	 3.418056E-03	 -8.624938E-03	 1.551374E-03	 -1.552001E-02	 1.085534E-02	 2.790830E-03	 2.156412E-03	 -4.522440E-03	 8.357934E-03	 -7.760006E-03	 5.427671E-03	 2.309550E-03	 1.873469E-03	 -4.102499E-03	 8.426499E-03	 -7.760006E-03	 5.427671E-03
9.375620E-04	 1.378939E-02	 3.896951E-03	 5.131655E-03	 3.433793E-03	 -8.657737E-03	 1.552962E-03	 -1.553617E-02	 1.089761E-02	 2.807773E-03	 2.166353E-03	 -4.546860E-03	 8.357458E-03	 -7.768084E-03	 5.448804E-03	 2.323882E-03	 1.883741E-03	 -4.110878E-03	 8.435435E-03	 -7.768084E-03	 5.448804E-03
9.462372E-04	 1.385387E-02	 3.919445E-03	 5.163099E-03	 3.449576E-03	 -8.690774E-03	 1.554668E-03	 -1.555214E-02	 1.094004E-02	 2.824804E-03	 2.176311E-03	 -4.571528E-03	 8.355821E-03	 -7.776071E-03	 5.470018E-03	 2.338295E-03	 1.894069E-03	 -4.119246E-03	 8.444274E-03	 -7.776071E-03	 5.470018E-03
9.549926E-04	 1.391876E-02	 3.942758E-03	 5.194713E-03	 3.465407E-03	 -8.724051E-03	 1.556518E-03	 -1.556793E-02	 1.098263E-02	 2.841924E-03	 2.186288E-03	 -4.596449E-03	 8.353001E-03	 -7.783964E-03	 5.491316E-03	 2.352790E-03	 1.904451E-03	 -4.127602E-03	 8.453016E-03	 -7.783964E-03	 5.491316E-03
9.638290E-04	 1.398407E-02	 3.966912E-03	 5.226498E-03	 3.481284E-03	 -8.757571E-03	 1.558539E-03	 -1.558353E-02	 1.102539E-02	 2.859132E-03	 2.196281E-03	 -4.621624E-03	 8.348976E-03	 -7.791763E-03	 5.512697E-03	 2.367366E-03	 1.914888E-03	 -4.135946E-03	 8.461657E-03	 -7.791763E-03	 5.512697E-03
9.727472E-04	 1.404979E-02	 3.991931E-03	 5.258455E-03	 3.497207E-03	 -8.791336E-03	 1.560761E-03	 -1.559894E-02	 1.106832E-02	 2.876429E-03	 2.206291E-03	 -4.647058E-03	 8.343722E-03	 -7.799468E-03	 5.534161E-03	 2.382025E-03	 1.925381E-03	 -4.144279E-03	 8.470199E-03	 -7.799468E-03	 5.534161E-03
9.817479E-04	 1.411593E-02	 4.017837E-03	 5.290583E-03	 3.513177E-03	 -8.825351E-03	 1.563216E-03	 -1.561415E-02	 1.111142E-02	 2.893816E-03	 2.216318E-03	 -4.672753E-03	 8.337217E-03	 -7.807076E-03	 5.555708E-03	 2.396767E-03	 1.935929E-03	 -4.152599E-03	 8.478639E-03	 -7.807076E-03	 5.555708E-03
9.908319E-04	 1.418250E-02	 4.044654E-03	 5.322885E-03	 3.529192E-03	 -8.859618E-03	 1.565943E-03	 -1.562917E-02	 1.115468E-02	 2.911293E-03	 2.226360E-03	 -4.698712E-03	 8.329436E-03	 -7.814587E-03	 5.577340E-03	 2.411592E-03	 1.946534E-03	 -4.160906E-03	 8.486976E-03	 -7.814587E-03	 5.577340E-03
1.000000E-03	 1.424950E-02	 4.072408E-03	 5.355360E-03	 3.545253E-03	 -8.894140E-03	 1.568981E-03	 -1.564400E-02	 1.119811E-02	 2.928860E-03	 2.236417E-03	 -4.724940E-03	 8.320356E-03	 -7.822000E-03	 5.599056E-03	 2.426500E-03	 1.957195E-03	 -4.169200E-03	 8.495210E-03	 -7.822000E-03	 5.599056E-03
1.009253E-03	 1.431648E-02	 4.076728E-03	 5.388829E-03	 3.561543E-03	 -8.927646E-03	 1.569116E-03	 -1.566414E-02	 1.123880E-02	 2.947152E-03	 2.247067E-03	 -4.748152E-03	 8.347880E-03	 -7.832068E-03	 5.619399E-03	 2.441677E-03	 1.967821E-03	 -4.179494E-03	 8.505584E-03	 -7.832068E-03	 5.619399E-03
1.018591E-03	 1.438384E-02	 4.081506E-03	 5.422484E-03	 3.577885E-03	 -8.961353E-03	 1.569491E-03	 -1.568412E-02	 1.127962E-02	 2.965545E-03	 2.257744E-03	 -4.771560E-03	 8.374767E-03	 -7.842060E-03	 5.639811E-03	 2.456940E-03	 1.978503E-03	 -4.189792E-03	 8.515873E-03	 -7.842060E-03	 5.639811E-03
1.028016E-03	 1.445159E-02	 4.086748E-03	 5.456327E-03	 3.594278E-03	 -8.995261E-03	 1.570089E-03	 -1.570395E-02	 1.132059E-02	 2.984038E-03	 2.268448E-03	 -4.795166E-03	 8.401001E-03	 -7.851976E-03	 5.660293E-03	 2.472289E-03	 1.989242E-03	 -4.200095E-03	 8.526074E-03	 -7.851976E-03	 5.660293E-03
1.037528E-03	 1.451973E-02	 4.092461E-03	 5.490359E-03	 3.610722E-03	 -9.029373E-03	 1.570894E-03	 -1.572363E-02	 1.136169E-02	 3.002634E-03	 2.279179E-03	 -4.818971E-03	 8.426568E-03	 -7.861816E-03	 5.680845E-03	 2.487726E-03	 2.000038E-03	 -4.210403E-03	 8.536188E-03	 -7.861816E-03	 5.680845E-03
1.047129E-03	 1.458827E-02	 4.098654E-03	 5.524580E-03	 3.627217E-03	 -9.063692E-03	 1.571891E-03	 -1.574315E-02	 1.140293E-02	 3.021331E-03	 2.289935E-03	 -4.842978E-03	 8.451451E-03	 -7.871577E-03	 5.701467E-03	 2.503249E-03	 2.010891E-03	 -4.220714E-03	 8.546213E-03	 -7.871577E-03	 5.701467E-03
1.056818E-03	 1.465721E-02	 4.105333E-03	 5.558992E-03	 3.643764E-03	 -9.098219E-03	 1.573062E-03	 -1.576252E-02	 1.144432E-02	 3.040131E-03	 2.300717E-03	 -4.867190E-03	 8.475634E-03	 -7.881259E-03	 5.722160E-03	 2.518861E-03	 2.021801E-03	 -4.231029E-03	 8.556148E-03	 -7.881259E-03	 5.722160E-03
1.066596E-03	 1.472655E-02	 4.112507E-03	 5.593595E-03	 3.660360E-03	 -9.132956E-03	 1.574392E-03	 -1.578172E-02	 1.148585E-02	 3.059034E-03	 2.311524E-03	 -4.891608E-03	 8.499102E-03	 -7.890861E-03	 5.742924E-03	 2.534561E-03	 2.032770E-03	 -4.241348E-03	 8.565993E-03	 -7.890861E-03	 5.742924E-03
1.076465E-03	 1.479629E-02	 4.120184E-03	 5.628390E-03	 3.677008E-03	 -9.167905E-03	 1.575865E-03	 -1.580077E-02	 1.152752E-02	 3.078040E-03	 2.322355E-03	 -4.916235E-03	 8.521836E-03	 -7.900383E-03	 5.763758E-03	 2.550350E-03	 2.043796E-03	 -4.251670E-03	 8.575745E-03	 -7.900383E-03	 5.763758E-03
1.086426E-03	 1.486645E-02	 4.128373E-03	 5.663378E-03	 3.693705E-03	 -9.203069E-03	 1.577467E-03	 -1.581964E-02	 1.156933E-02	 3.097150E-03	 2.333212E-03	 -4.941074E-03	 8.543821E-03	 -7.909822E-03	 5.784663E-03	 2.566228E-03	 2.054881E-03	 -4.261996E-03	 8.585405E-03	 -7.909822E-03	 5.784663E-03
1.096478E-03	 1.493701E-02	 4.137081E-03	 5.698559E-03	 3.710453E-03	 -9.238450E-03	 1.579183E-03	 -1.583836E-02	 1.161128E-02	 3.116364E-03	 2.344092E-03	 -4.966126E-03	 8.565040E-03	 -7.919179E-03	 5.805639E-03	 2.582196E-03	 2.066024E-03	 -4.272324E-03	 8.594970E-03	 -7.919179E-03	 5.805639E-03
1.106624E-03	 1.500799E-02	 4.146318E-03	 5.733936E-03	 3.727250E-03	 -9.274050E-03	 1.580997E-03	 -1.585691E-02	 1.165337E-02	 3.135683E-03	 2.354996E-03	 -4.991395E-03	 8.585475E-03	 -7.928453E-03	 5.826687E-03	 2.598253E-03	 2.077226E-03	 -4.282656E-03	 8.604441E-03	 -7.928453E-03	 5.826687E-03
1.116863E-03	 1.507938E-02	 4.156094E-03	 5.769508E-03	 3.744096E-03	 -9.309872E-03	 1.582896E-03	 -1.587528E-02	 1.169561E-02	 3.155107E-03	 2.365923E-03	 -5.016882E-03	 8.605108E-03	 -7.937641E-03	 5.847807E-03	 2.614402E-03	 2.088488E-03	 -4.292990E-03	 8.613815E-03	 -7.937641E-03	 5.847807E-03
1.127197E-03	 1.515119E-02	 4.166418E-03	 5.805277E-03	 3.760992E-03	 -9.345917E-03	 1.584867E-03	 -1.589349E-02	 1.173800E-02	 3.174636E-03	 2.376873E-03	 -5.042591E-03	 8.623923E-03	 -7.946744E-03	 5.868998E-03	 2.630641E-03	 2.099809E-03	 -4.303326E-03	 8.623093E-03	 -7.946744E-03	 5.868998E-03
1.137627E-03	 1.522343E-02	 4.177301E-03	 5.841244E-03	 3.777937E-03	 -9.382188E-03	 1.586897E-03	 -1.591152E-02	 1.178052E-02	 3.194272E-03	 2.387845E-03	 -5.068523E-03	 8.641901E-03	 -7.955760E-03	 5.890262E-03	 2.646972E-03	 2.111189E-03	 -4.313665E-03	 8.632272E-03	 -7.955760E-03	 5.890262E-03
1.148154E-03	 1.529610E-02	 4.188752E-03	 5.877409E-03	 3.794930E-03	 -9.418687E-03	 1.588975E-03	 -1.592938E-02	 1.182320E-02	 3.214014E-03	 2.398839E-03	 -5.094681E-03	 8.659023E-03	 -7.964689E-03	 5.911598E-03	 2.663395E-03	 2.122630E-03	 -4.324005E-03	 8.641351E-03	 -7.964689E-03	 5.911598E-03
1.158777E-03	 1.536919E-02	 4.200783E-03	 5.913773E-03	 3.811972E-03	 -9.455416E-03	 1.591090E-03	 -1.594706E-02	 1.186601E-02	 3.233863E-03	 2.409854E-03	 -5.121069E-03	 8.675272E-03	 -7.973529E-03	 5.933006E-03	 2.679910E-03	 2.134131E-03	 -4.334348E-03	 8.650331E-03	 -7.973529E-03	 5.933006E-03
1.169499E-03	 1.544272E-02	 4.213405E-03	 5.950337E-03	 3.829062E-03	 -9.492379E-03	 1.593231E-03	 -1.596456E-02	 1.190897E-02	 3.253819E-03	 2.420891E-03	 -5.147687E-03	 8.690629E-03	 -7.982279E-03	 5.954487E-03	 2.696518E-03	 2.145692E-03	 -4.344691E-03	 8.659208E-03	 -7.982279E-03	 5.954487E-03
1.180321E-03	 1.551668E-02	 4.226630E-03	 5.987102E-03	 3.846199E-03	 -9.529576E-03	 1.595389E-03	 -1.598188E-02	 1.195208E-02	 3.273883E-03	 2.431948E-03	 -5.174540E-03	 8.705074E-03	 -7.990939E-03	 5.976040E-03	 2.713219E-03	 2.157315E-03	 -4.355037E-03	 8.667983E-03	 -7.990939E-03	 5.976040E-03
1.191242E-03	 1.559108E-02	 4.240469E-03	 6.024070E-03	 3.863384E-03	 -9.567012E-03	 1.597557E-03	 -1.599901E-02	 1.199533E-02	 3.294055E-03	 2.443025E-03	 -5.201629E-03	 8.718588E-03	 -7.999506E-03	 5.997667E-03	 2.730014E-03	 2.168998E-03	 -4.365383E-03	 8.676655E-03	 -7.999506E-03	 5.997667E-03
