NNPDFpol 1.1, Q = 1.581 GeV
x	 x(uv-dv)	 error	 x(u+-d+)	 error
1.770109E-03	 1.226280E-02	 1.734532E-02	 3.122107E-02	 2.096697E-02
1.786488E-03	 1.231866E-02	 1.736981E-02	 3.130922E-02	 2.099053E-02
1.803018E-03	 1.237468E-02	 1.739459E-02	 3.139770E-02	 2.101415E-02
1.819701E-03	 1.243087E-02	 1.741969E-02	 3.148653E-02	 2.103782E-02
1.836538E-03	 1.248726E-02	 1.744515E-02	 3.157573E-02	 2.106153E-02
1.853532E-03	 1.254389E-02	 1.747100E-02	 3.166532E-02	 2.108530E-02
1.870682E-03	 1.260079E-02	 1.749725E-02	 3.175533E-02	 2.110911E-02
1.887991E-03	 1.265798E-02	 1.752396E-02	 3.184575E-02	 2.113295E-02
1.905461E-03	 1.271549E-02	 1.755112E-02	 3.193663E-02	 2.115683E-02
1.923092E-03	 1.277336E-02	 1.757878E-02	 3.202797E-02	 2.118075E-02
1.940886E-03	 1.283161E-02	 1.760695E-02	 3.211979E-02	 2.120469E-02
1.958845E-03	 1.289026E-02	 1.763564E-02	 3.221212E-02	 2.122865E-02
1.976970E-03	 1.294936E-02	 1.766489E-02	 3.230497E-02	 2.125263E-02
1.995262E-03	 1.300893E-02	 1.769469E-02	 3.239836E-02	 2.127662E-02
2.013724E-03	 1.306899E-02	 1.772507E-02	 3.249231E-02	 2.130063E-02
2.032357E-03	 1.312959E-02	 1.775604E-02	 3.258684E-02	 2.132464E-02
2.051162E-03	 1.319074E-02	 1.778760E-02	 3.268196E-02	 2.134864E-02
2.070141E-03	 1.325247E-02	 1.781976E-02	 3.277770E-02	 2.137265E-02
2.089296E-03	 1.331483E-02	 1.785253E-02	 3.287407E-02	 2.139663E-02
2.108628E-03	 1.337764E-02	 1.788582E-02	 3.297099E-02	 2.142066E-02
2.128139E-03	 1.344078E-02	 1.791954E-02	 3.306837E-02	 2.144475E-02
2.147830E-03	 1.350425E-02	 1.795368E-02	 3.316623E-02	 2.146892E-02
2.167704E-03	 1.356808E-02	 1.798827E-02	 3.326456E-02	 2.149315E-02
2.187762E-03	 1.363230E-02	 1.802331E-02	 3.336339E-02	 2.151743E-02
2.208005E-03	 1.369693E-02	 1.805880E-02	 3.346273E-02	 2.154176E-02
2.228435E-03	 1.376200E-02	 1.809474E-02	 3.356259E-02	 2.156614E-02
2.249055E-03	 1.382752E-02	 1.813113E-02	 3.366298E-02	 2.159054E-02
2.269865E-03	 1.389352E-02	 1.816798E-02	 3.376391E-02	 2.161497E-02
2.290868E-03	 1.396003E-02	 1.820528E-02	 3.386540E-02	 2.163943E-02
2.312065E-03	 1.402707E-02	 1.824303E-02	 3.396746E-02	 2.166389E-02
2.333458E-03	 1.409466E-02	 1.828123E-02	 3.407010E-02	 2.168835E-02
2.355049E-03	 1.416282E-02	 1.831987E-02	 3.417333E-02	 2.171282E-02
2.376840E-03	 1.423159E-02	 1.835895E-02	 3.427717E-02	 2.173726E-02
2.398833E-03	 1.430098E-02	 1.839845E-02	 3.438162E-02	 2.176169E-02
2.421029E-03	 1.437102E-02	 1.843838E-02	 3.448671E-02	 2.178610E-02
2.443431E-03	 1.444174E-02	 1.847873E-02	 3.459243E-02	 2.181046E-02
2.466039E-03	 1.451315E-02	 1.851947E-02	 3.469881E-02	 2.183478E-02
2.488857E-03	 1.458527E-02	 1.856062E-02	 3.480586E-02	 2.185905E-02
2.511886E-03	 1.465815E-02	 1.860214E-02	 3.491359E-02	 2.188325E-02
2.535129E-03	 1.473168E-02	 1.864408E-02	 3.502188E-02	 2.190737E-02
2.558586E-03	 1.480577E-02	 1.868643E-02	 3.513065E-02	 2.193139E-02
2.582260E-03	 1.488043E-02	 1.872918E-02	 3.523991E-02	 2.195532E-02
2.606154E-03	 1.495567E-02	 1.877231E-02	 3.534969E-02	 2.197920E-02
2.630268E-03	 1.503150E-02	 1.881580E-02	 3.546002E-02	 2.200303E-02
2.654606E-03	 1.510793E-02	 1.885963E-02	 3.557091E-02	 2.202683E-02
2.679168E-03	 1.518495E-02	 1.890377E-02	 3.568240E-02	 2.205062E-02
2.703958E-03	 1.526259E-02	 1.894821E-02	 3.579451E-02	 2.207442E-02
2.728978E-03	 1.534085E-02	 1.899294E-02	 3.590726E-02	 2.209825E-02
2.754229E-03	 1.541974E-02	 1.903794E-02	 3.602067E-02	 2.212212E-02
2.779713E-03	 1.549926E-02	 1.908318E-02	 3.613477E-02	 2.214605E-02
2.805434E-03	 1.557942E-02	 1.912866E-02	 3.624959E-02	 2.217006E-02
2.831392E-03	 1.566024E-02	 1.917436E-02	 3.636515E-02	 2.219416E-02
2.857591E-03	 1.574172E-02	 1.922027E-02	 3.648147E-02	 2.221838E-02
2.884032E-03	 1.582386E-02	 1.926636E-02	 3.659858E-02	 2.224273E-02
2.910717E-03	 1.590668E-02	 1.931263E-02	 3.671650E-02	 2.226723E-02
2.937650E-03	 1.599019E-02	 1.935907E-02	 3.683526E-02	 2.229189E-02
2.964831E-03	 1.607439E-02	 1.940566E-02	 3.695488E-02	 2.231674E-02
2.992265E-03	 1.615929E-02	 1.945238E-02	 3.707539E-02	 2.234179E-02
3.019952E-03	 1.624490E-02	 1.949924E-02	 3.719680E-02	 2.236706E-02
3.047895E-03	 1.633117E-02	 1.954626E-02	 3.731901E-02	 2.239248E-02
3.076097E-03	 1.641804E-02	 1.959351E-02	 3.744191E-02	 2.241800E-02
3.104560E-03	 1.650553E-02	 1.964097E-02	 3.756550E-02	 2.244361E-02
3.133286E-03	 1.659365E-02	 1.968864E-02	 3.768980E-02	 2.246934E-02
3.162278E-03	 1.668241E-02	 1.973652E-02	 3.781483E-02	 2.249519E-02
3.191538E-03	 1.677181E-02	 1.978460E-02	 3.794061E-02	 2.252116E-02
3.221069E-03	 1.686187E-02	 1.983288E-02	 3.806715E-02	 2.254726E-02
3.250873E-03	 1.695259E-02	 1.988135E-02	 3.819447E-02	 2.257351E-02
3.280953E-03	 1.704399E-02	 1.993001E-02	 3.832257E-02	 2.259990E-02
3.311311E-03	 1.713608E-02	 1.997886E-02	 3.845149E-02	 2.262646E-02
3.341950E-03	 1.722886E-02	 2.002790E-02	 3.858124E-02	 2.265318E-02
3.372873E-03	 1.732235E-02	 2.007711E-02	 3.871182E-02	 2.268008E-02
3.404082E-03	 1.741655E-02	 2.012651E-02	 3.884326E-02	 2.270715E-02
3.435579E-03	 1.751148E-02	 2.017608E-02	 3.897558E-02	 2.273442E-02
3.467369E-03	 1.760714E-02	 2.022583E-02	 3.910878E-02	 2.276189E-02
3.499452E-03	 1.770355E-02	 2.027576E-02	 3.924289E-02	 2.278956E-02
3.531832E-03	 1.780071E-02	 2.032585E-02	 3.937792E-02	 2.281744E-02
3.564511E-03	 1.789864E-02	 2.037612E-02	 3.951389E-02	 2.284555E-02
3.597493E-03	 1.799734E-02	 2.042656E-02	 3.965081E-02	 2.287388E-02
3.630781E-03	 1.809683E-02	 2.047717E-02	 3.978870E-02	 2.290245E-02
3.664376E-03	 1.819698E-02	 2.052804E-02	 3.992742E-02	 2.293123E-02
3.698282E-03	 1.829769E-02	 2.057924E-02	 4.006681E-02	 2.296018E-02
3.732502E-03	 1.839900E-02	 2.063076E-02	 4.020692E-02	 2.298931E-02
3.767038E-03	 1.850092E-02	 2.068258E-02	 4.034779E-02	 2.301862E-02
3.801894E-03	 1.860350E-02	 2.073467E-02	 4.048944E-02	 2.304813E-02
3.837072E-03	 1.870675E-02	 2.078703E-02	 4.063191E-02	 2.307785E-02
3.872576E-03	 1.881072E-02	 2.083964E-02	 4.077524E-02	 2.310777E-02
3.908409E-03	 1.891542E-02	 2.089247E-02	 4.091946E-02	 2.313791E-02
3.944573E-03	 1.902089E-02	 2.094552E-02	 4.106460E-02	 2.316827E-02
3.981072E-03	 1.912716E-02	 2.099875E-02	 4.121070E-02	 2.319886E-02
4.017908E-03	 1.923425E-02	 2.105217E-02	 4.135780E-02	 2.322970E-02
4.055085E-03	 1.934220E-02	 2.110574E-02	 4.150593E-02	 2.326077E-02
4.092607E-03	 1.945104E-02	 2.115946E-02	 4.165511E-02	 2.329210E-02
4.130475E-03	 1.956079E-02	 2.121330E-02	 4.180540E-02	 2.332369E-02
4.168694E-03	 1.967148E-02	 2.126725E-02	 4.195681E-02	 2.335554E-02
4.207266E-03	 1.978314E-02	 2.132130E-02	 4.210939E-02	 2.338766E-02
4.246196E-03	 1.989581E-02	 2.137543E-02	 4.226318E-02	 2.342005E-02
4.285485E-03	 2.000951E-02	 2.142962E-02	 4.241820E-02	 2.345274E-02
4.325138E-03	 2.012427E-02	 2.148386E-02	 4.257448E-02	 2.348571E-02
4.365158E-03	 2.024012E-02	 2.153814E-02	 4.273208E-02	 2.351897E-02
4.405549E-03	 2.035694E-02	 2.159256E-02	 4.289082E-02	 2.355250E-02
4.446313E-03	 2.047459E-02	 2.164724E-02	 4.305055E-02	 2.358628E-02
4.487454E-03	 2.059308E-02	 2.170218E-02	 4.321128E-02	 2.362029E-02
4.528976E-03	 2.071244E-02	 2.175737E-02	 4.337305E-02	 2.365456E-02
4.570882E-03	 2.083268E-02	 2.181280E-02	 4.353586E-02	 2.368909E-02
4.613176E-03	 2.095382E-02	 2.186847E-02	 4.369975E-02	 2.372388E-02
4.655861E-03	 2.107588E-02	 2.192437E-02	 4.386473E-02	 2.375894E-02
4.698941E-03	 2.119886E-02	 2.198051E-02	 4.403083E-02	 2.379428E-02
4.742420E-03	 2.132278E-02	 2.203688E-02	 4.419807E-02	 2.382991E-02
4.786301E-03	 2.144767E-02	 2.209347E-02	 4.436646E-02	 2.386583E-02
4.830588E-03	 2.157354E-02	 2.215029E-02	 4.453604E-02	 2.390205E-02
4.875285E-03	 2.170040E-02	 2.220733E-02	 4.470682E-02	 2.393857E-02
4.920395E-03	 2.182828E-02	 2.226459E-02	 4.487882E-02	 2.397540E-02
4.965923E-03	 2.195718E-02	 2.232207E-02	 4.505207E-02	 2.401255E-02
5.011872E-03	 2.208712E-02	 2.237976E-02	 4.522659E-02	 2.405002E-02
5.058247E-03	 2.221812E-02	 2.243768E-02	 4.540240E-02	 2.408782E-02
5.105050E-03	 2.235020E-02	 2.249582E-02	 4.557951E-02	 2.412596E-02
5.152286E-03	 2.248337E-02	 2.255418E-02	 4.575796E-02	 2.416444E-02
5.199960E-03	 2.261765E-02	 2.261276E-02	 4.593777E-02	 2.420327E-02
5.248075E-03	 2.275305E-02	 2.267157E-02	 4.611895E-02	 2.424245E-02
5.296634E-03	 2.288935E-02	 2.273069E-02	 4.630129E-02	 2.428199E-02
5.345644E-03	 2.302634E-02	 2.279020E-02	 4.648460E-02	 2.432192E-02
5.395106E-03	 2.316409E-02	 2.285011E-02	 4.666892E-02	 2.436221E-02
5.445027E-03	 2.330265E-02	 2.291042E-02	 4.685431E-02	 2.440287E-02
5.495409E-03	 2.344209E-02	 2.297116E-02	 4.704082E-02	 2.444388E-02
5.546257E-03	 2.358245E-02	 2.303232E-02	 4.722850E-02	 2.448523E-02
5.597576E-03	 2.372381E-02	 2.309391E-02	 4.741739E-02	 2.452693E-02
5.649370E-03	 2.386622E-02	 2.315593E-02	 4.760756E-02	 2.456896E-02
5.701643E-03	 2.400975E-02	 2.321841E-02	 4.779905E-02	 2.461132E-02
5.754399E-03	 2.415444E-02	 2.328133E-02	 4.799191E-02	 2.465399E-02
5.807644E-03	 2.430037E-02	 2.334470E-02	 4.818619E-02	 2.469696E-02
5.861382E-03	 2.444759E-02	 2.340853E-02	 4.838194E-02	 2.474024E-02
5.915616E-03	 2.459616E-02	 2.347281E-02	 4.857922E-02	 2.478381E-02
5.970353E-03	 2.474614E-02	 2.353755E-02	 4.877808E-02	 2.482766E-02
6.025596E-03	 2.489759E-02	 2.360275E-02	 4.897856E-02	 2.487179E-02
6.081350E-03	 2.505057E-02	 2.366841E-02	 4.918071E-02	 2.491617E-02
6.137620E-03	 2.520514E-02	 2.373452E-02	 4.938460E-02	 2.496082E-02
6.194411E-03	 2.536135E-02	 2.380109E-02	 4.959026E-02	 2.500570E-02
6.251727E-03	 2.551928E-02	 2.386811E-02	 4.979775E-02	 2.505083E-02
6.309573E-03	 2.567898E-02	 2.393558E-02	 5.000712E-02	 2.509618E-02
6.367955E-03	 2.584019E-02	 2.400356E-02	 5.021815E-02	 2.514179E-02
6.426877E-03	 2.600264E-02	 2.407215E-02	 5.043060E-02	 2.518769E-02
6.486344E-03	 2.616638E-02	 2.414134E-02	 5.064450E-02	 2.523389E-02
6.546362E-03	 2.633142E-02	 2.421115E-02	 5.085988E-02	 2.528038E-02
6.606934E-03	 2.649781E-02	 2.428158E-02	 5.107677E-02	 2.532716E-02
6.668068E-03	 2.666557E-02	 2.435264E-02	 5.129521E-02	 2.537423E-02
6.729767E-03	 2.683474E-02	 2.442433E-02	 5.151521E-02	 2.542158E-02
6.792036E-03	 2.700535E-02	 2.449667E-02	 5.173682E-02	 2.546921E-02
6.854882E-03	 2.717744E-02	 2.456965E-02	 5.196006E-02	 2.551713E-02
6.918310E-03	 2.735103E-02	 2.464328E-02	 5.218496E-02	 2.556532E-02
6.982324E-03	 2.752616E-02	 2.471758E-02	 5.241155E-02	 2.561378E-02
7.046931E-03	 2.770287E-02	 2.479254E-02	 5.263987E-02	 2.566251E-02
7.112135E-03	 2.788118E-02	 2.486816E-02	 5.286994E-02	 2.571152E-02
7.177943E-03	 2.806112E-02	 2.494447E-02	 5.310180E-02	 2.576078E-02
7.244360E-03	 2.824274E-02	 2.502145E-02	 5.333547E-02	 2.581031E-02
7.311391E-03	 2.842606E-02	 2.509912E-02	 5.357099E-02	 2.586010E-02
7.379042E-03	 2.861112E-02	 2.517748E-02	 5.380838E-02	 2.591014E-02
7.447320E-03	 2.879795E-02	 2.525654E-02	 5.404767E-02	 2.596043E-02
7.516229E-03	 2.898657E-02	 2.533629E-02	 5.428891E-02	 2.601098E-02
7.585776E-03	 2.917704E-02	 2.541675E-02	 5.453210E-02	 2.606176E-02
7.655966E-03	 2.936897E-02	 2.549807E-02	 5.477696E-02	 2.611285E-02
7.726806E-03	 2.956206E-02	 2.558040E-02	 5.502317E-02	 2.616428E-02
7.798301E-03	 2.975638E-02	 2.566371E-02	 5.527084E-02	 2.621605E-02
7.870458E-03	 2.995202E-02	 2.574799E-02	 5.552002E-02	 2.626814E-02
7.943282E-03	 3.014908E-02	 2.583323E-02	 5.577079E-02	 2.632053E-02
8.016781E-03	 3.034763E-02	 2.591940E-02	 5.602323E-02	 2.637321E-02
8.090959E-03	 3.054778E-02	 2.600649E-02	 5.627742E-02	 2.642617E-02
8.165824E-03	 3.074961E-02	 2.609446E-02	 5.653342E-02	 2.647939E-02
8.241381E-03	 3.095320E-02	 2.618330E-02	 5.679132E-02	 2.653286E-02
8.317638E-03	 3.115865E-02	 2.627297E-02	 5.705120E-02	 2.658656E-02
8.394600E-03	 3.136604E-02	 2.636345E-02	 5.731311E-02	 2.664048E-02
8.472274E-03	 3.157546E-02	 2.645470E-02	 5.757715E-02	 2.669460E-02
8.550667E-03	 3.178701E-02	 2.654670E-02	 5.784338E-02	 2.674890E-02
8.629785E-03	 3.200076E-02	 2.663941E-02	 5.811188E-02	 2.680337E-02
8.709636E-03	 3.221681E-02	 2.673279E-02	 5.838273E-02	 2.685800E-02
8.790225E-03	 3.243525E-02	 2.682681E-02	 5.865600E-02	 2.691276E-02
8.871560E-03	 3.265616E-02	 2.692142E-02	 5.893176E-02	 2.696764E-02
8.953648E-03	 3.287963E-02	 2.701660E-02	 5.921010E-02	 2.702262E-02
9.036495E-03	 3.310575E-02	 2.711229E-02	 5.949109E-02	 2.707769E-02
9.120108E-03	 3.333461E-02	 2.720845E-02	 5.977479E-02	 2.713284E-02
9.204496E-03	 3.356584E-02	 2.730529E-02	 6.006090E-02	 2.718812E-02
9.289664E-03	 3.379901E-02	 2.740302E-02	 6.034906E-02	 2.724361E-02
9.375620E-03	 3.403418E-02	 2.750162E-02	 6.063931E-02	 2.729930E-02
9.462372E-03	 3.427140E-02	 2.760108E-02	 6.093171E-02	 2.735519E-02
9.549926E-03	 3.451073E-02	 2.770140E-02	 6.122629E-02	 2.741126E-02
9.638290E-03	 3.475221E-02	 2.780254E-02	 6.152309E-02	 2.746750E-02
9.727472E-03	 3.499590E-02	 2.790449E-02	 6.182216E-02	 2.752390E-02
9.817479E-03	 3.524184E-02	 2.800724E-02	 6.212354E-02	 2.758046E-02
9.908319E-03	 3.549008E-02	 2.811077E-02	 6.242727E-02	 2.763716E-02
1.000000E-02	 3.574069E-02	 2.821506E-02	 6.273340E-02	 2.769399E-02
1.198397E-02	 4.117659E-02	 3.040857E-02	 6.925993E-02	 2.882769E-02
1.396794E-02	 4.665063E-02	 3.246558E-02	 7.565765E-02	 2.980688E-02
1.595190E-02	 5.216693E-02	 3.437654E-02	 8.197693E-02	 3.066358E-02
1.793587E-02	 5.765441E-02	 3.617488E-02	 8.817600E-02	 3.142412E-02
1.991984E-02	 6.319514E-02	 3.783800E-02	 9.435390E-02	 3.209991E-02
2.190381E-02	 6.875282E-02	 3.938604E-02	 1.004883E-01	 3.270590E-02
2.388778E-02	 7.434282E-02	 4.083111E-02	 1.065785E-01	 3.322722E-02
2.587174E-02	 7.991899E-02	 4.224744E-02	 1.125836E-01	 3.367295E-02
2.785571E-02	 8.547212E-02	 4.362079E-02	 1.185936E-01	 3.413657E-02
2.983968E-02	 9.098358E-02	 4.493684E-02	 1.245903E-01	 3.462098E-02
3.182365E-02	 9.643636E-02	 4.619155E-02	 1.305548E-01	 3.512656E-02
3.380762E-02	 1.018201E-01	 4.735735E-02	 1.364979E-01	 3.567410E-02
3.579158E-02	 1.071019E-01	 4.846339E-02	 1.423751E-01	 3.625545E-02
3.777555E-02	 1.123241E-01	 4.948899E-02	 1.482163E-01	 3.686023E-02
3.975952E-02	 1.175322E-01	 5.040603E-02	 1.540609E-01	 3.748267E-02
4.174349E-02	 1.227218E-01	 5.122823E-02	 1.598989E-01	 3.811844E-02
4.372745E-02	 1.278677E-01	 5.198374E-02	 1.657025E-01	 3.876649E-02
4.571142E-02	 1.329782E-01	 5.266979E-02	 1.714802E-01	 3.942673E-02
4.769539E-02	 1.380599E-01	 5.328591E-02	 1.772378E-01	 4.009902E-02
4.967936E-02	 1.430980E-01	 5.385601E-02	 1.829624E-01	 4.078572E-02
5.166333E-02	 1.480811E-01	 5.440054E-02	 1.886400E-01	 4.148519E-02
5.364729E-02	 1.530289E-01	 5.490247E-02	 1.942827E-01	 4.219008E-02
5.563126E-02	 1.579574E-01	 5.534644E-02	 1.999004E-01	 4.289407E-02
5.761523E-02	 1.628791E-01	 5.571896E-02	 2.055006E-01	 4.359181E-02
5.959920E-02	 1.677818E-01	 5.603877E-02	 2.110724E-01	 4.428453E-02
6.158317E-02	 1.726521E-01	 5.632567E-02	 2.166055E-01	 4.497513E-02
6.356713E-02	 1.774947E-01	 5.657580E-02	 2.221034E-01	 4.566259E-02
6.555110E-02	 1.823131E-01	 5.678628E-02	 2.275693E-01	 4.634604E-02
6.753507E-02	 1.871104E-01	 5.695516E-02	 2.330058E-01	 4.702479E-02
6.951904E-02	 1.918891E-01	 5.708175E-02	 2.384152E-01	 4.769864E-02
7.150301E-02	 1.966435E-01	 5.718669E-02	 2.438026E-01	 4.837933E-02
7.348697E-02	 2.013695E-01	 5.727950E-02	 2.491622E-01	 4.906548E-02
7.547094E-02	 2.060662E-01	 5.735650E-02	 2.544850E-01	 4.974786E-02
7.745491E-02	 2.107333E-01	 5.741273E-02	 2.597633E-01	 5.041831E-02
7.943888E-02	 2.153702E-01	 5.744226E-02	 2.649906E-01	 5.106965E-02
8.142285E-02	 2.199767E-01	 5.743860E-02	 2.701615E-01	 5.169558E-02
8.340681E-02	 2.245527E-01	 5.739526E-02	 2.752718E-01	 5.229080E-02
8.539078E-02	 2.290963E-01	 5.732786E-02	 2.803294E-01	 5.286618E-02
8.737475E-02	 2.336069E-01	 5.724636E-02	 2.853399E-01	 5.342858E-02
8.935872E-02	 2.380851E-01	 5.714710E-02	 2.903019E-01	 5.397547E-02
9.134269E-02	 2.425316E-01	 5.702655E-02	 2.952144E-01	 5.450466E-02
9.332665E-02	 2.469470E-01	 5.688143E-02	 3.000766E-01	 5.501425E-02
9.531062E-02	 2.513319E-01	 5.670869E-02	 3.048879E-01	 5.550259E-02
9.729459E-02	 2.556867E-01	 5.650556E-02	 3.096479E-01	 5.596831E-02
9.927856E-02	 2.600121E-01	 5.626960E-02	 3.143563E-01	 5.641025E-02
1.012625E-01	 2.643125E-01	 5.600010E-02	 3.190197E-01	 5.683085E-02
1.032465E-01	 2.685990E-01	 5.570303E-02	 3.236584E-01	 5.724036E-02
1.052305E-01	 2.728666E-01	 5.538273E-02	 3.282653E-01	 5.763664E-02
1.072144E-01	 2.771099E-01	 5.504251E-02	 3.328323E-01	 5.801673E-02
1.091984E-01	 2.813237E-01	 5.468509E-02	 3.373519E-01	 5.837799E-02
1.111824E-01	 2.855036E-01	 5.431258E-02	 3.418178E-01	 5.871806E-02
1.131663E-01	 2.896456E-01	 5.392665E-02	 3.462241E-01	 5.903483E-02
1.151503E-01	 2.937464E-01	 5.352853E-02	 3.505659E-01	 5.932648E-02
1.171343E-01	 2.978028E-01	 5.311908E-02	 3.548388E-01	 5.959138E-02
1.191182E-01	 3.018144E-01	 5.269881E-02	 3.590421E-01	 5.982938E-02
1.211022E-01	 3.058015E-01	 5.226718E-02	 3.632057E-01	 6.005150E-02
1.230862E-01	 3.097652E-01	 5.182475E-02	 3.673310E-01	 6.025802E-02
1.250701E-01	 3.137012E-01	 5.137213E-02	 3.714110E-01	 6.044596E-02
1.270541E-01	 3.176052E-01	 5.090965E-02	 3.754390E-01	 6.061269E-02
1.290381E-01	 3.214735E-01	 5.043743E-02	 3.794094E-01	 6.075583E-02
1.310220E-01	 3.253029E-01	 4.995548E-02	 3.833170E-01	 6.087330E-02
1.330060E-01	 3.290903E-01	 4.946369E-02	 3.871571E-01	 6.096327E-02
1.349900E-01	 3.328331E-01	 4.896197E-02	 3.909256E-01	 6.102413E-02
1.369739E-01	 3.365291E-01	 4.845019E-02	 3.946191E-01	 6.105453E-02
1.389579E-01	 3.401971E-01	 4.792301E-02	 3.982558E-01	 6.105466E-02
1.409419E-01	 3.438442E-01	 4.738246E-02	 4.018452E-01	 6.102755E-02
1.429259E-01	 3.474632E-01	 4.683535E-02	 4.053827E-01	 6.097635E-02
1.449098E-01	 3.510475E-01	 4.628769E-02	 4.088644E-01	 6.090398E-02
1.468938E-01	 3.545910E-01	 4.574468E-02	 4.122867E-01	 6.081316E-02
1.488778E-01	 3.580884E-01	 4.521070E-02	 4.156461E-01	 6.070641E-02
1.508617E-01	 3.615345E-01	 4.468933E-02	 4.189397E-01	 6.058607E-02
1.528457E-01	 3.649249E-01	 4.418336E-02	 4.221650E-01	 6.045427E-02
1.548297E-01	 3.682553E-01	 4.369485E-02	 4.253193E-01	 6.031304E-02
1.568136E-01	 3.715358E-01	 4.322085E-02	 4.284115E-01	 6.016120E-02
1.587976E-01	 3.747845E-01	 4.275713E-02	 4.314557E-01	 5.999558E-02
1.607816E-01	 3.779959E-01	 4.230739E-02	 4.344478E-01	 5.981785E-02
1.627655E-01	 3.811642E-01	 4.187453E-02	 4.373835E-01	 5.962963E-02
1.647495E-01	 3.842845E-01	 4.146065E-02	 4.402592E-01	 5.943245E-02
1.667335E-01	 3.873520E-01	 4.106705E-02	 4.430714E-01	 5.922774E-02
1.687174E-01	 3.903624E-01	 4.069427E-02	 4.458168E-01	 5.901685E-02
1.707014E-01	 3.933117E-01	 4.034219E-02	 4.484927E-01	 5.880103E-02
1.726854E-01	 3.961963E-01	 4.001012E-02	 4.510963E-01	 5.858147E-02
1.746693E-01	 3.990183E-01	 3.969578E-02	 4.536294E-01	 5.835817E-02
1.766533E-01	 4.017958E-01	 3.939530E-02	 4.561064E-01	 5.812814E-02
1.786373E-01	 4.045274E-01	 3.911087E-02	 4.585266E-01	 5.789290E-02
1.806212E-01	 4.072095E-01	 3.884480E-02	 4.608882E-01	 5.765432E-02
1.826052E-01	 4.098385E-01	 3.859892E-02	 4.631892E-01	 5.741409E-02
1.845892E-01	 4.124115E-01	 3.837452E-02	 4.654278E-01	 5.717379E-02
1.865731E-01	 4.149255E-01	 3.817240E-02	 4.676026E-01	 5.693483E-02
1.885571E-01	 4.173779E-01	 3.799290E-02	 4.697122E-01	 5.669848E-02
1.905411E-01	 4.197663E-01	 3.783589E-02	 4.717552E-01	 5.646590E-02
1.925251E-01	 4.220900E-01	 3.770062E-02	 4.737317E-01	 5.623765E-02
1.945090E-01	 4.243656E-01	 3.758416E-02	 4.756525E-01	 5.600969E-02
1.964930E-01	 4.265945E-01	 3.748655E-02	 4.775190E-01	 5.578259E-02
1.984770E-01	 4.287721E-01	 3.740809E-02	 4.793289E-01	 5.555843E-02
2.004609E-01	 4.308942E-01	 3.734837E-02	 4.810801E-01	 5.533907E-02
2.024449E-01	 4.329570E-01	 3.730634E-02	 4.827705E-01	 5.512617E-02
2.044289E-01	 4.349568E-01	 3.728039E-02	 4.843985E-01	 5.492122E-02
2.064128E-01	 4.368903E-01	 3.726845E-02	 4.859622E-01	 5.472551E-02
2.083968E-01	 4.387544E-01	 3.726810E-02	 4.874602E-01	 5.454016E-02
2.103808E-01	 4.405461E-01	 3.727664E-02	 4.888910E-01	 5.436613E-02
2.123647E-01	 4.422723E-01	 3.729152E-02	 4.902609E-01	 5.420369E-02
2.143487E-01	 4.439392E-01	 3.731226E-02	 4.915743E-01	 5.405204E-02
2.163327E-01	 4.455467E-01	 3.733911E-02	 4.928303E-01	 5.391033E-02
2.183166E-01	 4.470949E-01	 3.737234E-02	 4.940282E-01	 5.377769E-02
2.203006E-01	 4.485838E-01	 3.741225E-02	 4.951674E-01	 5.365327E-02
2.222846E-01	 4.500135E-01	 3.745910E-02	 4.962474E-01	 5.353620E-02
2.242685E-01	 4.513841E-01	 3.751309E-02	 4.972676E-01	 5.342563E-02
2.262525E-01	 4.526958E-01	 3.757437E-02	 4.982275E-01	 5.332069E-02
2.282365E-01	 4.539486E-01	 3.764300E-02	 4.991268E-01	 5.322052E-02
2.302204E-01	 4.551450E-01	 3.771787E-02	 4.999681E-01	 5.312607E-02
2.322044E-01	 4.562886E-01	 3.779715E-02	 5.007561E-01	 5.303988E-02
2.341884E-01	 4.573788E-01	 3.788113E-02	 5.014901E-01	 5.296134E-02
2.361723E-01	 4.584147E-01	 3.796998E-02	 5.021692E-01	 5.288970E-02
2.381563E-01	 4.593959E-01	 3.806364E-02	 5.027928E-01	 5.282416E-02
2.401403E-01	 4.603218E-01	 3.816187E-02	 5.033601E-01	 5.276390E-02
2.421242E-01	 4.611918E-01	 3.826425E-02	 5.038706E-01	 5.270802E-02
2.441082E-01	 4.620054E-01	 3.837020E-02	 5.043237E-01	 5.265560E-02
2.460922E-01	 4.627623E-01	 3.847901E-02	 5.047188E-01	 5.260571E-02
2.480762E-01	 4.634630E-01	 3.858976E-02	 5.050566E-01	 5.255792E-02
2.500601E-01	 4.641116E-01	 3.870163E-02	 5.053409E-01	 5.251399E-02
2.520441E-01	 4.647085E-01	 3.881461E-02	 5.055724E-01	 5.247399E-02
2.540281E-01	 4.652536E-01	 3.892871E-02	 5.057510E-01	 5.243765E-02
2.560120E-01	 4.657468E-01	 3.904395E-02	 5.058768E-01	 5.240472E-02
2.579960E-01	 4.661882E-01	 3.916031E-02	 5.059500E-01	 5.237488E-02
2.599800E-01	 4.665776E-01	 3.927772E-02	 5.059706E-01	 5.234782E-02
2.619639E-01	 4.669151E-01	 3.939610E-02	 5.059387E-01	 5.232319E-02
2.639479E-01	 4.672007E-01	 3.951535E-02	 5.058545E-01	 5.230063E-02
