NNPDFpol 1.1, Q = 1.581 GeV
x	 x(uv-dv)	 error	 x(u+-d+)	 error
2.659319E-01	 4.674345E-01	 3.963527E-02	 5.057182E-01	 5.227990E-02
2.679158E-01	 4.676188E-01	 3.975517E-02	 5.055316E-01	 5.226253E-02
2.698998E-01	 4.677544E-01	 3.987506E-02	 5.052956E-01	 5.224848E-02
2.718838E-01	 4.678415E-01	 3.999507E-02	 5.050104E-01	 5.223702E-02
2.738677E-01	 4.678802E-01	 4.011524E-02	 5.046762E-01	 5.222741E-02
2.758517E-01	 4.678707E-01	 4.023548E-02	 5.042934E-01	 5.221883E-02
2.778357E-01	 4.678133E-01	 4.035558E-02	 5.038622E-01	 5.221049E-02
2.798196E-01	 4.677082E-01	 4.047525E-02	 5.033829E-01	 5.220155E-02
2.818036E-01	 4.675555E-01	 4.059411E-02	 5.028559E-01	 5.219117E-02
2.837876E-01	 4.673555E-01	 4.071169E-02	 5.022814E-01	 5.217849E-02
2.857715E-01	 4.671093E-01	 4.082761E-02	 5.016600E-01	 5.216409E-02
2.877555E-01	 4.668177E-01	 4.094181E-02	 5.009925E-01	 5.214876E-02
2.897395E-01	 4.664809E-01	 4.105425E-02	 5.002793E-01	 5.213236E-02
2.917234E-01	 4.660994E-01	 4.116487E-02	 4.995209E-01	 5.211475E-02
2.937074E-01	 4.656734E-01	 4.127361E-02	 4.987178E-01	 5.209575E-02
2.956914E-01	 4.652031E-01	 4.138037E-02	 4.978705E-01	 5.207519E-02
2.976754E-01	 4.646889E-01	 4.148504E-02	 4.969796E-01	 5.205287E-02
2.996593E-01	 4.641311E-01	 4.158751E-02	 4.960453E-01	 5.202862E-02
3.016433E-01	 4.635300E-01	 4.168763E-02	 4.950684E-01	 5.200221E-02
3.036273E-01	 4.628856E-01	 4.178525E-02	 4.940484E-01	 5.197391E-02
3.056112E-01	 4.621981E-01	 4.188033E-02	 4.929848E-01	 5.194435E-02
3.075952E-01	 4.614681E-01	 4.197293E-02	 4.918787E-01	 5.191314E-02
3.095792E-01	 4.606966E-01	 4.206306E-02	 4.907311E-01	 5.187985E-02
3.115631E-01	 4.598844E-01	 4.215063E-02	 4.895431E-01	 5.184402E-02
3.135471E-01	 4.590321E-01	 4.223548E-02	 4.883158E-01	 5.180516E-02
3.155311E-01	 4.581406E-01	 4.231742E-02	 4.870500E-01	 5.176278E-02
3.175150E-01	 4.572107E-01	 4.239615E-02	 4.857468E-01	 5.171638E-02
3.194990E-01	 4.562429E-01	 4.247138E-02	 4.844071E-01	 5.166545E-02
3.214830E-01	 4.552378E-01	 4.254278E-02	 4.830314E-01	 5.160964E-02
3.234669E-01	 4.541947E-01	 4.261045E-02	 4.816181E-01	 5.154953E-02
3.254509E-01	 4.531138E-01	 4.267436E-02	 4.801676E-01	 5.148528E-02
3.274349E-01	 4.519958E-01	 4.273448E-02	 4.786806E-01	 5.141690E-02
3.294188E-01	 4.508410E-01	 4.279076E-02	 4.771579E-01	 5.134442E-02
3.314028E-01	 4.496501E-01	 4.284313E-02	 4.756000E-01	 5.126785E-02
3.333868E-01	 4.484235E-01	 4.289153E-02	 4.740077E-01	 5.118719E-02
3.353707E-01	 4.471616E-01	 4.293590E-02	 4.723817E-01	 5.110244E-02
3.373547E-01	 4.458651E-01	 4.297616E-02	 4.707224E-01	 5.101359E-02
3.393387E-01	 4.445341E-01	 4.301223E-02	 4.690304E-01	 5.092064E-02
3.413226E-01	 4.431669E-01	 4.304416E-02	 4.673029E-01	 5.082363E-02
3.433066E-01	 4.417638E-01	 4.307200E-02	 4.655401E-01	 5.072257E-02
3.452906E-01	 4.403260E-01	 4.309579E-02	 4.637437E-01	 5.061740E-02
3.472745E-01	 4.388549E-01	 4.311548E-02	 4.619153E-01	 5.050808E-02
3.492585E-01	 4.373517E-01	 4.313101E-02	 4.600564E-01	 5.039451E-02
3.512425E-01	 4.358176E-01	 4.314227E-02	 4.581685E-01	 5.027660E-02
3.532265E-01	 4.342537E-01	 4.314910E-02	 4.562531E-01	 5.015423E-02
3.552104E-01	 4.326613E-01	 4.315135E-02	 4.543117E-01	 5.002727E-02
3.571944E-01	 4.310413E-01	 4.314880E-02	 4.523455E-01	 4.989556E-02
3.591784E-01	 4.293928E-01	 4.314133E-02	 4.503529E-01	 4.975894E-02
3.611623E-01	 4.277143E-01	 4.312904E-02	 4.483323E-01	 4.961747E-02
3.631463E-01	 4.260067E-01	 4.311202E-02	 4.462844E-01	 4.947133E-02
3.651303E-01	 4.242704E-01	 4.309035E-02	 4.442098E-01	 4.932071E-02
3.671142E-01	 4.225062E-01	 4.306410E-02	 4.421095E-01	 4.916575E-02
3.690982E-01	 4.207145E-01	 4.303332E-02	 4.399840E-01	 4.900661E-02
3.710822E-01	 4.188961E-01	 4.299807E-02	 4.378341E-01	 4.884342E-02
3.730661E-01	 4.170514E-01	 4.295838E-02	 4.356605E-01	 4.867631E-02
3.750501E-01	 4.151810E-01	 4.291427E-02	 4.334637E-01	 4.850539E-02
3.770341E-01	 4.132839E-01	 4.286564E-02	 4.312426E-01	 4.833045E-02
3.790180E-01	 4.113576E-01	 4.281234E-02	 4.289939E-01	 4.815106E-02
3.810020E-01	 4.094037E-01	 4.275455E-02	 4.267195E-01	 4.796748E-02
3.829860E-01	 4.074238E-01	 4.269240E-02	 4.244212E-01	 4.777999E-02
3.849699E-01	 4.054193E-01	 4.262600E-02	 4.221009E-01	 4.758883E-02
3.869539E-01	 4.033920E-01	 4.255538E-02	 4.197604E-01	 4.739420E-02
3.889379E-01	 4.013431E-01	 4.248056E-02	 4.174014E-01	 4.719625E-02
3.909218E-01	 3.992741E-01	 4.240150E-02	 4.150256E-01	 4.699511E-02
3.929058E-01	 3.971865E-01	 4.231813E-02	 4.126347E-01	 4.679088E-02
3.948898E-01	 3.950808E-01	 4.223031E-02	 4.102294E-01	 4.658350E-02
3.968737E-01	 3.929539E-01	 4.213781E-02	 4.078057E-01	 4.637240E-02
3.988577E-01	 3.908057E-01	 4.204072E-02	 4.053636E-01	 4.615768E-02
4.008417E-01	 3.886370E-01	 4.193913E-02	 4.029039E-01	 4.593950E-02
4.028257E-01	 3.864484E-01	 4.183315E-02	 4.004273E-01	 4.571803E-02
4.048096E-01	 3.842405E-01	 4.172284E-02	 3.979345E-01	 4.549341E-02
4.067936E-01	 3.820140E-01	 4.160828E-02	 3.954262E-01	 4.526578E-02
4.087776E-01	 3.797696E-01	 4.148952E-02	 3.929030E-01	 4.503526E-02
4.107615E-01	 3.775078E-01	 4.136658E-02	 3.903656E-01	 4.480193E-02
4.127455E-01	 3.752290E-01	 4.123948E-02	 3.878145E-01	 4.456585E-02
4.147295E-01	 3.729295E-01	 4.110781E-02	 3.852453E-01	 4.432625E-02
4.167134E-01	 3.706091E-01	 4.097162E-02	 3.826580E-01	 4.408314E-02
4.186974E-01	 3.682698E-01	 4.083112E-02	 3.800544E-01	 4.383689E-02
4.206814E-01	 3.659133E-01	 4.068646E-02	 3.774367E-01	 4.358784E-02
4.226653E-01	 3.635414E-01	 4.053774E-02	 3.748068E-01	 4.333622E-02
4.246493E-01	 3.611557E-01	 4.038501E-02	 3.721664E-01	 4.308227E-02
4.266333E-01	 3.587580E-01	 4.022824E-02	 3.695176E-01	 4.282612E-02
4.286172E-01	 3.563499E-01	 4.006740E-02	 3.668620E-01	 4.256790E-02
4.306012E-01	 3.539329E-01	 3.990237E-02	 3.642015E-01	 4.230766E-02
4.325852E-01	 3.515050E-01	 3.973276E-02	 3.615338E-01	 4.204486E-02
4.345691E-01	 3.490638E-01	 3.955831E-02	 3.588560E-01	 4.177904E-02
4.365531E-01	 3.466100E-01	 3.937914E-02	 3.561689E-01	 4.151032E-02
4.385371E-01	 3.441441E-01	 3.919535E-02	 3.534733E-01	 4.123880E-02
4.405210E-01	 3.416670E-01	 3.900705E-02	 3.507697E-01	 4.096462E-02
4.425050E-01	 3.391793E-01	 3.881432E-02	 3.480588E-01	 4.068786E-02
4.444890E-01	 3.366816E-01	 3.861726E-02	 3.453413E-01	 4.040863E-02
4.464729E-01	 3.341746E-01	 3.841595E-02	 3.426179E-01	 4.012702E-02
4.484569E-01	 3.316588E-01	 3.821049E-02	 3.398891E-01	 3.984313E-02
4.504409E-01	 3.291329E-01	 3.800057E-02	 3.371535E-01	 3.955657E-02
4.524248E-01	 3.265930E-01	 3.778541E-02	 3.344070E-01	 3.926642E-02
4.544088E-01	 3.240409E-01	 3.756534E-02	 3.316514E-01	 3.897305E-02
4.563928E-01	 3.214785E-01	 3.734069E-02	 3.288887E-01	 3.867687E-02
4.583768E-01	 3.189079E-01	 3.711176E-02	 3.261211E-01	 3.837823E-02
4.603607E-01	 3.163309E-01	 3.687881E-02	 3.233504E-01	 3.807747E-02
4.623447E-01	 3.137494E-01	 3.664206E-02	 3.205786E-01	 3.777487E-02
4.643287E-01	 3.111651E-01	 3.640169E-02	 3.178074E-01	 3.747068E-02
4.663126E-01	 3.085800E-01	 3.615788E-02	 3.150389E-01	 3.716512E-02
4.682966E-01	 3.059947E-01	 3.591059E-02	 3.122737E-01	 3.685820E-02
4.702806E-01	 3.034050E-01	 3.565880E-02	 3.095073E-01	 3.654878E-02
4.722645E-01	 3.008104E-01	 3.540252E-02	 3.067394E-01	 3.623679E-02
4.742485E-01	 2.982117E-01	 3.514194E-02	 3.039706E-01	 3.592239E-02
4.762325E-01	 2.956094E-01	 3.487725E-02	 3.012015E-01	 3.560574E-02
4.782164E-01	 2.930042E-01	 3.460867E-02	 2.984327E-01	 3.528700E-02
4.802004E-01	 2.903967E-01	 3.433638E-02	 2.956648E-01	 3.496633E-02
4.821844E-01	 2.877874E-01	 3.406059E-02	 2.928983E-01	 3.464389E-02
4.841683E-01	 2.851770E-01	 3.378148E-02	 2.901338E-01	 3.431983E-02
4.861523E-01	 2.825659E-01	 3.349919E-02	 2.873717E-01	 3.399424E-02
4.881363E-01	 2.799495E-01	 3.321208E-02	 2.846075E-01	 3.366555E-02
4.901202E-01	 2.773274E-01	 3.291998E-02	 2.818408E-01	 3.333358E-02
4.921042E-01	 2.747017E-01	 3.262364E-02	 2.790736E-01	 3.299901E-02
4.940882E-01	 2.720744E-01	 3.232379E-02	 2.763078E-01	 3.266250E-02
4.960721E-01	 2.694474E-01	 3.202112E-02	 2.735453E-01	 3.232471E-02
4.980561E-01	 2.668227E-01	 3.171631E-02	 2.707880E-01	 3.198626E-02
5.000401E-01	 2.642022E-01	 3.141001E-02	 2.680378E-01	 3.164772E-02
5.020240E-01	 2.615876E-01	 3.110282E-02	 2.652963E-01	 3.130968E-02
5.040080E-01	 2.589807E-01	 3.079533E-02	 2.625654E-01	 3.097268E-02
5.059920E-01	 2.563797E-01	 3.048684E-02	 2.598431E-01	 3.063602E-02
5.079760E-01	 2.537814E-01	 3.017619E-02	 2.571263E-01	 3.029860E-02
5.099599E-01	 2.511861E-01	 2.986359E-02	 2.544154E-01	 2.996058E-02
5.119439E-01	 2.485945E-01	 2.954922E-02	 2.517110E-01	 2.962210E-02
5.139279E-01	 2.460070E-01	 2.923330E-02	 2.490134E-01	 2.928331E-02
5.159118E-01	 2.434242E-01	 2.891600E-02	 2.463232E-01	 2.894437E-02
5.178958E-01	 2.408466E-01	 2.859751E-02	 2.436409E-01	 2.860541E-02
5.198798E-01	 2.382745E-01	 2.827802E-02	 2.409668E-01	 2.826659E-02
5.218637E-01	 2.357085E-01	 2.795770E-02	 2.383013E-01	 2.792802E-02
5.238477E-01	 2.331474E-01	 2.763599E-02	 2.356434E-01	 2.758920E-02
5.258317E-01	 2.305871E-01	 2.731133E-02	 2.329892E-01	 2.724868E-02
5.278156E-01	 2.280294E-01	 2.698445E-02	 2.303404E-01	 2.690709E-02
5.297996E-01	 2.254761E-01	 2.665618E-02	 2.276985E-01	 2.656517E-02
5.317836E-01	 2.229288E-01	 2.632733E-02	 2.250651E-01	 2.622361E-02
5.337675E-01	 2.203894E-01	 2.599869E-02	 2.224420E-01	 2.588310E-02
5.357515E-01	 2.178596E-01	 2.567098E-02	 2.198307E-01	 2.554428E-02
5.377355E-01	 2.153409E-01	 2.534492E-02	 2.172327E-01	 2.520778E-02
5.397194E-01	 2.128351E-01	 2.502118E-02	 2.146496E-01	 2.487419E-02
5.417034E-01	 2.103430E-01	 2.470011E-02	 2.120821E-01	 2.454382E-02
5.436874E-01	 2.078607E-01	 2.438015E-02	 2.095265E-01	 2.421522E-02
5.456713E-01	 2.053876E-01	 2.406103E-02	 2.069823E-01	 2.388813E-02
5.476553E-01	 2.029241E-01	 2.374285E-02	 2.044498E-01	 2.356264E-02
5.496393E-01	 2.004705E-01	 2.342575E-02	 2.019294E-01	 2.323883E-02
5.516232E-01	 1.980272E-01	 2.310984E-02	 1.994213E-01	 2.291679E-02
5.536072E-01	 1.955947E-01	 2.279521E-02	 1.969260E-01	 2.259660E-02
5.555912E-01	 1.931732E-01	 2.248199E-02	 1.944437E-01	 2.227834E-02
5.575752E-01	 1.907631E-01	 2.217028E-02	 1.919747E-01	 2.196209E-02
5.595591E-01	 1.883647E-01	 2.186013E-02	 1.895194E-01	 2.164787E-02
5.615431E-01	 1.859747E-01	 2.155033E-02	 1.870747E-01	 2.133457E-02
5.635271E-01	 1.835926E-01	 2.124073E-02	 1.846401E-01	 2.102202E-02
5.655110E-01	 1.812197E-01	 2.093195E-02	 1.822168E-01	 2.071076E-02
5.674950E-01	 1.788576E-01	 2.062458E-02	 1.798062E-01	 2.040130E-02
5.694790E-01	 1.765075E-01	 2.031919E-02	 1.774094E-01	 2.009413E-02
5.714629E-01	 1.741709E-01	 2.001633E-02	 1.750276E-01	 1.978972E-02
5.734469E-01	 1.718491E-01	 1.971650E-02	 1.726621E-01	 1.948851E-02
5.754309E-01	 1.695434E-01	 1.942017E-02	 1.703138E-01	 1.919094E-02
5.774148E-01	 1.672550E-01	 1.912780E-02	 1.679840E-01	 1.889740E-02
5.793988E-01	 1.649827E-01	 1.883894E-02	 1.656715E-01	 1.860746E-02
5.813828E-01	 1.627240E-01	 1.855265E-02	 1.633740E-01	 1.832023E-02
5.833667E-01	 1.604791E-01	 1.826897E-02	 1.610917E-01	 1.803575E-02
5.853507E-01	 1.582483E-01	 1.798798E-02	 1.588250E-01	 1.775407E-02
5.873347E-01	 1.560319E-01	 1.770972E-02	 1.565739E-01	 1.747523E-02
5.893186E-01	 1.538302E-01	 1.743426E-02	 1.543389E-01	 1.719925E-02
5.913026E-01	 1.516434E-01	 1.716165E-02	 1.521200E-01	 1.692617E-02
5.932866E-01	 1.494718E-01	 1.689193E-02	 1.499176E-01	 1.665604E-02
5.952705E-01	 1.473155E-01	 1.662516E-02	 1.477318E-01	 1.638887E-02
5.972545E-01	 1.451740E-01	 1.636107E-02	 1.455620E-01	 1.612439E-02
5.992385E-01	 1.430448E-01	 1.609886E-02	 1.434061E-01	 1.586181E-02
6.012224E-01	 1.409286E-01	 1.583884E-02	 1.412647E-01	 1.560139E-02
6.032064E-01	 1.388265E-01	 1.558138E-02	 1.391387E-01	 1.534347E-02
6.051904E-01	 1.367395E-01	 1.532685E-02	 1.370289E-01	 1.508839E-02
6.071743E-01	 1.346684E-01	 1.507557E-02	 1.349361E-01	 1.483646E-02
6.091583E-01	 1.326143E-01	 1.482785E-02	 1.328610E-01	 1.458797E-02
6.111423E-01	 1.305781E-01	 1.458400E-02	 1.308044E-01	 1.434322E-02
6.131263E-01	 1.285607E-01	 1.434426E-02	 1.287671E-01	 1.410246E-02
6.151102E-01	 1.265625E-01	 1.410878E-02	 1.267494E-01	 1.386586E-02
6.170942E-01	 1.245814E-01	 1.387676E-02	 1.247493E-01	 1.363260E-02
6.190782E-01	 1.226167E-01	 1.364802E-02	 1.227665E-01	 1.340250E-02
6.210621E-01	 1.206687E-01	 1.342258E-02	 1.208011E-01	 1.317557E-02
6.230461E-01	 1.187376E-01	 1.320047E-02	 1.188533E-01	 1.295184E-02
6.250301E-01	 1.168235E-01	 1.298171E-02	 1.169231E-01	 1.273131E-02
6.270140E-01	 1.149266E-01	 1.276632E-02	 1.150108E-01	 1.251402E-02
6.289980E-01	 1.130470E-01	 1.255431E-02	 1.131164E-01	 1.229997E-02
6.309820E-01	 1.111850E-01	 1.234571E-02	 1.112402E-01	 1.208918E-02
6.329659E-01	 1.093406E-01	 1.214050E-02	 1.093822E-01	 1.188165E-02
6.349499E-01	 1.075123E-01	 1.193806E-02	 1.075411E-01	 1.167671E-02
6.369339E-01	 1.056997E-01	 1.173825E-02	 1.057165E-01	 1.147420E-02
6.389178E-01	 1.039033E-01	 1.154133E-02	 1.039090E-01	 1.127438E-02
6.409018E-01	 1.021238E-01	 1.134753E-02	 1.021188E-01	 1.107752E-02
6.428858E-01	 1.003617E-01	 1.115709E-02	 1.003465E-01	 1.088387E-02
6.448697E-01	 9.861741E-02	 1.097022E-02	 9.859247E-02	 1.069367E-02
6.468537E-01	 9.689155E-02	 1.078711E-02	 9.685711E-02	 1.050715E-02
6.488377E-01	 9.518461E-02	 1.060794E-02	 9.514083E-02	 1.032453E-02
6.508216E-01	 9.349709E-02	 1.043286E-02	 9.344402E-02	 1.014603E-02
6.528056E-01	 9.182847E-02	 1.026162E-02	 9.176621E-02	 9.971376E-03
6.547896E-01	 9.017751E-02	 1.009367E-02	 9.010635E-02	 9.800013E-03
6.567735E-01	 8.854430E-02	 9.929013E-03	 8.846451E-02	 9.631939E-03
6.587575E-01	 8.692890E-02	 9.767632E-03	 8.684076E-02	 9.467158E-03
6.607415E-01	 8.533142E-02	 9.609520E-03	 8.523516E-02	 9.305673E-03
6.627255E-01	 8.375191E-02	 9.454663E-03	 8.364780E-02	 9.147483E-03
6.647094E-01	 8.219047E-02	 9.303046E-03	 8.207872E-02	 8.992587E-03
6.666934E-01	 8.064716E-02	 9.154649E-03	 8.052801E-02	 8.840981E-03
6.686774E-01	 7.912206E-02	 9.009450E-03	 7.899572E-02	 8.692656E-03
6.706613E-01	 7.761499E-02	 8.867226E-03	 7.748169E-02	 8.547407E-03
6.726453E-01	 7.612518E-02	 8.727360E-03	 7.598523E-02	 8.404641E-03
6.746293E-01	 7.465273E-02	 8.590008E-03	 7.450639E-02	 8.264518E-03
6.766132E-01	 7.319776E-02	 8.455381E-03	 7.304528E-02	 8.127252E-03
6.785972E-01	 7.176042E-02	 8.323675E-03	 7.160201E-02	 7.993045E-03
6.805812E-01	 7.034086E-02	 8.195069E-03	 7.017668E-02	 7.862078E-03
6.825651E-01	 6.893920E-02	 8.069721E-03	 6.876939E-02	 7.734517E-03
6.845491E-01	 6.755558E-02	 7.947770E-03	 6.738025E-02	 7.610506E-03
6.865331E-01	 6.619013E-02	 7.829334E-03	 6.600935E-02	 7.490166E-03
6.885170E-01	 6.484291E-02	 7.714443E-03	 6.465672E-02	 7.373538E-03
6.905010E-01	 6.351331E-02	 7.602492E-03	 6.332182E-02	 7.260043E-03
6.924850E-01	 6.220117E-02	 7.493270E-03	 6.200451E-02	 7.149478E-03
6.944689E-01	 6.090649E-02	 7.386722E-03	 6.070477E-02	 7.041786E-03
6.964529E-01	 5.962928E-02	 7.282791E-03	 5.942262E-02	 6.936909E-03
6.984369E-01	 5.836954E-02	 7.181416E-03	 5.815805E-02	 6.834785E-03
7.004208E-01	 5.712726E-02	 7.082535E-03	 5.691106E-02	 6.735345E-03
7.024048E-01	 5.590245E-02	 6.986084E-03	 5.568163E-02	 6.638521E-03
7.043888E-01	 5.469510E-02	 6.891994E-03	 5.446978E-02	 6.544238E-03
7.063727E-01	 5.350522E-02	 6.800190E-03	 5.327549E-02	 6.452415E-03
7.083567E-01	 5.233287E-02	 6.710151E-03	 5.209881E-02	 6.362612E-03
7.103407E-01	 5.117792E-02	 6.621669E-03	 5.093963E-02	 6.274630E-03
7.123246E-01	 5.004016E-02	 6.534858E-03	 4.979774E-02	 6.188525E-03
7.143086E-01	 4.891938E-02	 6.449831E-03	 4.867293E-02	 6.104350E-03
7.162926E-01	 4.781535E-02	 6.366694E-03	 4.756499E-02	 6.022155E-03
7.182766E-01	 4.672787E-02	 6.285549E-03	 4.647371E-02	 5.941985E-03
7.202605E-01	 4.565673E-02	 6.206486E-03	 4.539891E-02	 5.863878E-03
7.222445E-01	 4.460172E-02	 6.129591E-03	 4.434037E-02	 5.787869E-03
7.242285E-01	 4.356264E-02	 6.054940E-03	 4.329791E-02	 5.713986E-03
7.262124E-01	 4.253946E-02	 5.982304E-03	 4.227148E-02	 5.642017E-03
7.281964E-01	 4.153232E-02	 5.911199E-03	 4.126123E-02	 5.571545E-03
7.301804E-01	 4.054116E-02	 5.841563E-03	 4.026709E-02	 5.502485E-03
7.321643E-01	 3.956592E-02	 5.773342E-03	 3.928899E-02	 5.434764E-03
7.341483E-01	 3.860653E-02	 5.706480E-03	 3.832686E-02	 5.368307E-03
7.361323E-01	 3.766292E-02	 5.640926E-03	 3.738065E-02	 5.303040E-03
7.381162E-01	 3.673503E-02	 5.576626E-03	 3.645028E-02	 5.238891E-03
7.401002E-01	 3.582280E-02	 5.513530E-03	 3.553569E-02	 5.175790E-03
7.420842E-01	 3.492614E-02	 5.451587E-03	 3.463682E-02	 5.113668E-03
7.440681E-01	 3.404522E-02	 5.390606E-03	 3.375380E-02	 5.052334E-03
7.460521E-01	 3.318060E-02	 5.330064E-03	 3.288718E-02	 4.991296E-03
7.480361E-01	 3.233193E-02	 5.270036E-03	 3.203662E-02	 4.930586E-03
7.500200E-01	 3.149875E-02	 5.210661E-03	 3.120167E-02	 4.870301E-03
7.520040E-01	 3.068062E-02	 5.152080E-03	 3.038190E-02	 4.810543E-03
7.539880E-01	 2.987710E-02	 5.094426E-03	 2.957688E-02	 4.751419E-03
7.559719E-01	 2.908775E-02	 5.037833E-03	 2.878620E-02	 4.693040E-03
7.579559E-01	 2.831216E-02	 4.982423E-03	 2.800942E-02	 4.635519E-03
7.599399E-01	 2.754990E-02	 4.928314E-03	 2.724615E-02	 4.578967E-03
7.619238E-01	 2.680064E-02	 4.875567E-03	 2.649606E-02	 4.523452E-03
7.639078E-01	 2.606507E-02	 4.823694E-03	 2.575981E-02	 4.468507E-03
7.658918E-01	 2.534331E-02	 4.772529E-03	 2.503753E-02	 4.413966E-03
7.678758E-01	 2.463524E-02	 4.722059E-03	 2.432909E-02	 4.359813E-03
7.698597E-01	 2.394074E-02	 4.672269E-03	 2.363438E-02	 4.306031E-03
7.718437E-01	 2.325968E-02	 4.623144E-03	 2.295326E-02	 4.252607E-03
7.738277E-01	 2.259195E-02	 4.574669E-03	 2.228562E-02	 4.199526E-03
7.758116E-01	 2.193741E-02	 4.526828E-03	 2.163133E-02	 4.146777E-03
7.777956E-01	 2.129596E-02	 4.479602E-03	 2.099029E-02	 4.094348E-03
7.797796E-01	 2.066748E-02	 4.432969E-03	 2.036236E-02	 4.042225E-03
7.817635E-01	 2.005273E-02	 4.386568E-03	 1.974834E-02	 3.990023E-03
7.837475E-01	 1.945193E-02	 4.340240E-03	 1.914840E-02	 3.937569E-03
7.857315E-01	 1.886452E-02	 4.294106E-03	 1.856203E-02	 3.884989E-03
7.877154E-01	 1.829000E-02	 4.248279E-03	 1.798870E-02	 3.832413E-03
7.896994E-01	 1.772785E-02	 4.202865E-03	 1.742788E-02	 3.779968E-03
7.916834E-01	 1.717756E-02	 4.157964E-03	 1.687906E-02	 3.727782E-03
7.936673E-01	 1.663863E-02	 4.113666E-03	 1.634175E-02	 3.675981E-03
7.956513E-01	 1.611057E-02	 4.070049E-03	 1.581544E-02	 3.624688E-03
7.976353E-01	 1.559289E-02	 4.027186E-03	 1.529964E-02	 3.574022E-03
7.996192E-01	 1.508575E-02	 3.984933E-03	 1.479453E-02	 3.523856E-03
8.016032E-01	 1.459003E-02	 3.942944E-03	 1.430097E-02	 3.473798E-03
8.035872E-01	 1.410558E-02	 3.901205E-03	 1.381883E-02	 3.423852E-03
8.055711E-01	 1.363224E-02	 3.859706E-03	 1.334794E-02	 3.374031E-03
8.075551E-01	 1.316985E-02	 3.818437E-03	 1.288812E-02	 3.324348E-03
8.095391E-01	 1.271823E-02	 3.777387E-03	 1.243921E-02	 3.274813E-03
8.115230E-01	 1.227723E-02	 3.736542E-03	 1.200106E-02	 3.225439E-03
8.135070E-01	 1.184670E-02	 3.695886E-03	 1.157350E-02	 3.176237E-03
8.154910E-01	 1.142646E-02	 3.655401E-03	 1.115637E-02	 3.127216E-03
8.174749E-01	 1.101668E-02	 3.614987E-03	 1.074982E-02	 3.078287E-03
8.194589E-01	 1.061836E-02	 3.574303E-03	 1.035491E-02	 3.029060E-03
8.214429E-01	 1.023115E-02	 3.533393E-03	 9.971261E-03	 2.979597E-03
8.234269E-01	 9.854514E-03	 3.492343E-03	 9.598322E-03	 2.930018E-03
8.254108E-01	 9.487933E-03	 3.451236E-03	 9.235559E-03	 2.880441E-03
8.273948E-01	 9.130895E-03	 3.410150E-03	 8.882441E-03	 2.830987E-03
8.293788E-01	 8.782894E-03	 3.369160E-03	 8.538445E-03	 2.781774E-03
8.313627E-01	 8.443431E-03	 3.328336E-03	 8.203056E-03	 2.732921E-03
8.333467E-01	 8.112014E-03	 3.287743E-03	 7.875765E-03	 2.684542E-03
8.353307E-01	 7.788257E-03	 3.247416E-03	 7.556172E-03	 2.636721E-03
8.373146E-01	 7.473165E-03	 3.207043E-03	 7.245319E-03	 2.589100E-03
8.392986E-01	 7.166968E-03	 3.166520E-03	 6.943444E-03	 2.541569E-03
8.412826E-01	 6.869474E-03	 3.125847E-03	 6.650350E-03	 2.494155E-03
8.432665E-01	 6.580488E-03	 3.085026E-03	 6.365837E-03	 2.446883E-03
8.452505E-01	 6.299823E-03	 3.044056E-03	 6.089712E-03	 2.399778E-03
8.472345E-01	 6.027291E-03	 3.002936E-03	 5.821783E-03	 2.352865E-03
8.492184E-01	 5.762706E-03	 2.961663E-03	 5.561858E-03	 2.306168E-03
8.512024E-01	 5.505886E-03	 2.920233E-03	 5.309750E-03	 2.259710E-03
8.531864E-01	 5.256655E-03	 2.878641E-03	 5.065279E-03	 2.213513E-03
8.551703E-01	 5.015839E-03	 2.836598E-03	 4.829312E-03	 2.167293E-03
8.571543E-01	 4.783817E-03	 2.793958E-03	 4.602247E-03	 2.120899E-03
8.591383E-01	 4.560091E-03	 2.750826E-03	 4.383559E-03	 2.074445E-03
8.611222E-01	 4.344167E-03	 2.707311E-03	 4.172730E-03	 2.028045E-03
8.631062E-01	 4.135560E-03	 2.663518E-03	 3.969250E-03	 1.981813E-03
8.650902E-01	 3.933790E-03	 2.619551E-03	 3.772615E-03	 1.935866E-03
8.670741E-01	 3.738383E-03	 2.575513E-03	 3.582327E-03	 1.890316E-03
8.690581E-01	 3.548873E-03	 2.531504E-03	 3.397895E-03	 1.845278E-03
8.710421E-01	 3.364797E-03	 2.487621E-03	 3.218834E-03	 1.800863E-03
8.730261E-01	 3.186354E-03	 2.443769E-03	 3.045353E-03	 1.756989E-03
8.750100E-01	 3.014542E-03	 2.399622E-03	 2.878501E-03	 1.713332E-03
8.769940E-01	 2.849185E-03	 2.355194E-03	 2.718098E-03	 1.669917E-03
8.789780E-01	 2.690073E-03	 2.310509E-03	 2.563923E-03	 1.626779E-03
8.809619E-01	 2.536997E-03	 2.265592E-03	 2.415761E-03	 1.583952E-03
8.829459E-01	 2.389753E-03	 2.220465E-03	 2.273398E-03	 1.541471E-03
8.849299E-01	 2.248137E-03	 2.175150E-03	 2.136625E-03	 1.499368E-03
8.869138E-01	 2.111950E-03	 2.129668E-03	 2.005232E-03	 1.457675E-03
8.888978E-01	 1.980993E-03	 2.084039E-03	 1.879015E-03	 1.416423E-03
8.908818E-01	 1.855346E-03	 2.038180E-03	 1.758058E-03	 1.375564E-03
8.928657E-01	 1.736075E-03	 1.991654E-03	 1.643482E-03	 1.334766E-03
