CT14nnlo	10.00 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb
1.000000E-04  1.042041E-02  5.816946E-03  1.042055E+00  9.643322E-01  7.608370E-01  4.015297E-01  0.000000E+00  1.100183E+01  1.031634E+00  9.585153E-01  7.608370E-01  4.015297E-01  0.000000E+00  5.040738E-03  2.533412E-03  1.217532E-01  1.412014E-01  4.569195E-01  1.093938E-01  0.000000E+00  4.855725E+00  1.230774E-01  1.411873E-01  4.569195E-01  1.093938E-01  0.000000E+00
1.009253E-04  1.048457E-02  5.852254E-03  1.040358E+00  9.624892E-01  7.593810E-01  4.005585E-01  0.000000E+00  1.098702E+01  1.029874E+00  9.566369E-01  7.593810E-01  4.005585E-01  0.000000E+00  5.062537E-03  2.544519E-03  1.212525E-01  1.409346E-01  4.552298E-01  1.085132E-01  0.000000E+00  4.816248E+00  1.225834E-01  1.409174E-01  4.552298E-01  1.085132E-01  0.000000E+00
1.018591E-04  1.054914E-02  5.887800E-03  1.038665E+00  9.606490E-01  7.579271E-01  3.995893E-01  0.000000E+00  1.097221E+01  1.028116E+00  9.547612E-01  7.579271E-01  3.995893E-01  0.000000E+00  5.084408E-03  2.555671E-03  1.207566E-01  1.406714E-01  4.535469E-01  1.076397E-01  0.000000E+00  4.777082E+00  1.220944E-01  1.406513E-01  4.535469E-01  1.076397E-01  0.000000E+00
1.028016E-04  1.061407E-02  5.923538E-03  1.036974E+00  9.588117E-01  7.564755E-01  3.986221E-01  0.000000E+00  1.095741E+01  1.026360E+00  9.528881E-01  7.564755E-01  3.986221E-01  0.000000E+00  5.106353E-03  2.566858E-03  1.202662E-01  1.404121E-01  4.518713E-01  1.067747E-01  0.000000E+00  4.738278E+00  1.216108E-01  1.403889E-01  4.518713E-01  1.067747E-01  0.000000E+00
1.037528E-04  1.067936E-02  5.959472E-03  1.035285E+00  9.569772E-01  7.550260E-01  3.976570E-01  0.000000E+00  1.094261E+01  1.024606E+00  9.510177E-01  7.550260E-01  3.976570E-01  0.000000E+00  5.128371E-03  2.578081E-03  1.197811E-01  1.401565E-01  4.502029E-01  1.059179E-01  0.000000E+00  4.699833E+00  1.211325E-01  1.401303E-01  4.502029E-01  1.059179E-01  0.000000E+00
1.047129E-04  1.074501E-02  5.995607E-03  1.033600E+00  9.551455E-01  7.535788E-01  3.966939E-01  0.000000E+00  1.092782E+01  1.022855E+00  9.491499E-01  7.535788E-01  3.966939E-01  0.000000E+00  5.150462E-03  2.589340E-03  1.193012E-01  1.399045E-01  4.485416E-01  1.050693E-01  0.000000E+00  4.661739E+00  1.206594E-01  1.398754E-01  4.485416E-01  1.050693E-01  0.000000E+00
1.056818E-04  1.081105E-02  6.031946E-03  1.031917E+00  9.533166E-01  7.521339E-01  3.957328E-01  0.000000E+00  1.091303E+01  1.021106E+00  9.472847E-01  7.521339E-01  3.957328E-01  0.000000E+00  5.172625E-03  2.600636E-03  1.188264E-01  1.396561E-01  4.468873E-01  1.042286E-01  0.000000E+00  4.623990E+00  1.201915E-01  1.396239E-01  4.468873E-01  1.042286E-01  0.000000E+00
1.066596E-04  1.087746E-02  6.068494E-03  1.030236E+00  9.514906E-01  7.506911E-01  3.947737E-01  0.000000E+00  1.089825E+01  1.019359E+00  9.454221E-01  7.506911E-01  3.947737E-01  0.000000E+00  5.194861E-03  2.611970E-03  1.183566E-01  1.394111E-01  4.452400E-01  1.033957E-01  0.000000E+00  4.586579E+00  1.197286E-01  1.393759E-01  4.452400E-01  1.033957E-01  0.000000E+00
1.076465E-04  1.094426E-02  6.105255E-03  1.028559E+00  9.496673E-01  7.492504E-01  3.938165E-01  0.000000E+00  1.088346E+01  1.017614E+00  9.435621E-01  7.492504E-01  3.938165E-01  0.000000E+00  5.217167E-03  2.623341E-03  1.178917E-01  1.391694E-01  4.435996E-01  1.025705E-01  0.000000E+00  4.549501E+00  1.192706E-01  1.391313E-01  4.435996E-01  1.025705E-01  0.000000E+00
1.086426E-04  1.101146E-02  6.142233E-03  1.026884E+00  9.478469E-01  7.478120E-01  3.928614E-01  0.000000E+00  1.086869E+01  1.015872E+00  9.417047E-01  7.478120E-01  3.928614E-01  0.000000E+00  5.239544E-03  2.634750E-03  1.174316E-01  1.389310E-01  4.419660E-01  1.017528E-01  0.000000E+00  4.512748E+00  1.188175E-01  1.388899E-01  4.419660E-01  1.017528E-01  0.000000E+00
1.096478E-04  1.107905E-02  6.179432E-03  1.025211E+00  9.460293E-01  7.463757E-01  3.919083E-01  0.000000E+00  1.085391E+01  1.014132E+00  9.398499E-01  7.463757E-01  3.919083E-01  0.000000E+00  5.261992E-03  2.646199E-03  1.169762E-01  1.386957E-01  4.403390E-01  1.009425E-01  0.000000E+00  4.476314E+00  1.183691E-01  1.386517E-01  4.403390E-01  1.009425E-01  0.000000E+00
