MMHT2014nnlo68cl	1.057 GeV
x	q(x)	delta_q	xq(x)	delta_xq(x)
1.527566E-04	3.540494E+01	1.691898E+01	5.408338E-03	2.584486E-03
1.541700E-04	3.528675E+01	1.683377E+01	5.440159E-03	2.595263E-03
1.555966E-04	3.516906E+01	1.674888E+01	5.472184E-03	2.606068E-03
1.570363E-04	3.505188E+01	1.666431E+01	5.504417E-03	2.616901E-03
1.584893E-04	3.493523E+01	1.658005E+01	5.536862E-03	2.627761E-03
1.599558E-04	3.481913E+01	1.649612E+01	5.569522E-03	2.638650E-03
1.614359E-04	3.470359E+01	1.641251E+01	5.602404E-03	2.649568E-03
1.629296E-04	3.458861E+01	1.632923E+01	5.635509E-03	2.660515E-03
1.644372E-04	3.447422E+01	1.624627E+01	5.668844E-03	2.671491E-03
1.659587E-04	3.436042E+01	1.616364E+01	5.702411E-03	2.682496E-03
1.674943E-04	3.424723E+01	1.608134E+01	5.736215E-03	2.693532E-03
1.690441E-04	3.413465E+01	1.599936E+01	5.770260E-03	2.704597E-03
1.706082E-04	3.402269E+01	1.591772E+01	5.804551E-03	2.715694E-03
1.721869E-04	3.391137E+01	1.583640E+01	5.839091E-03	2.726820E-03
1.737801E-04	3.380068E+01	1.575542E+01	5.873885E-03	2.737978E-03
1.753881E-04	3.369065E+01	1.567477E+01	5.908937E-03	2.749167E-03
1.770109E-04	3.358127E+01	1.559445E+01	5.944251E-03	2.760388E-03
1.786488E-04	3.347256E+01	1.551447E+01	5.979831E-03	2.771641E-03
1.803018E-04	3.336452E+01	1.543482E+01	6.015682E-03	2.782926E-03
1.819701E-04	3.325715E+01	1.535551E+01	6.051807E-03	2.794244E-03
1.836538E-04	3.315047E+01	1.527654E+01	6.088211E-03	2.805594E-03
1.853532E-04	3.304447E+01	1.519790E+01	6.124898E-03	2.816978E-03
1.870682E-04	3.293917E+01	1.511959E+01	6.161872E-03	2.828395E-03
1.887991E-04	3.283456E+01	1.504163E+01	6.199137E-03	2.839846E-03
1.905461E-04	3.273065E+01	1.496400E+01	6.236697E-03	2.851332E-03
1.923092E-04	3.262745E+01	1.488671E+01	6.274558E-03	2.862852E-03
1.940886E-04	3.252495E+01	1.480976E+01	6.312721E-03	2.874406E-03
1.958845E-04	3.242316E+01	1.473315E+01	6.351193E-03	2.885996E-03
1.976970E-04	3.232208E+01	1.465688E+01	6.389977E-03	2.897621E-03
1.995262E-04	3.222172E+01	1.458095E+01	6.429078E-03	2.909282E-03
2.013724E-04	3.212190E+01	1.450537E+01	6.468466E-03	2.920982E-03
2.032357E-04	3.202224E+01	1.443018E+01	6.508062E-03	2.932728E-03
2.051162E-04	3.192270E+01	1.435536E+01	6.547863E-03	2.944518E-03
2.070141E-04	3.182328E+01	1.428092E+01	6.587869E-03	2.956352E-03
2.089296E-04	3.172399E+01	1.420684E+01	6.628081E-03	2.968230E-03
2.108628E-04	3.162482E+01	1.413313E+01	6.668499E-03	2.980152E-03
2.128139E-04	3.152578E+01	1.405977E+01	6.709124E-03	2.992115E-03
2.147830E-04	3.142686E+01	1.398677E+01	6.749956E-03	3.004121E-03
2.167704E-04	3.132806E+01	1.391411E+01	6.790996E-03	3.016168E-03
2.187762E-04	3.122938E+01	1.384180E+01	6.832244E-03	3.028256E-03
2.208005E-04	3.113083E+01	1.376982E+01	6.873701E-03	3.040383E-03
2.228435E-04	3.103239E+01	1.369818E+01	6.915368E-03	3.052551E-03
2.249055E-04	3.093408E+01	1.362687E+01	6.957244E-03	3.064756E-03
2.269865E-04	3.083590E+01	1.355588E+01	6.999331E-03	3.077001E-03
2.290868E-04	3.073783E+01	1.348521E+01	7.041629E-03	3.089282E-03
2.312065E-04	3.063988E+01	1.341485E+01	7.084139E-03	3.101601E-03
2.333458E-04	3.054205E+01	1.334481E+01	7.126860E-03	3.113956E-03
2.355049E-04	3.044435E+01	1.327508E+01	7.169794E-03	3.126346E-03
2.376840E-04	3.034676E+01	1.320565E+01	7.212941E-03	3.138772E-03
2.398833E-04	3.024930E+01	1.313652E+01	7.256302E-03	3.151233E-03
2.421029E-04	3.015196E+01	1.306769E+01	7.299876E-03	3.163727E-03
2.443431E-04	3.005473E+01	1.299916E+01	7.343666E-03	3.176254E-03
2.466039E-04	2.995763E+01	1.293092E+01	7.387670E-03	3.188815E-03
2.488857E-04	2.986065E+01	1.286296E+01	7.431890E-03	3.201407E-03
2.511886E-04	2.976379E+01	1.279529E+01	7.476326E-03	3.214031E-03
2.535129E-04	2.966705E+01	1.272790E+01	7.520979E-03	3.226685E-03
2.558586E-04	2.957043E+01	1.266078E+01	7.565849E-03	3.239370E-03
2.582260E-04	2.947394E+01	1.259395E+01	7.610937E-03	3.252085E-03
2.606154E-04	2.937756E+01	1.252738E+01	7.656243E-03	3.264828E-03
2.630268E-04	2.928130E+01	1.246109E+01	7.701768E-03	3.277601E-03
2.654606E-04	2.918517E+01	1.239506E+01	7.747512E-03	3.290400E-03
2.679168E-04	2.908916E+01	1.232930E+01	7.793476E-03	3.303228E-03
2.703958E-04	2.899327E+01	1.226380E+01	7.839660E-03	3.316081E-03
2.728978E-04	2.889751E+01	1.219856E+01	7.886066E-03	3.328961E-03
2.754229E-04	2.880186E+01	1.213358E+01	7.932692E-03	3.341866E-03
2.779713E-04	2.870634E+01	1.206886E+01	7.979541E-03	3.354796E-03
2.805434E-04	2.861095E+01	1.200438E+01	8.026611E-03	3.367750E-03
2.831392E-04	2.851567E+01	1.194016E+01	8.073905E-03	3.380728E-03
2.857591E-04	2.842053E+01	1.187619E+01	8.121423E-03	3.393729E-03
2.884032E-04	2.832550E+01	1.181247E+01	8.169164E-03	3.406753E-03
2.910717E-04	2.823060E+01	1.174899E+01	8.217130E-03	3.419798E-03
2.937650E-04	2.813583E+01	1.168575E+01	8.265321E-03	3.432864E-03
2.964831E-04	2.804118E+01	1.162276E+01	8.313737E-03	3.445951E-03
2.992265E-04	2.794666E+01	1.156000E+01	8.362380E-03	3.459058E-03
3.019952E-04	2.785226E+01	1.149748E+01	8.411249E-03	3.472185E-03
3.047895E-04	2.775799E+01	1.143520E+01	8.460345E-03	3.485330E-03
3.076097E-04	2.766385E+01	1.137316E+01	8.509669E-03	3.498494E-03
3.104560E-04	2.756984E+01	1.131135E+01	8.559221E-03	3.511675E-03
3.133286E-04	2.747595E+01	1.124977E+01	8.609001E-03	3.524873E-03
3.162278E-04	2.738220E+01	1.118842E+01	8.659011E-03	3.538088E-03
3.191538E-04	2.728857E+01	1.112730E+01	8.709251E-03	3.551319E-03
3.221069E-04	2.719508E+01	1.106640E+01	8.759721E-03	3.564565E-03
3.250873E-04	2.710171E+01	1.100574E+01	8.810421E-03	3.577826E-03
3.280953E-04	2.700847E+01	1.094530E+01	8.861353E-03	3.591101E-03
3.311311E-04	2.691537E+01	1.088508E+01	8.912517E-03	3.604389E-03
3.341950E-04	2.682240E+01	1.082509E+01	8.963913E-03	3.617691E-03
3.372873E-04	2.672956E+01	1.076532E+01	9.015542E-03	3.631005E-03
3.404082E-04	2.663686E+01	1.070577E+01	9.067404E-03	3.644330E-03
3.435579E-04	2.654429E+01	1.064643E+01	9.119501E-03	3.657667E-03
3.467369E-04	2.645185E+01	1.058732E+01	9.171831E-03	3.671014E-03
3.499452E-04	2.635955E+01	1.052843E+01	9.224397E-03	3.684372E-03
3.531832E-04	2.626738E+01	1.046975E+01	9.277198E-03	3.697739E-03
3.564511E-04	2.617535E+01	1.041129E+01	9.330235E-03	3.711115E-03
3.597493E-04	2.608346E+01	1.035304E+01	9.383508E-03	3.724499E-03
3.630781E-04	2.599171E+01	1.029501E+01	9.437019E-03	3.737891E-03
3.664376E-04	2.590009E+01	1.023719E+01	9.490767E-03	3.751290E-03
3.698282E-04	2.580861E+01	1.017958E+01	9.544753E-03	3.764695E-03
3.732502E-04	2.571728E+01	1.012218E+01	9.598978E-03	3.778107E-03
3.767038E-04	2.562608E+01	1.006500E+01	9.653441E-03	3.791524E-03
3.801894E-04	2.553502E+01	1.000803E+01	9.708145E-03	3.804946E-03
3.837072E-04	2.544411E+01	9.951263E+00	9.763088E-03	3.818372E-03
3.872576E-04	2.535333E+01	9.894709E+00	9.818273E-03	3.831802E-03
3.908409E-04	2.526270E+01	9.838363E+00	9.873698E-03	3.845235E-03
3.944573E-04	2.517222E+01	9.782225E+00	9.929365E-03	3.858670E-03
3.981072E-04	2.508188E+01	9.726295E+00	9.985275E-03	3.872108E-03
4.017908E-04	2.499175E+01	9.670586E+00	1.004145E-02	3.885553E-03
4.055085E-04	2.490225E+01	9.615194E+00	1.009808E-02	3.899043E-03
4.092607E-04	2.481345E+01	9.560128E+00	1.015517E-02	3.912584E-03
4.130475E-04	2.472529E+01	9.505381E+00	1.021272E-02	3.926174E-03
4.168694E-04	2.463776E+01	9.450949E+00	1.027073E-02	3.939811E-03
4.207266E-04	2.455084E+01	9.396823E+00	1.032919E-02	3.953494E-03
4.246196E-04	2.446448E+01	9.343000E+00	1.038810E-02	3.967220E-03
4.285485E-04	2.437867E+01	9.289472E+00	1.044744E-02	3.980989E-03
4.325138E-04	2.429338E+01	9.236233E+00	1.050722E-02	3.994799E-03
4.365158E-04	2.420859E+01	9.183280E+00	1.056743E-02	4.008647E-03
4.405549E-04	2.412427E+01	9.130605E+00	1.062806E-02	4.022533E-03
4.446313E-04	2.404039E+01	9.078205E+00	1.068911E-02	4.036454E-03
4.487454E-04	2.395695E+01	9.026073E+00	1.075057E-02	4.050408E-03
4.528976E-04	2.387391E+01	8.974205E+00	1.081244E-02	4.064396E-03
4.570882E-04	2.379125E+01	8.922596E+00	1.087470E-02	4.078413E-03
4.613176E-04	2.370896E+01	8.871241E+00	1.093736E-02	4.092459E-03
4.655861E-04	2.362701E+01	8.820136E+00	1.100041E-02	4.106533E-03
4.698941E-04	2.354538E+01	8.769277E+00	1.106384E-02	4.120632E-03
4.742420E-04	2.346406E+01	8.718659E+00	1.112764E-02	4.134754E-03
4.786301E-04	2.338303E+01	8.668278E+00	1.119182E-02	4.148899E-03
4.830588E-04	2.330227E+01	8.618131E+00	1.125637E-02	4.163064E-03
4.875285E-04	2.322176E+01	8.568212E+00	1.132127E-02	4.177247E-03
4.920395E-04	2.314149E+01	8.518519E+00	1.138653E-02	4.191448E-03
4.965923E-04	2.306145E+01	8.469047E+00	1.145214E-02	4.205664E-03
5.011872E-04	2.298161E+01	8.419793E+00	1.151809E-02	4.219893E-03
5.058247E-04	2.290196E+01	8.370754E+00	1.158438E-02	4.234134E-03
5.105050E-04	2.282249E+01	8.321927E+00	1.165099E-02	4.248385E-03
5.152286E-04	2.274318E+01	8.273307E+00	1.171794E-02	4.262645E-03
5.199960E-04	2.266403E+01	8.224892E+00	1.178520E-02	4.276911E-03
5.248075E-04	2.258501E+01	8.176679E+00	1.185278E-02	4.291182E-03
5.296634E-04	2.250613E+01	8.128665E+00	1.192067E-02	4.305457E-03
5.345644E-04	2.242735E+01	8.080846E+00	1.198886E-02	4.319733E-03
5.395106E-04	2.234868E+01	8.033221E+00	1.205735E-02	4.334008E-03
5.445027E-04	2.227011E+01	7.985787E+00	1.212613E-02	4.348282E-03
5.495409E-04	2.219162E+01	7.938540E+00	1.219520E-02	4.362552E-03
5.546257E-04	2.211319E+01	7.891479E+00	1.226455E-02	4.376817E-03
5.597576E-04	2.203484E+01	7.844601E+00	1.233417E-02	4.391075E-03
5.649370E-04	2.195653E+01	7.797903E+00	1.240406E-02	4.405324E-03
5.701643E-04	2.187828E+01	7.751384E+00	1.247421E-02	4.419562E-03
5.754399E-04	2.180006E+01	7.705041E+00	1.254462E-02	4.433788E-03
5.807644E-04	2.172186E+01	7.658872E+00	1.261529E-02	4.448000E-03
5.861382E-04	2.164369E+01	7.612875E+00	1.268619E-02	4.462196E-03
5.915616E-04	2.156554E+01	7.567047E+00	1.275734E-02	4.476375E-03
5.970353E-04	2.148739E+01	7.521389E+00	1.282873E-02	4.490534E-03
6.025596E-04	2.140929E+01	7.475905E+00	1.290037E-02	4.504678E-03
6.081350E-04	2.133156E+01	7.430657E+00	1.297247E-02	4.518843E-03
6.137620E-04	2.125425E+01	7.385652E+00	1.304505E-02	4.533033E-03
6.194411E-04	2.117734E+01	7.340886E+00	1.311812E-02	4.547246E-03
6.251727E-04	2.110082E+01	7.296354E+00	1.319166E-02	4.561482E-03
6.309573E-04	2.102467E+01	7.252053E+00	1.326567E-02	4.575736E-03
6.367955E-04	2.094887E+01	7.207976E+00	1.334015E-02	4.590007E-03
6.426877E-04	2.087341E+01	7.164122E+00	1.341508E-02	4.604293E-03
6.486344E-04	2.079827E+01	7.120485E+00	1.349047E-02	4.618592E-03
6.546362E-04	2.072343E+01	7.077062E+00	1.356631E-02	4.632901E-03
6.606934E-04	2.064889E+01	7.033850E+00	1.364259E-02	4.647218E-03
6.668068E-04	2.057463E+01	6.990843E+00	1.371930E-02	4.661542E-03
6.729767E-04	2.050063E+01	6.948040E+00	1.379645E-02	4.675869E-03
6.792036E-04	2.042689E+01	6.905436E+00	1.387401E-02	4.690197E-03
6.854882E-04	2.035338E+01	6.863029E+00	1.395200E-02	4.704525E-03
6.918310E-04	2.028010E+01	6.820814E+00	1.403040E-02	4.718850E-03
6.982324E-04	2.020704E+01	6.778790E+00	1.410921E-02	4.733171E-03
7.046931E-04	2.013419E+01	6.736952E+00	1.418842E-02	4.747483E-03
7.112135E-04	2.006152E+01	6.695299E+00	1.426803E-02	4.761787E-03
7.177943E-04	1.998905E+01	6.653826E+00	1.434802E-02	4.776078E-03
7.244360E-04	1.991674E+01	6.612532E+00	1.442840E-02	4.790356E-03
7.311391E-04	1.984460E+01	6.571414E+00	1.450916E-02	4.804618E-03
7.379042E-04	1.977261E+01	6.530469E+00	1.459029E-02	4.818861E-03
7.447320E-04	1.970077E+01	6.489695E+00	1.467179E-02	4.833083E-03
7.516229E-04	1.962906E+01	6.449089E+00	1.475365E-02	4.847283E-03
7.585776E-04	1.955748E+01	6.408649E+00	1.483587E-02	4.861457E-03
7.655966E-04	1.948603E+01	6.368373E+00	1.491843E-02	4.875605E-03
7.726806E-04	1.941468E+01	6.328258E+00	1.500135E-02	4.889722E-03
7.798301E-04	1.934344E+01	6.288303E+00	1.508459E-02	4.903808E-03
7.870458E-04	1.927229E+01	6.248505E+00	1.516818E-02	4.917860E-03
7.943282E-04	1.920124E+01	6.208863E+00	1.525208E-02	4.931875E-03
8.016781E-04	1.913025E+01	6.169379E+00	1.533631E-02	4.945856E-03
8.090959E-04	1.905906E+01	6.130155E+00	1.542061E-02	4.959883E-03
8.165824E-04	1.898760E+01	6.091222E+00	1.550494E-02	4.973984E-03
8.241381E-04	1.891597E+01	6.052559E+00	1.558938E-02	4.988144E-03
8.317638E-04	1.884426E+01	6.014148E+00	1.567397E-02	5.002350E-03
8.394600E-04	1.877255E+01	5.975969E+00	1.575880E-02	5.016587E-03
8.472274E-04	1.870092E+01	5.938006E+00	1.584393E-02	5.030842E-03
8.550667E-04	1.862945E+01	5.900242E+00	1.592942E-02	5.045100E-03
8.629785E-04	1.855822E+01	5.862659E+00	1.601534E-02	5.059349E-03
8.709636E-04	1.848729E+01	5.825243E+00	1.610176E-02	5.073575E-03
8.790225E-04	1.841675E+01	5.787978E+00	1.618874E-02	5.087763E-03
8.871560E-04	1.834665E+01	5.750849E+00	1.627634E-02	5.101900E-03
8.953648E-04	1.827706E+01	5.713843E+00	1.636464E-02	5.115974E-03
9.036495E-04	1.820805E+01	5.676947E+00	1.645370E-02	5.129970E-03
9.120108E-04	1.813968E+01	5.640147E+00	1.654358E-02	5.143875E-03
9.204496E-04	1.807199E+01	5.603431E+00	1.663436E-02	5.157676E-03
9.289664E-04	1.800506E+01	5.566788E+00	1.672609E-02	5.171359E-03
9.375620E-04	1.793892E+01	5.530207E+00	1.681885E-02	5.184912E-03
9.462372E-04	1.787364E+01	5.493676E+00	1.691270E-02	5.198321E-03
9.549926E-04	1.780926E+01	5.457187E+00	1.700771E-02	5.211573E-03
9.638290E-04	1.774582E+01	5.420729E+00	1.710394E-02	5.224655E-03
9.727472E-04	1.768338E+01	5.384292E+00	1.720146E-02	5.237555E-03
9.817479E-04	1.762196E+01	5.347870E+00	1.730033E-02	5.250260E-03
9.908319E-04	1.756163E+01	5.311452E+00	1.740062E-02	5.262756E-03
1.000000E-03	1.750240E+01	5.275032E+00	1.750240E-02	5.275032E-03
1.009253E-03	1.744356E+01	5.238763E+00	1.760496E-02	5.287236E-03
1.018591E-03	1.738438E+01	5.202796E+00	1.770757E-02	5.299523E-03
1.028016E-03	1.732487E+01	5.167123E+00	1.781024E-02	5.311887E-03
1.037528E-03	1.726505E+01	5.131738E+00	1.791298E-02	5.324324E-03
1.047129E-03	1.720496E+01	5.096633E+00	1.801580E-02	5.336830E-03
1.056818E-03	1.714460E+01	5.061800E+00	1.811872E-02	5.349399E-03
1.066596E-03	1.708401E+01	5.027233E+00	1.822173E-02	5.362028E-03
1.076465E-03	1.702319E+01	4.992926E+00	1.832487E-02	5.374711E-03
1.086426E-03	1.696217E+01	4.958871E+00	1.842813E-02	5.387445E-03
1.096478E-03	1.690096E+01	4.925063E+00	1.853153E-02	5.400224E-03
1.106624E-03	1.683959E+01	4.891494E+00	1.863509E-02	5.413044E-03
1.116863E-03	1.677807E+01	4.858160E+00	1.873881E-02	5.425900E-03
1.127197E-03	1.671642E+01	4.825054E+00	1.884270E-02	5.438789E-03
1.137627E-03	1.665465E+01	4.792171E+00	1.894678E-02	5.451705E-03
1.148154E-03	1.659278E+01	4.759505E+00	1.905106E-02	5.464643E-03
1.158777E-03	1.653083E+01	4.727051E+00	1.915555E-02	5.477600E-03
1.169499E-03	1.646881E+01	4.694805E+00	1.926026E-02	5.490571E-03
1.180321E-03	1.640673E+01	4.662759E+00	1.936520E-02	5.503551E-03
1.191242E-03	1.634461E+01	4.630911E+00	1.947039E-02	5.516536E-03
1.202264E-03	1.628247E+01	4.599256E+00	1.957584E-02	5.529522E-03
1.213389E-03	1.622032E+01	4.567788E+00	1.968155E-02	5.542503E-03
1.224616E-03	1.615816E+01	4.536504E+00	1.978755E-02	5.555476E-03
1.235947E-03	1.609602E+01	4.505398E+00	1.989383E-02	5.568436E-03
1.247384E-03	1.603390E+01	4.474468E+00	2.000042E-02	5.581378E-03
1.258925E-03	1.597182E+01	4.443709E+00	2.010733E-02	5.594299E-03
1.270574E-03	1.590979E+01	4.413117E+00	2.021456E-02	5.607193E-03
1.282331E-03	1.584781E+01	4.382689E+00	2.032214E-02	5.620056E-03
1.294196E-03	1.578591E+01	4.352421E+00	2.043006E-02	5.632885E-03
1.306171E-03	1.572409E+01	4.322309E+00	2.053834E-02	5.645674E-03
1.318257E-03	1.566235E+01	4.292350E+00	2.064700E-02	5.658419E-03
1.330454E-03	1.560072E+01	4.262541E+00	2.075605E-02	5.671116E-03
1.342765E-03	1.553920E+01	4.232878E+00	2.086549E-02	5.683761E-03
1.355189E-03	1.547779E+01	4.203359E+00	2.097534E-02	5.696348E-03
1.367729E-03	1.541651E+01	4.173981E+00	2.108561E-02	5.708875E-03
1.380384E-03	1.535537E+01	4.144741E+00	2.119631E-02	5.721335E-03
1.393157E-03	1.529437E+01	4.115636E+00	2.130746E-02	5.733726E-03
1.406048E-03	1.523353E+01	4.086664E+00	2.141907E-02	5.746043E-03
1.419058E-03	1.517284E+01	4.057821E+00	2.153114E-02	5.758282E-03
1.432188E-03	1.511232E+01	4.029107E+00	2.164369E-02	5.770438E-03
1.445440E-03	1.505198E+01	4.000517E+00	2.175673E-02	5.782507E-03
1.458814E-03	1.499181E+01	3.972051E+00	2.187027E-02	5.794484E-03
1.472313E-03	1.493184E+01	3.943705E+00	2.198433E-02	5.806367E-03
1.485936E-03	1.487205E+01	3.915479E+00	2.209891E-02	5.818150E-03
1.499685E-03	1.481247E+01	3.887369E+00	2.221404E-02	5.829829E-03
1.513561E-03	1.475309E+01	3.859375E+00	2.232971E-02	5.841400E-03
1.527566E-03	1.469392E+01	3.831493E+00	2.244594E-02	5.852859E-03
1.541700E-03	1.463497E+01	3.803723E+00	2.256274E-02	5.864202E-03
1.555966E-03	1.457624E+01	3.776063E+00	2.268013E-02	5.875424E-03
1.570363E-03	1.451774E+01	3.748511E+00	2.279812E-02	5.886522E-03
1.584893E-03	1.445947E+01	3.721066E+00	2.291671E-02	5.897491E-03
1.599558E-03	1.440143E+01	3.693725E+00	2.303592E-02	5.908328E-03
1.614359E-03	1.434363E+01	3.666489E+00	2.315577E-02	5.919028E-03
1.629296E-03	1.428608E+01	3.639356E+00	2.327626E-02	5.929587E-03
1.644372E-03	1.422878E+01	3.612323E+00	2.339740E-02	5.940002E-03
1.659587E-03	1.417172E+01	3.585391E+00	2.351921E-02	5.950268E-03
1.674943E-03	1.411492E+01	3.558558E+00	2.364169E-02	5.960381E-03
1.690441E-03	1.405838E+01	3.531822E+00	2.376487E-02	5.970337E-03
1.706082E-03	1.400210E+01	3.505184E+00	2.388874E-02	5.980133E-03
1.721869E-03	1.394609E+01	3.478642E+00	2.401333E-02	5.989764E-03
1.737801E-03	1.389034E+01	3.452195E+00	2.413865E-02	5.999227E-03
1.753881E-03	1.383487E+01	3.425842E+00	2.426470E-02	6.008518E-03
1.770109E-03	1.377966E+01	3.399583E+00	2.439150E-02	6.017632E-03
1.786488E-03	1.372473E+01	3.373416E+00	2.451906E-02	6.026567E-03
1.803018E-03	1.367008E+01	3.347342E+00	2.464739E-02	6.035317E-03
1.819701E-03	1.361570E+01	3.321359E+00	2.477651E-02	6.043881E-03
1.836538E-03	1.356161E+01	3.295468E+00	2.490642E-02	6.052253E-03
1.853532E-03	1.350780E+01	3.269666E+00	2.503713E-02	6.060430E-03
1.870682E-03	1.345427E+01	3.243955E+00	2.516867E-02	6.068408E-03
1.887991E-03	1.340103E+01	3.218333E+00	2.530103E-02	6.076185E-03
1.905461E-03	1.334808E+01	3.192800E+00	2.543424E-02	6.083755E-03
1.923092E-03	1.329541E+01	3.167356E+00	2.556830E-02	6.091116E-03
1.940886E-03	1.324304E+01	3.142000E+00	2.570323E-02	6.098264E-03
1.958845E-03	1.319095E+01	3.116733E+00	2.583903E-02	6.105195E-03
1.976970E-03	1.313916E+01	3.091553E+00	2.597572E-02	6.111907E-03
1.995262E-03	1.308766E+01	3.066461E+00	2.611331E-02	6.118394E-03
2.013724E-03	1.303641E+01	3.041483E+00	2.625173E-02	6.124708E-03
2.032357E-03	1.298530E+01	3.016684E+00	2.639076E-02	6.130978E-03
2.051162E-03	1.293432E+01	2.992064E+00	2.653039E-02	6.137207E-03
2.070141E-03	1.288349E+01	2.967621E+00	2.667064E-02	6.143394E-03
2.089296E-03	1.283278E+01	2.943353E+00	2.681148E-02	6.149536E-03
2.108628E-03	1.278222E+01	2.919258E+00	2.695294E-02	6.155631E-03
2.128139E-03	1.273178E+01	2.895335E+00	2.709500E-02	6.161675E-03
2.147830E-03	1.268148E+01	2.871580E+00	2.723767E-02	6.167667E-03
2.167704E-03	1.263132E+01	2.847993E+00	2.738096E-02	6.173605E-03
2.187762E-03	1.258128E+01	2.824570E+00	2.752485E-02	6.179486E-03
2.208005E-03	1.253138E+01	2.801310E+00	2.766935E-02	6.185307E-03
2.228435E-03	1.248161E+01	2.778212E+00	2.781446E-02	6.191066E-03
2.249055E-03	1.243197E+01	2.755273E+00	2.796019E-02	6.196760E-03
2.269865E-03	1.238247E+01	2.732492E+00	2.810652E-02	6.202388E-03
2.290868E-03	1.233309E+01	2.709867E+00	2.825348E-02	6.207947E-03
2.312065E-03	1.228384E+01	2.687396E+00	2.840104E-02	6.213434E-03
2.333458E-03	1.223473E+01	2.665078E+00	2.854922E-02	6.218847E-03
2.355049E-03	1.218574E+01	2.642910E+00	2.869802E-02	6.224183E-03
2.376840E-03	1.213688E+01	2.620892E+00	2.884743E-02	6.229441E-03
2.398833E-03	1.208815E+01	2.599021E+00	2.899746E-02	6.234617E-03
2.421029E-03	1.203955E+01	2.577296E+00	2.914811E-02	6.239710E-03
