kappa	a4	a5	a6	b6
0.533663	-0.08413445732343013	0.0	0.0	0.33824527055648235
0.5575669612397208	0.14491594104902308	0.0	0.0	0.5421900680102905
0.5341355464123243	-0.07922251711306129	0.0	0.0	0.3426714399446075
0.5208228282667807	-0.22406277797512922	0.0	0.0	0.21110109488783887
0.5176581634206866	-0.2605383052192402	0.0	0.0	0.17761334680945212
0.5478434110855529	0.05637107792969595	0.0	0.0	0.4639216839671684
0.5628630928844737	0.19065535226335895	0.0	0.0	0.582367097265951
0.5162445685183396	-0.2770955166566845	0.0	0.0	0.16236373442563712
0.5487670395155376	0.065044826447787	0.0	0.0	0.47161900383613037
0.5705543365393655	0.2541216950718562	0.0	0.0	0.637858008324089
0.5651944273180011	0.21025582661691042	0.0	0.0	0.5995359391952231
0.5249045879590643	-0.17820073067515152	0.0	0.0	0.2530013584193225
0.513005891859106	-0.31565914534663225	0.0	0.0	0.12672230266755596
0.5615526604347001	0.1794960074707821	0.0	0.0	0.572579840082298
0.5064086393799769	-0.39697049646072213	0.0	0.0	0.051039109382976504
0.5356676437165897	-0.06340902095634972	0.0	0.0	0.35690451829362024
0.4940899315837826	-0.5592287501934384	0.0	0.0	-0.10228550849347655
0.513021557826383	-0.31546746718603974	0.0	0.0	0.1269053558957066
0.5744515738025815	0.284996787887169	0.0	0.0	0.6647554591212501
0.5783020667042784	0.314684410551192	0.0	0.0	0.6905648450669978
0.49291887526744516	-0.575390853375428	0.0	0.0	-0.11772763000715715
0.4708893720099481	-0.905037873288499	0.0	0.0	-0.4395697730107701
0.4538765555175786	-1.1953936358345683	0.0	0.0	-0.7341214845038537
0.5676382193025972	0.23046099891600266	0.0	0.0	0.6172036125825235
0.5442847904599702	0.02241954971504558	0.0	0.0	0.4337261065569753
0.5794576075479603	0.3234388801584405	0.0	0.0	0.698166011235105
0.5728731037171112	0.27259298191292025	0.0	0.0	0.6539565402813902
0.5500411965270886	0.07691812721246458	0.0	0.0	0.4821447616594346
0.533268091590145	-0.08825194829290255	0.0	0.0	0.3345330971185675
0.523455351555862	-0.19433403879834335	0.0	0.0	0.2382852699027567
0.5495429460537034	0.07228783540600735	0.0	0.0	0.47804147209080106
0.5473529183168939	0.051741877100123596	0.0	0.0	0.4598108468102204
0.5143901138514654	-0.2990676994324815	0.0	0.0	0.14208003918582932
0.562739749386902	0.18960936320083968	0.0	0.0	0.5814501179206587
0.5504917655651089	0.08109116295390005	0.0	0.0	0.4858412517914095
0.5116825136913252	-0.3316669322747023	0.0	0.0	0.11188631583497251
0.53391166648896	-0.08154762375357137	0.0	0.0	0.34057658122956497
0.55998541672519	0.1660140385754195	0.0	0.0	0.5607427767959338
0.5206171281382808	-0.22640872257308203	0.0	0.0	0.208951618983737
0.5330754798568702	-0.09026716628821195	0.0	0.0	0.3327144211179474
0.5007901046205605	-0.46924781653345216	0.0	0.0	-0.016878172486088038
0.5544342531526493	0.11704779640318969	0.0	0.0	0.5176285701595117
0.5239496765773834	-0.1888120394742097	0.0	0.0	0.24332681999262828
0.5499469045677444	0.07604310996281617	0.0	0.0	0.4813694814773813
0.527568846608978	-0.1489692964522946	0.0	0.0	0.27959026882629084
0.4978459649703558	-0.5082697028997314	0.0	0.0	-0.053799421082356726
0.5218955381852696	-0.2118817138367607	0.0	0.0	0.2222520059498339
0.5657559572176872	0.2149295799343866	0.0	0.0	0.603624645955313
0.4908272257880352	-0.6045871956337392	0.0	0.0	-0.1457022855581182
0.535307556455882	-0.06711031003660468	0.0	0.0	0.35357539249818437
0.49427876837157747	-0.5566348436339029	0.0	0.0	-0.09981004721417738
0.5195641072600571	-0.2384731551202787	0.0	0.0	0.1978884011895293
0.5139495779862262	-0.30432971672223386	0.0	0.0	0.13721417365538024
0.5513588418222699	0.08908512920542251	0.0	0.0	0.49291793765085606
0.5352861086330828	-0.06733106628247315	0.0	0.0	0.35337678983012116
0.5348483480756007	-0.07184410526559518	0.0	0.0	0.34931557686569054
0.4839064892329262	-0.7042575804468454	0.0	0.0	-0.241972896706652
0.5324704147000886	-0.09660394883710291	0.0	0.0	0.3269979520263968
0.5799593136773712	0.32721779107290344	0.0	0.0	0.7014459649923356
0.5137060849128324	-0.30724488319754395	0.0	0.0	0.13451747337292583
0.5522830612158133	0.09755216391882973	0.0	0.0	0.5004073664904269
0.5389762822277137	-0.0298365415041153	0.0	0.0	0.38703917861545684
0.53285640187845	-0.09255712741033613	0.0	0.0	0.33064968307238435
0.5496058663898505	0.07287345729855972	0.0	0.0	0.4785605451009022
0.5388027860393932	-0.03157935430126877	0.0	0.0	0.38547466284517745
0.5514779563226365	0.09017765741655101	0.0	0.0	0.49388231712050185
0.544672613520828	0.026159736125426034	0.0	0.0	0.4370600458568018
0.5264435054761155	-0.1612492782099234	0.0	0.0	0.2684314242505811
0.5137006465128655	-0.30731161780824734	0.0	0.0	0.1344555883327045
0.5006700830249496	-0.47083072358524375	0.0	0.0	-0.018371206958730957
0.46233099594807625	-1.0470076624775122	0.0	0.0	-0.5822821919086789
0.5424145830444888	0.004232313624771543	0.0	0.0	0.4175067255152616
0.5011296176446138	-0.46479922751356234	0.0	0.0	-0.012680393273269362
0.53105401512723	-0.11155045657274752	0.0	0.0	0.31349544888594205
0.5388744442215831	-0.030858458277696902	0.0	0.0	0.3861232241382517
0.5031806732135248	-0.4381478408988039	0.0	0.0	0.012420057050753467
0.5211973025803057	-0.21979979385193063	0.0	0.0	0.21500535050631825
0.5679090710526359	0.23267908357202413	0.0	0.0	0.6191414843655914
0.5654144966540773	0.21208994490105046	0.0	0.0	0.6011401711619387
0.49645425490456657	-0.526996202982583	0.0	0.0	-0.07158145244630594
0.5517364850105534	0.0925514786570412	0.0	0.0	0.4959848153025214
0.49688495041727176	-0.5211814621457743	0.0	0.0	-0.06605554668198253
0.5107202978382129	-0.3434064219665941	0.0	0.0	0.10098158400002533
0.5648315602798923	0.20722645745059762	0.0	0.0	0.5968835036752311
0.49074085405002565	-0.6058019435890731	0.0	0.0	-0.14686841101576786
0.5632376398839567	0.19382607209503144	0.0	0.0	0.5851462482950516
0.5168474372554002	-0.2700140267049582	0.0	0.0	0.16888959144800197
0.5333415164930086	-0.087485525814287	0.0	0.0	0.3352242040439029
0.5134960712093171	-0.3097633689255525	0.0	0.0	0.13218677104917906
0.5242720692637529	-0.18522329852422864	0.0	0.0	0.24659924035636424
0.5441220764739757	0.02084670717417045	0.0	0.0	0.4323246749194043
0.5368480136933534	-0.05134226542867506	0.0	0.0	0.3677479527732451
0.5378793708652243	-0.04087989150652207	0.0	0.0	0.37713892165954105
0.5249449768538265	-0.17775348637109856	0.0	0.0	0.2534088554967774
0.4819825756525839	-0.7328199760820818	0.0	0.0	-0.2697822681101208
0.5419466988908744	-0.00035534212530649156	0.0	0.0	0.41341050518530603
0.5278686397963405	-0.14571428031286654	0.0	0.0	0.2825454445943748
0.5150459347702449	-0.2912645541086091	0.0	0.0	0.1492897031132272
0.5654135063259048	0.21208172065309225	0.0	0.0	0.6011329315587971
0.533490667356851	-0.08592986880018316	0.0	0.0	0.33662680721389737
0.5279019342768069	-0.14535403695794774	0.0	0.0	0.2828741599509608
0.5391663008590645	-0.02793273091926062	0.0	0.0	0.38874299990050915
0.5413175762669896	-0.006547877414733952	0.0	0.0	0.40787818071913956
0.5567085497016989	0.13734062250829704	0.0	0.0	0.5355199271297171
0.5392888789364946	-0.026704620150151567	0.0	0.0	0.3898446679100536
0.4971367352087772	-0.5177902366380615	0.0	0.0	-0.06283461620428124
0.558126435205164	0.1498286251991894	0.0	0.0	0.5465132431465404
0.5029497331636462	-0.4411296139785934	0.0	0.0	0.009615911160969947
0.5170205890018023	-0.2679901945343641	0.0	0.0	0.17075156920517062
0.5593413319383475	0.1604301868249425	0.0	0.0	0.555836039339526
0.5276164153064884	-0.14845235837906867	0.0	0.0	0.28005966282958505
0.5474935951448979	0.05307120963057923	0.0	0.0	0.4609915056907407
0.5276830861238874	-0.1477281171153407	0.0	0.0	0.28071724506432694
0.4953397439601092	-0.5421241719225057	0.0	0.0	-0.0859767074916898
0.5504296354035925	0.08051667124946377	0.0	0.0	0.48533242185338177
0.5480973344372837	0.05876126455989378	0.0	0.0	0.46604351975429514
0.4980667140077463	-0.505316006886735	0.0	0.0	-0.05099847001219638
0.5748203684359297	0.28787504167789785	0.0	0.0	0.6672599149670043
0.5145365242447927	-0.2973225467089459	0.0	0.0	0.14369305245794375
0.5153061114471548	-0.28817884968375923	0.0	0.0	0.15213873144388745
0.5378921625027857	-0.04075066390324206	0.0	0.0	0.3772548317027181
0.5402486508086919	-0.017132601467259295	0.0	0.0	0.39841334078843926
0.537609959027766	-0.04360551622052015	0.0	0.0	0.37469366525746467
0.5826723510589622	0.34742448363882383	0.0	0.0	0.7189724891490237
0.5289018084639779	-0.13454915905686593	0.0	0.0	0.2926736305304681
0.5863384854225671	0.3741279052295054	0.0	0.0	0.7421051168060532
0.5551621309552803	0.12357779021818394	0.0	0.0	0.523389544093315
0.5550362138017011	0.12245054416018056	0.0	0.0	0.5223953068427969
0.5710200350282618	0.2578556389273597	0.0	0.0	0.6411141190427444
0.5532432940896591	0.10629096958208573	0.0	0.0	0.5081306911608492
0.5509483963955022	0.08530714565298403	0.0	0.0	0.4895742601602744
0.5072849860450629	-0.38595116418692926	0.0	0.0	0.06134065996464651
0.5444174164949306	0.023700221564280942	0.0	0.0	0.43486703790484776
0.5649270044417646	0.2080241251324311	0.0	0.0	0.597581756294045
0.5297303532662291	-0.12565391424917274	0.0	0.0	0.3007334309906393
0.5184294945139107	-0.25157533806207644	0.0	0.0	0.185851341417393
0.5516935341677525	0.09215770420711962	0.0	0.0	0.4956364726320281
0.5650495724134916	0.2090444162597704	0.0	0.0	0.5984736333861246
0.5293097421052104	-0.13016309862478764	0.0	0.0	0.2966487812493792
0.5190965033200132	-0.24386090236506358	0.0	0.0	0.1929399796006485
0.5028981789613048	-0.4417959160961805	0.0	0.0	0.008989160766382403
0.5615773499553723	0.17970720639429713	0.0	0.0	0.5727651604670626
0.5073949654968056	-0.38457303406189125	0.0	0.0	0.06262803906180249
0.5026385847716452	-0.4451552537774917	0.0	0.0	0.005829754637175214
0.5195304582958434	-0.238860134459447	0.0	0.0	0.19753326993572212
0.540924758110556	-0.01042835500108358	0.0	0.0	0.4044094693230028
0.5710170722922622	0.25783192426350754	0.0	0.0	0.6410934430443103
0.521405009142308	-0.21744030440942289	0.0	0.0	0.21716547545119988
0.4686408080981536	-0.9415528112072736	0.0	0.0	-0.476037531081879
