kappa	a4	a5	a6	b6
0.533663	-0.1069348941775124	0.0	0.0	0.307456680097291
0.5131388720001563	-0.3280373213606226	0.0	0.0	0.10111154805963339
0.5410610353812402	-0.034602341643671305	0.0	0.0	0.37381758295709583
0.5383816218704158	-0.06037894710601977	0.0	0.0	0.3502298355376713
0.5475752664953464	0.026143642789380542	0.0	0.0	0.42914949752381326
0.5362012148082705	-0.08170519769089786	0.0	0.0	0.3306639386485689
0.5318105280611286	-0.12562767366738728	0.0	0.0	0.2902201797037553
0.562447074928685	0.15523493152217965	0.0	0.0	0.545636966851851
0.5251971115014549	-0.19433896175833748	0.0	0.0	0.226537654012504
0.5124509890827856	-0.336010036052354	0.0	0.0	0.09356659435533218
0.5565385474507045	0.10548237906558787	0.0	0.0	0.5009087576804676
0.5207458763348497	-0.24238858003165578	0.0	0.0	0.1816961605261666
0.5394571846200147	-0.04997521559415997	0.0	0.0	0.35975802979210847
0.5538523800001235	0.08220528512626175	0.0	0.0	0.47991255257089793
0.5482785907884127	0.032544247239380174	0.0	0.0	0.43495974411523963
0.546277021114016	0.01425081331896754	0.0	0.0	0.41834457814923665
0.5480021916064988	0.030032916756133433	0.0	0.0	0.43268076908882824
0.5477031793384485	0.027310676671480183	0.0	0.0	0.4302095666698448
0.571245681619388	0.2257906035306921	0.0	0.0	0.608747468128426
0.5206723331480687	-0.2431950037416549	0.0	0.0	0.1809413592201312
0.5179291417660928	-0.2735725222445109	0.0	0.0	0.15245449864817737
0.5823773886636026	0.3093726232173197	0.0	0.0	0.6830962153262113
0.5503402693285436	0.05113084514236515	0.0	0.0	0.45181005829146664
0.5276711369759473	-0.16826674999722688	0.0	0.0	0.2507617831746664
0.5287380000655455	-0.15716057227176608	0.0	0.0	0.26105813115502946
0.5572166998735832	0.11129301873590002	0.0	0.0	0.5061429220009656
0.50867667771655	-0.3804503171113814	0.0	0.0	0.051371740002853404
0.5437196475942874	-0.009485818330225028	0.0	0.0	0.3967385335259164
0.5408629960604364	-0.03649153027595403	0.0	0.0	0.37209115170621443
0.5123424159753204	-0.33727195500018897	0.0	0.0	0.09237169032667637
0.5866988956880327	0.34020839515493656	0.0	0.0	0.7104336438882441
0.5544500497570499	0.08742073566156167	0.0	0.0	0.48462095210396944
0.504547988056628	-0.4304433010817934	0.0	0.0	0.0036193444241848015
0.5456726583874539	0.008678364656669066	0.0	0.0	0.4132770744484727
0.5529112249865181	0.07394956645548656	0.0	0.0	0.4724545301619038
