model:2	Q0^2=1.12	Q^2=1.12 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb
2.290868E-04  1.877373E-02  1.104229E-02  2.134991E-02  1.361847E-02  -3.622519E-10  0.000000E+00  0.000000E+00  -2.005251E-08  2.576179E-03  2.576179E-03  -3.315336E-10  0.000000E+00  0.000000E+00
2.312065E-04  1.886082E-02  1.109351E-02  2.144894E-02  1.368163E-02  -3.607413E-10  0.000000E+00  0.000000E+00  -1.996093E-08  2.588123E-03  2.588123E-03  -3.299259E-10  0.000000E+00  0.000000E+00
2.333458E-04  1.894831E-02  1.114496E-02  2.154844E-02  1.374508E-02  -3.592328E-10  0.000000E+00  0.000000E+00  -1.986902E-08  2.600124E-03  2.600124E-03  -3.283204E-10  0.000000E+00  0.000000E+00
2.355049E-04  1.903622E-02  1.119665E-02  2.164840E-02  1.380883E-02  -3.577265E-10  0.000000E+00  0.000000E+00  -1.977678E-08  2.612180E-03  2.612180E-03  -3.267171E-10  0.000000E+00  0.000000E+00
2.376840E-04  1.912453E-02  1.124859E-02  2.174883E-02  1.387288E-02  -3.562223E-10  0.000000E+00  0.000000E+00  -1.968421E-08  2.624293E-03  2.624293E-03  -3.251159E-10  0.000000E+00  0.000000E+00
2.398833E-04  1.921326E-02  1.130076E-02  2.184972E-02  1.393723E-02  -3.547203E-10  0.000000E+00  0.000000E+00  -1.959132E-08  2.636463E-03  2.636463E-03  -3.235169E-10  0.000000E+00  0.000000E+00
2.421029E-04  1.930241E-02  1.135318E-02  2.195109E-02  1.400187E-02  -3.532205E-10  0.000000E+00  0.000000E+00  -1.949811E-08  2.648689E-03  2.648689E-03  -3.219202E-10  0.000000E+00  0.000000E+00
2.443431E-04  1.939197E-02  1.140585E-02  2.205294E-02  1.406682E-02  -3.517229E-10  0.000000E+00  0.000000E+00  -1.940458E-08  2.660972E-03  2.660972E-03  -3.203257E-10  0.000000E+00  0.000000E+00
2.466039E-04  1.948195E-02  1.145876E-02  2.215526E-02  1.413208E-02  -3.502276E-10  0.000000E+00  0.000000E+00  -1.931074E-08  2.673313E-03  2.673313E-03  -3.187334E-10  0.000000E+00  0.000000E+00
2.488857E-04  1.957235E-02  1.151192E-02  2.225806E-02  1.419764E-02  -3.487344E-10  0.000000E+00  0.000000E+00  -1.921658E-08  2.685712E-03  2.685712E-03  -3.171433E-10  0.000000E+00  0.000000E+00
2.511886E-04  1.966317E-02  1.156533E-02  2.236134E-02  1.426350E-02  -3.472434E-10  0.000000E+00  0.000000E+00  -1.912211E-08  2.698168E-03  2.698168E-03  -3.155555E-10  0.000000E+00  0.000000E+00
2.535129E-04  1.975442E-02  1.161899E-02  2.246511E-02  1.432968E-02  -3.457547E-10  0.000000E+00  0.000000E+00  -1.902734E-08  2.710683E-03  2.710683E-03  -3.139699E-10  0.000000E+00  0.000000E+00
2.558586E-04  1.984610E-02  1.167290E-02  2.256936E-02  1.439616E-02  -3.442681E-10  0.000000E+00  0.000000E+00  -1.893227E-08  2.723256E-03  2.723256E-03  -3.123866E-10  0.000000E+00  0.000000E+00
2.582260E-04  1.993821E-02  1.172707E-02  2.267410E-02  1.446295E-02  -3.427838E-10  0.000000E+00  0.000000E+00  -1.883689E-08  2.735889E-03  2.735889E-03  -3.108056E-10  0.000000E+00  0.000000E+00
2.606154E-04  2.003074E-02  1.178148E-02  2.277932E-02  1.453006E-02  -3.413018E-10  0.000000E+00  0.000000E+00  -1.874122E-08  2.748580E-03  2.748580E-03  -3.092269E-10  0.000000E+00  0.000000E+00
2.630268E-04  2.012372E-02  1.183615E-02  2.288505E-02  1.459748E-02  -3.398220E-10  0.000000E+00  0.000000E+00  -1.864526E-08  2.761330E-03  2.761330E-03  -3.076504E-10  0.000000E+00  0.000000E+00
2.654606E-04  2.021712E-02  1.189108E-02  2.299126E-02  1.466522E-02  -3.383445E-10  0.000000E+00  0.000000E+00  -1.854900E-08  2.774140E-03  2.774140E-03  -3.060763E-10  0.000000E+00  0.000000E+00
2.679168E-04  2.031097E-02  1.194626E-02  2.309798E-02  1.473328E-02  -3.368692E-10  0.000000E+00  0.000000E+00  -1.845245E-08  2.787011E-03  2.787011E-03  -3.045045E-10  0.000000E+00  0.000000E+00
2.703958E-04  2.040525E-02  1.200171E-02  2.320519E-02  1.480165E-02  -3.353962E-10  0.000000E+00  0.000000E+00  -1.835562E-08  2.799941E-03  2.799941E-03  -3.029351E-10  0.000000E+00  0.000000E+00
2.728978E-04  2.049998E-02  1.205741E-02  2.331291E-02  1.487034E-02  -3.339255E-10  0.000000E+00  0.000000E+00  -1.825851E-08  2.812932E-03  2.812932E-03  -3.013679E-10  0.000000E+00  0.000000E+00
2.754229E-04  2.059515E-02  1.211337E-02  2.342113E-02  1.493936E-02  -3.324570E-10  0.000000E+00  0.000000E+00  -1.816112E-08  2.825983E-03  2.825983E-03  -2.998032E-10  0.000000E+00  0.000000E+00
2.779713E-04  2.069077E-02  1.216960E-02  2.352986E-02  1.500869E-02  -3.309909E-10  0.000000E+00  0.000000E+00  -1.806345E-08  2.839096E-03  2.839096E-03  -2.982408E-10  0.000000E+00  0.000000E+00
2.805434E-04  2.078683E-02  1.222609E-02  2.363910E-02  1.507836E-02  -3.295270E-10  0.000000E+00  0.000000E+00  -1.796550E-08  2.852270E-03  2.852270E-03  -2.966807E-10  0.000000E+00  0.000000E+00
2.831392E-04  2.088335E-02  1.228284E-02  2.374886E-02  1.514835E-02  -3.280655E-10  0.000000E+00  0.000000E+00  -1.786729E-08  2.865506E-03  2.865506E-03  -2.951231E-10  0.000000E+00  0.000000E+00
2.857591E-04  2.098032E-02  1.233986E-02  2.385912E-02  1.521866E-02  -3.266063E-10  0.000000E+00  0.000000E+00  -1.776881E-08  2.878804E-03  2.878804E-03  -2.935679E-10  0.000000E+00  0.000000E+00
2.884032E-04  2.107774E-02  1.239715E-02  2.396991E-02  1.528931E-02  -3.251494E-10  0.000000E+00  0.000000E+00  -1.767006E-08  2.892164E-03  2.892164E-03  -2.920151E-10  0.000000E+00  0.000000E+00
2.910717E-04  2.117562E-02  1.245470E-02  2.408121E-02  1.536029E-02  -3.236949E-10  0.000000E+00  0.000000E+00  -1.757106E-08  2.905586E-03  2.905586E-03  -2.904647E-10  0.000000E+00  0.000000E+00
2.937650E-04  2.127396E-02  1.251253E-02  2.419303E-02  1.543160E-02  -3.222427E-10  0.000000E+00  0.000000E+00  -1.747179E-08  2.919072E-03  2.919072E-03  -2.889167E-10  0.000000E+00  0.000000E+00
