HERAPDF20_NNLO_EIG	10.00 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb  Exuv  Exdv  Exu  Exd  Exs  Exc  Exb  Exg  Exub  Exdb  Exsb  Excb  Exbb
1.000000E-04  6.317766E-03  1.815364E-03  9.996043E-01  9.947784E-01  8.262907E-01  3.447541E-01  0.000000E+00  1.015122E+01  9.932865E-01  9.929630E-01  8.260516E-01  3.445330E-01  0.000000E+00  6.740800E-04  3.956368E-04  1.251493E-02  1.257827E-02  1.171586E-02  1.234915E-02  0.000000E+00  6.107317E-01  1.257837E-02  1.257384E-02  1.171578E-02  1.234903E-02  0.000000E+00
1.009253E-04  6.359264E-03  1.827635E-03  9.981634E-01  9.933056E-01  8.250051E-01  3.441993E-01  0.000000E+00  1.015143E+01  9.918041E-01  9.914780E-01  8.247655E-01  3.439778E-01  0.000000E+00  6.777032E-04  3.983833E-04  1.243704E-02  1.250051E-02  1.163781E-02  1.226093E-02  0.000000E+00  6.063814E-01  1.250029E-02  1.249567E-02  1.163774E-02  1.226081E-02  0.000000E+00
1.018591E-04  6.401035E-03  1.839994E-03  9.967230E-01  9.918332E-01  8.237195E-01  3.436440E-01  0.000000E+00  1.015154E+01  9.903220E-01  9.899932E-01  8.234795E-01  3.434221E-01  0.000000E+00  6.813437E-04  4.011489E-04  1.235978E-02  1.242339E-02  1.156039E-02  1.217337E-02  0.000000E+00  6.020617E-01  1.242283E-02  1.241813E-02  1.156032E-02  1.217325E-02  0.000000E+00
1.028016E-04  6.443085E-03  1.852443E-03  9.952832E-01  9.903612E-01  8.224339E-01  3.430884E-01  0.000000E+00  1.015155E+01  9.888401E-01  9.885087E-01  8.221935E-01  3.428661E-01  0.000000E+00  6.850022E-04  4.039335E-04  1.228316E-02  1.234690E-02  1.148358E-02  1.208646E-02  0.000000E+00  5.977723E-01  1.234601E-02  1.234122E-02  1.148352E-02  1.208634E-02  0.000000E+00
1.037528E-04  6.485419E-03  1.864986E-03  9.938440E-01  9.888895E-01  8.211485E-01  3.425324E-01  0.000000E+00  1.015147E+01  9.873586E-01  9.870245E-01  8.209076E-01  3.423097E-01  0.000000E+00  6.886792E-04  4.067371E-04  1.220716E-02  1.227103E-02  1.140737E-02  1.200019E-02  0.000000E+00  5.935128E-01  1.226980E-02  1.226492E-02  1.140732E-02  1.200007E-02  0.000000E+00
1.047129E-04  6.528044E-03  1.877625E-03  9.924054E-01  9.874182E-01  8.198631E-01  3.419760E-01  0.000000E+00  1.015129E+01  9.858774E-01  9.855406E-01  8.196219E-01  3.417530E-01  0.000000E+00  6.923752E-04  4.095597E-04  1.213176E-02  1.219577E-02  1.133177E-02  1.191455E-02  0.000000E+00  5.892827E-01  1.219419E-02  1.218922E-02  1.133171E-02  1.191443E-02  0.000000E+00
1.056818E-04  6.570966E-03  1.890364E-03  9.909675E-01  9.859474E-01  8.185779E-01  3.414194E-01  0.000000E+00  1.015102E+01  9.843965E-01  9.840570E-01  8.183362E-01  3.411960E-01  0.000000E+00  6.960906E-04  4.124013E-04  1.205696E-02  1.212111E-02  1.125674E-02  1.182954E-02  0.000000E+00  5.850816E-01  1.211918E-02  1.211413E-02  1.125670E-02  1.182941E-02  0.000000E+00
1.066596E-04  6.614189E-03  1.903206E-03  9.895303E-01  9.844771E-01  8.172928E-01  3.408625E-01  0.000000E+00  1.015066E+01  9.829161E-01  9.825738E-01  8.170507E-01  3.406387E-01  0.000000E+00  6.998261E-04  4.152617E-04  1.198276E-02  1.204704E-02  1.118230E-02  1.174513E-02  0.000000E+00  5.809092E-01  1.204476E-02  1.203961E-02  1.118225E-02  1.174501E-02  0.000000E+00
1.076465E-04  6.657721E-03  1.916153E-03  9.880938E-01  9.830072E-01  8.160079E-01  3.403053E-01  0.000000E+00  1.015021E+01  9.814361E-01  9.810911E-01  8.157655E-01  3.400812E-01  0.000000E+00  7.035822E-04  4.181411E-04  1.190913E-02  1.197356E-02  1.110842E-02  1.166133E-02  0.000000E+00  5.767649E-01  1.197092E-02  1.196568E-02  1.110838E-02  1.166121E-02  0.000000E+00
1.086426E-04  6.701567E-03  1.929208E-03  9.866581E-01  9.815379E-01  8.147233E-01  3.397479E-01  0.000000E+00  1.014967E+01  9.799565E-01  9.796087E-01  8.144804E-01  3.395234E-01  0.000000E+00  7.073593E-04  4.210393E-04  1.183607E-02  1.190064E-02  1.103510E-02  1.157813E-02  0.000000E+00  5.726485E-01  1.189764E-02  1.189232E-02  1.103506E-02  1.157800E-02  0.000000E+00
1.096478E-04  6.745732E-03  1.942375E-03  9.852231E-01  9.800691E-01  8.134389E-01  3.391903E-01  0.000000E+00  1.014904E+01  9.784774E-01  9.781268E-01  8.131956E-01  3.389654E-01  0.000000E+00  7.111581E-04  4.239563E-04  1.176356E-02  1.182829E-02  1.096233E-02  1.149552E-02  0.000000E+00  5.685595E-01  1.182493E-02  1.181952E-02  1.096230E-02  1.149539E-02  0.000000E+00
